cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE"
Workers,Occupation,"Civilian employed population 16 years and over",357686,"(+/- 6078 )",432620,"(+/- 5463 )",368118,"(+/- 4999 )",331449,"(+/- 7065 )",399779,"(+/- 5763 )",371282,"(+/- 5735 )",354597,"(+/- 4479 )",386543,"(+/- 4927 )"
Workers,Occupation,"Management, business, science, and arts occupations",132937,"(+/- 5742 )",210918,"(+/- 4740 )",126375,"(+/- 3816 )",120329,"(+/- 5498 )",172530,"(+/- 5364 )",124488,"(+/- 4701 )",119354,"(+/- 3843 )",131269,"(+/- 5080 )"
Workers,Occupation,"Service occupations",53769,"(+/- 3651 )",66789,"(+/- 4248 )",64218,"(+/- 3038 )",68543,"(+/- 4160 )",55617,"(+/- 3547 )",57387,"(+/- 3354 )",57831,"(+/- 2622 )",62488,"(+/- 3116 )"
Workers,Occupation,"Sales and office occupations",75633,"(+/- 4176 )",73995,"(+/- 3740 )",69620,"(+/- 3600 )",63206,"(+/- 4918 )",81511,"(+/- 4074 )",77243,"(+/- 3745 )",64894,"(+/- 2614 )",78627,"(+/- 4388 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",31147,"(+/- 2887 )",28547,"(+/- 2524 )",35557,"(+/- 2236 )",18619,"(+/- 2651 )",28217,"(+/- 2219 )",37595,"(+/- 2400 )",40950,"(+/- 1951 )",37214,"(+/- 2881 )"
Workers,Occupation,"Production, transportation, and material moving occupations",64200,"(+/- 4163 )",52371,"(+/- 3051 )",72348,"(+/- 3482 )",60752,"(+/- 4114 )",61904,"(+/- 4823 )",74569,"(+/- 4090 )",71568,"(+/- 2792 )",76945,"(+/- 3886 )"
Workers,Industry,"Civilian employed population 16 years and over",357686,"(+/- 6078 )",432620,"(+/- 5463 )",368118,"(+/- 4999 )",331449,"(+/- 7065 )",399779,"(+/- 5763 )",371282,"(+/- 5735 )",354597,"(+/- 4479 )",386543,"(+/- 4927 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",3118,"(+/- 925 )",7649,"(+/- 1163 )",14212,"(+/- 1266 )",1191,"(+/- 526 )",2745,"(+/- 666 )",8983,"(+/- 1294 )",14270,"(+/- 1359 )",7907,"(+/- 1068 )"
Workers,Industry,Construction,23170,"(+/- 2558 )",22763,"(+/- 2344 )",20525,"(+/- 1492 )",14651,"(+/- 2628 )",22328,"(+/- 1983 )",24342,"(+/- 2034 )",26325,"(+/- 1864 )",27188,"(+/- 2314 )"
Workers,Industry,Manufacturing,71572,"(+/- 4281 )",49950,"(+/- 3116 )",60812,"(+/- 3238 )",51573,"(+/- 3371 )",71930,"(+/- 4011 )",91359,"(+/- 4064 )",65275,"(+/- 2922 )",84107,"(+/- 3986 )"
Workers,Industry,"Wholesale trade",10627,"(+/- 1523 )",10235,"(+/- 1517 )",9039,"(+/- 1376 )",6063,"(+/- 1107 )",12708,"(+/- 1645 )",8839,"(+/- 1195 )",9883,"(+/- 1291 )",11249,"(+/- 1699 )"
Workers,Industry,"Retail trade",40201,"(+/- 3817 )",42474,"(+/- 3358 )",45801,"(+/- 2894 )",29999,"(+/- 2784 )",46790,"(+/- 3493 )",41273,"(+/- 3255 )",40071,"(+/- 2407 )",43648,"(+/- 3165 )"
Workers,Industry,"Transportation and warehousing, and utilities",16364,"(+/- 1931 )",13582,"(+/- 1751 )",19490,"(+/- 1815 )",18847,"(+/- 2263 )",16652,"(+/- 2371 )",16080,"(+/- 1562 )",18918,"(+/- 1801 )",18153,"(+/- 1962 )"
Workers,Industry,Information,4357,"(+/- 960 )",11232,"(+/- 1576 )",4455,"(+/- 947 )",5004,"(+/- 1159 )",5668,"(+/- 1105 )",4591,"(+/- 990 )",3133,"(+/- 579 )",3877,"(+/- 829 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",18782,"(+/- 1853 )",29496,"(+/- 2510 )",20738,"(+/- 1924 )",20704,"(+/- 2308 )",27625,"(+/- 2875 )",24101,"(+/- 2582 )",20930,"(+/- 1887 )",24092,"(+/- 2416 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",31979,"(+/- 3266 )",50744,"(+/- 3437 )",21983,"(+/- 2233 )",36577,"(+/- 2769 )",37030,"(+/- 3181 )",22201,"(+/- 1870 )",20654,"(+/- 2019 )",29122,"(+/- 2316 )"
Workers,Industry,"Educational services, and health care and social assistance",77188,"(+/- 4393 )",114920,"(+/- 4783 )",88219,"(+/- 3797 )",90604,"(+/- 4839 )",99563,"(+/- 4621 )",75128,"(+/- 3952 )",82868,"(+/- 3025 )",78282,"(+/- 3228 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",33095,"(+/- 3098 )",42182,"(+/- 3920 )",34621,"(+/- 2877 )",33799,"(+/- 3682 )",28655,"(+/- 3200 )",26051,"(+/- 2650 )",26095,"(+/- 1840 )",28637,"(+/- 2404 )"
Workers,Industry,"Other services, except public administration",15463,"(+/- 1701 )",19308,"(+/- 2021 )",14830,"(+/- 1328 )",13220,"(+/- 1902 )",19183,"(+/- 2498 )",16350,"(+/- 1733 )",14509,"(+/- 1417 )",16983,"(+/- 2053 )"
Workers,Industry,"Public administration",11770,"(+/- 1467 )",18085,"(+/- 2249 )",13393,"(+/- 1470 )",9217,"(+/- 1323 )",8902,"(+/- 1187 )",11984,"(+/- 1528 )",11666,"(+/- 1162 )",13298,"(+/- 1611 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",357686,"(+/- 6078 )",432620,"(+/- 5463 )",368118,"(+/- 4999 )",331449,"(+/- 7065 )",399779,"(+/- 5763 )",371282,"(+/- 5735 )",354597,"(+/- 4479 )",386543,"(+/- 4927 )"
Workers,"Class of Worker","Private wage and salary workers",304035,"(+/- 6316 )",331222,"(+/- 6440 )",296330,"(+/- 5249 )",284678,"(+/- 7229 )",342255,"(+/- 6483 )",316790,"(+/- 5816 )",281452,"(+/- 4743 )",323922,"(+/- 5906 )"
Workers,"Class of Worker","Government workers",39186,"(+/- 3712 )",80114,"(+/- 3906 )",50860,"(+/- 2870 )",37477,"(+/- 2787 )",38331,"(+/- 2701 )",36717,"(+/- 2673 )",46331,"(+/- 2586 )",40799,"(+/- 2844 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",13869,"(+/- 1675 )",20397,"(+/- 1969 )",20266,"(+/- 1666 )",8761,"(+/- 1178 )",17708,"(+/- 2468 )",17145,"(+/- 1464 )",25916,"(+/- 1575 )",20339,"(+/- 1830 )"
Workers,"Class of Worker","Unpaid family workers",596,"(+/- 285 )",887,"(+/- 348 )",662,"(+/- 239 )",533,"(+/- 217 )",1485,"(+/- 462 )",630,"(+/- 258 )",898,"(+/- 312 )",1483,"(+/- 562 )"
Housing,"Housing Occupancy","Total housing units",309253,"(+/- 3280 )",340644,"(+/- 1574 )",331212,"(+/- 1888 )",309678,"(+/- 3099 )",321169,"(+/- 3259 )",329866,"(+/- 1614 )",428533,"(+/- 1399 )",354798,"(+/- 1008 )"
Housing,"Housing Occupancy","Occupied housing units",284862,"(+/- 3704 )",320423,"(+/- 2971 )",294067,"(+/- 2887 )",279444,"(+/- 3804 )",302776,"(+/- 3678 )",297909,"(+/- 3270 )",303088,"(+/- 3302 )",304054,"(+/- 2385 )"
Housing,"Housing Occupancy","Vacant housing units",24391,"(+/- 2798 )",20221,"(+/- 2474 )",37145,"(+/- 2740 )",30234,"(+/- 3143 )",18393,"(+/- 2645 )",31957,"(+/- 2770 )",125445,"(+/- 3241 )",50744,"(+/- 2469 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",0.7,"(+/- 0.4 )",1.3,"(+/- 0.5 )",1.2,"(+/- 0.4 )",1.1,"(+/- 0.5 )",1.4,"(+/- 0.5 )",1.0,"(+/- 0.3 )",1.1,"(+/- 0.3 )",1.3,"(+/- 0.5 )"
Housing,"Housing Occupancy","Rental vacancy rate",4.2,"(+/- 1.5 )",3.8,"(+/- 1.3 )",5.5,"(+/- 1.5 )",6.4,"(+/- 1.1 )",4.4,"(+/- 1.3 )",3.9,"(+/- 1.4 )",7.6,"(+/- 1.6 )",3.4,"(+/- 1.3 )"
Housing,"Housing Tenure","Occupied housing units",284862,"(+/- 3704 )",320423,"(+/- 2971 )",294067,"(+/- 2887 )",279444,"(+/- 3804 )",302776,"(+/- 3678 )",297909,"(+/- 3270 )",303088,"(+/- 3302 )",304054,"(+/- 2385 )"
Housing,"Housing Tenure",Owner-occupied,200807,"(+/- 4539 )",197075,"(+/- 3061 )",208368,"(+/- 3572 )",124165,"(+/- 3158 )",212257,"(+/- 3546 )",209613,"(+/- 3958 )",235552,"(+/- 3507 )",216069,"(+/- 3655 )"
Housing,"Housing Tenure",Renter-occupied,84055,"(+/- 3881 )",123348,"(+/- 3642 )",85699,"(+/- 3410 )",155279,"(+/- 4258 )",90519,"(+/- 4255 )",88296,"(+/- 3622 )",67536,"(+/- 2696 )",87985,"(+/- 3426 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.61,"(+/- 0.04 )",2.56,"(+/- 0.04 )",2.48,"(+/- 0.03 )",2.59,"(+/- 0.06 )",2.55,"(+/- 0.04 )",2.45,"(+/- 0.03 )",2.41,"(+/- 0.03 )",2.51,"(+/- 0.03 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.18,"(+/- 0.07 )",2.04,"(+/- 0.05 )",2.04,"(+/- 0.06 )",2.35,"(+/- 0.06 )",1.98,"(+/- 0.06 )",2.02,"(+/- 0.06 )",2.01,"(+/- 0.06 )",2.04,"(+/- 0.05 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",284862,"(+/- 3704 )",320423,"(+/- 2971 )",294067,"(+/- 2887 )",279444,"(+/- 3804 )",302776,"(+/- 3678 )",297909,"(+/- 3270 )",303088,"(+/- 3302 )",304054,"(+/- 2385 )"
Housing,"Year Householder Moved into Unit","Moved in 2017 or later",70134,"(+/- 3931 )",100593,"(+/- 3846 )",79947,"(+/- 2925 )",99369,"(+/- 4210 )",73145,"(+/- 3516 )",70820,"(+/- 3555 )",65730,"(+/- 2753 )",74360,"(+/- 3784 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 to 2016",33105,"(+/- 2936 )",42273,"(+/- 3439 )",31811,"(+/- 2587 )",38230,"(+/- 3211 )",37504,"(+/- 2427 )",33349,"(+/- 2609 )",33564,"(+/- 1936 )",35021,"(+/- 2435 )"
Housing,"Year Householder Moved into Unit","Moved in 2014 to 2014",40905,"(+/- 3009 )",51249,"(+/- 2903 )",41753,"(+/- 2997 )",41310,"(+/- 3110 )",49956,"(+/- 2698 )",48912,"(+/- 3156 )",42516,"(+/- 2395 )",44004,"(+/- 2965 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",66529,"(+/- 3568 )",58640,"(+/- 3083 )",61263,"(+/- 3036 )",45748,"(+/- 3283 )",60636,"(+/- 2727 )",62743,"(+/- 2807 )",70596,"(+/- 2911 )",66610,"(+/- 3045 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",36543,"(+/- 2466 )",33612,"(+/- 2153 )",36854,"(+/- 2271 )",24634,"(+/- 2072 )",41082,"(+/- 2287 )",38052,"(+/- 2104 )",45130,"(+/- 1962 )",42387,"(+/- 2557 )"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier",37646,"(+/- 2217 )",34056,"(+/- 2170 )",42439,"(+/- 1867 )",30153,"(+/- 2303 )",40453,"(+/- 2497 )",44033,"(+/- 2158 )",45552,"(+/- 1700 )",41672,"(+/- 2330 )"
Housing,Value,"Owner-occupied units",200807,"(+/- 4539 )",197075,"(+/- 3061 )",208368,"(+/- 3572 )",124165,"(+/- 3158 )",212257,"(+/- 3546 )",209613,"(+/- 3958 )",235552,"(+/- 3507 )",216069,"(+/- 3655 )"
Housing,Value,"Less than $50,000",5952,"(+/- 1122 )",5770,"(+/- 1204 )",13288,"(+/- 1192 )",8522,"(+/- 1391 )",5334,"(+/- 1036 )",7307,"(+/- 1083 )",13860,"(+/- 1289 )",8658,"(+/- 1118 )"
Housing,Value,"$50,000 to $99,999",12866,"(+/- 1728 )",11070,"(+/- 1169 )",27515,"(+/- 1903 )",22967,"(+/- 2329 )",4712,"(+/- 879 )",27749,"(+/- 1907 )",39174,"(+/- 2043 )",23916,"(+/- 1500 )"
Housing,Value,"$100,000 to $149,999",27866,"(+/- 2566 )",18399,"(+/- 1933 )",40217,"(+/- 2274 )",31728,"(+/- 2387 )",19158,"(+/- 1759 )",46154,"(+/- 2785 )",45440,"(+/- 2035 )",43163,"(+/- 2484 )"
Housing,Value,"$150,000 to $199,999",37628,"(+/- 2844 )",26364,"(+/- 1812 )",43938,"(+/- 2174 )",25974,"(+/- 2222 )",37331,"(+/- 2253 )",40279,"(+/- 2227 )",45420,"(+/- 2042 )",48600,"(+/- 2449 )"
Housing,Value,"$200,000 to $299,999",59765,"(+/- 3427 )",59710,"(+/- 2477 )",49158,"(+/- 2122 )",19907,"(+/- 1896 )",69634,"(+/- 3269 )",46167,"(+/- 2251 )",49286,"(+/- 1775 )",54156,"(+/- 2675 )"
Housing,Value,"$300,000 to $499,999",44831,"(+/- 2359 )",56119,"(+/- 2486 )",26190,"(+/- 1683 )",10465,"(+/- 1116 )",56911,"(+/- 3134 )",29737,"(+/- 2010 )",31581,"(+/- 1789 )",29265,"(+/- 1858 )"
Housing,Value,"$500,000 to $999,999",10246,"(+/- 1316 )",17394,"(+/- 1680 )",6491,"(+/- 691 )",3564,"(+/- 654 )",16420,"(+/- 1759 )",9791,"(+/- 1059 )",9181,"(+/- 1005 )",6801,"(+/- 977 )"
Housing,Value,"$1,000,000 or more",1653,"(+/- 635 )",2249,"(+/- 523 )",1571,"(+/- 460 )",1038,"(+/- 340 )",2757,"(+/- 540 )",2429,"(+/- 800 )",1610,"(+/- 418 )",1510,"(+/- 466 )"
Housing,Value,"Median (dollars)",224400,"(+/- 4002 )",262400,"(+/- 3902 )",171500,"(+/- 2304 )",148300,"(+/- 3669 )",252700,"(+/- 4749 )",174700,"(+/- 3083 )",168100,"(+/- 2079 )",180000,"(+/- 2994 )"
Housing,"Mortgage Status","Owner-occupied units",200807,"(+/- 4539 )",197075,"(+/- 3061 )",208368,"(+/- 3572 )",124165,"(+/- 3158 )",212257,"(+/- 3546 )",209613,"(+/- 3958 )",235552,"(+/- 3507 )",216069,"(+/- 3655 )"
Housing,"Mortgage Status","Housing units with a mortgage",130694,"(+/- 4565 )",131518,"(+/- 3585 )",122737,"(+/- 3193 )",81744,"(+/- 3027 )",139578,"(+/- 3492 )",129762,"(+/- 3801 )",137129,"(+/- 3001 )",132575,"(+/- 3839 )"
Housing,"Mortgage Status","Housing units without a mortgage",70113,"(+/- 3165 )",65557,"(+/- 2795 )",85631,"(+/- 2946 )",42421,"(+/- 2198 )",72679,"(+/- 2844 )",79851,"(+/- 2828 )",98423,"(+/- 2750 )",83494,"(+/- 2684 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",130694,"(+/- 4565 )",131518,"(+/- 3585 )",122737,"(+/- 3193 )",81744,"(+/- 3027 )",139578,"(+/- 3492 )",129762,"(+/- 3801 )",137129,"(+/- 3001 )",132575,"(+/- 3839 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",659,"(+/- 345 )",400,"(+/- 263 )",2137,"(+/- 684 )",590,"(+/- 253 )",854,"(+/- 463 )",1122,"(+/- 351 )",1836,"(+/- 399 )",1819,"(+/- 588 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",18684,"(+/- 2035 )",14725,"(+/- 1712 )",32524,"(+/- 2002 )",17361,"(+/- 1940 )",12028,"(+/- 1368 )",31939,"(+/- 2187 )",39922,"(+/- 2277 )",32314,"(+/- 2050 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",43178,"(+/- 2836 )",36087,"(+/- 1943 )",46381,"(+/- 2561 )",35268,"(+/- 2459 )",45483,"(+/- 2780 )",49455,"(+/- 2665 )",50094,"(+/- 2236 )",51497,"(+/- 2725 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",36670,"(+/- 2928 )",36550,"(+/- 2195 )",24291,"(+/- 1665 )",16508,"(+/- 1639 )",40419,"(+/- 2843 )",26803,"(+/- 1784 )",25493,"(+/- 1672 )",30173,"(+/- 2010 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",17095,"(+/- 1595 )",22140,"(+/- 1691 )",8854,"(+/- 1047 )",6071,"(+/- 941 )",22134,"(+/- 1825 )",10324,"(+/- 1207 )",10693,"(+/- 1085 )",10046,"(+/- 1328 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",8169,"(+/- 1292 )",10885,"(+/- 1577 )",4670,"(+/- 776 )",2520,"(+/- 617 )",9421,"(+/- 1266 )",4544,"(+/- 903 )",4962,"(+/- 950 )",3307,"(+/- 629 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",6239,"(+/- 1061 )",10731,"(+/- 1348 )",3880,"(+/- 832 )",3426,"(+/- 541 )",9239,"(+/- 1277 )",5575,"(+/- 903 )",4129,"(+/- 881 )",3419,"(+/- 643 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1533,"(+/- 27 )",1679,"(+/- 24 )",1274,"(+/- 23 )",1328,"(+/- 28 )",1623,"(+/- 27 )",1308,"(+/- 20 )",1249,"(+/- 19 )",1287,"(+/- 20 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",70113,"(+/- 3165 )",65557,"(+/- 2795 )",85631,"(+/- 2946 )",42421,"(+/- 2198 )",72679,"(+/- 2844 )",79851,"(+/- 2828 )",98423,"(+/- 2750 )",83494,"(+/- 2684 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",2254,"(+/- 698 )",2049,"(+/- 544 )",5495,"(+/- 1023 )",1317,"(+/- 549 )",1620,"(+/- 633 )",2884,"(+/- 511 )",8595,"(+/- 860 )",4015,"(+/- 561 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",6497,"(+/- 1278 )",6244,"(+/- 900 )",17217,"(+/- 1586 )",5820,"(+/- 980 )",5257,"(+/- 855 )",15716,"(+/- 1645 )",25340,"(+/- 1693 )",18970,"(+/- 1607 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",25832,"(+/- 2152 )",21095,"(+/- 2035 )",36894,"(+/- 2110 )",17941,"(+/- 1620 )",25602,"(+/- 2432 )",34964,"(+/- 2000 )",38640,"(+/- 1788 )",33805,"(+/- 2123 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",21072,"(+/- 1957 )",16835,"(+/- 1659 )",17005,"(+/- 1396 )",8884,"(+/- 1166 )",25114,"(+/- 1707 )",15487,"(+/- 1304 )",15673,"(+/- 1197 )",15954,"(+/- 1693 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",8700,"(+/- 1354 )",10294,"(+/- 1438 )",5888,"(+/- 793 )",4445,"(+/- 779 )",8633,"(+/- 1072 )",5889,"(+/- 920 )",6193,"(+/- 868 )",6075,"(+/- 989 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",5758,"(+/- 933 )",9040,"(+/- 1091 )",3132,"(+/- 596 )",4014,"(+/- 600 )",6453,"(+/- 975 )",4911,"(+/- 856 )",3982,"(+/- 691 )",4675,"(+/- 859 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",604,"(+/- 13 )",639,"(+/- 17 )",504,"(+/- 9 )",557,"(+/- 13 )",625,"(+/- 12 )",517,"(+/- 10 )",469,"(+/- 7 )",509,"(+/- 11 )"
Housing,"Gross Rent","Occupied units paying rent",81689,"(+/- 3863 )",120425,"(+/- 3547 )",81152,"(+/- 3299 )",152231,"(+/- 4223 )",88602,"(+/- 4266 )",83342,"(+/- 3262 )",62016,"(+/- 2621 )",84244,"(+/- 3624 )"
Housing,"Gross Rent","Less than $500",6564,"(+/- 1313 )",6924,"(+/- 1277 )",9959,"(+/- 1290 )",11447,"(+/- 1870 )",5719,"(+/- 1227 )",9790,"(+/- 1546 )",13151,"(+/- 1342 )",9583,"(+/- 1723 )"
Housing,"Gross Rent","$500 to $999",43968,"(+/- 2907 )",47214,"(+/- 3030 )",52182,"(+/- 2968 )",90838,"(+/- 4130 )",40907,"(+/- 2820 )",55555,"(+/- 2888 )",36705,"(+/- 2298 )",57547,"(+/- 3509 )"
Housing,"Gross Rent","$1,000 to $1,499",24962,"(+/- 2621 )",47976,"(+/- 2756 )",16432,"(+/- 2010 )",38562,"(+/- 2870 )",31457,"(+/- 2566 )",14916,"(+/- 1827 )",9955,"(+/- 1516 )",14890,"(+/- 1910 )"
Housing,"Gross Rent","$1,500 to $1,999",5181,"(+/- 1090 )",13289,"(+/- 2068 )",1646,"(+/- 504 )",7912,"(+/- 1528 )",7041,"(+/- 1345 )",1653,"(+/- 695 )",1520,"(+/- 419 )",1558,"(+/- 527 )"
Housing,"Gross Rent","$2,000 to $2,499",544,"(+/- 366 )",2790,"(+/- 988 )",581,"(+/- 318 )",2487,"(+/- 697 )",1974,"(+/- 730 )",647,"(+/- 407 )",278,"(+/- 215 )",425,"(+/- 218 )"
Housing,"Gross Rent","$2,500 to $2,999",186,"(+/- 216 )",753,"(+/- 339 )",187,"(+/- 272 )",822,"(+/- 515 )",631,"(+/- 322 )",191,"(+/- 174 )",200,"(+/- 191 )",241,"(+/- 212 )"
Housing,"Gross Rent","$3,000 or more",284,"(+/- 299 )",1479,"(+/- 731 )",165,"(+/- 189 )",163,"(+/- 165 )",873,"(+/- 537 )",590,"(+/- 444 )",207,"(+/- 214 )",0,"(+/- 153 )"
Housing,"Gross Rent","Median (dollars)",912,"(+/- 21 )",1051,"(+/- 19 )",794,"(+/- 15 )",871,"(+/- 12 )",977,"(+/- 21 )",785,"(+/- 20 )",728,"(+/- 18 )",771,"(+/- 14 )"
Housing,"Gross Rent","No rent paid",2366,"(+/- 711 )",2923,"(+/- 797 )",4547,"(+/- 710 )",3048,"(+/- 1013 )",1917,"(+/- 557 )",4954,"(+/- 1321 )",5520,"(+/- 659 )",3741,"(+/- 749 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Total households",284862,"(+/- 3704 )",320423,"(+/- 2971 )",294067,"(+/- 2887 )",279444,"(+/- 3804 )",302776,"(+/- 3678 )",297909,"(+/- 3270 )",303088,"(+/- 3302 )",304054,"(+/- 2385 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Less than $10,000",11721,"(+/- 1881 )",11931,"(+/- 1620 )",11293,"(+/- 1270 )",24196,"(+/- 2324 )",10117,"(+/- 1637 )",9972,"(+/- 1458 )",13343,"(+/- 1422 )",12396,"(+/- 1889 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$10,000 to $14,999",9450,"(+/- 1319 )",11449,"(+/- 1695 )",13932,"(+/- 1629 )",16553,"(+/- 2071 )",7834,"(+/- 1400 )",11325,"(+/- 1524 )",14286,"(+/- 1766 )",11322,"(+/- 1563 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$15,000 to $24,999",22555,"(+/- 2607 )",21498,"(+/- 2099 )",25977,"(+/- 2170 )",35196,"(+/- 2664 )",19762,"(+/- 2454 )",23979,"(+/- 1939 )",27257,"(+/- 2068 )",24504,"(+/- 1988 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$25,000 to $34,999",23052,"(+/- 2724 )",26123,"(+/- 2543 )",29143,"(+/- 2103 )",27488,"(+/- 2491 )",21405,"(+/- 2134 )",25398,"(+/- 1994 )",29350,"(+/- 1847 )",26270,"(+/- 2416 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$35,000 to $49,999",35858,"(+/- 2917 )",36842,"(+/- 2958 )",41016,"(+/- 2751 )",42518,"(+/- 3310 )",32758,"(+/- 2997 )",43014,"(+/- 2611 )",40274,"(+/- 1899 )",40904,"(+/- 2508 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$50,000 to $74,999",51114,"(+/- 3426 )",57841,"(+/- 3554 )",62832,"(+/- 2689 )",48455,"(+/- 2811 )",54282,"(+/- 2568 )",59736,"(+/- 3309 )",59190,"(+/- 2259 )",60567,"(+/- 3171 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$75,000 to $99,999",40348,"(+/- 3127 )",46525,"(+/- 2708 )",41132,"(+/- 2258 )",32394,"(+/- 2322 )",42900,"(+/- 2857 )",45983,"(+/- 2623 )",46449,"(+/- 2303 )",42805,"(+/- 2691 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$100,000 to $149,999",51721,"(+/- 3150 )",61142,"(+/- 3288 )",44112,"(+/- 2274 )",33178,"(+/- 2514 )",61738,"(+/- 3208 )",48079,"(+/- 2541 )",46700,"(+/- 2543 )",53217,"(+/- 2794 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$150,000 to $199,000",23427,"(+/- 2089 )",23355,"(+/- 2260 )",13047,"(+/- 1370 )",10327,"(+/- 1411 )",26911,"(+/- 2101 )",16377,"(+/- 1434 )",14175,"(+/- 1180 )",18673,"(+/- 1930 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$200,000 or more",15616,"(+/- 1483 )",23717,"(+/- 2025 )",11583,"(+/- 1164 )",9139,"(+/- 1155 )",25069,"(+/- 2081 )",14046,"(+/- 1592 )",12064,"(+/- 1309 )",13396,"(+/- 1606 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Median household income (dollars)",68695,"(+/- 2277 )",72036,"(+/- 1654 )",59426,"(+/- 1347 )",47421,"(+/- 1418 )",77386,"(+/- 2103 )",63251,"(+/- 1408 )",60706,"(+/- 865 )",65346,"(+/- 1380 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Mean household income (dollars)",86380,"(+/- 1827 )",93209,"(+/- 2350 )",75768,"(+/- 1729 )",65073,"(+/- 1666 )",100785,"(+/- 2825 )",82274,"(+/- 2077 )",76858,"(+/- 1746 )",80874,"(+/- 1620 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",710468,"(+/- 6160 )",767635,"(+/- 2611 )",712051,"(+/- 3928 )",699084,"(+/- 4008 )",727868,"(+/- 5791 )",700886,"(+/- 3789 )",705405,"(+/- 3329 )",728007,"(+/- 2123 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",670725,"(+/- 7974 )",733242,"(+/- 4737 )",668039,"(+/- 5527 )",636766,"(+/- 6652 )",701303,"(+/- 7122 )",668354,"(+/- 6104 )",659050,"(+/- 4750 )",685271,"(+/- 4828 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",534661,"(+/- 10756 )",625411,"(+/- 7478 )",531601,"(+/- 7884 )",399681,"(+/- 11642 )",592254,"(+/- 8214 )",532189,"(+/- 8609 )",515436,"(+/- 6935 )",543692,"(+/- 7835 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",231988,"(+/- 7346 )",206688,"(+/- 7173 )",242090,"(+/- 5926 )",291409,"(+/- 10303 )",208886,"(+/- 6260 )",230628,"(+/- 7196 )",262922,"(+/- 4732 )",232555,"(+/- 6260 )"
