cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE"
Workers,Occupation,"Civilian employed population 16 years and over",361919,"(+/- 4388 )",398600,"(+/- 4927 )",399997,"(+/- 7274 )",375442,"(+/- 5678 )",412946,"(+/- 7868 )",398498,"(+/- 5593 )",335990,"(+/- 3902 )",327060,"(+/- 3948 )"
Workers,Occupation,"Management, business, science, and arts occupations",138164,"(+/- 4362 )",174397,"(+/- 5220 )",202951,"(+/- 6087 )",172177,"(+/- 6352 )",208927,"(+/- 7059 )",159207,"(+/- 5166 )",118642,"(+/- 3462 )",113561,"(+/- 3683 )"
Workers,Occupation,"Service occupations",61771,"(+/- 3370 )",62413,"(+/- 4084 )",49622,"(+/- 3901 )",62252,"(+/- 4236 )",67922,"(+/- 4239 )",59190,"(+/- 4131 )",55187,"(+/- 2513 )",60786,"(+/- 3183 )"
Workers,Occupation,"Sales and office occupations",65748,"(+/- 3448 )",82798,"(+/- 4623 )",84704,"(+/- 4864 )",73809,"(+/- 4916 )",78392,"(+/- 4683 )",78355,"(+/- 4530 )",64189,"(+/- 2680 )",59504,"(+/- 2447 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",34475,"(+/- 2128 )",27467,"(+/- 2200 )",20198,"(+/- 2540 )",20762,"(+/- 2283 )",14517,"(+/- 1654 )",40281,"(+/- 3121 )",38995,"(+/- 1967 )",41268,"(+/- 2256 )"
Workers,Occupation,"Production, transportation, and material moving occupations",61761,"(+/- 3130 )",51525,"(+/- 3315 )",42522,"(+/- 4309 )",46442,"(+/- 3476 )",43188,"(+/- 3398 )",61465,"(+/- 3790 )",58977,"(+/- 2890 )",51941,"(+/- 2801 )"
Workers,Industry,"Civilian employed population 16 years and over",361919,"(+/- 4388 )",398600,"(+/- 4927 )",399997,"(+/- 7274 )",375442,"(+/- 5678 )",412946,"(+/- 7868 )",398498,"(+/- 5593 )",335990,"(+/- 3902 )",327060,"(+/- 3948 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",16103,"(+/- 1280 )",4865,"(+/- 1060 )",2231,"(+/- 655 )",1192,"(+/- 455 )",1907,"(+/- 694 )",4406,"(+/- 1040 )",21386,"(+/- 1314 )",9907,"(+/- 1012 )"
Workers,Industry,Construction,23423,"(+/- 1700 )",21759,"(+/- 1843 )",20020,"(+/- 2717 )",15944,"(+/- 2258 )",12728,"(+/- 1418 )",36934,"(+/- 3351 )",25983,"(+/- 1862 )",31741,"(+/- 2436 )"
Workers,Industry,Manufacturing,55692,"(+/- 3571 )",47291,"(+/- 3829 )",56310,"(+/- 4778 )",44154,"(+/- 3338 )",43061,"(+/- 3126 )",67163,"(+/- 4326 )",50153,"(+/- 2452 )",38366,"(+/- 2221 )"
Workers,Industry,"Wholesale trade",9016,"(+/- 1229 )",13146,"(+/- 1813 )",14386,"(+/- 2022 )",10325,"(+/- 1529 )",10575,"(+/- 1613 )",9332,"(+/- 1272 )",10746,"(+/- 1073 )",6296,"(+/- 1197 )"
Workers,Industry,"Retail trade",36501,"(+/- 2688 )",42379,"(+/- 3141 )",45995,"(+/- 3875 )",36717,"(+/- 3196 )",44906,"(+/- 3544 )",45659,"(+/- 3825 )",35287,"(+/- 2141 )",34580,"(+/- 2336 )"
Workers,Industry,"Transportation and warehousing, and utilities",14121,"(+/- 1631 )",24545,"(+/- 2382 )",14043,"(+/- 2328 )",16786,"(+/- 1971 )",18690,"(+/- 2859 )",20260,"(+/- 2254 )",17290,"(+/- 1770 )",17069,"(+/- 1457 )"
Workers,Industry,Information,6292,"(+/- 1180 )",6262,"(+/- 1141 )",6165,"(+/- 1161 )",7593,"(+/- 1469 )",7976,"(+/- 1508 )",4777,"(+/- 1435 )",3737,"(+/- 855 )",3422,"(+/- 606 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",12979,"(+/- 1350 )",32978,"(+/- 2244 )",43744,"(+/- 3371 )",31791,"(+/- 3484 )",34969,"(+/- 2905 )",25465,"(+/- 2518 )",15959,"(+/- 1597 )",15881,"(+/- 1619 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",23051,"(+/- 2140 )",44069,"(+/- 3357 )",58818,"(+/- 4155 )",44396,"(+/- 3664 )",62077,"(+/- 4109 )",32213,"(+/- 2807 )",17210,"(+/- 1337 )",21049,"(+/- 1398 )"
Workers,Industry,"Educational services, and health care and social assistance",111347,"(+/- 3574 )",95434,"(+/- 4643 )",85762,"(+/- 4448 )",100368,"(+/- 4404 )",106286,"(+/- 4888 )",95627,"(+/- 4661 )",86445,"(+/- 2993 )",85678,"(+/- 3077 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",25803,"(+/- 2182 )",32247,"(+/- 3500 )",26909,"(+/- 3364 )",33457,"(+/- 2844 )",40929,"(+/- 3203 )",27032,"(+/- 2995 )",22976,"(+/- 1621 )",31077,"(+/- 2221 )"
Workers,Industry,"Other services, except public administration",16887,"(+/- 1929 )",17427,"(+/- 2122 )",16280,"(+/- 2177 )",17052,"(+/- 2278 )",17583,"(+/- 1988 )",16183,"(+/- 1918 )",15289,"(+/- 1791 )",15229,"(+/- 1642 )"
Workers,Industry,"Public administration",10704,"(+/- 1215 )",16198,"(+/- 2048 )",9334,"(+/- 1756 )",15667,"(+/- 1996 )",11259,"(+/- 1858 )",13447,"(+/- 1907 )",13529,"(+/- 1236 )",16765,"(+/- 1543 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",361919,"(+/- 4388 )",398600,"(+/- 4927 )",399997,"(+/- 7274 )",375442,"(+/- 5678 )",412946,"(+/- 7868 )",398498,"(+/- 5593 )",335990,"(+/- 3902 )",327060,"(+/- 3948 )"
Workers,"Class of Worker","Private wage and salary workers",298221,"(+/- 4351 )",333339,"(+/- 5354 )",345588,"(+/- 7438 )",310384,"(+/- 6130 )",344291,"(+/- 7705 )",331995,"(+/- 6950 )",255714,"(+/- 3675 )",252476,"(+/- 3836 )"
Workers,"Class of Worker","Government workers",41233,"(+/- 2443 )",47109,"(+/- 2708 )",36343,"(+/- 3504 )",49737,"(+/- 3341 )",50265,"(+/- 3375 )",49111,"(+/- 3549 )",51708,"(+/- 2624 )",54731,"(+/- 2549 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",21260,"(+/- 1564 )",16964,"(+/- 1829 )",17241,"(+/- 2021 )",14317,"(+/- 1874 )",17932,"(+/- 2177 )",16794,"(+/- 2198 )",27641,"(+/- 1547 )",19118,"(+/- 1847 )"
Workers,"Class of Worker","Unpaid family workers",1205,"(+/- 455 )",1188,"(+/- 497 )",825,"(+/- 436 )",1004,"(+/- 436 )",458,"(+/- 296 )",598,"(+/- 315 )",927,"(+/- 236 )",735,"(+/- 256 )"
Housing,"Housing Occupancy","Total housing units",297641,"(+/- 1242 )",278569,"(+/- 1553 )",294234,"(+/- 4319 )",286906,"(+/- 1741 )",324598,"(+/- 4489 )",277399,"(+/- 2350 )",336498,"(+/- 1597 )",381670,"(+/- 1511 )"
Housing,"Housing Occupancy","Occupied housing units",273667,"(+/- 2451 )",266732,"(+/- 2316 )",281550,"(+/- 3866 )",269193,"(+/- 3063 )",309153,"(+/- 4773 )",263748,"(+/- 3078 )",275213,"(+/- 2752 )",283312,"(+/- 2738 )"
Housing,"Housing Occupancy","Vacant housing units",23974,"(+/- 2256 )",11837,"(+/- 2042 )",12684,"(+/- 2560 )",17713,"(+/- 2453 )",15445,"(+/- 2381 )",13651,"(+/- 2078 )",61285,"(+/- 3074 )",98358,"(+/- 2940 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",0.9,"(+/- 0.4 )",0.7,"(+/- 0.4 )",0.8,"(+/- 0.4 )",1.1,"(+/- 0.4 )",0.9,"(+/- 0.5 )",0.4,"(+/- 0.3 )",1.0,"(+/- 0.3 )",1.0,"(+/- 0.3 )"
Housing,"Housing Occupancy","Rental vacancy rate",6.8,"(+/- 1.8 )",4.5,"(+/- 1.7 )",3.4,"(+/- 1.6 )",4.9,"(+/- 1.4 )",2.8,"(+/- 0.8 )",3.1,"(+/- 1.5 )",7.6,"(+/- 2.2 )",6.9,"(+/- 1.8 )"
Housing,"Housing Tenure","Occupied housing units",273667,"(+/- 2451 )",266732,"(+/- 2316 )",281550,"(+/- 3866 )",269193,"(+/- 3063 )",309153,"(+/- 4773 )",263748,"(+/- 3078 )",275213,"(+/- 2752 )",283312,"(+/- 2738 )"
Housing,"Housing Tenure",Owner-occupied,203148,"(+/- 3175 )",206385,"(+/- 3044 )",210616,"(+/- 3741 )",172915,"(+/- 3464 )",164027,"(+/- 4414 )",209181,"(+/- 3661 )",211612,"(+/- 3031 )",220512,"(+/- 3254 )"
Housing,"Housing Tenure",Renter-occupied,70519,"(+/- 3385 )",60347,"(+/- 3245 )",70934,"(+/- 3657 )",96278,"(+/- 3717 )",145126,"(+/- 4135 )",54567,"(+/- 2873 )",63601,"(+/- 2370 )",62800,"(+/- 2710 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.53,"(+/- 0.03 )",2.78,"(+/- 0.03 )",2.69,"(+/- 0.04 )",2.80,"(+/- 0.05 )",2.46,"(+/- 0.05 )",2.85,"(+/- 0.04 )",2.47,"(+/- 0.03 )",2.38,"(+/- 0.03 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.03,"(+/- 0.06 )",2.18,"(+/- 0.09 )",2.24,"(+/- 0.09 )",2.26,"(+/- 0.09 )",2.06,"(+/- 0.07 )",2.20,"(+/- 0.08 )",2.01,"(+/- 0.07 )",1.98,"(+/- 0.07 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",273667,"(+/- 2451 )",266732,"(+/- 2316 )",281550,"(+/- 3866 )",269193,"(+/- 3063 )",309153,"(+/- 4773 )",263748,"(+/- 3078 )",275213,"(+/- 2752 )",283312,"(+/- 2738 )"
Housing,"Year Householder Moved into Unit","Moved in 2017 or later",68005,"(+/- 3461 )",64239,"(+/- 3353 )",73267,"(+/- 3757 )",75535,"(+/- 3350 )",108185,"(+/- 4110 )",62957,"(+/- 3152 )",62653,"(+/- 2720 )",64592,"(+/- 2833 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 to 2016",32571,"(+/- 2134 )",32965,"(+/- 2622 )",33993,"(+/- 2863 )",38948,"(+/- 2598 )",43060,"(+/- 3060 )",31991,"(+/- 2571 )",30550,"(+/- 2040 )",34461,"(+/- 2425 )"
Housing,"Year Householder Moved into Unit","Moved in 2014 to 2014",40399,"(+/- 2397 )",41991,"(+/- 2540 )",44039,"(+/- 3091 )",44982,"(+/- 3382 )",49889,"(+/- 3005 )",42878,"(+/- 3700 )",43811,"(+/- 2412 )",42260,"(+/- 2122 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",57675,"(+/- 2701 )",62038,"(+/- 3396 )",56929,"(+/- 3107 )",44898,"(+/- 2584 )",47339,"(+/- 3140 )",62713,"(+/- 3254 )",58605,"(+/- 2293 )",62029,"(+/- 2134 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",33446,"(+/- 1873 )",35252,"(+/- 2449 )",39691,"(+/- 2692 )",33348,"(+/- 2516 )",29018,"(+/- 2422 )",34406,"(+/- 2195 )",34861,"(+/- 1628 )",39063,"(+/- 2089 )"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier",41571,"(+/- 1836 )",30247,"(+/- 1911 )",33631,"(+/- 2514 )",31482,"(+/- 2136 )",31662,"(+/- 2172 )",28803,"(+/- 1811 )",44733,"(+/- 1420 )",40907,"(+/- 1991 )"
Housing,Value,"Owner-occupied units",203148,"(+/- 3175 )",206385,"(+/- 3044 )",210616,"(+/- 3741 )",172915,"(+/- 3464 )",164027,"(+/- 4414 )",209181,"(+/- 3661 )",211612,"(+/- 3031 )",220512,"(+/- 3254 )"
Housing,Value,"Less than $50,000",12750,"(+/- 1439 )",5934,"(+/- 1152 )",3191,"(+/- 900 )",4810,"(+/- 1103 )",2799,"(+/- 706 )",9448,"(+/- 1349 )",17609,"(+/- 1161 )",12854,"(+/- 1447 )"
Housing,Value,"$50,000 to $99,999",22123,"(+/- 1636 )",4076,"(+/- 951 )",2521,"(+/- 686 )",3994,"(+/- 880 )",3545,"(+/- 758 )",4331,"(+/- 1097 )",32402,"(+/- 1603 )",26701,"(+/- 1834 )"
Housing,Value,"$100,000 to $149,999",32970,"(+/- 1949 )",8849,"(+/- 1415 )",7184,"(+/- 1464 )",10440,"(+/- 1328 )",8812,"(+/- 1175 )",11128,"(+/- 1755 )",36305,"(+/- 1783 )",35458,"(+/- 1779 )"
Housing,Value,"$150,000 to $199,999",41028,"(+/- 2175 )",24561,"(+/- 1919 )",17153,"(+/- 1789 )",24730,"(+/- 2196 )",23376,"(+/- 2142 )",29754,"(+/- 2037 )",38642,"(+/- 2183 )",42196,"(+/- 2249 )"
Housing,Value,"$200,000 to $299,999",49521,"(+/- 2043 )",66481,"(+/- 3724 )",58679,"(+/- 3644 )",60719,"(+/- 2983 )",64528,"(+/- 3267 )",72813,"(+/- 3309 )",46560,"(+/- 1924 )",55248,"(+/- 2364 )"
Housing,Value,"$300,000 to $499,999",34323,"(+/- 2027 )",75095,"(+/- 3190 )",79860,"(+/- 3664 )",50574,"(+/- 2441 )",42258,"(+/- 3050 )",66239,"(+/- 3388 )",30488,"(+/- 1719 )",36940,"(+/- 1907 )"
Housing,Value,"$500,000 to $999,999",8588,"(+/- 958 )",19230,"(+/- 1519 )",35888,"(+/- 2499 )",15985,"(+/- 1466 )",15558,"(+/- 1494 )",13463,"(+/- 1265 )",8082,"(+/- 675 )",9830,"(+/- 1020 )"
Housing,Value,"$1,000,000 or more",1845,"(+/- 485 )",2159,"(+/- 499 )",6140,"(+/- 1084 )",1663,"(+/- 608 )",3151,"(+/- 704 )",2005,"(+/- 631 )",1524,"(+/- 333 )",1285,"(+/- 351 )"
Housing,Value,"Median (dollars)",190000,"(+/- 3108 )",290200,"(+/- 4128 )",333600,"(+/- 6147 )",267300,"(+/- 4893 )",265100,"(+/- 4345 )",266600,"(+/- 3967 )",171500,"(+/- 2292 )",190200,"(+/- 3378 )"
Housing,"Mortgage Status","Owner-occupied units",203148,"(+/- 3175 )",206385,"(+/- 3044 )",210616,"(+/- 3741 )",172915,"(+/- 3464 )",164027,"(+/- 4414 )",209181,"(+/- 3661 )",211612,"(+/- 3031 )",220512,"(+/- 3254 )"
Housing,"Mortgage Status","Housing units with a mortgage",121423,"(+/- 3553 )",146145,"(+/- 3550 )",147756,"(+/- 3880 )",115028,"(+/- 3681 )",112998,"(+/- 4136 )",147190,"(+/- 4123 )",118602,"(+/- 2888 )",132030,"(+/- 3044 )"
Housing,"Mortgage Status","Housing units without a mortgage",81725,"(+/- 2773 )",60240,"(+/- 2603 )",62860,"(+/- 3227 )",57887,"(+/- 2667 )",51029,"(+/- 2841 )",61991,"(+/- 2776 )",93010,"(+/- 2441 )",88482,"(+/- 2632 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",121423,"(+/- 3553 )",146145,"(+/- 3550 )",147756,"(+/- 3880 )",115028,"(+/- 3681 )",112998,"(+/- 4136 )",147190,"(+/- 4123 )",118602,"(+/- 2888 )",132030,"(+/- 3044 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",1373,"(+/- 416 )",710,"(+/- 318 )",643,"(+/- 282 )",396,"(+/- 239 )",481,"(+/- 241 )",1086,"(+/- 464 )",2110,"(+/- 412 )",1994,"(+/- 475 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",26374,"(+/- 2048 )",10531,"(+/- 1367 )",9349,"(+/- 1383 )",8983,"(+/- 1232 )",9989,"(+/- 1419 )",13372,"(+/- 1748 )",30672,"(+/- 1568 )",30829,"(+/- 1878 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",44553,"(+/- 2534 )",36593,"(+/- 2897 )",30325,"(+/- 2527 )",33157,"(+/- 2605 )",31869,"(+/- 2299 )",44161,"(+/- 2768 )",44050,"(+/- 1993 )",47593,"(+/- 2404 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",27017,"(+/- 1547 )",44454,"(+/- 2871 )",37148,"(+/- 3033 )",34416,"(+/- 2426 )",35678,"(+/- 2513 )",44959,"(+/- 3144 )",25159,"(+/- 1584 )",30722,"(+/- 1949 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",12144,"(+/- 1243 )",29568,"(+/- 2393 )",27714,"(+/- 2164 )",17956,"(+/- 1794 )",16312,"(+/- 1645 )",24784,"(+/- 2266 )",9986,"(+/- 1218 )",11026,"(+/- 1068 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",5259,"(+/- 877 )",13163,"(+/- 1662 )",17544,"(+/- 2129 )",8724,"(+/- 1210 )",7021,"(+/- 1017 )",10686,"(+/- 1646 )",3896,"(+/- 571 )",5258,"(+/- 722 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",4703,"(+/- 752 )",11126,"(+/- 1294 )",25033,"(+/- 2011 )",11396,"(+/- 1536 )",11648,"(+/- 1183 )",8142,"(+/- 1306 )",2729,"(+/- 446 )",4608,"(+/- 762 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1362,"(+/- 23 )",1792,"(+/- 28 )",1947,"(+/- 40 )",1703,"(+/- 30 )",1677,"(+/- 24 )",1647,"(+/- 27 )",1298,"(+/- 20 )",1338,"(+/- 24 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",81725,"(+/- 2773 )",60240,"(+/- 2603 )",62860,"(+/- 3227 )",57887,"(+/- 2667 )",51029,"(+/- 2841 )",61991,"(+/- 2776 )",93010,"(+/- 2441 )",88482,"(+/- 2632 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",6068,"(+/- 948 )",2482,"(+/- 797 )",2017,"(+/- 679 )",1575,"(+/- 623 )",1682,"(+/- 528 )",3277,"(+/- 824 )",8373,"(+/- 780 )",9269,"(+/- 965 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",18005,"(+/- 1559 )",6528,"(+/- 1000 )",4222,"(+/- 906 )",5616,"(+/- 1098 )",3968,"(+/- 993 )",8984,"(+/- 1333 )",23749,"(+/- 1419 )",22822,"(+/- 1736 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",33282,"(+/- 1786 )",22630,"(+/- 1818 )",17218,"(+/- 1815 )",19269,"(+/- 1907 )",18741,"(+/- 1931 )",23714,"(+/- 1793 )",33564,"(+/- 1641 )",29945,"(+/- 1751 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",15747,"(+/- 1392 )",16203,"(+/- 1359 )",20198,"(+/- 1837 )",17554,"(+/- 1595 )",15207,"(+/- 1426 )",17404,"(+/- 1792 )",17154,"(+/- 1224 )",16925,"(+/- 1476 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",5262,"(+/- 729 )",6573,"(+/- 1285 )",9362,"(+/- 1533 )",8567,"(+/- 1337 )",5130,"(+/- 753 )",5268,"(+/- 1108 )",6183,"(+/- 653 )",5889,"(+/- 572 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",3361,"(+/- 528 )",5824,"(+/- 1010 )",9843,"(+/- 1254 )",5306,"(+/- 835 )",6301,"(+/- 930 )",3344,"(+/- 683 )",3987,"(+/- 447 )",3632,"(+/- 575 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",489,"(+/- 9 )",588,"(+/- 13 )",665,"(+/- 11 )",625,"(+/- 17 )",613,"(+/- 15 )",556,"(+/- 15 )",480,"(+/- 8 )",477,"(+/- 9 )"
Housing,"Gross Rent","Occupied units paying rent",65604,"(+/- 3077 )",58980,"(+/- 3116 )",69792,"(+/- 3639 )",94506,"(+/- 3710 )",143137,"(+/- 4250 )",52606,"(+/- 2882 )",57543,"(+/- 2384 )",57439,"(+/- 2601 )"
Housing,"Gross Rent","Less than $500",10422,"(+/- 1471 )",4294,"(+/- 1008 )",3997,"(+/- 1142 )",8429,"(+/- 1623 )",15219,"(+/- 2264 )",4528,"(+/- 1054 )",12677,"(+/- 1298 )",11799,"(+/- 1491 )"
Housing,"Gross Rent","$500 to $999",34073,"(+/- 2504 )",15453,"(+/- 1836 )",11765,"(+/- 1726 )",31355,"(+/- 2998 )",45494,"(+/- 3652 )",21284,"(+/- 2151 )",32947,"(+/- 2163 )",28857,"(+/- 1930 )"
Housing,"Gross Rent","$1,000 to $1,499",15471,"(+/- 1732 )",26131,"(+/- 2374 )",27673,"(+/- 2715 )",35426,"(+/- 3280 )",49088,"(+/- 3116 )",18708,"(+/- 1849 )",8851,"(+/- 1169 )",12266,"(+/- 1333 )"
Housing,"Gross Rent","$1,500 to $1,999",4439,"(+/- 1217 )",10206,"(+/- 1384 )",17058,"(+/- 2078 )",13615,"(+/- 1675 )",23425,"(+/- 2281 )",6150,"(+/- 1216 )",1808,"(+/- 515 )",3454,"(+/- 671 )"
Housing,"Gross Rent","$2,000 to $2,499",754,"(+/- 391 )",2097,"(+/- 646 )",5806,"(+/- 1395 )",2989,"(+/- 801 )",6141,"(+/- 1369 )",1149,"(+/- 600 )",728,"(+/- 272 )",496,"(+/- 328 )"
Housing,"Gross Rent","$2,500 to $2,999",286,"(+/- 220 )",268,"(+/- 217 )",2066,"(+/- 887 )",1830,"(+/- 689 )",2075,"(+/- 679 )",197,"(+/- 182 )",388,"(+/- 225 )",161,"(+/- 175 )"
Housing,"Gross Rent","$3,000 or more",159,"(+/- 132 )",531,"(+/- 381 )",1427,"(+/- 503 )",862,"(+/- 438 )",1695,"(+/- 524 )",590,"(+/- 515 )",144,"(+/- 124 )",406,"(+/- 247 )"
Housing,"Gross Rent","Median (dollars)",802,"(+/- 26 )",1173,"(+/- 24 )",1339,"(+/- 35 )",1085,"(+/- 28 )",1091,"(+/- 24 )",1011,"(+/- 38 )",726,"(+/- 21 )",787,"(+/- 24 )"
Housing,"Gross Rent","No rent paid",4915,"(+/- 1005 )",1367,"(+/- 390 )",1142,"(+/- 473 )",1772,"(+/- 538 )",1989,"(+/- 675 )",1961,"(+/- 673 )",6058,"(+/- 654 )",5361,"(+/- 777 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Total households",273667,"(+/- 2451 )",266732,"(+/- 2316 )",281550,"(+/- 3866 )",269193,"(+/- 3063 )",309153,"(+/- 4773 )",263748,"(+/- 3078 )",275213,"(+/- 2752 )",283312,"(+/- 2738 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Less than $10,000",9964,"(+/- 1310 )",7315,"(+/- 1347 )",7429,"(+/- 1482 )",13233,"(+/- 1839 )",16963,"(+/- 2248 )",7694,"(+/- 1463 )",13944,"(+/- 1516 )",15247,"(+/- 1317 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$10,000 to $14,999",10769,"(+/- 1318 )",5691,"(+/- 1347 )",6060,"(+/- 1373 )",8556,"(+/- 1651 )",14316,"(+/- 1815 )",5790,"(+/- 1376 )",12001,"(+/- 1242 )",12748,"(+/- 1248 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$15,000 to $24,999",22344,"(+/- 2125 )",12177,"(+/- 1753 )",10950,"(+/- 1586 )",17664,"(+/- 2112 )",21973,"(+/- 2460 )",12880,"(+/- 1536 )",22522,"(+/- 1532 )",25063,"(+/- 1806 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$25,000 to $34,999",22318,"(+/- 1865 )",15925,"(+/- 1807 )",13528,"(+/- 1888 )",18745,"(+/- 1986 )",24945,"(+/- 2845 )",14463,"(+/- 1657 )",24395,"(+/- 1583 )",24720,"(+/- 1933 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$35,000 to $49,999",35572,"(+/- 2192 )",27163,"(+/- 2320 )",22614,"(+/- 2225 )",30136,"(+/- 2556 )",36564,"(+/- 3109 )",27072,"(+/- 2258 )",38264,"(+/- 1927 )",34493,"(+/- 1825 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$50,000 to $74,999",51835,"(+/- 2551 )",42452,"(+/- 3414 )",41227,"(+/- 2870 )",44945,"(+/- 2920 )",50699,"(+/- 3173 )",46985,"(+/- 2966 )",55922,"(+/- 2240 )",57744,"(+/- 2549 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$75,000 to $99,999",43159,"(+/- 2412 )",35953,"(+/- 2776 )",40656,"(+/- 3282 )",34891,"(+/- 2486 )",45633,"(+/- 3281 )",40368,"(+/- 2839 )",41873,"(+/- 1774 )",39602,"(+/- 1992 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$100,000 to $149,999",46125,"(+/- 2196 )",59741,"(+/- 3175 )",56559,"(+/- 3240 )",52171,"(+/- 3534 )",47448,"(+/- 2663 )",59150,"(+/- 3197 )",42274,"(+/- 2190 )",47253,"(+/- 2210 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$150,000 to $199,000",17245,"(+/- 1473 )",29317,"(+/- 2333 )",33700,"(+/- 2973 )",23327,"(+/- 2146 )",24199,"(+/- 1958 )",27902,"(+/- 2054 )",14108,"(+/- 1034 )",14676,"(+/- 1166 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$200,000 or more",14336,"(+/- 1202 )",30998,"(+/- 2375 )",48827,"(+/- 3199 )",25525,"(+/- 1898 )",26413,"(+/- 2373 )",21444,"(+/- 2187 )",9910,"(+/- 949 )",11766,"(+/- 1206 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Median household income (dollars)",66330,"(+/- 1081 )",90531,"(+/- 2092 )",98877,"(+/- 2395 )",75665,"(+/- 2000 )",68709,"(+/- 2354 )",84159,"(+/- 2318 )",60932,"(+/- 911 )",61659,"(+/- 1090 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Mean household income (dollars)",84127,"(+/- 1763 )",110658,"(+/- 2678 )",132166,"(+/- 4001 )",102255,"(+/- 3010 )",92071,"(+/- 2558 )",102825,"(+/- 2323 )",76810,"(+/- 1816 )",76163,"(+/- 1438 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",668480,"(+/- 2910 )",712733,"(+/- 2634 )",727212,"(+/- 4894 )",713605,"(+/- 3286 )",718171,"(+/- 6429 )",722040,"(+/- 6073 )",659488,"(+/- 2951 )",659099,"(+/- 2316 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",627083,"(+/- 5036 )",684863,"(+/- 4693 )",704931,"(+/- 6027 )",676276,"(+/- 6031 )",672127,"(+/- 8101 )",693863,"(+/- 6111 )",623383,"(+/- 4178 )",625690,"(+/- 3420 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",507334,"(+/- 7408 )",576601,"(+/- 8009 )",597931,"(+/- 10582 )",517083,"(+/- 11388 )",496190,"(+/- 9758 )",583698,"(+/- 9091 )",480932,"(+/- 5949 )",474277,"(+/- 6825 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",222126,"(+/- 6155 )",195312,"(+/- 6744 )",199089,"(+/- 9211 )",246148,"(+/- 9198 )",245518,"(+/- 8936 )",198339,"(+/- 7749 )",258395,"(+/- 5713 )",270226,"(+/- 5633 )"
