cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE"
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",94,G,155,H
Business,"Paid employees for pay period including March 12",Utilities,2462,H,971,H
Business,"Paid employees for pay period including March 12",Construction,15469,G,14229,G
Business,"Paid employees for pay period including March 12",Manufacturing,33042,G,34884,G
Business,"Paid employees for pay period including March 12","Wholesale trade",12912,G,10909,G
Business,"Paid employees for pay period including March 12","Retail trade",49918,G,48275,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",9193,G,5774,G
Business,"Paid employees for pay period including March 12",Information,9461,G,6356,G
Business,"Paid employees for pay period including March 12","Finance and insurance",19890,H,7320,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",5303,G,2758,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",17978,G,15651,H
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",4573,H,3868,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",15729,G,11726,G
Business,"Paid employees for pay period including March 12","Educational services",11281,G,15658,H
Business,"Paid employees for pay period including March 12","Health care and social assistance",46623,G,49915,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",6630,G,6642,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",35493,G,27994,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",12053,G,10618,G
Business,"Paid employees for pay period including March 12","Industries not classified",23,J,22,J
Business,"Annual payroll ($1,000)","Total for all sectors",16810252,G,13996876,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",4842,H,29597,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",7444,G,11907,G
Business,"Annual payroll ($1,000)",Utilities,260600,H,90326,H
Business,"Annual payroll ($1,000)",Construction,1103835,G,953952,G
Business,"Annual payroll ($1,000)",Manufacturing,2222010,G,2148391,G
Business,"Annual payroll ($1,000)","Wholesale trade",1065976,G,869088,G
Business,"Annual payroll ($1,000)","Retail trade",1512360,G,1465753,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",433191,G,229821,G
Business,"Annual payroll ($1,000)",Information,815735,G,566725,G
Business,"Annual payroll ($1,000)","Finance and insurance",1971412,H,610229,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",269148,G,137648,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",1518764,G,1390004,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",492133,H,347063,G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",685576,G,550838,G
Business,"Annual payroll ($1,000)","Educational services",456618,H,696001,H
Business,"Annual payroll ($1,000)","Health care and social assistance",2598270,G,2787325,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",175923,G,145462,G
Business,"Annual payroll ($1,000)","Accommodation and food services",783891,G,594837,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",431784,G,371101,G
Business,"Annual payroll ($1,000)","Industries not classified",740,G,808,H
Business,"Total Establishments","Total for all sectors",19955,X,18099,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",35,X,99,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",16,X,20,X
Business,"Total Establishments",Utilities,61,X,71,X
Business,"Total Establishments",Construction,2248,X,2130,X
Business,"Total Establishments",Manufacturing,831,X,932,X
Business,"Total Establishments","Wholesale trade",906,X,799,X
Business,"Total Establishments","Retail trade",2977,X,2849,X
Business,"Total Establishments","Transportation and warehousing",437,X,392,X
Business,"Total Establishments",Information,381,X,345,X
Business,"Total Establishments","Finance and insurance",1119,X,839,X
Business,"Total Establishments","Real estate and rental and leasing",825,X,685,X
Business,"Total Establishments","Professional, scientific, and technical services",1934,X,1627,X
Business,"Total Establishments","Management of companies and enterprises",109,X,94,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",1296,X,1075,X
Business,"Total Establishments","Educational services",315,X,348,X
Business,"Total Establishments","Health care and social assistance",1910,X,1813,X
Business,"Total Establishments","Arts, entertainment, and recreation",472,X,384,X
Business,"Total Establishments","Accommodation and food services",2098,X,1756,X
Business,"Total Establishments","Other services (except public administration)",1961,X,1822,X
Business,"Total Establishments","Industries not classified",24,X,19,X

"Source: 2019 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
