cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE"
Housing,"Gross Rent","Occupied units paying rent",60772,"(+/- 3759 )",87413,"(+/- 4395 )",68508,"(+/- 2695 )",72447,"(+/- 4503 )"
Housing,"Gross Rent","Less than $500",4415,"(+/- 1039 )",6158,"(+/- 1236 )",4150,"(+/- 956 )",2583,"(+/- 1155 )"
Housing,"Gross Rent","$500 to $999",28650,"(+/- 2799 )",34667,"(+/- 2934 )",22331,"(+/- 2239 )",16066,"(+/- 1943 )"
Housing,"Gross Rent","$1,000 to $1,499",19617,"(+/- 2604 )",31227,"(+/- 3254 )",24832,"(+/- 2303 )",36173,"(+/- 3163 )"
Housing,"Gross Rent","$1,500 to $1,999",6239,"(+/- 1323 )",11419,"(+/- 1864 )",12860,"(+/- 2010 )",13799,"(+/- 2286 )"
Housing,"Gross Rent","$2,000 to $2,499",1142,"(+/- 553 )",2909,"(+/- 914 )",3225,"(+/- 1024 )",2539,"(+/- 894 )"
Housing,"Gross Rent","$2,500 to $2,999",512,"(+/- 267 )",560,"(+/- 366 )",359,"(+/- 205 )",1042,"(+/- 586 )"
Housing,"Gross Rent","$3,000 or more",197,"(+/- 243 )",473,"(+/- 239 )",751,"(+/- 401 )",245,"(+/- 267 )"
Housing,"Gross Rent","Median (dollars)",963,"(+/- 30 )",1041,"(+/- 36 )",1139,"(+/- 37 )",1204,"(+/- 28 )"
Housing,"Gross Rent","No rent paid",3199,"(+/- 801 )",3491,"(+/- 965 )",2646,"(+/- 716 )",2091,"(+/- 855 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Total households",252011,"(+/- 3567 )",268916,"(+/- 4778 )",236363,"(+/- 3229 )",266565,"(+/- 4336 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Less than $10,000",8702,"(+/- 1337 )",9491,"(+/- 1489 )",9164,"(+/- 1288 )",9051,"(+/- 1848 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$10,000 to $14,999",7263,"(+/- 1316 )",10264,"(+/- 2135 )",5656,"(+/- 1179 )",5224,"(+/- 1232 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$15,000 to $24,999",14812,"(+/- 1779 )",18376,"(+/- 2470 )",15557,"(+/- 1856 )",12597,"(+/- 2046 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$25,000 to $34,999",18222,"(+/- 2084 )",22689,"(+/- 2761 )",15505,"(+/- 1756 )",16379,"(+/- 2187 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$35,000 to $49,999",27255,"(+/- 2733 )",29820,"(+/- 3264 )",24092,"(+/- 2158 )",27588,"(+/- 3372 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$50,000 to $74,999",51675,"(+/- 3506 )",53264,"(+/- 3619 )",41673,"(+/- 2556 )",51948,"(+/- 3907 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$75,000 to $99,999",43136,"(+/- 2962 )",41904,"(+/- 3436 )",34284,"(+/- 2798 )",43063,"(+/- 3441 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$100,000 to $149,999",48109,"(+/- 3256 )",46366,"(+/- 3344 )",45601,"(+/- 2674 )",57473,"(+/- 3733 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$150,000 to $199,000",16431,"(+/- 1617 )",18318,"(+/- 2152 )",21614,"(+/- 1944 )",26419,"(+/- 2176 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$200,000 or more",16406,"(+/- 1622 )",18424,"(+/- 2268 )",23217,"(+/- 2038 )",16823,"(+/- 1957 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Median household income (dollars)",73964,"(+/- 1709 )",69852,"(+/- 2469 )",78931,"(+/- 2200 )",80918,"(+/- 1888 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Mean household income (dollars)",92610,"(+/- 2721 )",91678,"(+/- 3231 )",104957,"(+/- 2744 )",97217,"(+/- 2621 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",779407,"(+/- 6237 )",780338,"(+/- 8350 )",775812,"(+/- 8922 )",842837,"(+/- 10261 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",713742,"(+/- 8173 )",691925,"(+/- 8906 )",707716,"(+/- 9525 )",758155,"(+/- 12019 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",625770,"(+/- 9703 )",587574,"(+/- 11651 )",617362,"(+/- 9891 )",664798,"(+/- 14030 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",163060,"(+/- 7981 )",182755,"(+/- 8654 )",155333,"(+/- 8489 )",155858,"(+/- 8908 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",65665,"(+/- 6662 )",88413,"(+/- 8218 )",68096,"(+/- 6389 )",84682,"(+/- 9274 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",250006,"(+/- 4147 )",219982,"(+/- 6424 )",242747,"(+/- 7353 )",269831,"(+/- 7808 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",17079,"(+/- 3117 )",24155,"(+/- 3910 )",16791,"(+/- 3610 )",23592,"(+/- 4911 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",5.5,"(+/- 0.8 )",6.4,"(+/- 1.0 )",7.0,"(+/- 1.1 )",5.6,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",8.2,"(+/- 1.4 )",9.5,"(+/- 2.0 )",8.4,"(+/- 1.7 )",8.0,"(+/- 1.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",8.1,"(+/- 3.1 )",14.2,"(+/- 7.0 )",9.3,"(+/- 3.2 )",8.9,"(+/- 4.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",3.1,"(+/- 0.7 )",5.0,"(+/- 1.1 )",4.5,"(+/- 0.9 )",3.3,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",4.2,"(+/- 1.2 )",7.1,"(+/- 2.0 )",4.6,"(+/- 1.4 )",4.1,"(+/- 1.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",3.4,"(+/- 2.1 )",11.0,"(+/- 8.5 )",7.2,"(+/- 2.9 )",2.4,"(+/- 1.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",22.5,"(+/- 4.5 )",16.2,"(+/- 4.2 )",20.7,"(+/- 5.0 )",17.4,"(+/- 4.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",29.0,"(+/- 5.9 )",23.9,"(+/- 6.5 )",31.4,"(+/- 7.7 )",25.4,"(+/- 6.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",39.2,"(+/- 17.4 )",40.8,"(+/- 19.0 )",20.1,"(+/- 16.2 )",49.9,"(+/- 23.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",7.7,"(+/- 0.8 )",10.1,"(+/- 1.1 )",9.8,"(+/- 1.0 )",8.1,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",8.8,"(+/- 1.5 )",11.9,"(+/- 2.3 )",8.6,"(+/- 1.7 )",10.5,"(+/- 2.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",8.5,"(+/- 1.4 )",11.6,"(+/- 2.3 )",8.3,"(+/- 1.7 )",10.0,"(+/- 2.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",9.4,"(+/- 2.6 )",14.8,"(+/- 3.8 )",9.6,"(+/- 2.7 )",11.0,"(+/- 2.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",8.1,"(+/- 1.5 )",10.4,"(+/- 2.2 )",7.8,"(+/- 1.7 )",9.6,"(+/- 2.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",7.3,"(+/- 0.7 )",9.4,"(+/- 0.9 )",10.3,"(+/- 0.9 )",7.0,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",5.9,"(+/- 1.3 )",6.9,"(+/- 1.7 )",5.8,"(+/- 1.2 )",6.1,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",5.5,"(+/- 0.8 )",7.2,"(+/- 1.1 )",6.5,"(+/- 1.0 )",6.2,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",24.3,"(+/- 2.7 )",23.4,"(+/- 2.1 )",32.0,"(+/- 2.5 )",19.7,"(+/- 2.4 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",249418,"(+/- 5778 )",231164,"(+/- 7007 )",278053,"(+/- 6815 )",254157,"(+/- 7205 )"
Education,"School Enrollment","Nursery school, preschool",16433,"(+/- 2095 )",13797,"(+/- 1772 )",16735,"(+/- 1979 )",15421,"(+/- 2061 )"
Education,"School Enrollment",Kindergarten,12525,"(+/- 1643 )",13307,"(+/- 1886 )",12910,"(+/- 1729 )",14512,"(+/- 2196 )"
Education,"School Enrollment","Elementary school (grades 1-8)",110779,"(+/- 3614 )",92411,"(+/- 4084 )",99138,"(+/- 4457 )",119172,"(+/- 4913 )"
Education,"School Enrollment","High school (grades 9-12)",50428,"(+/- 2503 )",49958,"(+/- 3498 )",54535,"(+/- 3063 )",55796,"(+/- 3122 )"
Education,"School Enrollment","College or graduate school",59253,"(+/- 3630 )",61691,"(+/- 4329 )",94735,"(+/- 4413 )",49256,"(+/- 3722 )"
Education,"Educational Attainment","Population 25 years and over",463729,"(+/- 4218 )",495711,"(+/- 6672 )",436665,"(+/- 6274 )",515487,"(+/- 7986 )"
Education,"Educational Attainment","Less than 9th grade",10741,"(+/- 1888 )",14345,"(+/- 2537 )",8527,"(+/- 1660 )",13154,"(+/- 2479 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",22418,"(+/- 2583 )",24707,"(+/- 3038 )",13082,"(+/- 1548 )",26086,"(+/- 2443 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",121224,"(+/- 5314 )",117292,"(+/- 6703 )",79516,"(+/- 4650 )",124174,"(+/- 7589 )"
Education,"Educational Attainment","Some college, no degree",120055,"(+/- 4520 )",127784,"(+/- 5619 )",111381,"(+/- 5295 )",127668,"(+/- 6645 )"
Education,"Educational Attainment","Associate's degree",41982,"(+/- 3158 )",51888,"(+/- 3704 )",40988,"(+/- 2816 )",49919,"(+/- 3869 )"
Education,"Educational Attainment","Bachelor's degree",100124,"(+/- 4480 )",101540,"(+/- 5442 )",123305,"(+/- 5169 )",123140,"(+/- 5734 )"
Education,"Educational Attainment","Graduate or professional degree",47185,"(+/- 2988 )",58155,"(+/- 4309 )",59866,"(+/- 3277 )",51346,"(+/- 3770 )"
Education,"Educational Attainment","Percent high school graduate or higher",92.8,"(+/- 0.6 )",92.1,"(+/- 0.7 )",95.1,"(+/- 0.6 )",92.4,"(+/- 0.6 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",31.8,"(+/- 1.1 )",32.2,"(+/- 1.4 )",41.9,"(+/- 1.2 )",33.8,"(+/- 1.4 )"

"Source: 2019 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",248314,G,409136,G,289562,G,342073,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",230,J,117,J,55,H,50,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",2572,G,1502,H,1437,H,1692,J
Business,"Paid employees for pay period including March 12",Utilities,574,J,3050,G,748,J,260,J
Business,"Paid employees for pay period including March 12",Construction,18877,G,25342,G,17553,G,33677,G
Business,"Paid employees for pay period including March 12",Manufacturing,42116,G,41021,G,17101,G,28720,G
Business,"Paid employees for pay period including March 12","Wholesale trade",8715,G,22036,G,11436,H,17861,G
Business,"Paid employees for pay period including March 12","Retail trade",35566,G,41052,G,35293,G,44048,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",10601,G,33302,G,4147,G,10840,G
Business,"Paid employees for pay period including March 12",Information,3162,H,10652,G,16534,G,23102,G
Business,"Paid employees for pay period including March 12","Finance and insurance",9661,G,24344,G,13039,G,21878,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",4458,G,5854,G,4758,G,5967,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",15395,G,26417,G,20157,G,29614,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",2032,G,12613,G,3083,H,11394,H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",14561,G,26198,G,28027,G,27697,G
Business,"Paid employees for pay period including March 12","Educational services",3920,G,8181,H,38616,J,7941,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",30289,G,46405,G,35168,G,37708,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",8812,G,6806,G,4943,G,4580,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",29428,G,42293,G,30793,G,26467,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",7297,G,31922,G,6661,G,8562,G
Business,"Paid employees for pay period including March 12","Industries not classified",48,J,29,H,13,J,15,J
Business,"Annual payroll ($1,000)","Total for all sectors",10587762,G,21658678,G,13114492,G,17787990,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",19150,H,12700,J,1225,H,2157,J
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",282780,H,116368,H,109255,H,143526,J
Business,"Annual payroll ($1,000)",Utilities,53818,H,306639,G,69159,J,30986,J
Business,"Annual payroll ($1,000)",Construction,983504,G,1441472,G,937489,G,1966151,G
Business,"Annual payroll ($1,000)",Manufacturing,2334899,G,2647132,G,915079,G,1687111,G
Business,"Annual payroll ($1,000)","Wholesale trade",488632,G,1406584,G,759387,G,1116895,G
Business,"Annual payroll ($1,000)","Retail trade",985068,G,1261638,G,1003562,G,1547851,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",544193,G,1854997,G,185794,G,475276,G
Business,"Annual payroll ($1,000)",Information,155619,G,830702,G,1720984,H,1610875,G
Business,"Annual payroll ($1,000)","Finance and insurance",627387,G,2058563,G,975574,G,1542107,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",193072,G,311898,G,229780,G,310868,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",915646,G,2019771,G,1367788,G,1920556,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",226997,H,1184173,H,277530,H,1220297,H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",441026,G,906408,G,1049459,H,1211789,G
Business,"Annual payroll ($1,000)","Educational services",102418,G,356308,J,1153188,J,273042,G
Business,"Annual payroll ($1,000)","Health care and social assistance",1308681,G,2462084,H,1536317,G,1874213,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",163569,G,314476,G,100400,G,102661,G
Business,"Annual payroll ($1,000)","Accommodation and food services",537247,G,832742,G,536342,G,449817,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",221886,G,1333017,G,185672,G,300474,G
Business,"Annual payroll ($1,000)","Industries not classified",2170,G,1006,G,508,H,1338,G
Business,"Total Establishments","Total for all sectors",19309,X,22827,X,20803,X,20477,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",37,X,18,X,23,X,19,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",239,X,73,X,52,X,22,X
Business,"Total Establishments",Utilities,49,X,94,X,55,X,21,X
Business,"Total Establishments",Construction,2808,X,2632,X,2354,X,2916,X
Business,"Total Establishments",Manufacturing,814,X,1040,X,664,X,893,X
Business,"Total Establishments","Wholesale trade",690,X,1090,X,710,X,1081,X
Business,"Total Establishments","Retail trade",2469,X,2643,X,2649,X,2384,X
Business,"Total Establishments","Transportation and warehousing",743,X,863,X,389,X,495,X
Business,"Total Establishments",Information,296,X,520,X,548,X,404,X
Business,"Total Establishments","Finance and insurance",1087,X,1357,X,1407,X,1383,X
Business,"Total Establishments","Real estate and rental and leasing",1434,X,1523,X,1612,X,1368,X
Business,"Total Establishments","Professional, scientific, and technical services",2324,X,3074,X,3333,X,2670,X
Business,"Total Establishments","Management of companies and enterprises",66,X,150,X,106,X,159,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",1094,X,1215,X,1140,X,1275,X
Business,"Total Establishments","Educational services",240,X,296,X,407,X,326,X
Business,"Total Establishments","Health care and social assistance",2000,X,2249,X,2319,X,2050,X
Business,"Total Establishments","Arts, entertainment, and recreation",294,X,353,X,403,X,248,X
Business,"Total Establishments","Accommodation and food services",1357,X,2005,X,1417,X,1365,X
Business,"Total Establishments","Other services (except public administration)",1244,X,1606,X,1193,X,1383,X
Business,"Total Establishments","Industries not classified",24,X,26,X,22,X,15,X

"Source: 2019 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
