cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE"
Workers,"Employment Status","Not in labor force",220623,"(+/- 6537 )",216077,"(+/- 6780 )",199006,"(+/- 6589 )",201749,"(+/- 7155 )",186643,"(+/- 6873 )",204154,"(+/- 6693 )",200411,"(+/- 7319 )",190658,"(+/- 7524 )",230464,"(+/- 6958 )"
Workers,"Employment Status","Civilian labor force",374867,"(+/- 7528 )",417078,"(+/- 8824 )",428005,"(+/- 9928 )",421247,"(+/- 7945 )",445552,"(+/- 9683 )",430277,"(+/- 7722 )",495088,"(+/- 9066 )",449312,"(+/- 8769 )",390629,"(+/- 8362 )"
Workers,"Employment Status","Unemployment Rate",4.6,"(+/- 0.6 )",4.2,"(+/- 0.6 )",4.5,"(+/- 0.6 )",3.4,"(+/- 0.6 )",3.2,"(+/- 0.5 )",3.6,"(+/- 0.7 )",4.7,"(+/- 0.6 )",3.5,"(+/- 0.6 )",3.9,"(+/- 0.6 )"
Workers,"Commuting to Work","Workers 16 years and over",351265,"(+/- 7638 )",391297,"(+/- 9812 )",401865,"(+/- 10313 )",400068,"(+/- 8313 )",424293,"(+/- 9995 )",409032,"(+/- 8427 )",463937,"(+/- 9029 )",426049,"(+/- 8544 )",369385,"(+/- 7592 )"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",283008,"(+/- 7563 )",299895,"(+/- 8819 )",322238,"(+/- 10790 )",291436,"(+/- 7591 )",268175,"(+/- 8239 )",312059,"(+/- 8658 )",178518,"(+/- 7302 )",276044,"(+/- 8421 )",300961,"(+/- 8002 )"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",27415,"(+/- 3007 )",30675,"(+/- 4118 )",30018,"(+/- 3483 )",27273,"(+/- 3239 )",31721,"(+/- 3840 )",30508,"(+/- 3916 )",33896,"(+/- 4037 )",24706,"(+/- 3255 )",28734,"(+/- 3760 )"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",7195,"(+/- 1828 )",10358,"(+/- 2103 )",11753,"(+/- 1816 )",33896,"(+/- 3783 )",68575,"(+/- 5732 )",25315,"(+/- 3224 )",143104,"(+/- 6716 )",69287,"(+/- 4653 )",9694,"(+/- 1885 )"
Workers,"Commuting to Work",Walked,11928,"(+/- 1825 )",17124,"(+/- 2381 )",6921,"(+/- 1479 )",15049,"(+/- 2055 )",19364,"(+/- 2406 )",12023,"(+/- 2079 )",67658,"(+/- 5385 )",23705,"(+/- 2623 )",7784,"(+/- 1570 )"
Workers,"Commuting to Work","Other means",4886,"(+/- 1438 )",6879,"(+/- 1745 )",6815,"(+/- 1561 )",6423,"(+/- 1569 )",11003,"(+/- 1783 )",7053,"(+/- 1547 )",24404,"(+/- 3235 )",10251,"(+/- 1903 )",3465,"(+/- 862 )"
Workers,"Commuting to Work","Worked from home",16833,"(+/- 2019 )",26366,"(+/- 3103 )",24120,"(+/- 2641 )",25991,"(+/- 2486 )",25455,"(+/- 3062 )",22074,"(+/- 2235 )",16357,"(+/- 2375 )",22056,"(+/- 2593 )",18747,"(+/- 2694 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",23.5,"(+/- 0.6 )",29.0,"(+/- 0.8 )",30.6,"(+/- 0.8 )",32.1,"(+/- 0.9 )",32.8,"(+/- 0.8 )",32.3,"(+/- 0.9 )",32.8,"(+/- 0.6 )",34.4,"(+/- 0.7 )",30.0,"(+/- 0.9 )"
Workers,Occupation,"Civilian employed population 16 years and over",357576,"(+/- 7379 )",399501,"(+/- 9483 )",408701,"(+/- 10219 )",406924,"(+/- 8183 )",431505,"(+/- 9577 )",414986,"(+/- 8141 )",472007,"(+/- 9249 )",433680,"(+/- 8718 )",375363,"(+/- 7638 )"
Workers,Occupation,"Management, business, science, and arts occupations",139565,"(+/- 5001 )",181517,"(+/- 6937 )",173431,"(+/- 6860 )",222493,"(+/- 6005 )",259651,"(+/- 7939 )",208377,"(+/- 6328 )",235357,"(+/- 8607 )",225119,"(+/- 7097 )",144066,"(+/- 5060 )"
Workers,Occupation,"Service occupations",74394,"(+/- 4772 )",69692,"(+/- 4876 )",75466,"(+/- 4938 )",51835,"(+/- 4089 )",62882,"(+/- 5167 )",60306,"(+/- 5035 )",96942,"(+/- 6515 )",68379,"(+/- 4899 )",70705,"(+/- 5362 )"
Workers,Occupation,"Sales and office occupations",66056,"(+/- 4133 )",72912,"(+/- 4541 )",76633,"(+/- 5120 )",73788,"(+/- 5059 )",63979,"(+/- 4517 )",86917,"(+/- 4889 )",83529,"(+/- 5488 )",81359,"(+/- 5065 )",78182,"(+/- 4100 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",27137,"(+/- 2769 )",27233,"(+/- 3314 )",29462,"(+/- 3223 )",26766,"(+/- 2955 )",22144,"(+/- 3437 )",27810,"(+/- 3122 )",18391,"(+/- 2732 )",28859,"(+/- 3391 )",41986,"(+/- 3827 )"
Workers,Occupation,"Production, transportation, and material moving occupations",50424,"(+/- 3967 )",48147,"(+/- 4630 )",53709,"(+/- 4428 )",32042,"(+/- 3242 )",22849,"(+/- 2614 )",31576,"(+/- 3852 )",37788,"(+/- 4031 )",29964,"(+/- 2551 )",40424,"(+/- 3823 )"
Workers,Industry,"Civilian employed population 16 years and over",357576,"(+/- 7379 )",399501,"(+/- 9483 )",408701,"(+/- 10219 )",406924,"(+/- 8183 )",431505,"(+/- 9577 )",414986,"(+/- 8141 )",472007,"(+/- 9249 )",433680,"(+/- 8718 )",375363,"(+/- 7638 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",3158,"(+/- 1092 )",2392,"(+/- 914 )",1572,"(+/- 881 )",1653,"(+/- 803 )",960,"(+/- 650 )",1722,"(+/- 564 )",668,"(+/- 458 )",905,"(+/- 571 )",3086,"(+/- 1216 )"
Workers,Industry,Construction,19995,"(+/- 2120 )",22780,"(+/- 3514 )",24297,"(+/- 3139 )",26413,"(+/- 3315 )",19425,"(+/- 3042 )",27425,"(+/- 3297 )",15901,"(+/- 2692 )",26237,"(+/- 3433 )",36171,"(+/- 3875 )"
Workers,Industry,Manufacturing,37675,"(+/- 3130 )",45484,"(+/- 4076 )",56903,"(+/- 4526 )",34575,"(+/- 3395 )",39204,"(+/- 3872 )",38049,"(+/- 3941 )",21310,"(+/- 2631 )",22799,"(+/- 2954 )",23490,"(+/- 2854 )"
Workers,Industry,"Wholesale trade",8947,"(+/- 1814 )",9684,"(+/- 1707 )",8270,"(+/- 1531 )",10657,"(+/- 1804 )",6527,"(+/- 1400 )",8838,"(+/- 1682 )",5983,"(+/- 1196 )",8707,"(+/- 1698 )",9928,"(+/- 1844 )"
Workers,Industry,"Retail trade",40082,"(+/- 3464 )",45876,"(+/- 3471 )",42309,"(+/- 4127 )",44546,"(+/- 3791 )",31860,"(+/- 3243 )",42105,"(+/- 3451 )",40684,"(+/- 3992 )",41145,"(+/- 3443 )",48349,"(+/- 4431 )"
Workers,Industry,"Transportation and warehousing, and utilities",18893,"(+/- 2546 )",16594,"(+/- 2240 )",21367,"(+/- 2891 )",13481,"(+/- 2149 )",14773,"(+/- 1987 )",17411,"(+/- 2674 )",23082,"(+/- 3597 )",17988,"(+/- 2471 )",18734,"(+/- 2301 )"
Workers,Industry,Information,4691,"(+/- 1176 )",9614,"(+/- 1800 )",9803,"(+/- 1581 )",9358,"(+/- 1696 )",10353,"(+/- 1484 )",12607,"(+/- 1789 )",10906,"(+/- 1798 )",10735,"(+/- 1909 )",5684,"(+/- 1362 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",21935,"(+/- 2524 )",18466,"(+/- 2305 )",21646,"(+/- 2476 )",32818,"(+/- 2891 )",32428,"(+/- 3262 )",33222,"(+/- 3089 )",29743,"(+/- 2671 )",47225,"(+/- 4305 )",23013,"(+/- 2559 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",26963,"(+/- 2713 )",40292,"(+/- 3613 )",64471,"(+/- 4186 )",60595,"(+/- 3652 )",88961,"(+/- 5530 )",65072,"(+/- 4323 )",82969,"(+/- 5256 )",69480,"(+/- 4131 )",44292,"(+/- 3487 )"
Workers,Industry,"Educational services, and health care and social assistance",113500,"(+/- 5572 )",125833,"(+/- 6282 )",94392,"(+/- 4864 )",114270,"(+/- 5478 )",122206,"(+/- 5976 )",102715,"(+/- 5025 )",151266,"(+/- 7106 )",111895,"(+/- 5995 )",93011,"(+/- 4790 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",31012,"(+/- 3583 )",31626,"(+/- 3109 )",33922,"(+/- 3844 )",29842,"(+/- 3585 )",32757,"(+/- 3264 )",34881,"(+/- 4459 )",51006,"(+/- 4877 )",40441,"(+/- 4528 )",34056,"(+/- 2922 )"
Workers,Industry,"Other services, except public administration",16418,"(+/- 2622 )",17497,"(+/- 2453 )",15900,"(+/- 2146 )",15699,"(+/- 1970 )",19581,"(+/- 2594 )",14043,"(+/- 2038 )",21381,"(+/- 2751 )",16817,"(+/- 2037 )",19033,"(+/- 2275 )"
Workers,Industry,"Public administration",14307,"(+/- 1795 )",13363,"(+/- 2019 )",13849,"(+/- 2121 )",13017,"(+/- 1887 )",12470,"(+/- 1661 )",16896,"(+/- 2436 )",17108,"(+/- 2429 )",19306,"(+/- 2561 )",16516,"(+/- 2511 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",357576,"(+/- 7379 )",399501,"(+/- 9483 )",408701,"(+/- 10219 )",406924,"(+/- 8183 )",431505,"(+/- 9577 )",414986,"(+/- 8141 )",472007,"(+/- 9249 )",433680,"(+/- 8718 )",375363,"(+/- 7638 )"
Workers,"Class of Worker","Private wage and salary workers",282521,"(+/- 7559 )",312691,"(+/- 8454 )",339411,"(+/- 10672 )",335522,"(+/- 9189 )",357679,"(+/- 9658 )",337521,"(+/- 9287 )",398274,"(+/- 9673 )",355308,"(+/- 8235 )",300008,"(+/- 7776 )"
Workers,"Class of Worker","Government workers",52614,"(+/- 4579 )",60593,"(+/- 4039 )",47644,"(+/- 4321 )",47139,"(+/- 4003 )",46151,"(+/- 3600 )",52365,"(+/- 4609 )",53119,"(+/- 4056 )",57485,"(+/- 5160 )",48389,"(+/- 4156 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",21297,"(+/- 2598 )",25884,"(+/- 3287 )",20532,"(+/- 2334 )",23653,"(+/- 2395 )",26399,"(+/- 3392 )",23785,"(+/- 2657 )",19990,"(+/- 3173 )",20244,"(+/- 2525 )",26036,"(+/- 2922 )"
Workers,"Class of Worker","Unpaid family workers",1144,"(+/- 550 )",333,"(+/- 282 )",1114,"(+/- 515 )",610,"(+/- 328 )",1276,"(+/- 724 )",1315,"(+/- 596 )",624,"(+/- 281 )",643,"(+/- 356 )",930,"(+/- 486 )"
Housing,"Housing Occupancy","Total housing units",321418,"(+/- 3036 )",308426,"(+/- 3971 )",303327,"(+/- 6100 )",299801,"(+/- 4623 )",312880,"(+/- 4893 )",310190,"(+/- 3826 )",334963,"(+/- 4615 )",325759,"(+/- 5236 )",412054,"(+/- 3756 )"
Housing,"Housing Occupancy","Occupied housing units",287065,"(+/- 3877 )",289018,"(+/- 4563 )",287751,"(+/- 5668 )",282691,"(+/- 4541 )",296859,"(+/- 4790 )",294824,"(+/- 4094 )",302369,"(+/- 5000 )",304233,"(+/- 5600 )",305870,"(+/- 5322 )"
Housing,"Housing Occupancy","Vacant housing units",34353,"(+/- 3077 )",19408,"(+/- 2513 )",15576,"(+/- 2856 )",17110,"(+/- 2750 )",16021,"(+/- 2788 )",15366,"(+/- 2331 )",32594,"(+/- 3583 )",21526,"(+/- 3462 )",106184,"(+/- 4902 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.7,"(+/- 0.7 )",1.4,"(+/- 0.5 )",1.6,"(+/- 0.6 )",1.0,"(+/- 0.4 )",0.4,"(+/- 0.3 )",0.9,"(+/- 0.5 )",0.7,"(+/- 0.5 )",0.7,"(+/- 0.4 )",1.1,"(+/- 0.5 )"
Housing,"Housing Occupancy","Rental vacancy rate",3.6,"(+/- 0.9 )",3.6,"(+/- 1.3 )",3.6,"(+/- 1.3 )",3.1,"(+/- 1.3 )",2.1,"(+/- 0.9 )",1.2,"(+/- 0.7 )",3.8,"(+/- 0.9 )",2.5,"(+/- 1.1 )",3.3,"(+/- 1.2 )"
Housing,"Housing Tenure","Occupied housing units",287065,"(+/- 3877 )",289018,"(+/- 4563 )",287751,"(+/- 5668 )",282691,"(+/- 4541 )",296859,"(+/- 4790 )",294824,"(+/- 4094 )",302369,"(+/- 5000 )",304233,"(+/- 5600 )",305870,"(+/- 5322 )"
Housing,"Housing Tenure",Owner-occupied,184947,"(+/- 4368 )",185814,"(+/- 5293 )",181332,"(+/- 5551 )",202371,"(+/- 4386 )",174450,"(+/- 4467 )",207156,"(+/- 4489 )",101758,"(+/- 4550 )",191885,"(+/- 5559 )",218034,"(+/- 5336 )"
Housing,"Housing Tenure",Renter-occupied,102118,"(+/- 3552 )",103204,"(+/- 3889 )",106419,"(+/- 4157 )",80320,"(+/- 4660 )",122409,"(+/- 4474 )",87668,"(+/- 4277 )",200611,"(+/- 5658 )",112348,"(+/- 4760 )",87836,"(+/- 4468 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.59,"(+/- 0.04 )",2.64,"(+/- 0.05 )",2.79,"(+/- 0.05 )",2.79,"(+/- 0.05 )",2.69,"(+/- 0.05 )",2.71,"(+/- 0.05 )",2.78,"(+/- 0.08 )",2.69,"(+/- 0.05 )",2.51,"(+/- 0.05 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.16,"(+/- 0.07 )",2.18,"(+/- 0.08 )",2.32,"(+/- 0.08 )",2.17,"(+/- 0.08 )",2.21,"(+/- 0.07 )",2.18,"(+/- 0.07 )",2.39,"(+/- 0.06 )",2.07,"(+/- 0.07 )",2.13,"(+/- 0.07 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",287065,"(+/- 3877 )",289018,"(+/- 4563 )",287751,"(+/- 5668 )",282691,"(+/- 4541 )",296859,"(+/- 4790 )",294824,"(+/- 4094 )",302369,"(+/- 5000 )",304233,"(+/- 5600 )",305870,"(+/- 5322 )"
Housing,"Year Householder Moved into Unit","Moved in 2017 or later",65075,"(+/- 4058 )",72267,"(+/- 4256 )",68967,"(+/- 4481 )",59926,"(+/- 3441 )",85929,"(+/- 4511 )",59901,"(+/- 3957 )",108901,"(+/- 4557 )",84115,"(+/- 4345 )",64854,"(+/- 4399 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 to 2016",30709,"(+/- 2348 )",36521,"(+/- 3476 )",39993,"(+/- 3774 )",31601,"(+/- 3022 )",34311,"(+/- 2737 )",35325,"(+/- 3432 )",39812,"(+/- 3438 )",37576,"(+/- 3454 )",34479,"(+/- 2864 )"
Housing,"Year Householder Moved into Unit","Moved in 2014 to 2014",46707,"(+/- 3541 )",44005,"(+/- 3708 )",46205,"(+/- 3694 )",47031,"(+/- 3809 )",48395,"(+/- 3645 )",53157,"(+/- 3544 )",47803,"(+/- 3583 )",47125,"(+/- 3560 )",49361,"(+/- 3822 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",59797,"(+/- 4152 )",57242,"(+/- 3710 )",58524,"(+/- 3481 )",55852,"(+/- 3623 )",55541,"(+/- 4151 )",60046,"(+/- 3869 )",56100,"(+/- 3962 )",57150,"(+/- 3947 )",65115,"(+/- 4006 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",35417,"(+/- 2658 )",36178,"(+/- 2838 )",35486,"(+/- 2950 )",41466,"(+/- 2677 )",32071,"(+/- 2420 )",38959,"(+/- 2903 )",24163,"(+/- 2742 )",37922,"(+/- 3245 )",43615,"(+/- 3182 )"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier",49360,"(+/- 2767 )",42805,"(+/- 2563 )",38576,"(+/- 3458 )",46815,"(+/- 3222 )",40612,"(+/- 2880 )",47436,"(+/- 2988 )",25590,"(+/- 2769 )",40345,"(+/- 2517 )",48446,"(+/- 3191 )"
Housing,Value,"Owner-occupied units",184947,"(+/- 4368 )",185814,"(+/- 5293 )",181332,"(+/- 5551 )",202371,"(+/- 4386 )",174450,"(+/- 4467 )",207156,"(+/- 4489 )",101758,"(+/- 4550 )",191885,"(+/- 5559 )",218034,"(+/- 5336 )"
Housing,Value,"Less than $50,000",4984,"(+/- 1152 )",2709,"(+/- 801 )",3760,"(+/- 1085 )",3280,"(+/- 816 )",920,"(+/- 479 )",2800,"(+/- 685 )",2379,"(+/- 764 )",3219,"(+/- 852 )",2960,"(+/- 819 )"
Housing,Value,"$50,000 to $99,999",5907,"(+/- 1248 )",2760,"(+/- 658 )",1449,"(+/- 534 )",1776,"(+/- 705 )",769,"(+/- 380 )",654,"(+/- 353 )",324,"(+/- 267 )",885,"(+/- 457 )",3365,"(+/- 977 )"
Housing,Value,"$100,000 to $149,999",17795,"(+/- 1933 )",7943,"(+/- 1274 )",4433,"(+/- 956 )",3714,"(+/- 1097 )",732,"(+/- 574 )",1772,"(+/- 774 )",406,"(+/- 355 )",1206,"(+/- 482 )",2952,"(+/- 737 )"
Housing,Value,"$150,000 to $199,999",37810,"(+/- 2476 )",18112,"(+/- 1939 )",10989,"(+/- 2119 )",6027,"(+/- 1538 )",919,"(+/- 405 )",2325,"(+/- 782 )",793,"(+/- 339 )",3132,"(+/- 996 )",10102,"(+/- 1990 )"
Housing,Value,"$200,000 to $299,999",64644,"(+/- 3307 )",57134,"(+/- 3627 )",38281,"(+/- 3160 )",28805,"(+/- 2447 )",5690,"(+/- 1246 )",13460,"(+/- 1838 )",4759,"(+/- 1160 )",17987,"(+/- 2141 )",37375,"(+/- 2630 )"
Housing,Value,"$300,000 to $499,999",43037,"(+/- 3094 )",70288,"(+/- 3317 )",73439,"(+/- 3637 )",71977,"(+/- 3478 )",47549,"(+/- 2858 )",79860,"(+/- 4307 )",30638,"(+/- 3171 )",78793,"(+/- 3941 )",98869,"(+/- 5084 )"
Housing,Value,"$500,000 to $999,999",8901,"(+/- 1141 )",24219,"(+/- 2239 )",43378,"(+/- 2618 )",59851,"(+/- 3133 )",92881,"(+/- 3907 )",95261,"(+/- 4405 )",46318,"(+/- 3994 )",72727,"(+/- 4074 )",52491,"(+/- 4128 )"
Housing,Value,"$1,000,000 or more",1869,"(+/- 534 )",2649,"(+/- 833 )",5603,"(+/- 1028 )",26941,"(+/- 1931 )",24990,"(+/- 2131 )",11024,"(+/- 1661 )",16141,"(+/- 1749 )",13936,"(+/- 1896 )",9920,"(+/- 1246 )"
Housing,Value,"Median (dollars)",235400,"(+/- 3874 )",309500,"(+/- 5549 )",372700,"(+/- 5856 )",454500,"(+/- 8540 )",622800,"(+/- 9390 )",508900,"(+/- 12868 )",589700,"(+/- 19812 )",474100,"(+/- 8883 )",387600,"(+/- 6047 )"
Housing,"Mortgage Status","Owner-occupied units",184947,"(+/- 4368 )",185814,"(+/- 5293 )",181332,"(+/- 5551 )",202371,"(+/- 4386 )",174450,"(+/- 4467 )",207156,"(+/- 4489 )",101758,"(+/- 4550 )",191885,"(+/- 5559 )",218034,"(+/- 5336 )"
Housing,"Mortgage Status","Housing units with a mortgage",118400,"(+/- 4630 )",126280,"(+/- 5072 )",128767,"(+/- 5298 )",139271,"(+/- 4492 )",116267,"(+/- 4360 )",145792,"(+/- 4423 )",71602,"(+/- 4129 )",136692,"(+/- 5565 )",141787,"(+/- 5069 )"
Housing,"Mortgage Status","Housing units without a mortgage",66547,"(+/- 3402 )",59534,"(+/- 3244 )",52565,"(+/- 3262 )",63100,"(+/- 2944 )",58183,"(+/- 3763 )",61364,"(+/- 3289 )",30156,"(+/- 2501 )",55193,"(+/- 3450 )",76247,"(+/- 4228 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",118400,"(+/- 4630 )",126280,"(+/- 5072 )",128767,"(+/- 5298 )",139271,"(+/- 4492 )",116267,"(+/- 4360 )",145792,"(+/- 4423 )",71602,"(+/- 4129 )",136692,"(+/- 5565 )",141787,"(+/- 5069 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",1188,"(+/- 634 )",318,"(+/- 217 )",674,"(+/- 338 )",265,"(+/- 219 )",171,"(+/- 149 )",700,"(+/- 408 )",262,"(+/- 264 )",863,"(+/- 577 )",1077,"(+/- 501 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",11229,"(+/- 1834 )",6445,"(+/- 1181 )",5136,"(+/- 1187 )",4707,"(+/- 1196 )",1753,"(+/- 621 )",4121,"(+/- 1073 )",2031,"(+/- 692 )",3519,"(+/- 1120 )",6110,"(+/- 1473 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",34855,"(+/- 2721 )",24409,"(+/- 2527 )",20064,"(+/- 2664 )",12038,"(+/- 1999 )",7440,"(+/- 1591 )",14286,"(+/- 2055 )",5880,"(+/- 1268 )",12522,"(+/- 1898 )",20277,"(+/- 2314 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",35163,"(+/- 2264 )",33161,"(+/- 2981 )",26240,"(+/- 2699 )",25011,"(+/- 2280 )",13884,"(+/- 2013 )",22774,"(+/- 2568 )",12497,"(+/- 1899 )",25046,"(+/- 2755 )",37990,"(+/- 3492 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",20129,"(+/- 2311 )",30448,"(+/- 3038 )",28956,"(+/- 2720 )",27541,"(+/- 2517 )",19810,"(+/- 2318 )",28553,"(+/- 2756 )",16831,"(+/- 2909 )",28787,"(+/- 2469 )",31433,"(+/- 3191 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",7904,"(+/- 1552 )",14196,"(+/- 1809 )",18810,"(+/- 1986 )",23513,"(+/- 2260 )",21559,"(+/- 2618 )",29586,"(+/- 2860 )",12902,"(+/- 1815 )",27152,"(+/- 2794 )",20489,"(+/- 2377 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",7932,"(+/- 1227 )",17303,"(+/- 2017 )",28887,"(+/- 2038 )",46196,"(+/- 3040 )",51650,"(+/- 2939 )",45772,"(+/- 2921 )",21199,"(+/- 2161 )",38803,"(+/- 3177 )",24411,"(+/- 2474 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1643,"(+/- 32 )",1983,"(+/- 43 )",2212,"(+/- 40 )",2502,"(+/- 59 )",2850,"(+/- 56 )",2542,"(+/- 50 )",2449,"(+/- 68 )",2458,"(+/- 51 )",2087,"(+/- 53 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",66547,"(+/- 3402 )",59534,"(+/- 3244 )",52565,"(+/- 3262 )",63100,"(+/- 2944 )",58183,"(+/- 3763 )",61364,"(+/- 3289 )",30156,"(+/- 2501 )",55193,"(+/- 3450 )",76247,"(+/- 4228 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",1906,"(+/- 619 )",1539,"(+/- 484 )",567,"(+/- 279 )",811,"(+/- 401 )",812,"(+/- 541 )",995,"(+/- 404 )",1449,"(+/- 497 )",1318,"(+/- 666 )",2128,"(+/- 630 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",5083,"(+/- 909 )",2447,"(+/- 667 )",2119,"(+/- 842 )",1812,"(+/- 713 )",1237,"(+/- 507 )",2263,"(+/- 800 )",1677,"(+/- 640 )",1329,"(+/- 442 )",3717,"(+/- 752 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",18373,"(+/- 1806 )",11538,"(+/- 1605 )",5687,"(+/- 1124 )",6565,"(+/- 1232 )",3664,"(+/- 919 )",4439,"(+/- 1052 )",6334,"(+/- 1234 )",7726,"(+/- 1477 )",13560,"(+/- 2049 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",20962,"(+/- 2030 )",20195,"(+/- 2074 )",12309,"(+/- 1615 )",13623,"(+/- 1751 )",11424,"(+/- 1804 )",12862,"(+/- 1581 )",6239,"(+/- 1157 )",12285,"(+/- 1649 )",24083,"(+/- 2654 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",10359,"(+/- 1440 )",12268,"(+/- 1687 )",11060,"(+/- 1446 )",13336,"(+/- 1631 )",12363,"(+/- 1823 )",16986,"(+/- 1849 )",5276,"(+/- 1035 )",13262,"(+/- 1955 )",13362,"(+/- 1892 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",9864,"(+/- 1563 )",11547,"(+/- 1543 )",20823,"(+/- 1970 )",26953,"(+/- 1831 )",28683,"(+/- 2297 )",23819,"(+/- 2077 )",9181,"(+/- 1284 )",19273,"(+/- 1827 )",19397,"(+/- 2320 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",669,"(+/- 15 )",736,"(+/- 18 )",886,"(+/- 24 )",927,"(+/- 24 )",993,"(+/- 33 )",914,"(+/- 23 )",783,"(+/- 41 )",878,"(+/- 26 )",757,"(+/- 19 )"
Housing,"Gross Rent","Occupied units paying rent",97694,"(+/- 3653 )",99844,"(+/- 3912 )",102787,"(+/- 4148 )",77608,"(+/- 4477 )",118837,"(+/- 4500 )",83497,"(+/- 4049 )",197484,"(+/- 5556 )",109155,"(+/- 4707 )",81674,"(+/- 4476 )"
Housing,"Gross Rent","Less than $500",18716,"(+/- 2058 )",14819,"(+/- 2216 )",14120,"(+/- 2171 )",9436,"(+/- 1840 )",11182,"(+/- 1987 )",10412,"(+/- 1955 )",28838,"(+/- 2828 )",13497,"(+/- 2166 )",11041,"(+/- 1707 )"
Housing,"Gross Rent","$500 to $999",39661,"(+/- 3077 )",24016,"(+/- 3238 )",22356,"(+/- 2434 )",14497,"(+/- 2097 )",7689,"(+/- 1694 )",11548,"(+/- 2314 )",17364,"(+/- 2570 )",10868,"(+/- 2124 )",27145,"(+/- 2918 )"
Housing,"Gross Rent","$1,000 to $1,499",28003,"(+/- 3310 )",39516,"(+/- 3811 )",33869,"(+/- 2899 )",18028,"(+/- 2386 )",22604,"(+/- 2805 )",24803,"(+/- 2876 )",30589,"(+/- 3706 )",24022,"(+/- 2464 )",23740,"(+/- 2614 )"
Housing,"Gross Rent","$1,500 to $1,999",8584,"(+/- 1568 )",15349,"(+/- 1929 )",22582,"(+/- 2355 )",14071,"(+/- 2006 )",30265,"(+/- 3166 )",20815,"(+/- 2872 )",46877,"(+/- 3501 )",24890,"(+/- 2932 )",13177,"(+/- 2000 )"
Housing,"Gross Rent","$2,000 to $2,499",2222,"(+/- 1042 )",3332,"(+/- 938 )",6735,"(+/- 1595 )",11488,"(+/- 2030 )",24141,"(+/- 2502 )",9931,"(+/- 1697 )",35901,"(+/- 3617 )",17004,"(+/- 2178 )",4543,"(+/- 1341 )"
Housing,"Gross Rent","$2,500 to $2,999",361,"(+/- 248 )",1854,"(+/- 788 )",2407,"(+/- 792 )",4779,"(+/- 1016 )",11386,"(+/- 1640 )",4669,"(+/- 1314 )",19698,"(+/- 2216 )",9012,"(+/- 1528 )",1346,"(+/- 719 )"
Housing,"Gross Rent","$3,000 or more",147,"(+/- 163 )",958,"(+/- 559 )",718,"(+/- 392 )",5309,"(+/- 1213 )",11570,"(+/- 1756 )",1319,"(+/- 679 )",18217,"(+/- 1820 )",9862,"(+/- 1439 )",682,"(+/- 474 )"
