cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE"
Housing,"Gross Rent","Less than $500",13719,"(+/- 2108 )",13480,"(+/- 1531 )",8836,"(+/- 1375 )",17467,"(+/- 2103 )"
Housing,"Gross Rent","$500 to $999",46198,"(+/- 3270 )",55465,"(+/- 3020 )",52581,"(+/- 3593 )",49837,"(+/- 2974 )"
Housing,"Gross Rent","$1,000 to $1,499",15763,"(+/- 1874 )",19176,"(+/- 2365 )",29642,"(+/- 3249 )",11582,"(+/- 1837 )"
Housing,"Gross Rent","$1,500 to $1,999",1360,"(+/- 487 )",3596,"(+/- 835 )",7708,"(+/- 2064 )",2855,"(+/- 980 )"
Housing,"Gross Rent","$2,000 to $2,499",870,"(+/- 318 )",1832,"(+/- 745 )",853,"(+/- 421 )",701,"(+/- 480 )"
Housing,"Gross Rent","$2,500 to $2,999",433,"(+/- 297 )",780,"(+/- 597 )",80,"(+/- 83 )",345,"(+/- 315 )"
Housing,"Gross Rent","$3,000 or more",640,"(+/- 441 )",506,"(+/- 438 )",318,"(+/- 331 )",304,"(+/- 151 )"
Housing,"Gross Rent","Median (dollars)",760,"(+/- 22 )",793,"(+/- 17 )",908,"(+/- 21 )",733,"(+/- 21 )"
Housing,"Gross Rent","No rent paid",4361,"(+/- 954 )",5057,"(+/- 978 )",5157,"(+/- 1457 )",7839,"(+/- 1103 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Total households",314430,"(+/- 3476 )",316300,"(+/- 3404 )",342025,"(+/- 3154 )",314466,"(+/- 3087 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Less than $10,000",16176,"(+/- 1961 )",19466,"(+/- 2482 )",13404,"(+/- 1856 )",16457,"(+/- 1755 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$10,000 to $14,999",13175,"(+/- 1559 )",13078,"(+/- 1851 )",11667,"(+/- 1743 )",14868,"(+/- 1713 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$15,000 to $24,999",26400,"(+/- 2616 )",27191,"(+/- 2343 )",24071,"(+/- 2557 )",30147,"(+/- 2399 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$25,000 to $34,999",28093,"(+/- 2241 )",30915,"(+/- 2392 )",30061,"(+/- 3492 )",28621,"(+/- 2319 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$35,000 to $49,999",42554,"(+/- 2744 )",42976,"(+/- 2912 )",43356,"(+/- 3188 )",44707,"(+/- 3191 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$50,000 to $74,999",62505,"(+/- 3217 )",60584,"(+/- 3726 )",65546,"(+/- 3275 )",62550,"(+/- 3009 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$75,000 to $99,999",45040,"(+/- 3232 )",42949,"(+/- 2960 )",47634,"(+/- 3353 )",45452,"(+/- 2218 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$100,000 to $149,999",50900,"(+/- 2799 )",48126,"(+/- 2968 )",58133,"(+/- 3676 )",45848,"(+/- 2805 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$150,000 to $199,000",15956,"(+/- 1594 )",14475,"(+/- 1660 )",26095,"(+/- 2405 )",14186,"(+/- 1357 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$200,000 or more",13631,"(+/- 1571 )",16540,"(+/- 1843 )",22058,"(+/- 1915 )",11630,"(+/- 1622 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Median household income (dollars)",61542,"(+/- 1357 )",59569,"(+/- 1734 )",67681,"(+/- 2306 )",58270,"(+/- 1439 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Mean household income (dollars)",78642,"(+/- 2129 )",79776,"(+/- 2604 )",88332,"(+/- 2103 )",73614,"(+/- 1633 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",763840,"(+/- 2547 )",771538,"(+/- 2127 )",838594,"(+/- 1660 )",737942,"(+/- 2607 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",732097,"(+/- 3932 )",724932,"(+/- 6287 )",798887,"(+/- 4270 )",699936,"(+/- 4038 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",565640,"(+/- 9601 )",554402,"(+/- 11495 )",618025,"(+/- 11801 )",539405,"(+/- 7746 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",279157,"(+/- 9154 )",281998,"(+/- 8126 )",292366,"(+/- 11847 )",269183,"(+/- 6297 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",31743,"(+/- 2978 )",46606,"(+/- 5981 )",39707,"(+/- 4103 )",38006,"(+/- 3960 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",185617,"(+/- 2198 )",182934,"(+/- 1958 )",217015,"(+/- 1804 )",179756,"(+/- 2958 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",3663,"(+/- 1231 )",7634,"(+/- 2372 )",4418,"(+/- 1585 )",6636,"(+/- 1825 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",7.7,"(+/- 1.0 )",7.3,"(+/- 1.0 )",7.0,"(+/- 1.0 )",7.1,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",13.0,"(+/- 1.9 )",12.0,"(+/- 1.6 )",10.0,"(+/- 1.8 )",12.2,"(+/- 1.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",17.9,"(+/- 5.6 )",11.0,"(+/- 4.0 )",14.6,"(+/- 5.9 )",12.5,"(+/- 3.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",3.4,"(+/- 0.8 )",3.7,"(+/- 0.6 )",3.2,"(+/- 0.8 )",2.8,"(+/- 0.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",4.6,"(+/- 1.7 )",5.8,"(+/- 1.3 )",3.8,"(+/- 1.7 )",3.0,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",5.5,"(+/- 4.0 )",4.7,"(+/- 2.6 )",7.6,"(+/- 6.7 )",2.5,"(+/- 1.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",30.2,"(+/- 4.7 )",24.5,"(+/- 3.9 )",18.7,"(+/- 3.1 )",30.2,"(+/- 3.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",39.0,"(+/- 6.1 )",30.8,"(+/- 4.8 )",22.8,"(+/- 4.1 )",39.0,"(+/- 5.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",53.8,"(+/- 15.8 )",34.2,"(+/- 16.1 )",32.1,"(+/- 12.1 )",46.1,"(+/- 12.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",11.6,"(+/- 0.9 )",12.9,"(+/- 0.9 )",9.4,"(+/- 1.0 )",11.0,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",14.5,"(+/- 2.1 )",14.7,"(+/- 2.0 )",10.9,"(+/- 1.9 )",12.2,"(+/- 1.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",13.8,"(+/- 2.1 )",14.5,"(+/- 2.0 )",10.6,"(+/- 1.9 )",11.8,"(+/- 1.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",16.9,"(+/- 3.2 )",17.0,"(+/- 2.9 )",14.7,"(+/- 3.8 )",11.4,"(+/- 2.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",12.7,"(+/- 2.1 )",13.6,"(+/- 2.1 )",9.1,"(+/- 1.8 )",11.9,"(+/- 2.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",10.7,"(+/- 0.9 )",12.4,"(+/- 0.9 )",8.9,"(+/- 0.9 )",10.6,"(+/- 0.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",8.0,"(+/- 1.2 )",7.5,"(+/- 1.0 )",6.8,"(+/- 1.3 )",7.3,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",8.3,"(+/- 1.0 )",8.4,"(+/- 1.1 )",7.1,"(+/- 1.1 )",7.1,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",23.1,"(+/- 1.9 )",29.0,"(+/- 1.8 )",18.4,"(+/- 1.8 )",24.1,"(+/- 1.7 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",188647,"(+/- 3985 )",197718,"(+/- 3969 )",204634,"(+/- 4715 )",192469,"(+/- 4034 )"
Education,"School Enrollment","Nursery school, preschool",13539,"(+/- 2011 )",11412,"(+/- 1535 )",17359,"(+/- 2080 )",12613,"(+/- 1613 )"
Education,"School Enrollment",Kindergarten,12017,"(+/- 1612 )",11811,"(+/- 1434 )",10504,"(+/- 1698 )",9530,"(+/- 1450 )"
Education,"School Enrollment","Elementary school (grades 1-8)",76778,"(+/- 2371 )",77886,"(+/- 2406 )",90581,"(+/- 2451 )",75045,"(+/- 2113 )"
Education,"School Enrollment","High school (grades 9-12)",38381,"(+/- 2160 )",36542,"(+/- 2227 )",46202,"(+/- 2220 )",37123,"(+/- 1766 )"
Education,"School Enrollment","College or graduate school",47932,"(+/- 3258 )",60067,"(+/- 3327 )",39988,"(+/- 3605 )",58158,"(+/- 3590 )"
Education,"Educational Attainment","Population 25 years and over",522280,"(+/- 2269 )",528357,"(+/- 2492 )",569629,"(+/- 1778 )",502738,"(+/- 2375 )"
Education,"Educational Attainment","Less than 9th grade",11707,"(+/- 1753 )",15048,"(+/- 2266 )",16970,"(+/- 2278 )",14169,"(+/- 1723 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",22704,"(+/- 2554 )",26289,"(+/- 2822 )",24342,"(+/- 2793 )",25252,"(+/- 2545 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",177295,"(+/- 6062 )",168828,"(+/- 5607 )",148025,"(+/- 5995 )",164674,"(+/- 3767 )"
Education,"Educational Attainment","Some college, no degree",100488,"(+/- 3857 )",108734,"(+/- 3817 )",119208,"(+/- 5112 )",105440,"(+/- 3494 )"
Education,"Educational Attainment","Associate's degree",65898,"(+/- 3523 )",59637,"(+/- 3749 )",60658,"(+/- 4089 )",65385,"(+/- 3219 )"
Education,"Educational Attainment","Bachelor's degree",99108,"(+/- 4373 )",92670,"(+/- 4755 )",140245,"(+/- 5942 )",88176,"(+/- 3283 )"
Education,"Educational Attainment","Graduate or professional degree",45080,"(+/- 3603 )",57151,"(+/- 4115 )",60181,"(+/- 3632 )",39642,"(+/- 3159 )"
Education,"Educational Attainment","Percent high school graduate or higher",93.4,"(+/- 0.6 )",92.2,"(+/- 0.7 )",92.7,"(+/- 0.6 )",92.2,"(+/- 0.5 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",27.6,"(+/- 1.1 )",28.4,"(+/- 1.1 )",35.2,"(+/- 1.0 )",25.4,"(+/- 0.9 )"

"Source: 2019 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",342989,G,319004,G,389239,G,289815,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",458,H,414,H,247,G,1411,H
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",933,G,536,G,243,G,564,J
Business,"Paid employees for pay period including March 12",Utilities,2120,G,1854,G,2058,J,1872,H
Business,"Paid employees for pay period including March 12",Construction,15367,G,15239,G,19852,G,14967,G
Business,"Paid employees for pay period including March 12",Manufacturing,65306,G,62716,G,30835,G,59857,G
Business,"Paid employees for pay period including March 12","Wholesale trade",15946,G,12100,G,21024,G,19011,G
Business,"Paid employees for pay period including March 12","Retail trade",46999,G,45869,G,52470,G,41880,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",17734,G,16042,G,17459,H,13807,G
Business,"Paid employees for pay period including March 12",Information,8143,G,6232,G,9271,G,5382,G
Business,"Paid employees for pay period including March 12","Finance and insurance",19395,G,10937,G,47987,G,10467,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",3135,G,2983,G,6197,G,2663,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",15594,G,11813,G,22403,G,8396,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",4653,G,3982,H,17015,G,2940,H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",15990,G,16285,G,20136,G,8267,G
Business,"Paid employees for pay period including March 12","Educational services",12246,G,8354,G,8396,G,5611,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",52272,G,57453,G,55006,G,52364,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",5099,G,3822,G,6054,G,3195,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",28638,G,31137,G,37192,G,25188,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",12942,G,11171,G,15367,G,11938,G
Business,"Paid employees for pay period including March 12","Industries not classified",19,J,65,H,27,J,35,J
Business,"Annual payroll ($1,000)","Total for all sectors",15826575,G,13734179,G,20156358,G,12103460,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",25855,H,21378,H,13988,G,78404,H
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",59548,G,28921,G,15572,G,37091,J
Business,"Annual payroll ($1,000)",Utilities,206147,G,158296,G,275329,J,166975,H
Business,"Annual payroll ($1,000)",Construction,1027205,G,944498,G,1353097,G,886782,G
Business,"Annual payroll ($1,000)",Manufacturing,4041419,G,3642183,G,1600237,G,3124182,G
Business,"Annual payroll ($1,000)","Wholesale trade",958330,G,646803,G,1291712,G,1051829,G
Business,"Annual payroll ($1,000)","Retail trade",1218507,G,1154118,G,1383119,G,1030800,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",720486,G,764189,G,808626,H,631383,G
Business,"Annual payroll ($1,000)",Information,477547,G,297798,G,657198,G,287858,H
Business,"Annual payroll ($1,000)","Finance and insurance",1336214,G,645412,G,4478733,G,582421,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",121612,G,118853,G,312745,G,109852,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",1065809,G,628498,G,1576846,G,469898,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",383856,G,347852,H,1161019,G,256335,H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",614346,G,504489,G,832474,G,269014,G
Business,"Annual payroll ($1,000)","Educational services",309694,G,269104,H,221825,G,157892,G
Business,"Annual payroll ($1,000)","Health care and social assistance",2356364,G,2694353,H,2800289,G,2199408,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",99939,G,67491,G,119062,G,59948,G
Business,"Annual payroll ($1,000)","Accommodation and food services",457375,G,504056,G,708437,G,389539,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",345766,G,294805,G,545387,G,313040,G
Business,"Annual payroll ($1,000)","Industries not classified",556,G,1082,H,663,G,809,G
Business,"Total Establishments","Total for all sectors",19797,X,18933,X,21674,X,21925,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",91,X,57,X,62,X,162,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",44,X,52,X,32,X,58,X
Business,"Total Establishments",Utilities,52,X,54,X,60,X,105,X
Business,"Total Establishments",Construction,2092,X,1963,X,2248,X,2438,X
Business,"Total Establishments",Manufacturing,932,X,815,X,604,X,1081,X
Business,"Total Establishments","Wholesale trade",1154,X,1013,X,1200,X,1439,X
Business,"Total Establishments","Retail trade",2897,X,2717,X,2655,X,3083,X
Business,"Total Establishments","Transportation and warehousing",862,X,830,X,765,X,1404,X
Business,"Total Establishments",Information,396,X,344,X,420,X,407,X
Business,"Total Establishments","Finance and insurance",1498,X,1248,X,1786,X,1635,X
Business,"Total Establishments","Real estate and rental and leasing",707,X,739,X,1143,X,705,X
Business,"Total Establishments","Professional, scientific, and technical services",1338,X,1434,X,2260,X,1382,X
Business,"Total Establishments","Management of companies and enterprises",126,X,113,X,178,X,77,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",897,X,880,X,1146,X,884,X
Business,"Total Establishments","Educational services",210,X,185,X,240,X,187,X
Business,"Total Establishments","Health care and social assistance",2162,X,2221,X,2257,X,2113,X
Business,"Total Establishments","Arts, entertainment, and recreation",359,X,328,X,366,X,408,X
Business,"Total Establishments","Accommodation and food services",1800,X,1875,X,1902,X,1722,X
Business,"Total Establishments","Other services (except public administration)",2156,X,2035,X,2326,X,2608,X
Business,"Total Establishments","Industries not classified",24,X,30,X,24,X,27,X

"Source: 2019 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
