cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE"
Workers,Industry,"Transportation and warehousing, and utilities",20716,"(+/- 3417 )",18773,"(+/- 3244 )",15200,"(+/- 2215 )",18973,"(+/- 2347 )",22233,"(+/- 2750 )",15201,"(+/- 2585 )",14932,"(+/- 2253 )"
Workers,Industry,Information,6625,"(+/- 1367 )",4827,"(+/- 1159 )",2712,"(+/- 820 )",5124,"(+/- 1097 )",4606,"(+/- 1746 )",2807,"(+/- 894 )",3828,"(+/- 1207 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",22303,"(+/- 2946 )",24563,"(+/- 2921 )",11276,"(+/- 1790 )",19976,"(+/- 2236 )",25872,"(+/- 3301 )",10730,"(+/- 1833 )",18351,"(+/- 2760 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",55037,"(+/- 4828 )",38293,"(+/- 3421 )",22970,"(+/- 2911 )",38685,"(+/- 3658 )",32975,"(+/- 3539 )",25201,"(+/- 3165 )",28094,"(+/- 3476 )"
Workers,Industry,"Educational services, and health care and social assistance",86770,"(+/- 5112 )",75951,"(+/- 4435 )",75269,"(+/- 5089 )",77874,"(+/- 4186 )",70179,"(+/- 5543 )",65541,"(+/- 4562 )",65453,"(+/- 4342 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",46355,"(+/- 5271 )",30149,"(+/- 3599 )",29542,"(+/- 3053 )",37338,"(+/- 3370 )",28563,"(+/- 3636 )",33832,"(+/- 4129 )",49126,"(+/- 5328 )"
Workers,Industry,"Other services, except public administration",19138,"(+/- 2683 )",19353,"(+/- 2763 )",16479,"(+/- 2343 )",17748,"(+/- 2107 )",19003,"(+/- 2602 )",13604,"(+/- 2544 )",11675,"(+/- 1549 )"
Workers,Industry,"Public administration",21175,"(+/- 3280 )",22612,"(+/- 2741 )",8490,"(+/- 1534 )",8587,"(+/- 1931 )",13310,"(+/- 2172 )",16784,"(+/- 2900 )",10562,"(+/- 2091 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",401103,"(+/- 6848 )",336153,"(+/- 8164 )",314021,"(+/- 6869 )",366549,"(+/- 7143 )",342402,"(+/- 6270 )",280920,"(+/- 8988 )",318566,"(+/- 8034 )"
Workers,"Class of Worker","Private wage and salary workers",313086,"(+/- 8614 )",249457,"(+/- 8083 )",253330,"(+/- 6503 )",309969,"(+/- 7698 )",275368,"(+/- 7206 )",213345,"(+/- 8384 )",257657,"(+/- 8240 )"
Workers,"Class of Worker","Government workers",66671,"(+/- 4694 )",65684,"(+/- 3915 )",44345,"(+/- 3559 )",35601,"(+/- 2936 )",46948,"(+/- 3688 )",52577,"(+/- 5206 )",40855,"(+/- 4271 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",20983,"(+/- 2884 )",19559,"(+/- 2802 )",15385,"(+/- 1933 )",19394,"(+/- 2558 )",18616,"(+/- 3137 )",14364,"(+/- 2602 )",19534,"(+/- 2428 )"
Workers,"Class of Worker","Unpaid family workers",363,"(+/- 275 )",1453,"(+/- 671 )",961,"(+/- 492 )",1585,"(+/- 611 )",1470,"(+/- 823 )",634,"(+/- 419 )",520,"(+/- 294 )"
Housing,"Housing Occupancy","Total housing units",373178,"(+/- 4039 )",315303,"(+/- 4056 )",318026,"(+/- 2685 )",317792,"(+/- 2734 )",316971,"(+/- 2582 )",308011,"(+/- 6668 )",402083,"(+/- 2065 )"
Housing,"Housing Occupancy","Occupied housing units",311963,"(+/- 5196 )",280589,"(+/- 4850 )",266671,"(+/- 5704 )",289536,"(+/- 3695 )",286307,"(+/- 3767 )",251006,"(+/- 6327 )",289843,"(+/- 5288 )"
Housing,"Housing Occupancy","Vacant housing units",61215,"(+/- 4203 )",34714,"(+/- 4301 )",51355,"(+/- 4764 )",28256,"(+/- 3315 )",30664,"(+/- 3103 )",57005,"(+/- 4044 )",112240,"(+/- 5170 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.9,"(+/- 0.7 )",2.0,"(+/- 0.7 )",1.5,"(+/- 0.6 )",2.4,"(+/- 0.8 )",0.8,"(+/- 0.5 )",2.3,"(+/- 0.9 )",2.6,"(+/- 0.7 )"
Housing,"Housing Occupancy","Rental vacancy rate",11.1,"(+/- 2.4 )",4.2,"(+/- 1.7 )",6.7,"(+/- 1.7 )",6.2,"(+/- 1.6 )",4.7,"(+/- 2.0 )",7.2,"(+/- 1.3 )",20.0,"(+/- 2.1 )"
Housing,"Housing Tenure","Occupied housing units",311963,"(+/- 5196 )",280589,"(+/- 4850 )",266671,"(+/- 5704 )",289536,"(+/- 3695 )",286307,"(+/- 3767 )",251006,"(+/- 6327 )",289843,"(+/- 5288 )"
Housing,"Housing Tenure",Owner-occupied,225201,"(+/- 4719 )",209456,"(+/- 4663 )",194502,"(+/- 5414 )",203877,"(+/- 4069 )",210234,"(+/- 4727 )",144867,"(+/- 5020 )",200355,"(+/- 5121 )"
Housing,"Housing Tenure",Renter-occupied,86762,"(+/- 4912 )",71133,"(+/- 5229 )",72169,"(+/- 3826 )",85659,"(+/- 3609 )",76073,"(+/- 4097 )",106139,"(+/- 6238 )",89488,"(+/- 4909 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.63,"(+/- 0.05 )",2.58,"(+/- 0.06 )",2.60,"(+/- 0.05 )",2.63,"(+/- 0.04 )",2.62,"(+/- 0.05 )",2.46,"(+/- 0.06 )",2.47,"(+/- 0.06 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.53,"(+/- 0.11 )",2.28,"(+/- 0.09 )",2.52,"(+/- 0.11 )",2.32,"(+/- 0.09 )",2.29,"(+/- 0.10 )",2.51,"(+/- 0.10 )",2.60,"(+/- 0.10 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",311963,"(+/- 5196 )",280589,"(+/- 4850 )",266671,"(+/- 5704 )",289536,"(+/- 3695 )",286307,"(+/- 3767 )",251006,"(+/- 6327 )",289843,"(+/- 5288 )"
Housing,"Year Householder Moved into Unit","Moved in 2017 or later",102831,"(+/- 5552 )",70538,"(+/- 5020 )",64116,"(+/- 4247 )",82718,"(+/- 3947 )",67220,"(+/- 5122 )",72597,"(+/- 4400 )",74595,"(+/- 4104 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 to 2016",43893,"(+/- 3204 )",37573,"(+/- 3748 )",33237,"(+/- 3357 )",38722,"(+/- 3056 )",32789,"(+/- 3422 )",32380,"(+/- 3309 )",37404,"(+/- 3280 )"
Housing,"Year Householder Moved into Unit","Moved in 2014 to 2014",51317,"(+/- 4462 )",42325,"(+/- 3266 )",39936,"(+/- 3613 )",44313,"(+/- 3482 )",49500,"(+/- 3694 )",37057,"(+/- 3411 )",48230,"(+/- 3532 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",58715,"(+/- 3631 )",61658,"(+/- 3630 )",56222,"(+/- 3661 )",59994,"(+/- 3644 )",61229,"(+/- 3913 )",46325,"(+/- 3817 )",61907,"(+/- 3371 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",29566,"(+/- 2628 )",36332,"(+/- 3374 )",32344,"(+/- 2390 )",28950,"(+/- 1812 )",33883,"(+/- 3000 )",26157,"(+/- 2296 )",31733,"(+/- 3043 )"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier",25641,"(+/- 2608 )",32163,"(+/- 2373 )",40816,"(+/- 3134 )",34839,"(+/- 2653 )",41686,"(+/- 3235 )",36490,"(+/- 2878 )",35974,"(+/- 2956 )"
Housing,Value,"Owner-occupied units",225201,"(+/- 4719 )",209456,"(+/- 4663 )",194502,"(+/- 5414 )",203877,"(+/- 4069 )",210234,"(+/- 4727 )",144867,"(+/- 5020 )",200355,"(+/- 5121 )"
Housing,Value,"Less than $50,000",7343,"(+/- 1522 )",16339,"(+/- 2099 )",22148,"(+/- 2443 )",13014,"(+/- 2155 )",21143,"(+/- 2762 )",30759,"(+/- 2712 )",24711,"(+/- 2317 )"
Housing,Value,"$50,000 to $99,999",6128,"(+/- 1235 )",29868,"(+/- 3023 )",36578,"(+/- 2593 )",21436,"(+/- 2214 )",37500,"(+/- 2719 )",33317,"(+/- 3204 )",35764,"(+/- 2816 )"
Housing,Value,"$100,000 to $149,999",14446,"(+/- 1844 )",39952,"(+/- 2637 )",33078,"(+/- 3232 )",36128,"(+/- 2889 )",33195,"(+/- 2846 )",25588,"(+/- 2370 )",26978,"(+/- 2756 )"
Housing,Value,"$150,000 to $199,999",28930,"(+/- 2851 )",40441,"(+/- 3642 )",34186,"(+/- 3144 )",40775,"(+/- 2684 )",32730,"(+/- 2812 )",19751,"(+/- 2650 )",35338,"(+/- 3033 )"
Housing,Value,"$200,000 to $299,999",60919,"(+/- 4277 )",41875,"(+/- 2499 )",34849,"(+/- 2800 )",46907,"(+/- 2719 )",39505,"(+/- 3087 )",16743,"(+/- 2287 )",40966,"(+/- 2610 )"
Housing,Value,"$300,000 to $499,999",60194,"(+/- 4222 )",28728,"(+/- 2809 )",23635,"(+/- 2376 )",30250,"(+/- 2420 )",34321,"(+/- 2594 )",11917,"(+/- 1570 )",25677,"(+/- 2106 )"
Housing,Value,"$500,000 to $999,999",36242,"(+/- 3020 )",10581,"(+/- 1671 )",8254,"(+/- 1448 )",12747,"(+/- 1670 )",10159,"(+/- 1655 )",5644,"(+/- 1097 )",8862,"(+/- 1465 )"
Housing,Value,"$1,000,000 or more",10999,"(+/- 1582 )",1672,"(+/- 710 )",1774,"(+/- 510 )",2620,"(+/- 700 )",1681,"(+/- 610 )",1148,"(+/- 411 )",2059,"(+/- 610 )"
Housing,Value,"Median (dollars)",291500,"(+/- 6347 )",171800,"(+/- 3216 )",156400,"(+/- 3970 )",187200,"(+/- 4485 )",167500,"(+/- 4180 )",114700,"(+/- 4817 )",165400,"(+/- 3770 )"
Housing,"Mortgage Status","Owner-occupied units",225201,"(+/- 4719 )",209456,"(+/- 4663 )",194502,"(+/- 5414 )",203877,"(+/- 4069 )",210234,"(+/- 4727 )",144867,"(+/- 5020 )",200355,"(+/- 5121 )"
Housing,"Mortgage Status","Housing units with a mortgage",149597,"(+/- 5303 )",136992,"(+/- 4570 )",97783,"(+/- 5251 )",126688,"(+/- 4401 )",121929,"(+/- 4639 )",69084,"(+/- 4132 )",102908,"(+/- 5084 )"
Housing,"Mortgage Status","Housing units without a mortgage",75604,"(+/- 4310 )",72464,"(+/- 3552 )",96719,"(+/- 3466 )",77189,"(+/- 3571 )",88305,"(+/- 4283 )",75783,"(+/- 4152 )",97447,"(+/- 4527 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",149597,"(+/- 5303 )",136992,"(+/- 4570 )",97783,"(+/- 5251 )",126688,"(+/- 4401 )",121929,"(+/- 4639 )",69084,"(+/- 4132 )",102908,"(+/- 5084 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",1125,"(+/- 571 )",2203,"(+/- 723 )",2620,"(+/- 671 )",2895,"(+/- 723 )",2674,"(+/- 967 )",962,"(+/- 474 )",1182,"(+/- 521 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",16253,"(+/- 2235 )",39663,"(+/- 3080 )",36566,"(+/- 3317 )",35843,"(+/- 3033 )",37401,"(+/- 3374 )",27232,"(+/- 2903 )",34556,"(+/- 3108 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",47803,"(+/- 3866 )",49873,"(+/- 3509 )",34117,"(+/- 3075 )",47833,"(+/- 3682 )",40022,"(+/- 3397 )",25540,"(+/- 2546 )",38752,"(+/- 3158 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",35498,"(+/- 2877 )",23079,"(+/- 2641 )",13878,"(+/- 1709 )",21697,"(+/- 2072 )",20285,"(+/- 2613 )",9330,"(+/- 1725 )",15135,"(+/- 1819 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",21614,"(+/- 3035 )",11976,"(+/- 1747 )",6180,"(+/- 1437 )",9484,"(+/- 1501 )",11769,"(+/- 2371 )",2899,"(+/- 798 )",7245,"(+/- 1294 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",11526,"(+/- 1850 )",5398,"(+/- 1149 )",1818,"(+/- 655 )",4628,"(+/- 934 )",4859,"(+/- 1481 )",1476,"(+/- 647 )",2600,"(+/- 790 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",15778,"(+/- 2041 )",4800,"(+/- 1166 )",2604,"(+/- 655 )",4308,"(+/- 766 )",4919,"(+/- 1162 )",1645,"(+/- 595 )",3438,"(+/- 878 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1624,"(+/- 45 )",1238,"(+/- 24 )",1117,"(+/- 29 )",1213,"(+/- 23 )",1219,"(+/- 29 )",1097,"(+/- 31 )",1175,"(+/- 24 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",75604,"(+/- 4310 )",72464,"(+/- 3552 )",96719,"(+/- 3466 )",77189,"(+/- 3571 )",88305,"(+/- 4283 )",75783,"(+/- 4152 )",97447,"(+/- 4527 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",6867,"(+/- 1475 )",14676,"(+/- 1832 )",20572,"(+/- 2100 )",15219,"(+/- 1881 )",21515,"(+/- 2468 )",16204,"(+/- 2258 )",17666,"(+/- 1800 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",18155,"(+/- 2741 )",26659,"(+/- 2399 )",40011,"(+/- 2953 )",30721,"(+/- 2573 )",33812,"(+/- 3067 )",29633,"(+/- 2498 )",39135,"(+/- 3345 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",25429,"(+/- 2576 )",20199,"(+/- 1873 )",25884,"(+/- 2366 )",21629,"(+/- 2238 )",23478,"(+/- 2803 )",20435,"(+/- 2462 )",25643,"(+/- 2591 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",12117,"(+/- 1992 )",6969,"(+/- 1243 )",6656,"(+/- 1427 )",6377,"(+/- 1254 )",5293,"(+/- 1177 )",6083,"(+/- 1201 )",9566,"(+/- 1427 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",5372,"(+/- 1107 )",2425,"(+/- 651 )",2448,"(+/- 909 )",1604,"(+/- 552 )",2196,"(+/- 867 )",1306,"(+/- 449 )",3517,"(+/- 933 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",7664,"(+/- 1197 )",1536,"(+/- 648 )",1148,"(+/- 469 )",1639,"(+/- 488 )",2011,"(+/- 698 )",2122,"(+/- 722 )",1920,"(+/- 503 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",477,"(+/- 15 )",370,"(+/- 12 )",349,"(+/- 9 )",365,"(+/- 10 )",347,"(+/- 13 )",359,"(+/- 13 )",367,"(+/- 10 )"
Housing,"Gross Rent","Occupied units paying rent",84221,"(+/- 4883 )",64746,"(+/- 5031 )",65487,"(+/- 3612 )",79815,"(+/- 3694 )",68679,"(+/- 4198 )",96090,"(+/- 5738 )",73821,"(+/- 4808 )"
Housing,"Gross Rent","Less than $500",2453,"(+/- 856 )",5613,"(+/- 1546 )",11290,"(+/- 1672 )",7431,"(+/- 1408 )",6781,"(+/- 1582 )",12770,"(+/- 2161 )",8429,"(+/- 1866 )"
Housing,"Gross Rent","$500 to $999",17141,"(+/- 2580 )",30154,"(+/- 2909 )",42360,"(+/- 2810 )",39245,"(+/- 3143 )",36680,"(+/- 3665 )",50418,"(+/- 3897 )",40288,"(+/- 3244 )"
Housing,"Gross Rent","$1,000 to $1,499",38658,"(+/- 3456 )",23706,"(+/- 3763 )",8854,"(+/- 1618 )",25382,"(+/- 2399 )",18503,"(+/- 2421 )",25079,"(+/- 3246 )",20160,"(+/- 3232 )"
Housing,"Gross Rent","$1,500 to $1,999",17575,"(+/- 2493 )",4438,"(+/- 1412 )",2097,"(+/- 882 )",5814,"(+/- 1353 )",5839,"(+/- 2018 )",5903,"(+/- 1321 )",3412,"(+/- 1146 )"
Housing,"Gross Rent","$2,000 to $2,499",4803,"(+/- 1502 )",355,"(+/- 278 )",520,"(+/- 467 )",1587,"(+/- 562 )",714,"(+/- 573 )",1225,"(+/- 487 )",1040,"(+/- 732 )"
Housing,"Gross Rent","$2,500 to $2,999",2028,"(+/- 658 )",446,"(+/- 380 )",174,"(+/- 168 )",22,"(+/- 36 )",84,"(+/- 143 )",475,"(+/- 368 )",399,"(+/- 459 )"
Housing,"Gross Rent","$3,000 or more",1563,"(+/- 657 )",34,"(+/- 56 )",192,"(+/- 195 )",334,"(+/- 234 )",78,"(+/- 127 )",220,"(+/- 138 )",93,"(+/- 110 )"
Housing,"Gross Rent","Median (dollars)",1255,"(+/- 36 )",950,"(+/- 36 )",757,"(+/- 23 )",927,"(+/- 25 )",892,"(+/- 32 )",870,"(+/- 20 )",880,"(+/- 30 )"
Housing,"Gross Rent","No rent paid",2541,"(+/- 904 )",6387,"(+/- 1434 )",6682,"(+/- 1629 )",5844,"(+/- 1528 )",7394,"(+/- 1632 )",10049,"(+/- 1833 )",15667,"(+/- 2125 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Total households",311963,"(+/- 5196 )",280589,"(+/- 4850 )",266671,"(+/- 5704 )",289536,"(+/- 3695 )",286307,"(+/- 3767 )",251006,"(+/- 6327 )",289843,"(+/- 5288 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Less than $10,000",15648,"(+/- 3101 )",15942,"(+/- 2407 )",20849,"(+/- 2803 )",15861,"(+/- 2203 )",18628,"(+/- 2786 )",31386,"(+/- 3263 )",23617,"(+/- 3074 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$10,000 to $14,999",6973,"(+/- 1628 )",11935,"(+/- 1940 )",13062,"(+/- 2065 )",11048,"(+/- 1489 )",13414,"(+/- 1750 )",15142,"(+/- 1818 )",13496,"(+/- 1710 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$15,000 to $24,999",16184,"(+/- 2235 )",26932,"(+/- 3125 )",29347,"(+/- 2789 )",24337,"(+/- 2491 )",27328,"(+/- 2782 )",34115,"(+/- 3330 )",32214,"(+/- 3293 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$25,000 to $34,999",22322,"(+/- 2658 )",23131,"(+/- 2247 )",28486,"(+/- 2731 )",28416,"(+/- 2731 )",26373,"(+/- 3009 )",27681,"(+/- 2851 )",32139,"(+/- 3245 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$35,000 to $49,999",37148,"(+/- 3841 )",38819,"(+/- 3267 )",39116,"(+/- 2928 )",38701,"(+/- 3050 )",39582,"(+/- 3364 )",37238,"(+/- 3398 )",44988,"(+/- 3546 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$50,000 to $74,999",53622,"(+/- 3632 )",47627,"(+/- 3566 )",49110,"(+/- 3338 )",56020,"(+/- 3701 )",53827,"(+/- 3853 )",42970,"(+/- 3542 )",55629,"(+/- 3510 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$75,000 to $99,999",43878,"(+/- 3158 )",39062,"(+/- 3600 )",34351,"(+/- 3087 )",37688,"(+/- 2888 )",33723,"(+/- 3044 )",26948,"(+/- 3505 )",32580,"(+/- 2758 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$100,000 to $149,999",58130,"(+/- 4175 )",40258,"(+/- 2211 )",31829,"(+/- 3239 )",41688,"(+/- 3091 )",41028,"(+/- 3797 )",22078,"(+/- 3203 )",34258,"(+/- 3098 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$150,000 to $199,000",26515,"(+/- 2978 )",19976,"(+/- 2133 )",9995,"(+/- 1436 )",17037,"(+/- 1877 )",18295,"(+/- 2108 )",8277,"(+/- 1310 )",11154,"(+/- 1739 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$200,000 or more",31543,"(+/- 3259 )",16907,"(+/- 2048 )",10526,"(+/- 1841 )",18740,"(+/- 1763 )",14109,"(+/- 2029 )",5171,"(+/- 1088 )",9768,"(+/- 1379 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Median household income (dollars)",77185,"(+/- 2677 )",60781,"(+/- 1694 )",50815,"(+/- 1495 )",60731,"(+/- 1698 )",56282,"(+/- 1640 )",41128,"(+/- 1505 )",49494,"(+/- 1630 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Mean household income (dollars)",104432,"(+/- 3045 )",82774,"(+/- 2267 )",70574,"(+/- 2702 )",83293,"(+/- 2240 )",77076,"(+/- 2571 )",57268,"(+/- 2319 )",66621,"(+/- 2112 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",809379,"(+/- 8633 )",701000,"(+/- 10145 )",696331,"(+/- 7546 )",746564,"(+/- 7129 )",725524,"(+/- 5983 )",636888,"(+/- 13490 )",732827,"(+/- 3868 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",727760,"(+/- 11637 )",634110,"(+/- 10964 )",625243,"(+/- 8801 )",669799,"(+/- 8732 )",653297,"(+/- 7141 )",553307,"(+/- 12922 )",637331,"(+/- 6962 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",594802,"(+/- 12770 )",492530,"(+/- 12537 )",441062,"(+/- 10553 )",511385,"(+/- 10811 )",501143,"(+/- 10995 )",368893,"(+/- 12966 )",435421,"(+/- 9934 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",256483,"(+/- 8642 )",240159,"(+/- 8413 )",281746,"(+/- 8658 )",247802,"(+/- 8879 )",256703,"(+/- 9876 )",264770,"(+/- 11149 )",327620,"(+/- 6789 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",81619,"(+/- 8328 )",66890,"(+/- 6275 )",71088,"(+/- 6386 )",76765,"(+/- 6610 )",72227,"(+/- 6438 )",83581,"(+/- 6211 )",95496,"(+/- 5868 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",188209,"(+/- 4956 )",169603,"(+/- 4998 )",163351,"(+/- 4848 )",179628,"(+/- 4150 )",178282,"(+/- 3653 )",146637,"(+/- 7277 )",156263,"(+/- 2356 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",15484,"(+/- 4281 )",8257,"(+/- 2318 )",11760,"(+/- 3241 )",10539,"(+/- 2542 )",7552,"(+/- 1977 )",8055,"(+/- 2436 )",7183,"(+/- 2773 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",6.3,"(+/- 1.3 )",8.5,"(+/- 1.3 )",10.6,"(+/- 1.6 )",7.7,"(+/- 0.9 )",8.7,"(+/- 1.3 )",17.5,"(+/- 1.8 )",11.9,"(+/- 1.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",11.2,"(+/- 2.9 )",12.6,"(+/- 2.4 )",17.8,"(+/- 2.8 )",13.1,"(+/- 2.0 )",14.2,"(+/- 2.7 )",30.9,"(+/- 3.7 )",21.3,"(+/- 3.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",12.9,"(+/- 6.1 )",11.1,"(+/- 5.3 )",11.6,"(+/- 4.2 )",8.8,"(+/- 3.8 )",13.8,"(+/- 5.9 )",28.7,"(+/- 8.6 )",26.1,"(+/- 8.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",2.5,"(+/- 0.6 )",3.7,"(+/- 1.0 )",4.3,"(+/- 1.0 )",3.0,"(+/- 0.8 )",3.3,"(+/- 0.8 )",6.7,"(+/- 1.8 )",5.6,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",3.2,"(+/- 1.3 )",3.5,"(+/- 1.3 )",5.4,"(+/- 1.6 )",3.6,"(+/- 1.5 )",4.8,"(+/- 2.0 )",10.2,"(+/- 3.8 )",7.5,"(+/- 3.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",4.1,"(+/- 4.0 )",0.7,"(+/- 1.2 )",4.5,"(+/- 3.0 )",0.5,"(+/- 0.8 )",10.8,"(+/- 8.1 )",12.4,"(+/- 10.4 )",2.4,"(+/- 3.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",23.9,"(+/- 6.4 )",26.5,"(+/- 5.1 )",32.1,"(+/- 5.1 )",24.5,"(+/- 4.3 )",26.1,"(+/- 4.7 )",36.4,"(+/- 3.9 )",28.9,"(+/- 4.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",31.3,"(+/- 8.5 )",33.0,"(+/- 6.5 )",42.5,"(+/- 6.7 )",36.0,"(+/- 6.0 )",32.0,"(+/- 7.1 )",50.6,"(+/- 5.3 )",38.7,"(+/- 6.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",41.0,"(+/- 18.4 )",27.2,"(+/- 16.0 )",33.4,"(+/- 14.5 )",30.9,"(+/- 16.9 )",19.4,"(+/- 11.8 )",54.8,"(+/- 14.2 )",45.1,"(+/- 13.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",8.8,"(+/- 1.1 )",11.6,"(+/- 1.3 )",15.1,"(+/- 1.4 )",11.0,"(+/- 1.0 )",12.4,"(+/- 1.2 )",23.5,"(+/- 1.7 )",16.5,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",12.4,"(+/- 3.0 )",16.1,"(+/- 3.0 )",20.6,"(+/- 2.9 )",15.5,"(+/- 2.5 )",16.0,"(+/- 2.7 )",36.7,"(+/- 4.3 )",25.6,"(+/- 3.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",11.7,"(+/- 3.0 )",15.7,"(+/- 3.0 )",20.3,"(+/- 3.0 )",15.4,"(+/- 2.5 )",15.7,"(+/- 2.7 )",36.5,"(+/- 4.3 )",25.3,"(+/- 3.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",15.1,"(+/- 4.9 )",15.7,"(+/- 5.4 )",19.1,"(+/- 4.5 )",17.7,"(+/- 3.7 )",20.2,"(+/- 4.8 )",35.7,"(+/- 6.5 )",29.6,"(+/- 6.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",10.6,"(+/- 3.1 )",15.7,"(+/- 2.9 )",20.7,"(+/- 3.2 )",14.5,"(+/- 2.7 )",14.1,"(+/- 2.8 )",36.7,"(+/- 4.6 )",23.7,"(+/- 4.0 )"
