cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE"
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",0,N,133,H
Business,"Paid employees for pay period including March 12",Utilities,2183,J,1450,H
Business,"Paid employees for pay period including March 12",Construction,20761,G,10125,G
Business,"Paid employees for pay period including March 12",Manufacturing,8875,G,3541,G
Business,"Paid employees for pay period including March 12","Wholesale trade",13866,G,4466,G
Business,"Paid employees for pay period including March 12","Retail trade",40708,G,30863,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",24312,G,8711,G
Business,"Paid employees for pay period including March 12",Information,6428,H,1922,H
Business,"Paid employees for pay period including March 12","Finance and insurance",17878,G,3028,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",8382,H,6062,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",16914,G,5785,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",7129,G,903,H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",21866,G,13532,H
Business,"Paid employees for pay period including March 12","Educational services",11426,G,6721,H
Business,"Paid employees for pay period including March 12","Health care and social assistance",46440,G,26730,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",5366,G,6687,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",58182,G,52933,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",18427,G,8041,G
Business,"Paid employees for pay period including March 12","Industries not classified",66,H,27,G
Business,"Annual payroll ($1,000)","Total for all sectors",16457094,G,7955772,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",827,G,3500,J
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",0,N,9775,H
Business,"Annual payroll ($1,000)",Utilities,228623,J,156387,H
Business,"Annual payroll ($1,000)",Construction,1634731,G,659416,G
Business,"Annual payroll ($1,000)",Manufacturing,408493,G,142804,G
Business,"Annual payroll ($1,000)","Wholesale trade",790681,G,226650,G
Business,"Annual payroll ($1,000)","Retail trade",1298390,G,971888,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",1322109,G,331125,G
Business,"Annual payroll ($1,000)",Information,399518,H,106723,H
Business,"Annual payroll ($1,000)","Finance and insurance",1368139,G,173335,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",506588,H,294444,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",1255639,G,351754,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",610686,G,49422,H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",786620,G,472862,H
Business,"Annual payroll ($1,000)","Educational services",492057,G,179363,H
Business,"Annual payroll ($1,000)","Health care and social assistance",2786265,G,1503699,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",140248,G,208316,G
Business,"Annual payroll ($1,000)","Accommodation and food services",1803030,G,1862429,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",621245,G,251251,G
Business,"Annual payroll ($1,000)","Industries not classified",1891,G,629,H
Business,"Total Establishments","Total for all sectors",18166,X,14485,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",15,X,21,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",0,X,5,X
Business,"Total Establishments",Utilities,18,X,52,X
Business,"Total Establishments",Construction,1356,X,1530,X
Business,"Total Establishments",Manufacturing,415,X,353,X
Business,"Total Establishments","Wholesale trade",1015,X,504,X
Business,"Total Establishments","Retail trade",2332,X,2223,X
Business,"Total Establishments","Transportation and warehousing",473,X,492,X
Business,"Total Establishments",Information,312,X,228,X
Business,"Total Establishments","Finance and insurance",945,X,533,X
Business,"Total Establishments","Real estate and rental and leasing",1116,X,933,X
Business,"Total Establishments","Professional, scientific, and technical services",2069,X,1261,X
Business,"Total Establishments","Management of companies and enterprises",191,X,43,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",926,X,917,X
Business,"Total Establishments","Educational services",312,X,241,X
Business,"Total Establishments","Health care and social assistance",2130,X,1591,X
Business,"Total Establishments","Arts, entertainment, and recreation",204,X,334,X
Business,"Total Establishments","Accommodation and food services",2185,X,1722,X
Business,"Total Establishments","Other services (except public administration)",2135,X,1473,X
Business,"Total Establishments","Industries not classified",16,X,29,X

"Source: 2019 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
