cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE"
People,Ancestry,"French (except Basque)",10941,"(+/- 1849 )",3804,"(+/- 1288 )",6245,"(+/- 1399 )",12300,"(+/- 2524 )",9434,"(+/- 1852 )",11784,"(+/- 1875 )",11619,"(+/- 1912 )",6348,"(+/- 1401 )",10660,"(+/- 2279 )",12575,"(+/- 2947 )",12832,"(+/- 2140 )",11403,"(+/- 1269 )",13071,"(+/- 2165 )",10817,"(+/- 1945 )",13194,"(+/- 1860 )",11413,"(+/- 1835 )",13245,"(+/- 2005 )",10378,"(+/- 1931 )"
People,Ancestry,"French Canadian",2259,"(+/- 882 )",453,"(+/- 364 )",954,"(+/- 459 )",2626,"(+/- 906 )",1429,"(+/- 598 )",1847,"(+/- 676 )",1241,"(+/- 741 )",1401,"(+/- 577 )",1536,"(+/- 887 )",1234,"(+/- 427 )",1452,"(+/- 545 )",1433,"(+/- 513 )",451,"(+/- 378 )",891,"(+/- 831 )",1508,"(+/- 678 )",2608,"(+/- 1153 )",2315,"(+/- 792 )",1211,"(+/- 609 )"
People,Ancestry,German,156420,"(+/- 8769 )",48019,"(+/- 5269 )",44810,"(+/- 3393 )",147133,"(+/- 7476 )",82107,"(+/- 6969 )",136663,"(+/- 6773 )",161693,"(+/- 7745 )",105461,"(+/- 6125 )",211102,"(+/- 7412 )",188820,"(+/- 8733 )",218220,"(+/- 8686 )",202437,"(+/- 6977 )",224347,"(+/- 8231 )",161537,"(+/- 8345 )",193697,"(+/- 6811 )",184374,"(+/- 7101 )",190689,"(+/- 8828 )",133956,"(+/- 7048 )"
People,Ancestry,Greek,4490,"(+/- 2278 )",2545,"(+/- 1573 )",1672,"(+/- 696 )",6062,"(+/- 2586 )",4173,"(+/- 1366 )",3890,"(+/- 1105 )",3210,"(+/- 1147 )",2661,"(+/- 859 )",2999,"(+/- 1018 )",1774,"(+/- 744 )",3931,"(+/- 1387 )",1769,"(+/- 980 )",2376,"(+/- 1046 )",2903,"(+/- 790 )",1554,"(+/- 720 )",3133,"(+/- 1206 )",5265,"(+/- 1548 )",5868,"(+/- 1803 )"
People,Ancestry,Hungarian,7561,"(+/- 1730 )",3146,"(+/- 1591 )",2952,"(+/- 1059 )",6905,"(+/- 1461 )",2740,"(+/- 905 )",5188,"(+/- 1466 )",13577,"(+/- 2075 )",5828,"(+/- 2000 )",3875,"(+/- 883 )",5249,"(+/- 1611 )",2155,"(+/- 833 )",2118,"(+/- 791 )",5393,"(+/- 1167 )",14136,"(+/- 2788 )",8657,"(+/- 2065 )",7392,"(+/- 1115 )",10005,"(+/- 1482 )",13391,"(+/- 2489 )"
People,Ancestry,Irish,163087,"(+/- 6377 )",87453,"(+/- 8010 )",53519,"(+/- 4666 )",145739,"(+/- 8674 )",147193,"(+/- 6401 )",129368,"(+/- 7067 )",85242,"(+/- 6029 )",138192,"(+/- 7248 )",88030,"(+/- 5592 )",79771,"(+/- 6541 )",80086,"(+/- 8004 )",83440,"(+/- 5186 )",91639,"(+/- 5812 )",112977,"(+/- 6337 )",99042,"(+/- 5740 )",110946,"(+/- 6536 )",119565,"(+/- 6583 )",101963,"(+/- 7065 )"
People,Ancestry,Italian,96277,"(+/- 7274 )",43624,"(+/- 5159 )",44129,"(+/- 3862 )",104757,"(+/- 5639 )",111586,"(+/- 8427 )",87786,"(+/- 5224 )",84282,"(+/- 6104 )",111337,"(+/- 7556 )",52679,"(+/- 4596 )",49402,"(+/- 5352 )",43638,"(+/- 6211 )",44413,"(+/- 3163 )",42494,"(+/- 3131 )",116400,"(+/- 7772 )",59514,"(+/- 4251 )",88281,"(+/- 4921 )",120483,"(+/- 6771 )",87220,"(+/- 4736 )"
People,Ancestry,Lithuanian,6249,"(+/- 2039 )",1911,"(+/- 771 )",2187,"(+/- 853 )",4247,"(+/- 1111 )",2454,"(+/- 846 )",2885,"(+/- 1223 )",2718,"(+/- 814 )",12411,"(+/- 2450 )",8963,"(+/- 1543 )",2597,"(+/- 1121 )",2523,"(+/- 1313 )",3316,"(+/- 699 )",1516,"(+/- 798 )",2835,"(+/- 916 )",2229,"(+/- 749 )",1769,"(+/- 795 )",4429,"(+/- 1171 )",3115,"(+/- 972 )"
People,Ancestry,Norwegian,4121,"(+/- 1632 )",467,"(+/- 352 )",2561,"(+/- 1149 )",4203,"(+/- 1246 )",3494,"(+/- 1488 )",3979,"(+/- 1116 )",2875,"(+/- 1028 )",2807,"(+/- 943 )",2519,"(+/- 1043 )",2932,"(+/- 1102 )",2198,"(+/- 733 )",2082,"(+/- 749 )",2271,"(+/- 755 )",1639,"(+/- 731 )",1949,"(+/- 552 )",1817,"(+/- 780 )",2218,"(+/- 970 )",1443,"(+/- 521 )"
People,Ancestry,Polish,51886,"(+/- 4435 )",28836,"(+/- 5692 )",18009,"(+/- 2812 )",44282,"(+/- 4326 )",26180,"(+/- 3436 )",39064,"(+/- 4976 )",30960,"(+/- 3330 )",99688,"(+/- 6751 )",52005,"(+/- 3622 )",24693,"(+/- 3945 )",23191,"(+/- 3624 )",29070,"(+/- 2351 )",27438,"(+/- 2788 )",67120,"(+/- 4977 )",44259,"(+/- 4614 )",62604,"(+/- 5791 )",59927,"(+/- 5136 )",51115,"(+/- 4500 )"
People,Ancestry,Portuguese,2217,"(+/- 1163 )",1489,"(+/- 1543 )",678,"(+/- 383 )",1032,"(+/- 596 )",1627,"(+/- 781 )",829,"(+/- 666 )",1496,"(+/- 543 )",3558,"(+/- 1748 )",817,"(+/- 522 )",825,"(+/- 731 )",277,"(+/- 251 )",877,"(+/- 482 )",574,"(+/- 370 )",554,"(+/- 406 )",352,"(+/- 320 )",1161,"(+/- 673 )",554,"(+/- 448 )",926,"(+/- 539 )"
People,Ancestry,Russian,15830,"(+/- 2293 )",10619,"(+/- 2587 )",9810,"(+/- 2251 )",18347,"(+/- 2877 )",7956,"(+/- 1958 )",7451,"(+/- 1968 )",8098,"(+/- 2168 )",18890,"(+/- 3143 )",5989,"(+/- 1391 )",3308,"(+/- 1105 )",6250,"(+/- 1972 )",5201,"(+/- 1246 )",3938,"(+/- 1060 )",10541,"(+/- 1902 )",4426,"(+/- 1003 )",6436,"(+/- 1962 )",8598,"(+/- 1702 )",11985,"(+/- 2414 )"
People,Ancestry,Scotch-Irish,5661,"(+/- 1074 )",1283,"(+/- 505 )",1679,"(+/- 685 )",3957,"(+/- 1080 )",5121,"(+/- 1572 )",5474,"(+/- 1212 )",3333,"(+/- 995 )",1710,"(+/- 604 )",5115,"(+/- 1450 )",8985,"(+/- 1690 )",6843,"(+/- 1456 )",7457,"(+/- 1315 )",10937,"(+/- 1438 )",16264,"(+/- 2248 )",12625,"(+/- 1675 )",17772,"(+/- 2796 )",14200,"(+/- 2047 )",8607,"(+/- 1572 )"
People,Ancestry,Scottish,12174,"(+/- 2593 )",2253,"(+/- 806 )",5268,"(+/- 1174 )",9926,"(+/- 1568 )",7854,"(+/- 1617 )",12873,"(+/- 2148 )",6108,"(+/- 1247 )",5166,"(+/- 1089 )",6848,"(+/- 1864 )",11238,"(+/- 2002 )",11361,"(+/- 1818 )",12339,"(+/- 2066 )",11243,"(+/- 1917 )",13122,"(+/- 2181 )",9656,"(+/- 1399 )",10058,"(+/- 1494 )",16569,"(+/- 2307 )",9962,"(+/- 1785 )"
People,Ancestry,Slovak,4972,"(+/- 1378 )",707,"(+/- 495 )",1003,"(+/- 570 )",5038,"(+/- 1493 )",1899,"(+/- 712 )",4294,"(+/- 1226 )",14442,"(+/- 2399 )",14788,"(+/- 2867 )",11480,"(+/- 1913 )",4952,"(+/- 1245 )",2116,"(+/- 1021 )",3421,"(+/- 848 )",9679,"(+/- 1524 )",32541,"(+/- 3229 )",14885,"(+/- 1971 )",10255,"(+/- 1706 )",18960,"(+/- 2939 )",21958,"(+/- 2620 )"
People,Ancestry,"Subsaharan African",6255,"(+/- 2266 )",11101,"(+/- 7238 )",17880,"(+/- 5740 )",7521,"(+/- 2010 )",30051,"(+/- 6892 )",3464,"(+/- 1359 )",5169,"(+/- 2622 )",6571,"(+/- 2998 )",1366,"(+/- 564 )",15623,"(+/- 4150 )",2364,"(+/- 969 )",1754,"(+/- 815 )",2293,"(+/- 826 )",2626,"(+/- 1248 )",3565,"(+/- 1917 )",1781,"(+/- 812 )",5872,"(+/- 4257 )",6448,"(+/- 2582 )"
People,Ancestry,Swedish,5764,"(+/- 2343 )",1758,"(+/- 1023 )",2944,"(+/- 882 )",4019,"(+/- 1223 )",4658,"(+/- 2067 )",5598,"(+/- 1348 )",2708,"(+/- 833 )",3821,"(+/- 1333 )",3146,"(+/- 970 )",5930,"(+/- 2159 )",5731,"(+/- 1903 )",5339,"(+/- 1050 )",4074,"(+/- 1105 )",5117,"(+/- 1771 )",15602,"(+/- 1599 )",7906,"(+/- 1327 )",5330,"(+/- 1222 )",4898,"(+/- 1164 )"
People,Ancestry,Swiss,3544,"(+/- 1080 )",850,"(+/- 968 )",1245,"(+/- 515 )",1563,"(+/- 727 )",1222,"(+/- 655 )",3618,"(+/- 1578 )",1899,"(+/- 847 )",1774,"(+/- 993 )",5883,"(+/- 1848 )",6315,"(+/- 1926 )",17884,"(+/- 3378 )",5764,"(+/- 1331 )",7035,"(+/- 1738 )",1698,"(+/- 699 )",2847,"(+/- 780 )",3760,"(+/- 1253 )",1886,"(+/- 775 )",1684,"(+/- 867 )"
People,Ancestry,Ukrainian,12533,"(+/- 3169 )",4972,"(+/- 1596 )",3033,"(+/- 911 )",9273,"(+/- 1936 )",4575,"(+/- 1435 )",4767,"(+/- 1227 )",8718,"(+/- 1707 )",5872,"(+/- 1422 )",8917,"(+/- 1862 )",4114,"(+/- 1510 )",2496,"(+/- 963 )",2509,"(+/- 865 )",2861,"(+/- 1274 )",3465,"(+/- 868 )",2469,"(+/- 559 )",4415,"(+/- 1637 )",8020,"(+/- 1532 )",4412,"(+/- 1069 )"
People,Ancestry,Welsh,7798,"(+/- 1530 )",2743,"(+/- 1965 )",3763,"(+/- 1075 )",8026,"(+/- 2011 )",8109,"(+/- 2526 )",10574,"(+/- 1800 )",9583,"(+/- 1824 )",22999,"(+/- 2513 )",13641,"(+/- 2216 )",7520,"(+/- 2042 )",6101,"(+/- 1490 )",12146,"(+/- 1333 )",8052,"(+/- 1356 )",6001,"(+/- 1074 )",8670,"(+/- 1284 )",6832,"(+/- 1425 )",9611,"(+/- 2163 )",7140,"(+/- 1455 )"
People,Ancestry,"West Indian (excluding Hispanic origin groups)",3493,"(+/- 1595 )",19599,"(+/- 5859 )",16462,"(+/- 4356 )",5672,"(+/- 2205 )",11021,"(+/- 2797 )",4515,"(+/- 1645 )",7629,"(+/- 3253 )",5599,"(+/- 2653 )",2511,"(+/- 1447 )",3453,"(+/- 1538 )",1584,"(+/- 718 )",1479,"(+/- 738 )",3010,"(+/- 1673 )",342,"(+/- 289 )",710,"(+/- 508 )",859,"(+/- 556 )",1521,"(+/- 1066 )",3065,"(+/- 1962 )"
People,"Veteran Status","Civilian population 18 years and over",566910,"(+/- 3789 )",542910,"(+/- 13323 )",606577,"(+/- 12663 )",574509,"(+/- 4558 )",559094,"(+/- 7458 )",563979,"(+/- 3837 )",576895,"(+/- 5166 )",560507,"(+/- 5889 )",562932,"(+/- 5404 )",581405,"(+/- 5209 )",565275,"(+/- 4686 )",563594,"(+/- 4642 )",555304,"(+/- 5571 )",550824,"(+/- 3167 )",547896,"(+/- 5565 )",541974,"(+/- 2644 )",566541,"(+/- 7398 )",570630,"(+/- 7340 )"
People,"Veteran Status","Civilian veterans",34890,"(+/- 2380 )",24366,"(+/- 2691 )",26994,"(+/- 2557 )",33119,"(+/- 2340 )",28250,"(+/- 2652 )",34175,"(+/- 2517 )",37026,"(+/- 2971 )",47819,"(+/- 2790 )",44819,"(+/- 2607 )",47090,"(+/- 3182 )",39033,"(+/- 2946 )",47926,"(+/- 2434 )",50047,"(+/- 3176 )",42922,"(+/- 2035 )",47647,"(+/- 2371 )",45204,"(+/- 2545 )",41827,"(+/- 2335 )",37221,"(+/- 2541 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population",705975,"(+/- 5317 )",716648,"(+/- 19313 )",734451,"(+/- 16794 )",717211,"(+/- 6964 )",711458,"(+/- 11437 )",729385,"(+/- 5571 )",722576,"(+/- 6980 )",684520,"(+/- 7729 )",679602,"(+/- 7778 )",729249,"(+/- 6637 )",727017,"(+/- 6109 )",687161,"(+/- 5729 )",681050,"(+/- 7611 )",668335,"(+/- 4761 )",648895,"(+/- 7320 )",663092,"(+/- 4832 )",701835,"(+/- 9317 )",684676,"(+/- 9027 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",71753,"(+/- 3822 )",140596,"(+/- 8034 )",117202,"(+/- 6567 )",75731,"(+/- 4388 )",88864,"(+/- 5665 )",79430,"(+/- 5097 )",90765,"(+/- 5540 )",113979,"(+/- 5797 )",97438,"(+/- 4931 )",86323,"(+/- 4900 )",80493,"(+/- 4368 )",99624,"(+/- 4107 )",108392,"(+/- 4498 )",114328,"(+/- 5512 )",103175,"(+/- 4851 )",105826,"(+/- 4801 )",92403,"(+/- 4606 )",102803,"(+/- 5318 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years",145053,"(+/- 2513 )",179500,"(+/- 9787 )",133849,"(+/- 8783 )",154671,"(+/- 3229 )",160077,"(+/- 5825 )",170374,"(+/- 3067 )",153927,"(+/- 2805 )",137737,"(+/- 3062 )",135624,"(+/- 3658 )",161274,"(+/- 3619 )",168130,"(+/- 3126 )",137025,"(+/- 2212 )",140354,"(+/- 3566 )",127650,"(+/- 2028 )",123438,"(+/- 3109 )",134233,"(+/- 2417 )",139654,"(+/- 4499 )",122063,"(+/- 4361 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",4799,"(+/- 1060 )",17458,"(+/- 3345 )",6999,"(+/- 1574 )",5738,"(+/- 1516 )",7770,"(+/- 1691 )",8502,"(+/- 1812 )",7578,"(+/- 1817 )",9413,"(+/- 2009 )",8275,"(+/- 1365 )",9425,"(+/- 1765 )",7491,"(+/- 1775 )",7445,"(+/- 1114 )",8365,"(+/- 1134 )",8660,"(+/- 1490 )",7283,"(+/- 1322 )",7714,"(+/- 1327 )",7272,"(+/- 1497 )",5846,"(+/- 1279 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years",430399,"(+/- 3653 )",442468,"(+/- 12265 )",496092,"(+/- 12193 )",432837,"(+/- 4341 )",437314,"(+/- 7536 )",441039,"(+/- 4006 )",441519,"(+/- 4610 )",412844,"(+/- 5648 )",409113,"(+/- 5835 )",440335,"(+/- 5061 )",426728,"(+/- 4331 )",415063,"(+/- 4400 )",396834,"(+/- 5432 )",395305,"(+/- 3509 )",388012,"(+/- 5185 )",396168,"(+/- 3170 )",420890,"(+/- 6484 )",436583,"(+/- 6263 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",31269,"(+/- 2913 )",80063,"(+/- 5867 )",67679,"(+/- 4678 )",33943,"(+/- 3091 )",46547,"(+/- 4247 )",36709,"(+/- 3619 )",46217,"(+/- 4440 )",58753,"(+/- 4323 )",47050,"(+/- 3899 )",40027,"(+/- 3607 )",36630,"(+/- 3301 )",49003,"(+/- 3400 )",51254,"(+/- 3644 )",54770,"(+/- 4127 )",48915,"(+/- 3551 )",55228,"(+/- 3657 )",44637,"(+/- 3088 )",50757,"(+/- 3809 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over",130523,"(+/- 1913 )",94680,"(+/- 3740 )",104510,"(+/- 3314 )",129703,"(+/- 2654 )",114067,"(+/- 3166 )",117972,"(+/- 2329 )",127130,"(+/- 2246 )",133939,"(+/- 2857 )",134865,"(+/- 2905 )",127640,"(+/- 2744 )",132159,"(+/- 2298 )",135073,"(+/- 2249 )",143862,"(+/- 2532 )",145380,"(+/- 1696 )",137445,"(+/- 2920 )",132691,"(+/- 1653 )",141291,"(+/- 3917 )",126030,"(+/- 3697 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",35685,"(+/- 2325 )",43075,"(+/- 3275 )",42524,"(+/- 3394 )",36050,"(+/- 2767 )",34547,"(+/- 2818 )",34219,"(+/- 2582 )",36970,"(+/- 2780 )",45813,"(+/- 2997 )",42113,"(+/- 2299 )",36871,"(+/- 2519 )",36372,"(+/- 2150 )",43176,"(+/- 2143 )",48773,"(+/- 2448 )",50898,"(+/- 3138 )",46977,"(+/- 2501 )",42884,"(+/- 2192 )",40494,"(+/- 2874 )",46200,"(+/- 2682 )"
People,"Residence 1 Year Ago","Population 1 year and over",706904,"(+/- 5548 )",712534,"(+/- 19101 )",734234,"(+/- 16352 )",723805,"(+/- 6323 )",711303,"(+/- 10857 )",726777,"(+/- 5422 )",724671,"(+/- 6633 )",692729,"(+/- 7374 )",692621,"(+/- 7106 )",737525,"(+/- 6776 )",726063,"(+/- 6283 )",693484,"(+/- 5583 )",689511,"(+/- 7433 )",672937,"(+/- 4518 )",666519,"(+/- 7152 )",671890,"(+/- 4128 )",699313,"(+/- 8974 )",687425,"(+/- 9278 )"
People,"Residence 1 Year Ago","Same house",644031,"(+/- 7507 )",628011,"(+/- 20280 )",605239,"(+/- 17781 )",647458,"(+/- 9529 )",630457,"(+/- 11675 )",626848,"(+/- 8871 )",635828,"(+/- 9214 )",601014,"(+/- 9808 )",619033,"(+/- 9112 )",629884,"(+/- 12046 )",637519,"(+/- 10212 )",598892,"(+/- 6849 )",619444,"(+/- 7613 )",598833,"(+/- 7105 )",598768,"(+/- 7083 )",588898,"(+/- 6335 )",611015,"(+/- 9995 )",571083,"(+/- 12273 )"
People,"Residence 1 Year Ago","Different house in the U.S.",61065,"(+/- 6297 )",77640,"(+/- 9432 )",123822,"(+/- 9789 )",74633,"(+/- 6776 )",77460,"(+/- 8359 )",97450,"(+/- 7230 )",86148,"(+/- 7175 )",89069,"(+/- 8736 )",72343,"(+/- 5903 )",103123,"(+/- 8967 )",87011,"(+/- 9127 )",91668,"(+/- 4923 )",68838,"(+/- 5761 )",72092,"(+/- 6084 )",66884,"(+/- 4311 )",81091,"(+/- 5226 )",84656,"(+/- 9016 )",111575,"(+/- 8738 )"
People,"Residence 1 Year Ago","Same county",29357,"(+/- 4506 )",60804,"(+/- 8366 )",76025,"(+/- 9231 )",39746,"(+/- 5468 )",44534,"(+/- 6468 )",47896,"(+/- 5485 )",42454,"(+/- 4727 )",50256,"(+/- 6907 )",44332,"(+/- 5407 )",55407,"(+/- 6428 )",59247,"(+/- 7543 )",50112,"(+/- 4447 )",36639,"(+/- 3849 )",40378,"(+/- 4185 )",35889,"(+/- 3198 )",49328,"(+/- 4739 )",59862,"(+/- 7580 )",71896,"(+/- 7571 )"
People,"Residence 1 Year Ago","Different county",31708,"(+/- 4508 )",16836,"(+/- 3986 )",47797,"(+/- 4520 )",34887,"(+/- 4656 )",32926,"(+/- 4690 )",49554,"(+/- 4330 )",43694,"(+/- 6062 )",38813,"(+/- 5855 )",28011,"(+/- 3152 )",47716,"(+/- 5934 )",27764,"(+/- 5258 )",41556,"(+/- 3321 )",32199,"(+/- 4347 )",31714,"(+/- 4697 )",30995,"(+/- 3421 )",31763,"(+/- 3806 )",24794,"(+/- 3788 )",39679,"(+/- 4847 )"
People,"Residence 1 Year Ago","Same state",18510,"(+/- 3265 )",7722,"(+/- 3048 )",18407,"(+/- 2678 )",24592,"(+/- 3677 )",20549,"(+/- 3495 )",30564,"(+/- 3946 )",24514,"(+/- 3818 )",14948,"(+/- 3757 )",19136,"(+/- 2645 )",28067,"(+/- 4743 )",15630,"(+/- 3872 )",25103,"(+/- 2317 )",19507,"(+/- 2832 )",24527,"(+/- 4383 )",24750,"(+/- 3138 )",15775,"(+/- 2076 )",13274,"(+/- 2794 )",19366,"(+/- 3601 )"
People,"Residence 1 Year Ago","Different state",13198,"(+/- 2956 )",9114,"(+/- 2482 )",29390,"(+/- 3616 )",10295,"(+/- 2560 )",12377,"(+/- 2929 )",18990,"(+/- 2995 )",19180,"(+/- 4731 )",23865,"(+/- 4653 )",8875,"(+/- 1677 )",19649,"(+/- 3858 )",12134,"(+/- 3084 )",16453,"(+/- 2352 )",12692,"(+/- 2752 )",7187,"(+/- 1777 )",6245,"(+/- 1771 )",15988,"(+/- 3037 )",11520,"(+/- 2450 )",20313,"(+/- 3180 )"
People,"Residence 1 Year Ago",Abroad,1808,"(+/- 831 )",6883,"(+/- 2735 )",5173,"(+/- 1491 )",1714,"(+/- 827 )",3386,"(+/- 1280 )",2479,"(+/- 1137 )",2695,"(+/- 1319 )",2646,"(+/- 1229 )",1245,"(+/- 692 )",4518,"(+/- 1778 )",1533,"(+/- 731 )",2924,"(+/- 869 )",1229,"(+/- 690 )",2012,"(+/- 1141 )",867,"(+/- 612 )",1901,"(+/- 1037 )",3642,"(+/- 1767 )",4767,"(+/- 1399 )"
Workers,"Employment Status","Population 16 years and over",585921,"(+/- 4167 )",561099,"(+/- 13932 )",620502,"(+/- 13192 )",593533,"(+/- 4874 )",576063,"(+/- 7754 )",584579,"(+/- 4278 )",595615,"(+/- 5555 )",577743,"(+/- 5922 )",579899,"(+/- 5668 )",602282,"(+/- 5512 )",584790,"(+/- 5223 )",580921,"(+/- 4810 )",572884,"(+/- 6248 )",566519,"(+/- 3252 )",564224,"(+/- 5949 )",558993,"(+/- 3131 )",584009,"(+/- 7779 )",584843,"(+/- 7595 )"
Workers,"Employment Status","In labor force",397764,"(+/- 5661 )",341692,"(+/- 12337 )",388544,"(+/- 11846 )",401779,"(+/- 6051 )",375380,"(+/- 7797 )",392301,"(+/- 5794 )",380041,"(+/- 6173 )",347250,"(+/- 7392 )",356873,"(+/- 6994 )",396746,"(+/- 6102 )",385441,"(+/- 5567 )",335666,"(+/- 5408 )",341576,"(+/- 5414 )",336134,"(+/- 5359 )",321117,"(+/- 5793 )",334030,"(+/- 6120 )",384072,"(+/- 7095 )",376244,"(+/- 7365 )"
Workers,"Employment Status","Civilian labor force",396780,"(+/- 5715 )",341510,"(+/- 12341 )",387874,"(+/- 11935 )",400695,"(+/- 5947 )",375222,"(+/- 7806 )",391850,"(+/- 5769 )",379790,"(+/- 6153 )",346679,"(+/- 7318 )",356109,"(+/- 6970 )",394945,"(+/- 6037 )",384858,"(+/- 5574 )",335176,"(+/- 5448 )",340979,"(+/- 5417 )",335817,"(+/- 5336 )",320443,"(+/- 5766 )",333052,"(+/- 6045 )",383525,"(+/- 7145 )",375438,"(+/- 7315 )"
Workers,"Employment Status",Employed,381441,"(+/- 6030 )",313136,"(+/- 11239 )",357238,"(+/- 10920 )",387414,"(+/- 6083 )",353577,"(+/- 8309 )",376085,"(+/- 5909 )",363172,"(+/- 5959 )",330241,"(+/- 7362 )",343281,"(+/- 6685 )",381134,"(+/- 5860 )",374086,"(+/- 5721 )",322062,"(+/- 5408 )",330170,"(+/- 5347 )",318936,"(+/- 5360 )",307918,"(+/- 5755 )",317818,"(+/- 5911 )",372036,"(+/- 7033 )",355364,"(+/- 7371 )"
Workers,"Employment Status",Unemployed,15339,"(+/- 1854 )",28374,"(+/- 4325 )",30636,"(+/- 4151 )",13281,"(+/- 1649 )",21645,"(+/- 2447 )",15765,"(+/- 2373 )",16618,"(+/- 2581 )",16438,"(+/- 2375 )",12828,"(+/- 1575 )",13811,"(+/- 1983 )",10772,"(+/- 2099 )",13114,"(+/- 1661 )",10809,"(+/- 1339 )",16881,"(+/- 2316 )",12525,"(+/- 1523 )",15234,"(+/- 1525 )",11489,"(+/- 1628 )",20074,"(+/- 2802 )"
Workers,"Employment Status","Armed Forces",984,"(+/- 703 )",182,"(+/- 239 )",670,"(+/- 753 )",1084,"(+/- 776 )",158,"(+/- 159 )",451,"(+/- 324 )",251,"(+/- 225 )",571,"(+/- 604 )",764,"(+/- 402 )",1801,"(+/- 652 )",583,"(+/- 515 )",490,"(+/- 253 )",597,"(+/- 441 )",317,"(+/- 233 )",674,"(+/- 356 )",978,"(+/- 549 )",547,"(+/- 405 )",806,"(+/- 481 )"
Workers,"Employment Status","Not in labor force",188157,"(+/- 5167 )",219407,"(+/- 8922 )",231958,"(+/- 10021 )",191754,"(+/- 4984 )",200683,"(+/- 7739 )",192278,"(+/- 5571 )",215574,"(+/- 6189 )",230493,"(+/- 6485 )",223026,"(+/- 5542 )",205536,"(+/- 5622 )",199349,"(+/- 4741 )",245255,"(+/- 5312 )",231308,"(+/- 5727 )",230385,"(+/- 4448 )",243107,"(+/- 5863 )",224963,"(+/- 5814 )",199937,"(+/- 6296 )",208599,"(+/- 7513 )"
Workers,"Employment Status","Civilian labor force",396780,"(+/- 5715 )",341510,"(+/- 12341 )",387874,"(+/- 11935 )",400695,"(+/- 5947 )",375222,"(+/- 7806 )",391850,"(+/- 5769 )",379790,"(+/- 6153 )",346679,"(+/- 7318 )",356109,"(+/- 6970 )",394945,"(+/- 6037 )",384858,"(+/- 5574 )",335176,"(+/- 5448 )",340979,"(+/- 5417 )",335817,"(+/- 5336 )",320443,"(+/- 5766 )",333052,"(+/- 6045 )",383525,"(+/- 7145 )",375438,"(+/- 7315 )"
Workers,"Employment Status","Unemployment Rate",3.9,"(+/- 0.5 )",8.3,"(+/- 1.2 )",7.9,"(+/- 1.0 )",3.3,"(+/- 0.4 )",5.8,"(+/- 0.7 )",4.0,"(+/- 0.6 )",4.4,"(+/- 0.7 )",4.7,"(+/- 0.7 )",3.6,"(+/- 0.4 )",3.5,"(+/- 0.5 )",2.8,"(+/- 0.5 )",3.9,"(+/- 0.5 )",3.2,"(+/- 0.4 )",5.0,"(+/- 0.7 )",3.9,"(+/- 0.5 )",4.6,"(+/- 0.4 )",3.0,"(+/- 0.4 )",5.3,"(+/- 0.7 )"
Workers,"Commuting to Work","Workers 16 years and over",376848,"(+/- 6200 )",307284,"(+/- 11272 )",351175,"(+/- 11010 )",382130,"(+/- 6343 )",346987,"(+/- 8217 )",367134,"(+/- 6059 )",357526,"(+/- 5982 )",325248,"(+/- 7262 )",338112,"(+/- 6916 )",376337,"(+/- 5867 )",368468,"(+/- 5919 )",317706,"(+/- 5256 )",324041,"(+/- 5398 )",311729,"(+/- 5470 )",302703,"(+/- 5759 )",311943,"(+/- 6072 )",365383,"(+/- 6819 )",348315,"(+/- 7465 )"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",306002,"(+/- 7075 )",185814,"(+/- 9407 )",137148,"(+/- 7416 )",296661,"(+/- 6901 )",238538,"(+/- 7385 )",285355,"(+/- 6361 )",292118,"(+/- 6530 )",255816,"(+/- 7042 )",280083,"(+/- 6961 )",305671,"(+/- 6380 )",295852,"(+/- 7030 )",246359,"(+/- 5637 )",263216,"(+/- 5498 )",249961,"(+/- 6102 )",250163,"(+/- 6051 )",249176,"(+/- 6714 )",283272,"(+/- 6047 )",225233,"(+/- 7011 )"
