cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE"
Workers,"Employment Status","Not in labor force",298831,"(+/- 8925 )",256483,"(+/- 6864 )",228802,"(+/- 8239 )",359864,"(+/- 7756 )",233981,"(+/- 7543 )",244142,"(+/- 7257 )",217664,"(+/- 9091 )",275170,"(+/- 9014 )",199364,"(+/- 9161 )"
Workers,"Employment Status","Civilian labor force",323653,"(+/- 8884 )",341532,"(+/- 8969 )",375174,"(+/- 12131 )",325365,"(+/- 10004 )",426509,"(+/- 9971 )",433738,"(+/- 12225 )",414380,"(+/- 11435 )",369982,"(+/- 10512 )",471837,"(+/- 11743 )"
Workers,"Employment Status","Unemployment Rate",6.9,"(+/- 0.8 )",4.7,"(+/- 0.7 )",7.7,"(+/- 1.0 )",5.4,"(+/- 0.8 )",3.8,"(+/- 0.5 )",3.4,"(+/- 0.6 )",5.5,"(+/- 0.7 )",4.5,"(+/- 0.7 )",4.5,"(+/- 0.6 )"
Workers,"Commuting to Work","Workers 16 years and over",296024,"(+/- 8920 )",329793,"(+/- 8608 )",343015,"(+/- 11189 )",304668,"(+/- 10081 )",406299,"(+/- 9437 )",412147,"(+/- 11605 )",388229,"(+/- 10991 )",352729,"(+/- 9941 )",443516,"(+/- 11857 )"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",217235,"(+/- 8785 )",258433,"(+/- 8424 )",262757,"(+/- 9869 )",233343,"(+/- 9217 )",315082,"(+/- 9801 )",305779,"(+/- 10955 )",286407,"(+/- 10679 )",268293,"(+/- 9580 )",330855,"(+/- 10254 )"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",34659,"(+/- 4301 )",30059,"(+/- 3242 )",41711,"(+/- 4355 )",34233,"(+/- 4320 )",39308,"(+/- 3820 )",33928,"(+/- 4701 )",51899,"(+/- 5499 )",38138,"(+/- 4204 )",44963,"(+/- 5184 )"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",3022,"(+/- 920 )",4206,"(+/- 1157 )",5540,"(+/- 1601 )",1185,"(+/- 586 )",2018,"(+/- 584 )",6922,"(+/- 2055 )",15640,"(+/- 3106 )",4048,"(+/- 1864 )",12439,"(+/- 2151 )"
Workers,"Commuting to Work",Walked,10259,"(+/- 1465 )",5817,"(+/- 1726 )",8906,"(+/- 1443 )",5646,"(+/- 1425 )",3978,"(+/- 1269 )",6664,"(+/- 1658 )",6128,"(+/- 1725 )",4087,"(+/- 1609 )",10967,"(+/- 2642 )"
Workers,"Commuting to Work","Other means",7148,"(+/- 1878 )",8339,"(+/- 1577 )",8636,"(+/- 1921 )",6467,"(+/- 1826 )",7430,"(+/- 1729 )",10232,"(+/- 2081 )",11106,"(+/- 2030 )",7449,"(+/- 1927 )",16733,"(+/- 3399 )"
Workers,"Commuting to Work","Worked from home",23701,"(+/- 2724 )",22939,"(+/- 3127 )",15465,"(+/- 2632 )",23794,"(+/- 2687 )",38483,"(+/- 3206 )",48622,"(+/- 4008 )",17049,"(+/- 2869 )",30714,"(+/- 4024 )",27559,"(+/- 3472 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",26.1,"(+/- 0.9 )",24.0,"(+/- 0.8 )",27.0,"(+/- 0.8 )",27.0,"(+/- 1.1 )",27.9,"(+/- 0.6 )",25.5,"(+/- 0.7 )",28.2,"(+/- 0.7 )",29.9,"(+/- 0.8 )",24.1,"(+/- 0.5 )"
Workers,Occupation,"Civilian employed population 16 years and over",301393,"(+/- 8795 )",325435,"(+/- 8572 )",346135,"(+/- 11457 )",307949,"(+/- 10105 )",410184,"(+/- 9640 )",418800,"(+/- 11804 )",391716,"(+/- 11074 )",353220,"(+/- 9935 )",450470,"(+/- 11892 )"
Workers,Occupation,"Management, business, science, and arts occupations",107012,"(+/- 6180 )",133287,"(+/- 6557 )",92204,"(+/- 5308 )",96998,"(+/- 7166 )",186348,"(+/- 6701 )",194274,"(+/- 7762 )",96341,"(+/- 6683 )",142628,"(+/- 6798 )",203982,"(+/- 7571 )"
Workers,Occupation,"Service occupations",63903,"(+/- 4586 )",63187,"(+/- 5412 )",74466,"(+/- 5955 )",67489,"(+/- 5880 )",66787,"(+/- 5675 )",62355,"(+/- 5358 )",86683,"(+/- 6368 )",57523,"(+/- 4849 )",73217,"(+/- 5685 )"
Workers,Occupation,"Sales and office occupations",61357,"(+/- 4230 )",74067,"(+/- 5027 )",82110,"(+/- 6002 )",72320,"(+/- 6125 )",91444,"(+/- 5900 )",101427,"(+/- 5831 )",83850,"(+/- 6304 )",86625,"(+/- 4896 )",101976,"(+/- 5821 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",32734,"(+/- 3529 )",25425,"(+/- 3069 )",44377,"(+/- 4524 )",35780,"(+/- 3865 )",28483,"(+/- 3467 )",26166,"(+/- 3061 )",58407,"(+/- 5291 )",30246,"(+/- 3637 )",31223,"(+/- 3252 )"
Workers,Occupation,"Production, transportation, and material moving occupations",36387,"(+/- 3920 )",29469,"(+/- 3378 )",52978,"(+/- 4116 )",35362,"(+/- 4578 )",37122,"(+/- 3351 )",34578,"(+/- 4096 )",66435,"(+/- 5391 )",36198,"(+/- 3568 )",40072,"(+/- 4771 )"
Workers,Industry,"Civilian employed population 16 years and over",301393,"(+/- 8795 )",325435,"(+/- 8572 )",346135,"(+/- 11457 )",307949,"(+/- 10105 )",410184,"(+/- 9640 )",418800,"(+/- 11804 )",391716,"(+/- 11074 )",353220,"(+/- 9935 )",450470,"(+/- 11892 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",13998,"(+/- 2055 )",3911,"(+/- 1478 )",12088,"(+/- 2637 )",6159,"(+/- 1725 )",2049,"(+/- 952 )",1575,"(+/- 909 )",2424,"(+/- 1046 )",2233,"(+/- 1194 )",1183,"(+/- 525 )"
Workers,Industry,Construction,20430,"(+/- 3019 )",19385,"(+/- 2341 )",26937,"(+/- 3429 )",27022,"(+/- 3413 )",28769,"(+/- 3595 )",26597,"(+/- 2659 )",49264,"(+/- 5073 )",27116,"(+/- 3369 )",28922,"(+/- 3358 )"
Workers,Industry,Manufacturing,21507,"(+/- 2410 )",22792,"(+/- 2620 )",21206,"(+/- 2910 )",18778,"(+/- 2824 )",40928,"(+/- 3236 )",26468,"(+/- 3417 )",29396,"(+/- 3347 )",18309,"(+/- 2083 )",32996,"(+/- 3235 )"
Workers,Industry,"Wholesale trade",3971,"(+/- 1306 )",5326,"(+/- 1338 )",9724,"(+/- 2262 )",6614,"(+/- 1790 )",9813,"(+/- 1674 )",12659,"(+/- 2458 )",9578,"(+/- 1962 )",7419,"(+/- 1602 )",10278,"(+/- 1850 )"
Workers,Industry,"Retail trade",33785,"(+/- 3554 )",37496,"(+/- 4023 )",44195,"(+/- 4160 )",40459,"(+/- 3845 )",43685,"(+/- 3778 )",50417,"(+/- 4166 )",46651,"(+/- 4941 )",47266,"(+/- 4024 )",47142,"(+/- 4194 )"
Workers,Industry,"Transportation and warehousing, and utilities",15716,"(+/- 2484 )",13896,"(+/- 2196 )",26825,"(+/- 2365 )",15967,"(+/- 2880 )",23946,"(+/- 2692 )",17626,"(+/- 2373 )",27219,"(+/- 3943 )",23465,"(+/- 3122 )",19703,"(+/- 2720 )"
Workers,Industry,Information,3905,"(+/- 1147 )",4203,"(+/- 1138 )",5599,"(+/- 1542 )",3984,"(+/- 1189 )",6103,"(+/- 1070 )",7173,"(+/- 1881 )",5460,"(+/- 1367 )",6076,"(+/- 1836 )",9533,"(+/- 1798 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",11967,"(+/- 1870 )",21457,"(+/- 2848 )",19740,"(+/- 2749 )",22693,"(+/- 3396 )",42143,"(+/- 3402 )",53475,"(+/- 4019 )",30289,"(+/- 3154 )",39747,"(+/- 4008 )",47376,"(+/- 3945 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",26049,"(+/- 3908 )",41811,"(+/- 4469 )",35258,"(+/- 4184 )",28290,"(+/- 2974 )",53832,"(+/- 3612 )",67650,"(+/- 5050 )",52971,"(+/- 4333 )",38697,"(+/- 3248 )",70154,"(+/- 6156 )"
Workers,Industry,"Educational services, and health care and social assistance",75679,"(+/- 3905 )",84631,"(+/- 4992 )",70968,"(+/- 5296 )",66613,"(+/- 4765 )",90543,"(+/- 5587 )",84205,"(+/- 5966 )",65635,"(+/- 4565 )",78139,"(+/- 5470 )",102704,"(+/- 5892 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",39222,"(+/- 4310 )",32646,"(+/- 3288 )",37409,"(+/- 4655 )",36081,"(+/- 4244 )",34744,"(+/- 3142 )",42141,"(+/- 4458 )",41397,"(+/- 4570 )",31698,"(+/- 3581 )",49043,"(+/- 5006 )"
Workers,Industry,"Other services, except public administration",12894,"(+/- 2506 )",17092,"(+/- 2511 )",15762,"(+/- 2799 )",15519,"(+/- 3026 )",19003,"(+/- 2402 )",18805,"(+/- 2673 )",17136,"(+/- 2644 )",15712,"(+/- 2664 )",18894,"(+/- 2374 )"
Workers,Industry,"Public administration",22270,"(+/- 2801 )",20789,"(+/- 2353 )",20424,"(+/- 3050 )",19770,"(+/- 3135 )",14626,"(+/- 2057 )",10009,"(+/- 1777 )",14296,"(+/- 2647 )",17343,"(+/- 2287 )",12542,"(+/- 1800 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",301393,"(+/- 8795 )",325435,"(+/- 8572 )",346135,"(+/- 11457 )",307949,"(+/- 10105 )",410184,"(+/- 9640 )",418800,"(+/- 11804 )",391716,"(+/- 11074 )",353220,"(+/- 9935 )",450470,"(+/- 11892 )"
Workers,"Class of Worker","Private wage and salary workers",208476,"(+/- 7791 )",245613,"(+/- 7990 )",272897,"(+/- 10746 )",240364,"(+/- 9073 )",338953,"(+/- 8769 )",353798,"(+/- 11661 )",325525,"(+/- 11124 )",285612,"(+/- 9532 )",373036,"(+/- 11030 )"
Workers,"Class of Worker","Government workers",70293,"(+/- 4847 )",57532,"(+/- 3891 )",54123,"(+/- 4505 )",45822,"(+/- 4111 )",46288,"(+/- 4257 )",36260,"(+/- 2933 )",40099,"(+/- 4157 )",48642,"(+/- 4439 )",51663,"(+/- 4005 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",21978,"(+/- 3217 )",21534,"(+/- 2723 )",17912,"(+/- 2751 )",21042,"(+/- 2722 )",24094,"(+/- 2997 )",28232,"(+/- 2930 )",25367,"(+/- 3883 )",18505,"(+/- 2293 )",24629,"(+/- 2825 )"
Workers,"Class of Worker","Unpaid family workers",646,"(+/- 413 )",756,"(+/- 751 )",1203,"(+/- 691 )",721,"(+/- 455 )",849,"(+/- 453 )",510,"(+/- 376 )",725,"(+/- 385 )",461,"(+/- 292 )",1142,"(+/- 725 )"
Housing,"Housing Occupancy","Total housing units",351215,"(+/- 4516 )",354389,"(+/- 4129 )",280339,"(+/- 5677 )",413616,"(+/- 5633 )",336750,"(+/- 6261 )",371166,"(+/- 7017 )",284258,"(+/- 6580 )",326621,"(+/- 6031 )",357694,"(+/- 7256 )"
Housing,"Housing Occupancy","Occupied housing units",273698,"(+/- 5792 )",309633,"(+/- 5090 )",248829,"(+/- 5548 )",329367,"(+/- 6791 )",300867,"(+/- 5578 )",333370,"(+/- 6274 )",258353,"(+/- 6635 )",293215,"(+/- 5651 )",323109,"(+/- 6564 )"
Housing,"Housing Occupancy","Vacant housing units",77517,"(+/- 4195 )",44756,"(+/- 4506 )",31510,"(+/- 3151 )",84249,"(+/- 4997 )",35883,"(+/- 4013 )",37796,"(+/- 3857 )",25905,"(+/- 2931 )",33406,"(+/- 3883 )",34585,"(+/- 4258 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.9,"(+/- 0.6 )",1.9,"(+/- 0.6 )",1.3,"(+/- 0.5 )",1.4,"(+/- 0.5 )",0.7,"(+/- 0.3 )",1.1,"(+/- 0.4 )",1.4,"(+/- 0.7 )",1.6,"(+/- 0.7 )",2.8,"(+/- 1.0 )"
Housing,"Housing Occupancy","Rental vacancy rate",8.3,"(+/- 1.9 )",6.5,"(+/- 1.5 )",6.4,"(+/- 1.4 )",3.1,"(+/- 1.2 )",4.3,"(+/- 1.4 )",4.3,"(+/- 1.4 )",3.1,"(+/- 1.1 )",8.7,"(+/- 2.3 )",4.9,"(+/- 1.1 )"
Housing,"Housing Tenure","Occupied housing units",273698,"(+/- 5792 )",309633,"(+/- 5090 )",248829,"(+/- 5548 )",329367,"(+/- 6791 )",300867,"(+/- 5578 )",333370,"(+/- 6274 )",258353,"(+/- 6635 )",293215,"(+/- 5651 )",323109,"(+/- 6564 )"
Housing,"Housing Tenure",Owner-occupied,197294,"(+/- 4591 )",193415,"(+/- 4771 )",157274,"(+/- 5338 )",249233,"(+/- 6278 )",226773,"(+/- 5505 )",218553,"(+/- 5112 )",123497,"(+/- 4641 )",221418,"(+/- 5670 )",155213,"(+/- 4428 )"
Housing,"Housing Tenure",Renter-occupied,76404,"(+/- 4265 )",116218,"(+/- 4479 )",91555,"(+/- 4528 )",80134,"(+/- 5281 )",74094,"(+/- 4766 )",114817,"(+/- 5668 )",134856,"(+/- 5324 )",71797,"(+/- 3771 )",167896,"(+/- 6537 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.76,"(+/- 0.06 )",2.38,"(+/- 0.04 )",3.14,"(+/- 0.09 )",2.41,"(+/- 0.05 )",2.88,"(+/- 0.05 )",2.47,"(+/- 0.04 )",3.52,"(+/- 0.09 )",2.69,"(+/- 0.06 )",2.57,"(+/- 0.06 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.65,"(+/- 0.09 )",2.17,"(+/- 0.08 )",3.06,"(+/- 0.12 )",2.45,"(+/- 0.12 )",2.62,"(+/- 0.11 )",2.36,"(+/- 0.09 )",3.02,"(+/- 0.10 )",2.66,"(+/- 0.10 )",2.40,"(+/- 0.07 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",273698,"(+/- 5792 )",309633,"(+/- 5090 )",248829,"(+/- 5548 )",329367,"(+/- 6791 )",300867,"(+/- 5578 )",333370,"(+/- 6274 )",258353,"(+/- 6635 )",293215,"(+/- 5651 )",323109,"(+/- 6564 )"
Housing,"Year Householder Moved into Unit","Moved in 2017 or later",72884,"(+/- 4028 )",107878,"(+/- 5246 )",78702,"(+/- 4443 )",101911,"(+/- 6790 )",94120,"(+/- 4342 )",109362,"(+/- 5506 )",98276,"(+/- 5423 )",91136,"(+/- 4696 )",135325,"(+/- 5877 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 to 2016",36674,"(+/- 2951 )",41058,"(+/- 3300 )",28583,"(+/- 2954 )",47285,"(+/- 3596 )",47029,"(+/- 3318 )",47322,"(+/- 3556 )",38432,"(+/- 3558 )",40503,"(+/- 3328 )",45502,"(+/- 4151 )"
Housing,"Year Householder Moved into Unit","Moved in 2014 to 2014",48365,"(+/- 3564 )",46151,"(+/- 2677 )",46095,"(+/- 4186 )",60904,"(+/- 4557 )",57259,"(+/- 3444 )",59742,"(+/- 4419 )",49075,"(+/- 4268 )",59611,"(+/- 3776 )",46223,"(+/- 3855 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",61925,"(+/- 3387 )",59599,"(+/- 3536 )",48117,"(+/- 3130 )",79327,"(+/- 3918 )",67474,"(+/- 3753 )",57237,"(+/- 3720 )",36425,"(+/- 3112 )",67004,"(+/- 3714 )",45881,"(+/- 3598 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",28471,"(+/- 2515 )",30834,"(+/- 2641 )",24183,"(+/- 2241 )",27674,"(+/- 2780 )",26370,"(+/- 1984 )",38827,"(+/- 3108 )",17963,"(+/- 2325 )",24362,"(+/- 2339 )",27987,"(+/- 2619 )"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier",25379,"(+/- 2122 )",24113,"(+/- 2251 )",23149,"(+/- 1966 )",12266,"(+/- 1968 )",8615,"(+/- 1343 )",20880,"(+/- 2199 )",18182,"(+/- 2203 )",10599,"(+/- 1519 )",22191,"(+/- 2001 )"
Housing,Value,"Owner-occupied units",197294,"(+/- 4591 )",193415,"(+/- 4771 )",157274,"(+/- 5338 )",249233,"(+/- 6278 )",226773,"(+/- 5505 )",218553,"(+/- 5112 )",123497,"(+/- 4641 )",221418,"(+/- 5670 )",155213,"(+/- 4428 )"
Housing,Value,"Less than $50,000",25586,"(+/- 2034 )",14848,"(+/- 1878 )",14198,"(+/- 2018 )",24862,"(+/- 3089 )",14413,"(+/- 1757 )",6712,"(+/- 1121 )",7993,"(+/- 1349 )",8433,"(+/- 1210 )",5588,"(+/- 1184 )"
Housing,Value,"$50,000 to $99,999",23720,"(+/- 2316 )",14228,"(+/- 1915 )",17528,"(+/- 1879 )",20507,"(+/- 2239 )",5793,"(+/- 1160 )",4406,"(+/- 989 )",5234,"(+/- 1045 )",3117,"(+/- 811 )",2717,"(+/- 842 )"
Housing,Value,"$100,000 to $149,999",17671,"(+/- 2347 )",22132,"(+/- 2506 )",25145,"(+/- 2657 )",25061,"(+/- 2575 )",5989,"(+/- 967 )",5250,"(+/- 1353 )",12984,"(+/- 1792 )",11003,"(+/- 1488 )",6608,"(+/- 1208 )"
Housing,Value,"$150,000 to $199,999",28824,"(+/- 2763 )",39055,"(+/- 2800 )",30179,"(+/- 2895 )",30650,"(+/- 3323 )",15262,"(+/- 1809 )",14918,"(+/- 1935 )",30783,"(+/- 2561 )",21774,"(+/- 2376 )",9954,"(+/- 1251 )"
Housing,Value,"$200,000 to $299,999",45204,"(+/- 3199 )",53860,"(+/- 3130 )",49731,"(+/- 3423 )",74514,"(+/- 4662 )",57583,"(+/- 3680 )",46602,"(+/- 3689 )",43201,"(+/- 2625 )",80835,"(+/- 4301 )",48444,"(+/- 3537 )"
Housing,Value,"$300,000 to $499,999",40655,"(+/- 3059 )",33568,"(+/- 2082 )",16640,"(+/- 1990 )",54729,"(+/- 4053 )",94472,"(+/- 3965 )",64457,"(+/- 3421 )",18450,"(+/- 2548 )",75511,"(+/- 3263 )",56966,"(+/- 3243 )"
Housing,Value,"$500,000 to $999,999",13628,"(+/- 1796 )",12174,"(+/- 1618 )",2981,"(+/- 757 )",16333,"(+/- 1853 )",29884,"(+/- 2025 )",58817,"(+/- 3346 )",4100,"(+/- 1024 )",17917,"(+/- 1886 )",19872,"(+/- 1865 )"
Housing,Value,"$1,000,000 or more",2006,"(+/- 709 )",3550,"(+/- 957 )",872,"(+/- 468 )",2577,"(+/- 1003 )",3377,"(+/- 891 )",17391,"(+/- 1905 )",752,"(+/- 383 )",2828,"(+/- 905 )",5064,"(+/- 1058 )"
Housing,Value,"Median (dollars)",205700,"(+/- 7154 )",210000,"(+/- 5140 )",183200,"(+/- 6777 )",228200,"(+/- 5657 )",324400,"(+/- 4975 )",387000,"(+/- 9667 )",208300,"(+/- 4571 )",282000,"(+/- 3795 )",310800,"(+/- 6742 )"
Housing,"Mortgage Status","Owner-occupied units",197294,"(+/- 4591 )",193415,"(+/- 4771 )",157274,"(+/- 5338 )",249233,"(+/- 6278 )",226773,"(+/- 5505 )",218553,"(+/- 5112 )",123497,"(+/- 4641 )",221418,"(+/- 5670 )",155213,"(+/- 4428 )"
Housing,"Mortgage Status","Housing units with a mortgage",99204,"(+/- 4247 )",114799,"(+/- 4537 )",103579,"(+/- 4975 )",140576,"(+/- 5793 )",153762,"(+/- 4634 )",141349,"(+/- 4777 )",79681,"(+/- 4348 )",149144,"(+/- 5140 )",104982,"(+/- 3929 )"
Housing,"Mortgage Status","Housing units without a mortgage",98090,"(+/- 3623 )",78616,"(+/- 3745 )",53695,"(+/- 2958 )",108657,"(+/- 5336 )",73011,"(+/- 3931 )",77204,"(+/- 3773 )",43816,"(+/- 2832 )",72274,"(+/- 3814 )",50231,"(+/- 3568 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",99204,"(+/- 4247 )",114799,"(+/- 4537 )",103579,"(+/- 4975 )",140576,"(+/- 5793 )",153762,"(+/- 4634 )",141349,"(+/- 4777 )",79681,"(+/- 4348 )",149144,"(+/- 5140 )",104982,"(+/- 3929 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",2510,"(+/- 844 )",2001,"(+/- 781 )",1533,"(+/- 506 )",3462,"(+/- 1055 )",1121,"(+/- 471 )",972,"(+/- 448 )",1263,"(+/- 618 )",2054,"(+/- 648 )",1058,"(+/- 470 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",21481,"(+/- 2772 )",24743,"(+/- 2156 )",34080,"(+/- 3427 )",32816,"(+/- 3295 )",15719,"(+/- 1839 )",14941,"(+/- 1989 )",18568,"(+/- 2212 )",23558,"(+/- 2376 )",15219,"(+/- 1799 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",33686,"(+/- 3045 )",43275,"(+/- 3241 )",40093,"(+/- 2697 )",53023,"(+/- 3931 )",38741,"(+/- 2668 )",34941,"(+/- 3177 )",35224,"(+/- 3567 )",46395,"(+/- 3635 )",31184,"(+/- 2795 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",23506,"(+/- 2370 )",24765,"(+/- 2261 )",18338,"(+/- 2438 )",30943,"(+/- 3048 )",43375,"(+/- 3034 )",31061,"(+/- 2424 )",16028,"(+/- 1993 )",39127,"(+/- 2943 )",26851,"(+/- 2443 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",9446,"(+/- 1616 )",10060,"(+/- 1437 )",6769,"(+/- 1588 )",10846,"(+/- 1832 )",29005,"(+/- 2335 )",20516,"(+/- 2151 )",5584,"(+/- 1210 )",21056,"(+/- 2411 )",14906,"(+/- 2293 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",4397,"(+/- 909 )",5950,"(+/- 1335 )",2132,"(+/- 694 )",6150,"(+/- 1277 )",15103,"(+/- 1714 )",15779,"(+/- 2043 )",1912,"(+/- 808 )",9344,"(+/- 1394 )",6799,"(+/- 1099 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",4178,"(+/- 1189 )",4005,"(+/- 882 )",634,"(+/- 351 )",3336,"(+/- 817 )",10698,"(+/- 1549 )",23139,"(+/- 2251 )",1102,"(+/- 513 )",7610,"(+/- 1519 )",8965,"(+/- 1582 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1358,"(+/- 48 )",1351,"(+/- 27 )",1183,"(+/- 33 )",1321,"(+/- 32 )",1736,"(+/- 28 )",1803,"(+/- 45 )",1271,"(+/- 34 )",1530,"(+/- 29 )",1581,"(+/- 34 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",98090,"(+/- 3623 )",78616,"(+/- 3745 )",53695,"(+/- 2958 )",108657,"(+/- 5336 )",73011,"(+/- 3931 )",77204,"(+/- 3773 )",43816,"(+/- 2832 )",72274,"(+/- 3814 )",50231,"(+/- 3568 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",32073,"(+/- 2267 )",10257,"(+/- 1514 )",10924,"(+/- 1492 )",25977,"(+/- 2864 )",8424,"(+/- 1279 )",4844,"(+/- 1152 )",7422,"(+/- 1993 )",6515,"(+/- 1040 )",5594,"(+/- 1376 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",26423,"(+/- 2359 )",24020,"(+/- 2102 )",18744,"(+/- 1874 )",38531,"(+/- 3496 )",17421,"(+/- 1665 )",16265,"(+/- 1853 )",15473,"(+/- 1973 )",22248,"(+/- 2078 )",13717,"(+/- 2029 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",25909,"(+/- 2304 )",26214,"(+/- 2801 )",14541,"(+/- 1821 )",27199,"(+/- 2379 )",24663,"(+/- 2207 )",22200,"(+/- 2269 )",13811,"(+/- 1816 )",27749,"(+/- 2564 )",16157,"(+/- 1984 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",9065,"(+/- 1583 )",10743,"(+/- 1381 )",6040,"(+/- 1125 )",11073,"(+/- 1739 )",14370,"(+/- 1849 )",15480,"(+/- 1729 )",4835,"(+/- 890 )",10122,"(+/- 1634 )",7063,"(+/- 1176 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",2952,"(+/- 778 )",3969,"(+/- 799 )",2305,"(+/- 874 )",2863,"(+/- 779 )",5189,"(+/- 1037 )",8236,"(+/- 1586 )",1411,"(+/- 562 )",3153,"(+/- 792 )",3313,"(+/- 862 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",1668,"(+/- 651 )",3413,"(+/- 650 )",1141,"(+/- 504 )",3014,"(+/- 964 )",2944,"(+/- 780 )",10179,"(+/- 1750 )",864,"(+/- 364 )",2487,"(+/- 836 )",4387,"(+/- 868 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",352,"(+/- 12 )",430,"(+/- 10 )",374,"(+/- 16 )",353,"(+/- 12 )",481,"(+/- 13 )",558,"(+/- 21 )",391,"(+/- 18 )",445,"(+/- 9 )",467,"(+/- 19 )"
Housing,"Gross Rent","Occupied units paying rent",68099,"(+/- 4207 )",111018,"(+/- 4228 )",84835,"(+/- 4381 )",71247,"(+/- 4781 )",71389,"(+/- 4760 )",110418,"(+/- 5429 )",131813,"(+/- 5244 )",69696,"(+/- 3755 )",164454,"(+/- 6429 )"
Housing,"Gross Rent","Less than $500",11355,"(+/- 1657 )",7964,"(+/- 1771 )",9907,"(+/- 1590 )",7404,"(+/- 1750 )",460,"(+/- 402 )",2171,"(+/- 1107 )",10308,"(+/- 1608 )",1559,"(+/- 569 )",4476,"(+/- 1169 )"
Housing,"Gross Rent","$500 to $999",24543,"(+/- 2783 )",59055,"(+/- 3222 )",35863,"(+/- 3195 )",30543,"(+/- 3487 )",14750,"(+/- 2026 )",23065,"(+/- 3076 )",56796,"(+/- 3741 )",13182,"(+/- 1828 )",49584,"(+/- 4343 )"
Housing,"Gross Rent","$1,000 to $1,499",19460,"(+/- 2139 )",32642,"(+/- 2744 )",28299,"(+/- 3003 )",23283,"(+/- 3136 )",29807,"(+/- 2836 )",51913,"(+/- 3711 )",50670,"(+/- 4095 )",28006,"(+/- 3141 )",75673,"(+/- 4947 )"
Housing,"Gross Rent","$1,500 to $1,999",9652,"(+/- 1758 )",8232,"(+/- 1700 )",9981,"(+/- 1626 )",8057,"(+/- 1847 )",19012,"(+/- 2681 )",23038,"(+/- 2736 )",11885,"(+/- 1744 )",18270,"(+/- 2547 )",27412,"(+/- 2902 )"
Housing,"Gross Rent","$2,000 to $2,499",2059,"(+/- 859 )",901,"(+/- 354 )",467,"(+/- 269 )",1110,"(+/- 549 )",5459,"(+/- 1262 )",5950,"(+/- 1365 )",1912,"(+/- 905 )",4511,"(+/- 1323 )",5196,"(+/- 1368 )"
Housing,"Gross Rent","$2,500 to $2,999",867,"(+/- 520 )",926,"(+/- 716 )",24,"(+/- 40 )",70,"(+/- 115 )",744,"(+/- 580 )",1858,"(+/- 737 )",159,"(+/- 137 )",2012,"(+/- 977 )",257,"(+/- 209 )"
Housing,"Gross Rent","$3,000 or more",163,"(+/- 131 )",1298,"(+/- 488 )",294,"(+/- 464 )",780,"(+/- 469 )",1157,"(+/- 551 )",2423,"(+/- 925 )",83,"(+/- 101 )",2156,"(+/- 711 )",1856,"(+/- 759 )"
