cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE"
Housing,"Gross Rent","Less than $500",13412,"(+/- 2068 )",23886,"(+/- 2243 )",12153,"(+/- 1988 )",9567,"(+/- 1773 )"
Housing,"Gross Rent","$500 to $999",39308,"(+/- 3674 )",49780,"(+/- 3523 )",37260,"(+/- 3227 )",51007,"(+/- 4898 )"
Housing,"Gross Rent","$1,000 to $1,499",17328,"(+/- 2239 )",12921,"(+/- 2450 )",13110,"(+/- 2110 )",19525,"(+/- 2864 )"
Housing,"Gross Rent","$1,500 to $1,999",2695,"(+/- 946 )",591,"(+/- 360 )",3083,"(+/- 1136 )",2592,"(+/- 958 )"
Housing,"Gross Rent","$2,000 to $2,499",305,"(+/- 216 )",175,"(+/- 188 )",225,"(+/- 258 )",869,"(+/- 503 )"
Housing,"Gross Rent","$2,500 to $2,999",127,"(+/- 215 )",0,"(+/- 226 )",87,"(+/- 98 )",312,"(+/- 420 )"
Housing,"Gross Rent","$3,000 or more",0,"(+/- 226 )",0,"(+/- 226 )",156,"(+/- 256 )",110,"(+/- 183 )"
Housing,"Gross Rent","Median (dollars)",795,"(+/- 29 )",695,"(+/- 26 )",776,"(+/- 21 )",850,"(+/- 26 )"
Housing,"Gross Rent","No rent paid",8897,"(+/- 1720 )",16014,"(+/- 2037 )",14015,"(+/- 2224 )",10068,"(+/- 2122 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Total households",278795,"(+/- 5061 )",251496,"(+/- 5420 )",280709,"(+/- 5877 )",289229,"(+/- 5813 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Less than $10,000",18478,"(+/- 2476 )",33385,"(+/- 3264 )",27374,"(+/- 2997 )",22835,"(+/- 2786 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$10,000 to $14,999",16857,"(+/- 2681 )",17949,"(+/- 2512 )",21040,"(+/- 3057 )",16349,"(+/- 2233 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$15,000 to $24,999",32758,"(+/- 2810 )",38738,"(+/- 4053 )",30502,"(+/- 3182 )",35949,"(+/- 3691 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$25,000 to $34,999",29965,"(+/- 2562 )",28680,"(+/- 2997 )",26482,"(+/- 2946 )",37848,"(+/- 3489 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$35,000 to $49,999",40639,"(+/- 3063 )",37205,"(+/- 3141 )",35226,"(+/- 3525 )",37998,"(+/- 3911 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$50,000 to $74,999",49375,"(+/- 3656 )",40463,"(+/- 3801 )",48992,"(+/- 4265 )",52688,"(+/- 4549 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$75,000 to $99,999",37278,"(+/- 3455 )",22784,"(+/- 2365 )",33181,"(+/- 3145 )",29582,"(+/- 2760 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$100,000 to $149,999",31975,"(+/- 2866 )",19976,"(+/- 2326 )",33403,"(+/- 2939 )",34523,"(+/- 3266 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$150,000 to $199,000",12447,"(+/- 1863 )",6531,"(+/- 1233 )",12860,"(+/- 2228 )",12333,"(+/- 1815 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$200,000 or more",9023,"(+/- 1606 )",5785,"(+/- 1354 )",11649,"(+/- 1567 )",9124,"(+/- 1644 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Median household income (dollars)",50243,"(+/- 2000 )",37372,"(+/- 1589 )",49863,"(+/- 1970 )",47340,"(+/- 1904 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Mean household income (dollars)",68794,"(+/- 2357 )",54809,"(+/- 2443 )",69327,"(+/- 2632 )",66313,"(+/- 2818 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",756768,"(+/- 4638 )",673442,"(+/- 8031 )",720203,"(+/- 8071 )",754196,"(+/- 3268 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",670547,"(+/- 8988 )",577260,"(+/- 9178 )",632362,"(+/- 9299 )",647568,"(+/- 9800 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",488597,"(+/- 12335 )",315853,"(+/- 10556 )",453549,"(+/- 12377 )",447351,"(+/- 14489 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",261900,"(+/- 10102 )",323590,"(+/- 9266 )",261923,"(+/- 10344 )",297669,"(+/- 9896 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",86221,"(+/- 7412 )",96182,"(+/- 5834 )",87841,"(+/- 7143 )",106628,"(+/- 9715 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",190194,"(+/- 2898 )",182151,"(+/- 3847 )",179461,"(+/- 4798 )",192835,"(+/- 3541 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",10635,"(+/- 1867 )",9169,"(+/- 2122 )",12167,"(+/- 2848 )",13742,"(+/- 3510 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",10.2,"(+/- 1.2 )",20.5,"(+/- 1.9 )",13.9,"(+/- 1.7 )",15.3,"(+/- 1.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",15.5,"(+/- 2.2 )",34.3,"(+/- 3.3 )",21.8,"(+/- 3.2 )",24.8,"(+/- 2.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",15.5,"(+/- 4.9 )",34.9,"(+/- 7.7 )",26.2,"(+/- 8.6 )",15.6,"(+/- 5.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",4.8,"(+/- 0.8 )",6.8,"(+/- 1.5 )",5.2,"(+/- 1.0 )",6.3,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",6.1,"(+/- 1.4 )",10.0,"(+/- 3.4 )",7.0,"(+/- 1.9 )",9.9,"(+/- 2.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",7.6,"(+/- 4.4 )",15.4,"(+/- 9.0 )",5.9,"(+/- 5.3 )",5.1,"(+/- 4.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",28.9,"(+/- 3.9 )",39.6,"(+/- 3.4 )",37.6,"(+/- 5.7 )",39.3,"(+/- 5.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",37.7,"(+/- 5.8 )",53.2,"(+/- 4.5 )",44.0,"(+/- 7.7 )",48.7,"(+/- 6.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",38.1,"(+/- 13.3 )",52.8,"(+/- 12.9 )",57.9,"(+/- 18.4 )",39.0,"(+/- 14.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",14.9,"(+/- 1.1 )",25.9,"(+/- 1.5 )",18.9,"(+/- 1.7 )",19.4,"(+/- 1.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",18.9,"(+/- 2.4 )",40.1,"(+/- 3.5 )",25.2,"(+/- 3.9 )",28.8,"(+/- 3.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",18.7,"(+/- 2.4 )",39.9,"(+/- 3.6 )",25.1,"(+/- 3.9 )",28.4,"(+/- 3.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",21.8,"(+/- 4.0 )",47.0,"(+/- 5.2 )",30.9,"(+/- 6.5 )",23.7,"(+/- 4.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",17.7,"(+/- 2.6 )",37.5,"(+/- 3.7 )",23.1,"(+/- 3.9 )",30.0,"(+/- 3.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",13.7,"(+/- 1.0 )",21.2,"(+/- 1.2 )",16.9,"(+/- 1.4 )",16.6,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",12.3,"(+/- 1.6 )",18.0,"(+/- 2.1 )",13.4,"(+/- 1.6 )",9.7,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",11.7,"(+/- 1.3 )",23.4,"(+/- 1.8 )",15.2,"(+/- 1.9 )",17.6,"(+/- 1.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",31.0,"(+/- 2.3 )",37.2,"(+/- 2.6 )",34.2,"(+/- 3.2 )",28.1,"(+/- 2.1 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",196245,"(+/- 4982 )",181139,"(+/- 5638 )",183606,"(+/- 6766 )",193568,"(+/- 5946 )"
Education,"School Enrollment","Nursery school, preschool",12812,"(+/- 2190 )",13735,"(+/- 2155 )",14340,"(+/- 2493 )",11517,"(+/- 2185 )"
Education,"School Enrollment",Kindergarten,8839,"(+/- 1966 )",10813,"(+/- 1986 )",9663,"(+/- 2010 )",9309,"(+/- 2030 )"
Education,"School Enrollment","Elementary school (grades 1-8)",81084,"(+/- 2915 )",81236,"(+/- 3488 )",75867,"(+/- 4187 )",85396,"(+/- 3058 )"
Education,"School Enrollment","High school (grades 9-12)",42979,"(+/- 2911 )",34511,"(+/- 2840 )",36356,"(+/- 3473 )",41840,"(+/- 3147 )"
Education,"School Enrollment","College or graduate school",50531,"(+/- 3729 )",40844,"(+/- 3980 )",47380,"(+/- 4291 )",45506,"(+/- 3951 )"
Education,"Educational Attainment","Population 25 years and over",510727,"(+/- 4186 )",453070,"(+/- 7243 )",493902,"(+/- 6497 )",521965,"(+/- 3939 )"
Education,"Educational Attainment","Less than 9th grade",23868,"(+/- 3073 )",25318,"(+/- 2584 )",22289,"(+/- 2347 )",19902,"(+/- 2456 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",53504,"(+/- 3939 )",54532,"(+/- 4182 )",48944,"(+/- 4062 )",42560,"(+/- 3949 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",160298,"(+/- 6611 )",143574,"(+/- 6155 )",134250,"(+/- 7231 )",160487,"(+/- 7934 )"
Education,"Educational Attainment","Some college, no degree",110904,"(+/- 7029 )",103192,"(+/- 5871 )",103586,"(+/- 6354 )",123257,"(+/- 7194 )"
Education,"Educational Attainment","Associate's degree",52530,"(+/- 4473 )",40340,"(+/- 3283 )",53820,"(+/- 3883 )",60758,"(+/- 5000 )"
Education,"Educational Attainment","Bachelor's degree",66016,"(+/- 3962 )",52592,"(+/- 3776 )",78887,"(+/- 5326 )",73217,"(+/- 5337 )"
Education,"Educational Attainment","Graduate or professional degree",43607,"(+/- 3847 )",33522,"(+/- 3711 )",52126,"(+/- 4238 )",41784,"(+/- 4214 )"
Education,"Educational Attainment","Percent high school graduate or higher",84.9,"(+/- 0.9 )",82.4,"(+/- 0.9 )",85.6,"(+/- 0.9 )",88.0,"(+/- 0.8 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",21.5,"(+/- 1.2 )",19.0,"(+/- 1.1 )",26.5,"(+/- 1.4 )",22.0,"(+/- 1.2 )"

"Source: 2019 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",241840,G,187875,G,271158,G,233110,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",921,G,810,G,2035,G,725,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",533,H,193,G,1573,G,1184,G
Business,"Paid employees for pay period including March 12",Utilities,1422,G,2990,J,1707,G,3269,H
Business,"Paid employees for pay period including March 12",Construction,8385,G,7929,G,15321,G,13471,G
Business,"Paid employees for pay period including March 12",Manufacturing,54992,G,31233,G,28889,H,33787,G
Business,"Paid employees for pay period including March 12","Wholesale trade",11005,G,7327,G,13170,G,5398,G
Business,"Paid employees for pay period including March 12","Retail trade",36335,G,26534,G,37094,G,37188,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",16854,G,9442,G,11469,G,5582,G
Business,"Paid employees for pay period including March 12",Information,2727,G,2662,H,5603,G,2437,H
Business,"Paid employees for pay period including March 12","Finance and insurance",6452,H,5162,H,12754,H,7148,H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",2063,G,1835,G,3577,G,2487,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",5592,G,4745,G,11105,G,8647,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",1413,H,1852,H,2415,G,2142,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",14902,G,8769,G,12521,G,10432,G
Business,"Paid employees for pay period including March 12","Educational services",2673,G,5379,G,5664,G,2801,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",35942,G,36693,G,57970,G,42247,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",1985,G,1518,G,2281,G,2650,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",27985,G,25059,G,34473,G,42236,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",9604,G,7716,G,11512,G,9256,G
Business,"Paid employees for pay period including March 12","Industries not classified",55,J,27,J,25,J,23,J
Business,"Annual payroll ($1,000)","Total for all sectors",8954486,G,7085058,G,11526034,G,9391656,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",43489,G,36688,G,103459,G,41159,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",34435,J,10329,G,161426,H,72607,G
Business,"Annual payroll ($1,000)",Utilities,92833,G,326384,J,143525,H,277710,H
Business,"Annual payroll ($1,000)",Construction,389530,G,377725,G,849897,G,678533,G
Business,"Annual payroll ($1,000)",Manufacturing,2496378,G,1469979,G,1346479,H,1963722,H
Business,"Annual payroll ($1,000)","Wholesale trade",553240,G,381464,G,771433,G,286280,G
Business,"Annual payroll ($1,000)","Retail trade",911615,G,661072,G,979928,G,940911,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",739666,G,429281,G,568512,G,255892,G
Business,"Annual payroll ($1,000)",Information,121750,H,126986,H,272143,G,105589,G
Business,"Annual payroll ($1,000)","Finance and insurance",372849,G,270478,G,876259,G,389024,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",71257,G,56573,G,171599,G,92858,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",289877,G,246849,G,649601,G,404538,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",104950,H,119668,H,190786,G,151261,G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",409904,G,251905,G,299963,G,323731,G
Business,"Annual payroll ($1,000)","Educational services",57503,G,131526,G,155253,G,77503,H
Business,"Annual payroll ($1,000)","Health care and social assistance",1565569,G,1484834,G,3027490,G,2237576,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",38846,H,33141,G,42501,H,44981,G
Business,"Annual payroll ($1,000)","Accommodation and food services",409035,G,462255,H,583195,G,812965,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",251011,G,207315,G,331987,G,234462,G
Business,"Annual payroll ($1,000)","Industries not classified",749,G,606,G,598,G,354,H
Business,"Total Establishments","Total for all sectors",14732,X,12410,X,17319,X,14272,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",125,X,147,X,248,X,122,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",21,X,29,X,131,X,113,X
Business,"Total Establishments",Utilities,127,X,154,X,151,X,150,X
Business,"Total Establishments",Construction,954,X,716,X,1200,X,987,X
Business,"Total Establishments",Manufacturing,757,X,397,X,487,X,431,X
Business,"Total Establishments","Wholesale trade",657,X,570,X,802,X,539,X
Business,"Total Establishments","Retail trade",3029,X,2470,X,3040,X,2781,X
Business,"Total Establishments","Transportation and warehousing",693,X,484,X,573,X,447,X
Business,"Total Establishments",Information,238,X,238,X,304,X,233,X
Business,"Total Establishments","Finance and insurance",1110,X,923,X,1463,X,1050,X
Business,"Total Establishments","Real estate and rental and leasing",516,X,547,X,741,X,626,X
Business,"Total Establishments","Professional, scientific, and technical services",930,X,806,X,1638,X,1207,X
Business,"Total Establishments","Management of companies and enterprises",54,X,59,X,126,X,74,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",579,X,449,X,715,X,566,X
Business,"Total Establishments","Educational services",136,X,136,X,177,X,126,X
Business,"Total Establishments","Health care and social assistance",1549,X,1497,X,1850,X,1598,X
Business,"Total Establishments","Arts, entertainment, and recreation",179,X,152,X,188,X,173,X
Business,"Total Establishments","Accommodation and food services",1460,X,1191,X,1550,X,1542,X
Business,"Total Establishments","Other services (except public administration)",1582,X,1424,X,1902,X,1489,X
Business,"Total Establishments","Industries not classified",36,X,21,X,33,X,18,X

"Source: 2019 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
