cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE"
People,"Hispanic or Latino and Race","Other Hispanic or Latino",18841,"(+/- 3276 )",16995,"(+/- 2965 )",28799,"(+/- 4665 )",26971,"(+/- 5021 )",22269,"(+/- 4480 )",26962,"(+/- 5541 )",73776,"(+/- 7688 )",26777,"(+/- 6329 )",133593,"(+/- 12300 )",103011,"(+/- 12650 )",23254,"(+/- 3724 )",33578,"(+/- 4507 )",28220,"(+/- 4203 )",83421,"(+/- 9737 )",54226,"(+/- 7133 )",34187,"(+/- 6349 )",31065,"(+/- 5990 )",55205,"(+/- 8628 )",52766,"(+/- 7424 )",112942,"(+/- 12003 )",100831,"(+/- 11063 )",96703,"(+/- 9911 )",178914,"(+/- 11382 )",172053,"(+/- 12776 )",207137,"(+/- 14627 )",183321,"(+/- 14952 )",214473,"(+/- 13348 )"
People,"Hispanic or Latino and Race","Not Hispanic or Latino",743227,"(+/- 1594 )",673516,"(+/- 8391 )",672505,"(+/- 5943 )",763285,"(+/- 14654 )",670535,"(+/- 15327 )",684764,"(+/- 8949 )",596979,"(+/- 12700 )",687924,"(+/- 3147 )",521559,"(+/- 16966 )",579999,"(+/- 15293 )",716797,"(+/- 12277 )",697395,"(+/- 9351 )",652448,"(+/- 8815 )",558192,"(+/- 14490 )",610638,"(+/- 18724 )",719269,"(+/- 14667 )",669434,"(+/- 11379 )",656134,"(+/- 10019 )",662454,"(+/- 9122 )",587682,"(+/- 14856 )",586670,"(+/- 11080 )",584445,"(+/- 11920 )",456934,"(+/- 13421 )",435047,"(+/- 15199 )",191427,"(+/- 8737 )",215660,"(+/- 13102 )",219189,"(+/- 10172 )"
People,"Place of Birth","Total population",798305,"(+/- 1594 )",720777,"(+/- 9195 )",758939,"(+/- 6802 )",836235,"(+/- 15700 )",742643,"(+/- 16104 )",790455,"(+/- 9332 )",814980,"(+/- 19094 )",780036,"(+/- 5489 )",931872,"(+/- 21323 )",811634,"(+/- 19731 )",813112,"(+/- 12773 )",811308,"(+/- 9679 )",731658,"(+/- 8994 )",831508,"(+/- 17116 )",801294,"(+/- 19880 )",873875,"(+/- 14734 )",804754,"(+/- 13912 )",795742,"(+/- 10675 )",833013,"(+/- 12133 )",802463,"(+/- 16017 )",786566,"(+/- 14424 )",760953,"(+/- 12049 )",762858,"(+/- 8912 )",754731,"(+/- 20042 )",796422,"(+/- 19963 )",780951,"(+/- 18280 )",750653,"(+/- 17949 )"
People,"Place of Birth",Native,750631,"(+/- 4866 )",680870,"(+/- 10359 )",698465,"(+/- 8584 )",747821,"(+/- 15945 )",684859,"(+/- 15928 )",722997,"(+/- 10510 )",694443,"(+/- 18282 )",708289,"(+/- 7589 )",766460,"(+/- 22964 )",609055,"(+/- 16341 )",754873,"(+/- 13681 )",724045,"(+/- 10033 )",645925,"(+/- 11299 )",652479,"(+/- 17703 )",686379,"(+/- 19421 )",760666,"(+/- 16570 )",716311,"(+/- 14568 )",669394,"(+/- 13027 )",687724,"(+/- 11713 )",513651,"(+/- 15781 )",554619,"(+/- 13546 )",541010,"(+/- 12666 )",475635,"(+/- 12674 )",423599,"(+/- 16439 )",339547,"(+/- 14170 )",404122,"(+/- 13755 )",337440,"(+/- 13654 )"
People,"Place of Birth","Born in United States",731524,"(+/- 5241 )",666751,"(+/- 10288 )",675340,"(+/- 8247 )",726149,"(+/- 15010 )",666021,"(+/- 15208 )",693493,"(+/- 11248 )",624695,"(+/- 16733 )",680273,"(+/- 8942 )",624161,"(+/- 19965 )",545417,"(+/- 14931 )",733357,"(+/- 13037 )",699954,"(+/- 10859 )",627286,"(+/- 10727 )",608518,"(+/- 16208 )",645462,"(+/- 19105 )",739699,"(+/- 16513 )",694564,"(+/- 14314 )",653569,"(+/- 13101 )",661547,"(+/- 11843 )",490806,"(+/- 15595 )",537435,"(+/- 13303 )",523301,"(+/- 12373 )",445075,"(+/- 12770 )",398266,"(+/- 14919 )",322754,"(+/- 13765 )",380151,"(+/- 13207 )",316432,"(+/- 13549 )"
People,"Place of Birth","State of residence",328596,"(+/- 9591 )",373231,"(+/- 10910 )",377341,"(+/- 8785 )",338033,"(+/- 13686 )",438597,"(+/- 14380 )",276868,"(+/- 10621 )",303262,"(+/- 15302 )",246315,"(+/- 10422 )",274859,"(+/- 14753 )",288863,"(+/- 11885 )",244702,"(+/- 11878 )",273041,"(+/- 10793 )",250320,"(+/- 10169 )",324516,"(+/- 12560 )",316155,"(+/- 13423 )",276498,"(+/- 12195 )",266397,"(+/- 10702 )",268351,"(+/- 10286 )",196969,"(+/- 9407 )",340872,"(+/- 12525 )",210202,"(+/- 12494 )",213892,"(+/- 10334 )",255255,"(+/- 12038 )",312930,"(+/- 13139 )",204559,"(+/- 9411 )",275476,"(+/- 12789 )",212523,"(+/- 12261 )"
People,"Place of Birth","Different state",402928,"(+/- 8854 )",293520,"(+/- 9778 )",297999,"(+/- 10090 )",388116,"(+/- 12116 )",227424,"(+/- 10208 )",416625,"(+/- 8440 )",321433,"(+/- 9495 )",433958,"(+/- 9505 )",349302,"(+/- 16087 )",256554,"(+/- 10885 )",488655,"(+/- 11190 )",426913,"(+/- 10308 )",376966,"(+/- 8963 )",284002,"(+/- 9384 )",329307,"(+/- 13758 )",463201,"(+/- 11099 )",428167,"(+/- 11697 )",385218,"(+/- 10118 )",464578,"(+/- 9978 )",149934,"(+/- 9358 )",327233,"(+/- 7674 )",309409,"(+/- 8665 )",189820,"(+/- 8040 )",85336,"(+/- 6212 )",118195,"(+/- 8243 )",104675,"(+/- 5782 )",103909,"(+/- 7005 )"
People,"Place of Birth","Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",19107,"(+/- 2812 )",14119,"(+/- 2499 )",23125,"(+/- 3567 )",21672,"(+/- 3902 )",18838,"(+/- 3334 )",29504,"(+/- 4095 )",69748,"(+/- 8233 )",28016,"(+/- 4862 )",142299,"(+/- 13015 )",63638,"(+/- 8353 )",21516,"(+/- 4972 )",24091,"(+/- 3810 )",18639,"(+/- 3416 )",43961,"(+/- 5438 )",40917,"(+/- 6335 )",20967,"(+/- 4298 )",21747,"(+/- 3358 )",15825,"(+/- 2785 )",26177,"(+/- 5223 )",22845,"(+/- 3904 )",17184,"(+/- 3729 )",17709,"(+/- 2779 )",30560,"(+/- 4451 )",25333,"(+/- 5294 )",16793,"(+/- 2976 )",23971,"(+/- 3312 )",21008,"(+/- 3111 )"
People,"Place of Birth","Foreign born",47674,"(+/- 4962 )",39907,"(+/- 4044 )",60474,"(+/- 5113 )",88414,"(+/- 8217 )",57784,"(+/- 6294 )",67458,"(+/- 5707 )",120537,"(+/- 8402 )",71747,"(+/- 5625 )",165412,"(+/- 11804 )",202579,"(+/- 13620 )",58239,"(+/- 6114 )",87263,"(+/- 6545 )",85733,"(+/- 6392 )",179029,"(+/- 11386 )",114915,"(+/- 10250 )",113209,"(+/- 8872 )",88443,"(+/- 7363 )",126348,"(+/- 8488 )",145289,"(+/- 8967 )",288812,"(+/- 15238 )",231947,"(+/- 11848 )",219943,"(+/- 12449 )",287223,"(+/- 9725 )",331132,"(+/- 12953 )",456875,"(+/- 14908 )",376829,"(+/- 12190 )",413213,"(+/- 15820 )"
People,Ancestry,"Total population",798305,"(+/- 1594 )",720777,"(+/- 9195 )",758939,"(+/- 6802 )",836235,"(+/- 15700 )",742643,"(+/- 16104 )",790455,"(+/- 9332 )",814980,"(+/- 19094 )",780036,"(+/- 5489 )",931872,"(+/- 21323 )",811634,"(+/- 19731 )",813112,"(+/- 12773 )",811308,"(+/- 9679 )",731658,"(+/- 8994 )",831508,"(+/- 17116 )",801294,"(+/- 19880 )",873875,"(+/- 14734 )",804754,"(+/- 13912 )",795742,"(+/- 10675 )",833013,"(+/- 12133 )",802463,"(+/- 16017 )",786566,"(+/- 14424 )",760953,"(+/- 12049 )",762858,"(+/- 8912 )",754731,"(+/- 20042 )",796422,"(+/- 19963 )",780951,"(+/- 18280 )",750653,"(+/- 17949 )"
People,Ancestry,American,60306,"(+/- 6963 )",68482,"(+/- 7146 )",46971,"(+/- 6021 )",85638,"(+/- 9292 )",34150,"(+/- 5854 )",57765,"(+/- 6513 )",84882,"(+/- 9936 )",79423,"(+/- 10118 )",85800,"(+/- 14462 )",75044,"(+/- 9448 )",81370,"(+/- 7116 )",78415,"(+/- 8113 )",75484,"(+/- 7746 )",55072,"(+/- 5245 )",103966,"(+/- 12181 )",70934,"(+/- 8241 )",97333,"(+/- 8570 )",58465,"(+/- 7315 )",97005,"(+/- 9207 )",61372,"(+/- 8129 )",41209,"(+/- 6077 )",52204,"(+/- 6753 )",76153,"(+/- 9027 )",49027,"(+/- 7201 )",36760,"(+/- 5987 )",39718,"(+/- 5820 )",29434,"(+/- 4408 )"
People,Ancestry,Arab,1182,"(+/- 545 )",1342,"(+/- 655 )",1876,"(+/- 925 )",8231,"(+/- 3707 )",3429,"(+/- 1796 )",1829,"(+/- 858 )",5797,"(+/- 2234 )",6529,"(+/- 3527 )",7983,"(+/- 3920 )",8508,"(+/- 4807 )",1748,"(+/- 983 )",4471,"(+/- 2290 )",4503,"(+/- 1687 )",7475,"(+/- 2089 )",10209,"(+/- 5260 )",2279,"(+/- 761 )",1722,"(+/- 857 )",3827,"(+/- 1996 )",2019,"(+/- 906 )",3153,"(+/- 1456 )",5414,"(+/- 2136 )",8378,"(+/- 3062 )",6966,"(+/- 2572 )",2986,"(+/- 1111 )",2923,"(+/- 1238 )",3613,"(+/- 2001 )",4768,"(+/- 1671 )"
People,Ancestry,Czech,1515,"(+/- 909 )",2096,"(+/- 952 )",1467,"(+/- 831 )",2619,"(+/- 1115 )",789,"(+/- 522 )",3200,"(+/- 1218 )",1326,"(+/- 561 )",1694,"(+/- 622 )",498,"(+/- 334 )",3160,"(+/- 2070 )",1752,"(+/- 804 )",2236,"(+/- 836 )",2974,"(+/- 1507 )",2176,"(+/- 917 )",1032,"(+/- 466 )",3038,"(+/- 1248 )",2566,"(+/- 937 )",2277,"(+/- 925 )",3264,"(+/- 843 )",201,"(+/- 246 )",1127,"(+/- 386 )",1516,"(+/- 575 )",1159,"(+/- 670 )",343,"(+/- 250 )",994,"(+/- 714 )",600,"(+/- 425 )",616,"(+/- 391 )"
People,Ancestry,Danish,1372,"(+/- 622 )",1982,"(+/- 860 )",1424,"(+/- 695 )",2601,"(+/- 1053 )",600,"(+/- 535 )",1047,"(+/- 492 )",2144,"(+/- 1099 )",1916,"(+/- 729 )",838,"(+/- 381 )",1272,"(+/- 715 )",1743,"(+/- 611 )",2586,"(+/- 1113 )",2473,"(+/- 693 )",1468,"(+/- 672 )",1255,"(+/- 636 )",2708,"(+/- 1646 )",1182,"(+/- 608 )",3397,"(+/- 1361 )",2362,"(+/- 820 )",261,"(+/- 259 )",845,"(+/- 779 )",1382,"(+/- 751 )",328,"(+/- 235 )",68,"(+/- 77 )",571,"(+/- 402 )",194,"(+/- 144 )",973,"(+/- 584 )"
People,Ancestry,Dutch,7563,"(+/- 1965 )",5604,"(+/- 1595 )",6723,"(+/- 1532 )",6463,"(+/- 1927 )",3189,"(+/- 1124 )",7325,"(+/- 1373 )",5744,"(+/- 1615 )",8884,"(+/- 2365 )",5906,"(+/- 2071 )",2934,"(+/- 1165 )",9658,"(+/- 2230 )",8408,"(+/- 1330 )",8297,"(+/- 1722 )",5227,"(+/- 1548 )",7928,"(+/- 2751 )",9153,"(+/- 1799 )",9419,"(+/- 1130 )",9038,"(+/- 2342 )",8902,"(+/- 2152 )",2066,"(+/- 820 )",4087,"(+/- 1401 )",4675,"(+/- 1263 )",2851,"(+/- 1140 )",532,"(+/- 340 )",3223,"(+/- 1901 )",940,"(+/- 332 )",2282,"(+/- 706 )"
People,Ancestry,English,74057,"(+/- 5803 )",68502,"(+/- 6721 )",81238,"(+/- 7285 )",78061,"(+/- 7269 )",31632,"(+/- 4114 )",66350,"(+/- 4605 )",57650,"(+/- 4264 )",76089,"(+/- 6539 )",44053,"(+/- 5309 )",32623,"(+/- 3981 )",86762,"(+/- 6764 )",76614,"(+/- 5633 )",69919,"(+/- 5934 )",51614,"(+/- 5620 )",52219,"(+/- 4217 )",83274,"(+/- 6811 )",76615,"(+/- 6386 )",66386,"(+/- 6356 )",71492,"(+/- 5383 )",11791,"(+/- 1759 )",37413,"(+/- 4328 )",40367,"(+/- 3658 )",18907,"(+/- 2923 )",3562,"(+/- 1025 )",17502,"(+/- 4106 )",10950,"(+/- 1869 )",11064,"(+/- 1580 )"
People,Ancestry,"French (except Basque)",25469,"(+/- 4186 )",14105,"(+/- 2329 )",18296,"(+/- 4035 )",17615,"(+/- 2650 )",6495,"(+/- 1944 )",14201,"(+/- 2232 )",13621,"(+/- 2064 )",23097,"(+/- 3860 )",12645,"(+/- 2258 )",14066,"(+/- 3116 )",25387,"(+/- 3791 )",25536,"(+/- 4339 )",20124,"(+/- 2704 )",13098,"(+/- 2428 )",15830,"(+/- 3097 )",21599,"(+/- 2781 )",21084,"(+/- 3313 )",16289,"(+/- 2726 )",21585,"(+/- 3317 )",5308,"(+/- 1758 )",12354,"(+/- 2133 )",11863,"(+/- 1745 )",9956,"(+/- 2806 )",3904,"(+/- 1730 )",6293,"(+/- 1633 )",5172,"(+/- 1232 )",9658,"(+/- 2255 )"
People,Ancestry,"French Canadian",5439,"(+/- 2183 )",3410,"(+/- 1529 )",5196,"(+/- 1310 )",3691,"(+/- 1159 )",1338,"(+/- 560 )",5104,"(+/- 1069 )",3170,"(+/- 1138 )",5084,"(+/- 1356 )",3388,"(+/- 1148 )",3096,"(+/- 1286 )",5852,"(+/- 1473 )",7635,"(+/- 1771 )",6578,"(+/- 1444 )",2099,"(+/- 807 )",4451,"(+/- 1238 )",6504,"(+/- 1527 )",8374,"(+/- 2358 )",5195,"(+/- 1370 )",5970,"(+/- 1473 )",1916,"(+/- 824 )",4309,"(+/- 1233 )",3396,"(+/- 1170 )",1864,"(+/- 664 )",854,"(+/- 400 )",1221,"(+/- 600 )",735,"(+/- 332 )",1237,"(+/- 483 )"
People,Ancestry,German,95384,"(+/- 7709 )",73634,"(+/- 6301 )",86035,"(+/- 7191 )",90636,"(+/- 7185 )",37245,"(+/- 4138 )",79064,"(+/- 5744 )",74414,"(+/- 5601 )",101942,"(+/- 7521 )",49014,"(+/- 4489 )",47250,"(+/- 5251 )",118228,"(+/- 8041 )",127096,"(+/- 9103 )",94846,"(+/- 6562 )",65773,"(+/- 6008 )",59540,"(+/- 5953 )",107963,"(+/- 7897 )",105138,"(+/- 7653 )",93919,"(+/- 7059 )",106328,"(+/- 5937 )",18523,"(+/- 2997 )",55290,"(+/- 5013 )",64965,"(+/- 6398 )",37862,"(+/- 5279 )",8443,"(+/- 2065 )",22610,"(+/- 3991 )",14955,"(+/- 2240 )",19435,"(+/- 3154 )"
People,Ancestry,Greek,2728,"(+/- 1137 )",3649,"(+/- 1724 )",1955,"(+/- 1103 )",6483,"(+/- 2294 )",1166,"(+/- 1058 )",2580,"(+/- 944 )",4407,"(+/- 1608 )",3336,"(+/- 1273 )",1030,"(+/- 644 )",2337,"(+/- 1760 )",4206,"(+/- 1427 )",8457,"(+/- 2153 )",5066,"(+/- 1806 )",3846,"(+/- 1452 )",1775,"(+/- 1016 )",3871,"(+/- 1492 )",2798,"(+/- 1746 )",2838,"(+/- 1723 )",2961,"(+/- 981 )",1098,"(+/- 635 )",4377,"(+/- 1334 )",2982,"(+/- 1075 )",3392,"(+/- 1420 )",774,"(+/- 524 )",607,"(+/- 363 )",983,"(+/- 641 )",2591,"(+/- 1059 )"
People,Ancestry,Hungarian,3846,"(+/- 1639 )",1396,"(+/- 937 )",4026,"(+/- 2093 )",4681,"(+/- 1544 )",931,"(+/- 575 )",4324,"(+/- 1529 )",4074,"(+/- 1463 )",6350,"(+/- 2424 )",3751,"(+/- 1897 )",2005,"(+/- 1072 )",6576,"(+/- 2176 )",6005,"(+/- 1758 )",5674,"(+/- 1536 )",2134,"(+/- 738 )",2471,"(+/- 890 )",6114,"(+/- 1640 )",5096,"(+/- 1585 )",5346,"(+/- 2010 )",5935,"(+/- 1998 )",1130,"(+/- 543 )",5928,"(+/- 1286 )",5383,"(+/- 1472 )",4197,"(+/- 1419 )",869,"(+/- 658 )",1245,"(+/- 898 )",293,"(+/- 207 )",1584,"(+/- 678 )"
People,Ancestry,Irish,90688,"(+/- 7627 )",72925,"(+/- 5344 )",81772,"(+/- 7882 )",85312,"(+/- 6518 )",47480,"(+/- 5398 )",77859,"(+/- 6520 )",70683,"(+/- 5544 )",93976,"(+/- 7089 )",41729,"(+/- 4863 )",39348,"(+/- 5074 )",108336,"(+/- 8056 )",107338,"(+/- 7490 )",80948,"(+/- 7383 )",58789,"(+/- 5090 )",61209,"(+/- 7949 )",90927,"(+/- 7448 )",89684,"(+/- 7059 )",102576,"(+/- 8916 )",92022,"(+/- 6254 )",21017,"(+/- 3644 )",64353,"(+/- 5690 )",67103,"(+/- 5869 )",36707,"(+/- 5303 )",5874,"(+/- 1532 )",20905,"(+/- 3718 )",14888,"(+/- 1764 )",15048,"(+/- 2154 )"
People,Ancestry,Italian,33618,"(+/- 4701 )",25339,"(+/- 3472 )",32153,"(+/- 4310 )",41673,"(+/- 4661 )",16437,"(+/- 2899 )",51390,"(+/- 5482 )",43125,"(+/- 4311 )",59127,"(+/- 5407 )",26528,"(+/- 4493 )",37089,"(+/- 5498 )",68097,"(+/- 8030 )",78219,"(+/- 5934 )",55884,"(+/- 5145 )",46138,"(+/- 4855 )",36695,"(+/- 4881 )",58448,"(+/- 6796 )",53102,"(+/- 7311 )",83786,"(+/- 6947 )",69862,"(+/- 6336 )",20627,"(+/- 2888 )",66832,"(+/- 5402 )",83099,"(+/- 6865 )",53946,"(+/- 6044 )",12582,"(+/- 2340 )",30545,"(+/- 6795 )",11734,"(+/- 1993 )",22765,"(+/- 3000 )"
People,Ancestry,Lithuanian,1219,"(+/- 955 )",1050,"(+/- 716 )",991,"(+/- 651 )",668,"(+/- 425 )",301,"(+/- 276 )",2892,"(+/- 1201 )",2036,"(+/- 967 )",2111,"(+/- 1007 )",1098,"(+/- 658 )",811,"(+/- 515 )",1929,"(+/- 804 )",2145,"(+/- 875 )",2037,"(+/- 507 )",555,"(+/- 340 )",1268,"(+/- 800 )",1611,"(+/- 494 )",822,"(+/- 373 )",2502,"(+/- 1140 )",3593,"(+/- 1398 )",709,"(+/- 619 )",2752,"(+/- 1128 )",3043,"(+/- 1588 )",1359,"(+/- 615 )",179,"(+/- 186 )",1011,"(+/- 848 )",406,"(+/- 358 )",624,"(+/- 372 )"
People,Ancestry,Norwegian,9522,"(+/- 2582 )",4722,"(+/- 1458 )",6227,"(+/- 1779 )",5933,"(+/- 1840 )",1751,"(+/- 806 )",6250,"(+/- 2343 )",6351,"(+/- 2045 )",7693,"(+/- 2089 )",4306,"(+/- 1719 )",3833,"(+/- 1733 )",8832,"(+/- 2367 )",5470,"(+/- 1306 )",6467,"(+/- 1500 )",4246,"(+/- 1467 )",3149,"(+/- 1209 )",5675,"(+/- 1631 )",4562,"(+/- 1228 )",6284,"(+/- 1387 )",9647,"(+/- 2175 )",746,"(+/- 355 )",4131,"(+/- 1368 )",2535,"(+/- 913 )",3133,"(+/- 1613 )",406,"(+/- 259 )",1437,"(+/- 697 )",1257,"(+/- 461 )",1370,"(+/- 495 )"
People,Ancestry,Polish,14275,"(+/- 2390 )",14621,"(+/- 3150 )",17124,"(+/- 3246 )",17355,"(+/- 2944 )",8205,"(+/- 2154 )",19781,"(+/- 2366 )",16303,"(+/- 2553 )",24552,"(+/- 3659 )",12885,"(+/- 3614 )",13786,"(+/- 3076 )",29262,"(+/- 3729 )",31889,"(+/- 3954 )",24766,"(+/- 3256 )",12536,"(+/- 2129 )",15238,"(+/- 2473 )",30865,"(+/- 4567 )",25858,"(+/- 4466 )",31252,"(+/- 4218 )",28492,"(+/- 3353 )",7545,"(+/- 1873 )",31809,"(+/- 4147 )",25447,"(+/- 3154 )",18812,"(+/- 3428 )",6015,"(+/- 2488 )",6122,"(+/- 1557 )",5220,"(+/- 1751 )",10223,"(+/- 2507 )"
People,Ancestry,Portuguese,1989,"(+/- 777 )",2602,"(+/- 1081 )",4044,"(+/- 1467 )",2256,"(+/- 771 )",871,"(+/- 458 )",4496,"(+/- 1450 )",3127,"(+/- 1472 )",2255,"(+/- 961 )",3170,"(+/- 1372 )",2872,"(+/- 1215 )",4275,"(+/- 1472 )",4335,"(+/- 2242 )",3221,"(+/- 963 )",2077,"(+/- 773 )",2903,"(+/- 1268 )",2859,"(+/- 1078 )",3055,"(+/- 1872 )",4345,"(+/- 1820 )",5049,"(+/- 2152 )",738,"(+/- 454 )",2525,"(+/- 999 )",4551,"(+/- 1349 )",2824,"(+/- 1258 )",1633,"(+/- 780 )",1938,"(+/- 995 )",3056,"(+/- 1155 )",3028,"(+/- 1605 )"
People,Ancestry,Russian,2246,"(+/- 1112 )",4614,"(+/- 1976 )",2726,"(+/- 865 )",5645,"(+/- 1589 )",1810,"(+/- 812 )",4191,"(+/- 1114 )",6870,"(+/- 2277 )",5126,"(+/- 1642 )",2245,"(+/- 954 )",3493,"(+/- 1481 )",7399,"(+/- 2215 )",6388,"(+/- 1905 )",5521,"(+/- 1490 )",6497,"(+/- 2613 )",2109,"(+/- 811 )",7538,"(+/- 1541 )",5243,"(+/- 2168 )",11416,"(+/- 2932 )",6450,"(+/- 2221 )",6530,"(+/- 2729 )",27530,"(+/- 4977 )",21238,"(+/- 3399 )",15981,"(+/- 2934 )",2902,"(+/- 1059 )",1877,"(+/- 714 )",1986,"(+/- 772 )",8981,"(+/- 2061 )"
People,Ancestry,Scotch-Irish,16482,"(+/- 3310 )",10193,"(+/- 1927 )",8743,"(+/- 2063 )",11524,"(+/- 2015 )",4965,"(+/- 1544 )",6272,"(+/- 1469 )",6941,"(+/- 1346 )",8480,"(+/- 1797 )",5052,"(+/- 1590 )",2930,"(+/- 1097 )",10295,"(+/- 2772 )",9162,"(+/- 1804 )",8827,"(+/- 2307 )",4474,"(+/- 1112 )",7659,"(+/- 2202 )",7057,"(+/- 1762 )",8407,"(+/- 1770 )",6623,"(+/- 1776 )",6951,"(+/- 1228 )",1336,"(+/- 620 )",3695,"(+/- 1524 )",3008,"(+/- 934 )",2601,"(+/- 1034 )",268,"(+/- 185 )",1800,"(+/- 958 )",1859,"(+/- 831 )",1484,"(+/- 513 )"
People,Ancestry,Scottish,15690,"(+/- 2310 )",14246,"(+/- 2216 )",14685,"(+/- 2617 )",20332,"(+/- 3373 )",8024,"(+/- 1548 )",13029,"(+/- 2324 )",8439,"(+/- 1560 )",11443,"(+/- 2040 )",10813,"(+/- 2723 )",5011,"(+/- 1324 )",18448,"(+/- 3176 )",18928,"(+/- 5803 )",15681,"(+/- 2649 )",10927,"(+/- 1915 )",12371,"(+/- 3078 )",17482,"(+/- 2841 )",14591,"(+/- 2607 )",11435,"(+/- 2098 )",16046,"(+/- 2433 )",2937,"(+/- 793 )",6659,"(+/- 1708 )",8241,"(+/- 1514 )",6048,"(+/- 1937 )",1049,"(+/- 404 )",2864,"(+/- 1178 )",2821,"(+/- 1151 )",3724,"(+/- 1559 )"
People,Ancestry,Slovak,634,"(+/- 465 )",518,"(+/- 512 )",1197,"(+/- 782 )",1463,"(+/- 765 )",328,"(+/- 283 )",1351,"(+/- 572 )",1520,"(+/- 676 )",1009,"(+/- 645 )",613,"(+/- 441 )",705,"(+/- 524 )",1899,"(+/- 1210 )",2188,"(+/- 982 )",1360,"(+/- 629 )",907,"(+/- 638 )",995,"(+/- 602 )",2713,"(+/- 1514 )",2407,"(+/- 1281 )",1943,"(+/- 775 )",2072,"(+/- 775 )",264,"(+/- 243 )",1645,"(+/- 800 )",1579,"(+/- 1004 )",1009,"(+/- 982 )",127,"(+/- 160 )",1079,"(+/- 864 )",170,"(+/- 181 )",1683,"(+/- 1284 )"
People,Ancestry,"Subsaharan African",2433,"(+/- 896 )",4892,"(+/- 2008 )",6182,"(+/- 1886 )",6589,"(+/- 3108 )",16754,"(+/- 4429 )",3960,"(+/- 2250 )",4713,"(+/- 1869 )",2604,"(+/- 1108 )",5094,"(+/- 2781 )",8826,"(+/- 4189 )",5660,"(+/- 3298 )",4416,"(+/- 2179 )",6045,"(+/- 2620 )",7543,"(+/- 2185 )",6641,"(+/- 2362 )",2422,"(+/- 1186 )",1787,"(+/- 866 )",5440,"(+/- 3563 )",1985,"(+/- 875 )",17607,"(+/- 5349 )",11914,"(+/- 4176 )",7912,"(+/- 3604 )",6664,"(+/- 3507 )",7404,"(+/- 2698 )",620,"(+/- 400 )",3133,"(+/- 1535 )",2743,"(+/- 1706 )"
People,Ancestry,Swedish,6282,"(+/- 2045 )",2700,"(+/- 732 )",3738,"(+/- 1344 )",6308,"(+/- 1678 )",1287,"(+/- 453 )",5926,"(+/- 1595 )",5584,"(+/- 1277 )",9342,"(+/- 2550 )",5864,"(+/- 2448 )",2418,"(+/- 783 )",8127,"(+/- 1720 )",9572,"(+/- 2046 )",7357,"(+/- 2052 )",4508,"(+/- 1567 )",4949,"(+/- 1396 )",10329,"(+/- 2406 )",7354,"(+/- 2049 )",5901,"(+/- 1653 )",10516,"(+/- 1822 )",1360,"(+/- 880 )",3319,"(+/- 1126 )",4558,"(+/- 1162 )",2079,"(+/- 943 )",1494,"(+/- 842 )",1592,"(+/- 908 )",1053,"(+/- 517 )",1849,"(+/- 687 )"
People,Ancestry,Swiss,988,"(+/- 530 )",1795,"(+/- 956 )",1362,"(+/- 768 )",2276,"(+/- 956 )",880,"(+/- 500 )",1968,"(+/- 1043 )",968,"(+/- 632 )",2187,"(+/- 949 )",618,"(+/- 340 )",1603,"(+/- 1559 )",1778,"(+/- 859 )",2137,"(+/- 850 )",1915,"(+/- 724 )",880,"(+/- 457 )",1086,"(+/- 595 )",3339,"(+/- 1369 )",1571,"(+/- 788 )",616,"(+/- 287 )",2015,"(+/- 633 )",526,"(+/- 297 )",1669,"(+/- 666 )",1313,"(+/- 749 )",317,"(+/- 218 )",329,"(+/- 243 )",638,"(+/- 530 )",334,"(+/- 344 )",747,"(+/- 398 )"
People,Ancestry,Ukrainian,1887,"(+/- 1004 )",1521,"(+/- 1126 )",1304,"(+/- 679 )",4186,"(+/- 2251 )",1082,"(+/- 953 )",1888,"(+/- 721 )",1674,"(+/- 817 )",1821,"(+/- 785 )",1648,"(+/- 1226 )",1586,"(+/- 808 )",2926,"(+/- 931 )",2424,"(+/- 874 )",2823,"(+/- 1272 )",1464,"(+/- 664 )",1693,"(+/- 1179 )",4248,"(+/- 1251 )",2367,"(+/- 1296 )",2752,"(+/- 1136 )",3126,"(+/- 1015 )",824,"(+/- 602 )",3121,"(+/- 1065 )",2418,"(+/- 906 )",4399,"(+/- 1704 )",1266,"(+/- 827 )",257,"(+/- 205 )",454,"(+/- 337 )",987,"(+/- 436 )"
