cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE"
Housing,"Gross Rent","Less than $500",13938,"(+/- 1959 )",13543,"(+/- 2127 )",4935,"(+/- 872 )",11499,"(+/- 1676 )"
Housing,"Gross Rent","$500 to $999",50831,"(+/- 3749 )",51144,"(+/- 3645 )",34269,"(+/- 2840 )",54116,"(+/- 3502 )"
Housing,"Gross Rent","$1,000 to $1,499",14986,"(+/- 1705 )",20828,"(+/- 2328 )",39316,"(+/- 3037 )",20811,"(+/- 2648 )"
Housing,"Gross Rent","$1,500 to $1,999",3103,"(+/- 943 )",3744,"(+/- 1034 )",10699,"(+/- 1752 )",3796,"(+/- 1301 )"
Housing,"Gross Rent","$2,000 to $2,499",719,"(+/- 351 )",1345,"(+/- 649 )",3649,"(+/- 1000 )",1064,"(+/- 648 )"
Housing,"Gross Rent","$2,500 to $2,999",0,"(+/- 181 )",324,"(+/- 502 )",767,"(+/- 392 )",108,"(+/- 91 )"
Housing,"Gross Rent","$3,000 or more",99,"(+/- 154 )",625,"(+/- 457 )",1278,"(+/- 492 )",352,"(+/- 220 )"
Housing,"Gross Rent","Median (dollars)",748,"(+/- 17 )",789,"(+/- 18 )",1080,"(+/- 20 )",820,"(+/- 19 )"
Housing,"Gross Rent","No rent paid",7492,"(+/- 1058 )",5371,"(+/- 1003 )",2403,"(+/- 780 )",4609,"(+/- 860 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Total households",272404,"(+/- 3095 )",286494,"(+/- 3184 )",297879,"(+/- 3406 )",281552,"(+/- 3664 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Less than $10,000",15589,"(+/- 2151 )",16792,"(+/- 2334 )",9839,"(+/- 1468 )",15747,"(+/- 1994 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$10,000 to $14,999",13134,"(+/- 1865 )",12978,"(+/- 1669 )",9088,"(+/- 1511 )",13934,"(+/- 1689 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$15,000 to $24,999",28551,"(+/- 2515 )",25350,"(+/- 2374 )",16895,"(+/- 1763 )",23669,"(+/- 2729 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$25,000 to $34,999",24431,"(+/- 2435 )",29701,"(+/- 2352 )",20899,"(+/- 2359 )",26491,"(+/- 2243 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$35,000 to $49,999",41788,"(+/- 3277 )",41951,"(+/- 2800 )",27734,"(+/- 2436 )",39945,"(+/- 3396 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$50,000 to $74,999",56421,"(+/- 3234 )",56723,"(+/- 3027 )",49972,"(+/- 3395 )",56723,"(+/- 3545 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$75,000 to $99,999",34674,"(+/- 2221 )",37191,"(+/- 2589 )",46968,"(+/- 3301 )",36050,"(+/- 2727 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$100,000 to $149,999",38418,"(+/- 2704 )",39634,"(+/- 2574 )",53730,"(+/- 3362 )",43590,"(+/- 3091 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$150,000 to $199,000",11351,"(+/- 1366 )",13501,"(+/- 1798 )",28182,"(+/- 2130 )",13522,"(+/- 1864 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$200,000 or more",8047,"(+/- 1141 )",12673,"(+/- 1772 )",34572,"(+/- 2509 )",11881,"(+/- 1535 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Median household income (dollars)",55188,"(+/- 1551 )",56515,"(+/- 2026 )",81792,"(+/- 1831 )",58119,"(+/- 1679 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Mean household income (dollars)",69132,"(+/- 1708 )",73697,"(+/- 2238 )",108530,"(+/- 2896 )",75921,"(+/- 1975 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",668584,"(+/- 2745 )",699624,"(+/- 3323 )",773928,"(+/- 2595 )",709695,"(+/- 3084 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",601500,"(+/- 5133 )",644531,"(+/- 5207 )",706611,"(+/- 5859 )",636797,"(+/- 6703 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",497557,"(+/- 6998 )",525969,"(+/- 8687 )",596767,"(+/- 8449 )",500210,"(+/- 9085 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",199257,"(+/- 5349 )",223092,"(+/- 7237 )",191111,"(+/- 6584 )",231848,"(+/- 7189 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",67084,"(+/- 4413 )",55093,"(+/- 4689 )",67317,"(+/- 5637 )",72898,"(+/- 5640 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",174092,"(+/- 2654 )",172334,"(+/- 2294 )",203333,"(+/- 1682 )",189892,"(+/- 1564 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",11936,"(+/- 2065 )",7515,"(+/- 1928 )",12433,"(+/- 2246 )",11152,"(+/- 2699 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",8.3,"(+/- 1.1 )",7.9,"(+/- 1.1 )",6.2,"(+/- 1.0 )",7.8,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",15.1,"(+/- 2.3 )",13.4,"(+/- 2.1 )",10.2,"(+/- 1.6 )",12.8,"(+/- 1.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",17.8,"(+/- 5.2 )",15.6,"(+/- 4.2 )",12.2,"(+/- 4.6 )",15.9,"(+/- 5.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",4.2,"(+/- 0.9 )",3.6,"(+/- 0.9 )",3.0,"(+/- 0.8 )",3.6,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",6.1,"(+/- 1.9 )",4.8,"(+/- 1.7 )",4.7,"(+/- 1.4 )",5.2,"(+/- 1.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",6.5,"(+/- 3.6 )",5.0,"(+/- 3.0 )",4.8,"(+/- 3.4 )",2.3,"(+/- 2.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",31.1,"(+/- 4.9 )",28.6,"(+/- 4.4 )",23.0,"(+/- 4.5 )",24.2,"(+/- 3.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",42.8,"(+/- 6.3 )",37.1,"(+/- 5.8 )",30.2,"(+/- 6.3 )",32.5,"(+/- 5.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",52.4,"(+/- 15.2 )",46.4,"(+/- 11.4 )",45.8,"(+/- 18.8 )",44.3,"(+/- 17.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",13.3,"(+/- 1.1 )",12.3,"(+/- 1.0 )",8.6,"(+/- 0.8 )",11.9,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",16.8,"(+/- 2.2 )",14.2,"(+/- 1.9 )",12.6,"(+/- 1.6 )",15.6,"(+/- 1.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",16.6,"(+/- 2.2 )",13.1,"(+/- 1.8 )",12.4,"(+/- 1.6 )",15.2,"(+/- 1.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",21.5,"(+/- 4.1 )",15.9,"(+/- 2.9 )",14.9,"(+/- 3.1 )",16.4,"(+/- 3.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",14.8,"(+/- 2.3 )",12.1,"(+/- 2.1 )",11.5,"(+/- 1.7 )",14.7,"(+/- 2.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",12.2,"(+/- 0.9 )",11.7,"(+/- 0.9 )",7.4,"(+/- 0.7 )",10.7,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",7.3,"(+/- 1.1 )",7.7,"(+/- 1.2 )",6.7,"(+/- 1.7 )",7.4,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",9.3,"(+/- 1.1 )",8.1,"(+/- 1.0 )",7.3,"(+/- 0.9 )",8.9,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",28.3,"(+/- 2.2 )",27.1,"(+/- 1.9 )",15.2,"(+/- 1.9 )",24.9,"(+/- 2.0 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",183362,"(+/- 3905 )",183480,"(+/- 4537 )",197744,"(+/- 4393 )",188837,"(+/- 4199 )"
Education,"School Enrollment","Nursery school, preschool",11516,"(+/- 1328 )",10977,"(+/- 1503 )",15153,"(+/- 1873 )",13458,"(+/- 1861 )"
Education,"School Enrollment",Kindergarten,9296,"(+/- 1492 )",12112,"(+/- 2070 )",9828,"(+/- 1419 )",7980,"(+/- 1525 )"
Education,"School Enrollment","Elementary school (grades 1-8)",74548,"(+/- 2525 )",72652,"(+/- 2691 )",86672,"(+/- 2469 )",81770,"(+/- 2674 )"
Education,"School Enrollment","High school (grades 9-12)",36493,"(+/- 2322 )",34073,"(+/- 1977 )",44967,"(+/- 1794 )",41573,"(+/- 2200 )"
Education,"School Enrollment","College or graduate school",51509,"(+/- 3409 )",53666,"(+/- 3602 )",41124,"(+/- 3870 )",44056,"(+/- 2943 )"
Education,"Educational Attainment","Population 25 years and over",446568,"(+/- 3143 )",471165,"(+/- 2448 )",523115,"(+/- 1497 )",477233,"(+/- 1826 )"
Education,"Educational Attainment","Less than 9th grade",22162,"(+/- 2360 )",9307,"(+/- 1474 )",16972,"(+/- 1960 )",15358,"(+/- 1902 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",23723,"(+/- 2141 )",22183,"(+/- 2161 )",19675,"(+/- 2558 )",28377,"(+/- 2606 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",129317,"(+/- 5272 )",146683,"(+/- 5200 )",98260,"(+/- 4885 )",129775,"(+/- 4815 )"
Education,"Educational Attainment","Some college, no degree",105910,"(+/- 4450 )",112323,"(+/- 3556 )",95470,"(+/- 3930 )",116846,"(+/- 4535 )"
Education,"Educational Attainment","Associate's degree",48885,"(+/- 2920 )",41976,"(+/- 3195 )",38823,"(+/- 3171 )",43567,"(+/- 3201 )"
Education,"Educational Attainment","Bachelor's degree",75917,"(+/- 4186 )",88216,"(+/- 4049 )",157513,"(+/- 5728 )",93205,"(+/- 4248 )"
Education,"Educational Attainment","Graduate or professional degree",40654,"(+/- 2821 )",50477,"(+/- 3358 )",96402,"(+/- 4587 )",50105,"(+/- 2957 )"
Education,"Educational Attainment","Percent high school graduate or higher",89.7,"(+/- 0.6 )",93.3,"(+/- 0.5 )",93.0,"(+/- 0.6 )",90.8,"(+/- 0.7 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",26.1,"(+/- 1.0 )",29.4,"(+/- 1.1 )",48.5,"(+/- 1.2 )",30.0,"(+/- 1.0 )"

"Source: 2019 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",238681,G,232195,G,416883,G,288943,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",646,H,140,H,18,J,159,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",2994,G,1006,H,232,G,1470,G
Business,"Paid employees for pay period including March 12",Utilities,2375,G,3006,H,556,H,966,G
Business,"Paid employees for pay period including March 12",Construction,10870,G,13853,G,23550,G,17003,G
Business,"Paid employees for pay period including March 12",Manufacturing,42940,G,35058,G,34053,G,58723,G
Business,"Paid employees for pay period including March 12","Wholesale trade",13023,G,7810,G,29528,G,11364,G
Business,"Paid employees for pay period including March 12","Retail trade",34772,G,30996,G,45457,G,35749,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",8983,G,9990,G,28222,G,10953,H
Business,"Paid employees for pay period including March 12",Information,4899,G,3137,H,16107,H,5497,G
Business,"Paid employees for pay period including March 12","Finance and insurance",9318,G,10774,G,32110,G,9002,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",2379,G,2552,G,5816,G,3818,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",7644,G,10219,G,33937,G,13582,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",2044,G,3383,H,14819,G,8588,H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",8359,G,8570,G,31567,G,15383,G
Business,"Paid employees for pay period including March 12","Educational services",3335,G,5522,G,6659,G,5740,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",42532,G,46470,G,55854,G,44329,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",3038,G,2800,G,6178,G,4692,H
Business,"Paid employees for pay period including March 12","Accommodation and food services",27391,G,26486,G,35985,G,30074,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",11108,G,10398,G,16225,G,11814,G
Business,"Paid employees for pay period including March 12","Industries not classified",31,G,25,G,10,G,37,J
Business,"Annual payroll ($1,000)","Total for all sectors",8933306,G,9634473,G,23777788,G,13650458,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",28125,H,3814,H,442,G,7076,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",164040,G,54592,H,11156,G,92119,G
Business,"Annual payroll ($1,000)",Utilities,220240,G,369341,H,63058,G,80335,G
Business,"Annual payroll ($1,000)",Construction,533679,G,762943,G,1691364,G,888903,G
Business,"Annual payroll ($1,000)",Manufacturing,2055458,G,1778807,G,2358114,G,3979196,G
Business,"Annual payroll ($1,000)","Wholesale trade",670410,G,406524,G,2103071,G,729448,G
Business,"Annual payroll ($1,000)","Retail trade",865235,G,762840,G,1328890,G,950433,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",441402,G,453222,G,1333894,G,556773,G
Business,"Annual payroll ($1,000)",Information,204524,G,142176,H,1498132,H,247083,G
Business,"Annual payroll ($1,000)","Finance and insurance",489036,G,669362,G,2838516,G,597620,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",80649,G,87474,G,304395,G,150363,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",352861,G,577555,G,2858871,G,764454,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",143134,G,284095,H,1387356,G,940072,G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",235005,G,291741,G,1423462,G,521452,G
Business,"Annual payroll ($1,000)","Educational services",71722,G,137882,H,261558,G,179141,G
Business,"Annual payroll ($1,000)","Health care and social assistance",1678062,G,2098644,G,2945270,G,2087804,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",45049,G,51015,H,153060,G,86238,H
Business,"Annual payroll ($1,000)","Accommodation and food services",377447,G,397474,G,697514,G,468639,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",276644,G,304677,G,519311,G,322007,G
Business,"Annual payroll ($1,000)","Industries not classified",584,G,295,G,354,H,1302,H
Business,"Total Establishments","Total for all sectors",19618,X,15697,X,21421,X,17027,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",114,X,39,X,8,X,23,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",416,X,127,X,24,X,278,X
Business,"Total Establishments",Utilities,132,X,70,X,12,X,40,X
Business,"Total Establishments",Construction,1850,X,1628,X,1969,X,1609,X
Business,"Total Establishments",Manufacturing,702,X,632,X,614,X,747,X
Business,"Total Establishments","Wholesale trade",1258,X,676,X,1448,X,813,X
Business,"Total Establishments","Retail trade",2892,X,2270,X,2246,X,2351,X
Business,"Total Establishments","Transportation and warehousing",961,X,526,X,618,X,505,X
Business,"Total Establishments",Information,394,X,259,X,427,X,291,X
Business,"Total Establishments","Finance and insurance",1456,X,1160,X,1973,X,1248,X
Business,"Total Establishments","Real estate and rental and leasing",711,X,666,X,1289,X,798,X
Business,"Total Establishments","Professional, scientific, and technical services",1276,X,1327,X,3014,X,1421,X
Business,"Total Establishments","Management of companies and enterprises",98,X,147,X,252,X,146,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",768,X,698,X,1362,X,826,X
Business,"Total Establishments","Educational services",138,X,167,X,275,X,170,X
Business,"Total Establishments","Health care and social assistance",1931,X,1787,X,2328,X,2125,X
Business,"Total Establishments","Arts, entertainment, and recreation",305,X,212,X,316,X,254,X
Business,"Total Establishments","Accommodation and food services",1734,X,1448,X,1500,X,1546,X
Business,"Total Establishments","Other services (except public administration)",2448,X,1840,X,1725,X,1810,X
Business,"Total Establishments","Industries not classified",34,X,18,X,21,X,26,X

"Source: 2019 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
