cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE"
Workers,"Employment Status","Civilian labor force",336555,"(+/- 6822 )",377389,"(+/- 6252 )",356136,"(+/- 6654 )",407610,"(+/- 6791 )",452085,"(+/- 6416 )",384407,"(+/- 5972 )",369854,"(+/- 7601 )",336678,"(+/- 7877 )",347060,"(+/- 9920 )"
Workers,"Employment Status","Unemployment Rate",5.1,"(+/- 0.7 )",3.4,"(+/- 0.5 )",5.8,"(+/- 0.9 )",4.1,"(+/- 0.6 )",3.8,"(+/- 0.6 )",3.5,"(+/- 0.6 )",4.3,"(+/- 0.6 )",3.7,"(+/- 0.6 )",7.6,"(+/- 1.0 )"
Workers,"Commuting to Work","Workers 16 years and over",314559,"(+/- 6364 )",361330,"(+/- 6275 )",329607,"(+/- 7490 )",384315,"(+/- 7748 )",427657,"(+/- 6522 )",364740,"(+/- 6313 )",360302,"(+/- 6674 )",320431,"(+/- 8056 )",315246,"(+/- 9543 )"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",266181,"(+/- 6572 )",297332,"(+/- 6498 )",267999,"(+/- 7753 )",318256,"(+/- 7935 )",326327,"(+/- 5921 )",299129,"(+/- 6865 )",297066,"(+/- 7782 )",270437,"(+/- 8150 )",263678,"(+/- 10945 )"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",24149,"(+/- 3040 )",29667,"(+/- 2935 )",33945,"(+/- 4095 )",35305,"(+/- 4313 )",39255,"(+/- 3182 )",35787,"(+/- 3529 )",28612,"(+/- 2763 )",24101,"(+/- 2982 )",31902,"(+/- 3399 )"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",680,"(+/- 432 )",2886,"(+/- 1240 )",1660,"(+/- 763 )",1096,"(+/- 522 )",8768,"(+/- 2020 )",1147,"(+/- 600 )",1257,"(+/- 691 )",523,"(+/- 438 )",1587,"(+/- 847 )"
Workers,"Commuting to Work",Walked,5219,"(+/- 1203 )",6162,"(+/- 1579 )",3623,"(+/- 1099 )",4073,"(+/- 933 )",10781,"(+/- 1825 )",3321,"(+/- 1161 )",2760,"(+/- 983 )",2430,"(+/- 742 )",6328,"(+/- 1894 )"
Workers,"Commuting to Work","Other means",3189,"(+/- 1045 )",3312,"(+/- 811 )",3847,"(+/- 1048 )",4107,"(+/- 1441 )",8618,"(+/- 2039 )",4998,"(+/- 1675 )",5479,"(+/- 1678 )",8665,"(+/- 2689 )",3281,"(+/- 1026 )"
Workers,"Commuting to Work","Worked from home",15141,"(+/- 2623 )",21971,"(+/- 2832 )",18533,"(+/- 2345 )",21478,"(+/- 3316 )",33908,"(+/- 3249 )",20358,"(+/- 2504 )",25128,"(+/- 2839 )",14275,"(+/- 1927 )",8470,"(+/- 1851 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",23.0,"(+/- 0.7 )",23.4,"(+/- 0.6 )",25.1,"(+/- 0.6 )",28.1,"(+/- 0.8 )",25.6,"(+/- 0.7 )",30.0,"(+/- 0.7 )",28.8,"(+/- 0.8 )",25.1,"(+/- 0.7 )",22.7,"(+/- 0.8 )"
Workers,Occupation,"Civilian employed population 16 years and over",319499,"(+/- 6483 )",364586,"(+/- 6600 )",335644,"(+/- 7469 )",391084,"(+/- 7148 )",434950,"(+/- 6421 )",370970,"(+/- 6483 )",353848,"(+/- 7389 )",324141,"(+/- 8122 )",320679,"(+/- 9253 )"
Workers,Occupation,"Management, business, science, and arts occupations",101200,"(+/- 4561 )",132699,"(+/- 5617 )",125324,"(+/- 5428 )",121953,"(+/- 6273 )",194041,"(+/- 6125 )",126514,"(+/- 5614 )",136588,"(+/- 5609 )",130688,"(+/- 5714 )",95376,"(+/- 5369 )"
Workers,Occupation,"Service occupations",57120,"(+/- 5161 )",69036,"(+/- 5227 )",55272,"(+/- 3867 )",66358,"(+/- 4848 )",67754,"(+/- 4640 )",61642,"(+/- 4866 )",60319,"(+/- 4512 )",49088,"(+/- 3627 )",59997,"(+/- 5296 )"
Workers,Occupation,"Sales and office occupations",74689,"(+/- 4503 )",78326,"(+/- 4864 )",69033,"(+/- 4906 )",83272,"(+/- 4443 )",85541,"(+/- 5579 )",79320,"(+/- 4799 )",73301,"(+/- 5050 )",62800,"(+/- 4060 )",74898,"(+/- 5508 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",29732,"(+/- 3180 )",32480,"(+/- 3687 )",31572,"(+/- 3005 )",39544,"(+/- 4067 )",35678,"(+/- 3776 )",40158,"(+/- 3058 )",31554,"(+/- 3613 )",24922,"(+/- 2703 )",20453,"(+/- 2764 )"
Workers,Occupation,"Production, transportation, and material moving occupations",56758,"(+/- 4183 )",52045,"(+/- 4222 )",54443,"(+/- 4612 )",79957,"(+/- 5477 )",51936,"(+/- 4555 )",63336,"(+/- 4486 )",52086,"(+/- 3954 )",56643,"(+/- 4123 )",69955,"(+/- 5088 )"
Workers,Industry,"Civilian employed population 16 years and over",319499,"(+/- 6483 )",364586,"(+/- 6600 )",335644,"(+/- 7469 )",391084,"(+/- 7148 )",434950,"(+/- 6421 )",370970,"(+/- 6483 )",353848,"(+/- 7389 )",324141,"(+/- 8122 )",320679,"(+/- 9253 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",2506,"(+/- 874 )",3407,"(+/- 1072 )",2093,"(+/- 788 )",5681,"(+/- 1687 )",1285,"(+/- 747 )",4334,"(+/- 1260 )",5174,"(+/- 1330 )",3580,"(+/- 920 )",282,"(+/- 201 )"
Workers,Industry,Construction,19822,"(+/- 2737 )",26223,"(+/- 3012 )",23997,"(+/- 2979 )",30725,"(+/- 3378 )",32659,"(+/- 3302 )",29242,"(+/- 2662 )",24559,"(+/- 3074 )",19256,"(+/- 2396 )",15838,"(+/- 2496 )"
Workers,Industry,Manufacturing,50462,"(+/- 3549 )",39827,"(+/- 3177 )",49788,"(+/- 4194 )",65892,"(+/- 4620 )",34767,"(+/- 4194 )",54096,"(+/- 4465 )",48968,"(+/- 3982 )",47689,"(+/- 4025 )",31269,"(+/- 3480 )"
Workers,Industry,"Wholesale trade",6059,"(+/- 1548 )",10197,"(+/- 1633 )",6447,"(+/- 1579 )",11220,"(+/- 2529 )",9676,"(+/- 1865 )",11661,"(+/- 1965 )",7922,"(+/- 1424 )",8778,"(+/- 1573 )",10383,"(+/- 2556 )"
Workers,Industry,"Retail trade",41835,"(+/- 3607 )",45348,"(+/- 3527 )",35332,"(+/- 2989 )",40960,"(+/- 3875 )",42056,"(+/- 3842 )",41526,"(+/- 3441 )",43375,"(+/- 4732 )",34655,"(+/- 2997 )",33524,"(+/- 3475 )"
Workers,Industry,"Transportation and warehousing, and utilities",17359,"(+/- 1930 )",17441,"(+/- 2074 )",23794,"(+/- 2776 )",24510,"(+/- 3258 )",24076,"(+/- 2931 )",26739,"(+/- 2688 )",15342,"(+/- 2258 )",23433,"(+/- 3028 )",47733,"(+/- 4696 )"
Workers,Industry,Information,3982,"(+/- 1090 )",5141,"(+/- 1219 )",2782,"(+/- 929 )",5060,"(+/- 1298 )",11643,"(+/- 2009 )",3667,"(+/- 1120 )",6425,"(+/- 1276 )",4223,"(+/- 1059 )",4068,"(+/- 1219 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",14852,"(+/- 2354 )",21829,"(+/- 2526 )",23528,"(+/- 3090 )",19992,"(+/- 2899 )",31824,"(+/- 3282 )",20255,"(+/- 2835 )",20223,"(+/- 2442 )",18019,"(+/- 1827 )",16663,"(+/- 2348 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",28825,"(+/- 3109 )",40491,"(+/- 3129 )",33852,"(+/- 3531 )",37313,"(+/- 3748 )",57268,"(+/- 5265 )",36367,"(+/- 3752 )",35934,"(+/- 3482 )",27364,"(+/- 3199 )",34949,"(+/- 3699 )"
Workers,Industry,"Educational services, and health care and social assistance",70513,"(+/- 3083 )",82578,"(+/- 4531 )",75111,"(+/- 4661 )",78958,"(+/- 5070 )",98742,"(+/- 5786 )",77995,"(+/- 3601 )",79175,"(+/- 4643 )",79402,"(+/- 4139 )",65869,"(+/- 5189 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",37915,"(+/- 3964 )",41813,"(+/- 4131 )",31455,"(+/- 3155 )",35589,"(+/- 4227 )",53513,"(+/- 4876 )",33619,"(+/- 3652 )",33109,"(+/- 3468 )",22272,"(+/- 3115 )",27822,"(+/- 3861 )"
Workers,Industry,"Other services, except public administration",16182,"(+/- 2438 )",17128,"(+/- 2368 )",15263,"(+/- 2244 )",19937,"(+/- 2913 )",20588,"(+/- 2399 )",16613,"(+/- 2451 )",17189,"(+/- 2455 )",16297,"(+/- 2509 )",17757,"(+/- 3349 )"
Workers,Industry,"Public administration",9187,"(+/- 1588 )",13163,"(+/- 1892 )",12202,"(+/- 1931 )",15247,"(+/- 2268 )",16853,"(+/- 2231 )",14856,"(+/- 2178 )",16453,"(+/- 2322 )",19173,"(+/- 2831 )",14522,"(+/- 2815 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",319499,"(+/- 6483 )",364586,"(+/- 6600 )",335644,"(+/- 7469 )",391084,"(+/- 7148 )",434950,"(+/- 6421 )",370970,"(+/- 6483 )",353848,"(+/- 7389 )",324141,"(+/- 8122 )",320679,"(+/- 9253 )"
Workers,"Class of Worker","Private wage and salary workers",251346,"(+/- 7286 )",293002,"(+/- 6923 )",268966,"(+/- 7660 )",313752,"(+/- 8048 )",357923,"(+/- 7292 )",292694,"(+/- 6765 )",273520,"(+/- 6678 )",257025,"(+/- 8007 )",261068,"(+/- 8575 )"
Workers,"Class of Worker","Government workers",44223,"(+/- 3325 )",48707,"(+/- 3909 )",42880,"(+/- 3977 )",50433,"(+/- 3393 )",44513,"(+/- 3649 )",50007,"(+/- 3613 )",50346,"(+/- 3992 )",47019,"(+/- 3982 )",39507,"(+/- 4501 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",23530,"(+/- 2392 )",22281,"(+/- 2626 )",23123,"(+/- 2764 )",25934,"(+/- 3587 )",31175,"(+/- 3300 )",27575,"(+/- 2318 )",29035,"(+/- 2635 )",18824,"(+/- 2475 )",18763,"(+/- 3248 )"
Workers,"Class of Worker","Unpaid family workers",400,"(+/- 254 )",596,"(+/- 279 )",675,"(+/- 427 )",965,"(+/- 561 )",1339,"(+/- 631 )",694,"(+/- 478 )",947,"(+/- 551 )",1273,"(+/- 885 )",1341,"(+/- 702 )"
Housing,"Housing Occupancy","Total housing units",357642,"(+/- 1654 )",340956,"(+/- 1959 )",337758,"(+/- 2277 )",332133,"(+/- 2404 )",360099,"(+/- 1302 )",340297,"(+/- 1664 )",337867,"(+/- 1759 )",302703,"(+/- 4194 )",318982,"(+/- 4078 )"
Housing,"Housing Occupancy","Occupied housing units",301451,"(+/- 4475 )",304715,"(+/- 4460 )",294614,"(+/- 4252 )",296321,"(+/- 4106 )",320384,"(+/- 4564 )",303648,"(+/- 4149 )",292062,"(+/- 3827 )",271504,"(+/- 4751 )",270038,"(+/- 5127 )"
Housing,"Housing Occupancy","Vacant housing units",56191,"(+/- 4447 )",36241,"(+/- 3889 )",43144,"(+/- 3677 )",35812,"(+/- 3690 )",39715,"(+/- 4129 )",36649,"(+/- 3985 )",45805,"(+/- 3713 )",31199,"(+/- 3169 )",48944,"(+/- 3788 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.3,"(+/- 0.5 )",1.7,"(+/- 0.6 )",1.9,"(+/- 0.6 )",0.7,"(+/- 0.3 )",1.7,"(+/- 0.6 )",0.9,"(+/- 0.4 )",0.9,"(+/- 0.4 )",1.6,"(+/- 0.5 )",1.3,"(+/- 0.6 )"
Housing,"Housing Occupancy","Rental vacancy rate",6.7,"(+/- 1.5 )",6.5,"(+/- 1.7 )",5.8,"(+/- 1.5 )",7.2,"(+/- 1.7 )",9.5,"(+/- 1.7 )",5.7,"(+/- 2.0 )",5.3,"(+/- 1.8 )",5.0,"(+/- 2.0 )",9.8,"(+/- 1.3 )"
Housing,"Housing Tenure","Occupied housing units",301451,"(+/- 4475 )",304715,"(+/- 4460 )",294614,"(+/- 4252 )",296321,"(+/- 4106 )",320384,"(+/- 4564 )",303648,"(+/- 4149 )",292062,"(+/- 3827 )",271504,"(+/- 4751 )",270038,"(+/- 5127 )"
Housing,"Housing Tenure",Owner-occupied,214615,"(+/- 4687 )",209040,"(+/- 3848 )",202902,"(+/- 5211 )",204287,"(+/- 4920 )",180456,"(+/- 4541 )",222838,"(+/- 4303 )",212843,"(+/- 4326 )",195253,"(+/- 4256 )",123486,"(+/- 5042 )"
Housing,"Housing Tenure",Renter-occupied,86836,"(+/- 4367 )",95675,"(+/- 3794 )",91712,"(+/- 5361 )",92034,"(+/- 4680 )",139928,"(+/- 4933 )",80810,"(+/- 4341 )",79219,"(+/- 3613 )",76251,"(+/- 4569 )",146552,"(+/- 5269 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.36,"(+/- 0.05 )",2.53,"(+/- 0.05 )",2.53,"(+/- 0.04 )",2.73,"(+/- 0.05 )",2.49,"(+/- 0.05 )",2.64,"(+/- 0.04 )",2.79,"(+/- 0.04 )",2.60,"(+/- 0.05 )",2.64,"(+/- 0.08 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.31,"(+/- 0.09 )",2.22,"(+/- 0.09 )",2.28,"(+/- 0.08 )",2.60,"(+/- 0.09 )",2.18,"(+/- 0.06 )",2.43,"(+/- 0.10 )",2.39,"(+/- 0.08 )",2.42,"(+/- 0.08 )",2.45,"(+/- 0.08 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",301451,"(+/- 4475 )",304715,"(+/- 4460 )",294614,"(+/- 4252 )",296321,"(+/- 4106 )",320384,"(+/- 4564 )",303648,"(+/- 4149 )",292062,"(+/- 3827 )",271504,"(+/- 4751 )",270038,"(+/- 5127 )"
Housing,"Year Householder Moved into Unit","Moved in 2017 or later",76649,"(+/- 4415 )",90775,"(+/- 4300 )",83998,"(+/- 4451 )",86658,"(+/- 4742 )",119478,"(+/- 5275 )",83570,"(+/- 4322 )",85746,"(+/- 4234 )",68626,"(+/- 5015 )",94184,"(+/- 5081 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 to 2016",31791,"(+/- 3129 )",36419,"(+/- 3157 )",31370,"(+/- 3159 )",37721,"(+/- 3064 )",46269,"(+/- 3720 )",40821,"(+/- 2752 )",36015,"(+/- 3571 )",29730,"(+/- 2434 )",35383,"(+/- 3736 )"
Housing,"Year Householder Moved into Unit","Moved in 2014 to 2014",42588,"(+/- 3118 )",45837,"(+/- 2861 )",45610,"(+/- 4036 )",46944,"(+/- 3788 )",46319,"(+/- 3641 )",47921,"(+/- 3343 )",50405,"(+/- 3598 )",41783,"(+/- 3378 )",37722,"(+/- 3445 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",65364,"(+/- 3555 )",60993,"(+/- 2772 )",58711,"(+/- 3292 )",61659,"(+/- 4032 )",51978,"(+/- 3301 )",58803,"(+/- 3608 )",55633,"(+/- 3622 )",57136,"(+/- 3304 )",45506,"(+/- 3690 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",39789,"(+/- 2879 )",34608,"(+/- 2411 )",35273,"(+/- 3148 )",32465,"(+/- 2450 )",28611,"(+/- 2595 )",36869,"(+/- 3214 )",31439,"(+/- 2528 )",40213,"(+/- 3064 )",28506,"(+/- 2553 )"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier",45270,"(+/- 2923 )",36083,"(+/- 2350 )",39652,"(+/- 2855 )",30874,"(+/- 2516 )",27729,"(+/- 2149 )",35664,"(+/- 2825 )",32824,"(+/- 2087 )",34016,"(+/- 2231 )",28737,"(+/- 2068 )"
Housing,Value,"Owner-occupied units",214615,"(+/- 4687 )",209040,"(+/- 3848 )",202902,"(+/- 5211 )",204287,"(+/- 4920 )",180456,"(+/- 4541 )",222838,"(+/- 4303 )",212843,"(+/- 4326 )",195253,"(+/- 4256 )",123486,"(+/- 5042 )"
Housing,Value,"Less than $50,000",23530,"(+/- 2289 )",12475,"(+/- 1807 )",14978,"(+/- 1825 )",11788,"(+/- 1526 )",5013,"(+/- 1048 )",10677,"(+/- 1249 )",14009,"(+/- 2014 )",15866,"(+/- 1833 )",15527,"(+/- 1904 )"
Housing,Value,"$50,000 to $99,999",37719,"(+/- 3105 )",22777,"(+/- 2391 )",30683,"(+/- 2928 )",24504,"(+/- 2632 )",5449,"(+/- 1452 )",25525,"(+/- 2525 )",29470,"(+/- 2740 )",34925,"(+/- 2316 )",37930,"(+/- 3072 )"
Housing,Value,"$100,000 to $149,999",43388,"(+/- 2939 )",34316,"(+/- 2678 )",33732,"(+/- 2606 )",27873,"(+/- 3117 )",11659,"(+/- 1544 )",27207,"(+/- 2761 )",32276,"(+/- 2725 )",30683,"(+/- 2540 )",22596,"(+/- 3126 )"
Housing,Value,"$150,000 to $199,999",38690,"(+/- 2981 )",37738,"(+/- 3214 )",39065,"(+/- 3380 )",34537,"(+/- 2736 )",25583,"(+/- 2595 )",34305,"(+/- 2490 )",28331,"(+/- 2518 )",28264,"(+/- 2678 )",18390,"(+/- 2555 )"
Housing,Value,"$200,000 to $299,999",39620,"(+/- 2787 )",48094,"(+/- 2828 )",41356,"(+/- 3346 )",58834,"(+/- 4141 )",53426,"(+/- 3669 )",58209,"(+/- 3067 )",30922,"(+/- 3414 )",39767,"(+/- 2599 )",17788,"(+/- 2489 )"
Housing,Value,"$300,000 to $499,999",23022,"(+/- 1920 )",36025,"(+/- 2598 )",31065,"(+/- 2548 )",36088,"(+/- 2853 )",50071,"(+/- 2812 )",49941,"(+/- 3191 )",39452,"(+/- 2786 )",31423,"(+/- 2354 )",8030,"(+/- 1514 )"
Housing,Value,"$500,000 to $999,999",6815,"(+/- 1431 )",14324,"(+/- 1848 )",8889,"(+/- 1608 )",9649,"(+/- 1677 )",22651,"(+/- 2613 )",15019,"(+/- 1915 )",30859,"(+/- 2242 )",12011,"(+/- 1591 )",2733,"(+/- 893 )"
Housing,Value,"$1,000,000 or more",1831,"(+/- 804 )",3291,"(+/- 961 )",3134,"(+/- 1036 )",1014,"(+/- 425 )",6604,"(+/- 1231 )",1955,"(+/- 652 )",7524,"(+/- 1434 )",2314,"(+/- 864 )",492,"(+/- 293 )"
Housing,Value,"Median (dollars)",152600,"(+/- 3651 )",195400,"(+/- 5358 )",174500,"(+/- 4211 )",205600,"(+/- 5501 )",278100,"(+/- 5809 )",223100,"(+/- 5667 )",206900,"(+/- 10615 )",176500,"(+/- 5084 )",115000,"(+/- 4810 )"
Housing,"Mortgage Status","Owner-occupied units",214615,"(+/- 4687 )",209040,"(+/- 3848 )",202902,"(+/- 5211 )",204287,"(+/- 4920 )",180456,"(+/- 4541 )",222838,"(+/- 4303 )",212843,"(+/- 4326 )",195253,"(+/- 4256 )",123486,"(+/- 5042 )"
Housing,"Mortgage Status","Housing units with a mortgage",109581,"(+/- 4602 )",122955,"(+/- 3556 )",107772,"(+/- 4719 )",120633,"(+/- 4824 )",122225,"(+/- 4220 )",126519,"(+/- 5039 )",126018,"(+/- 4105 )",115016,"(+/- 4219 )",77519,"(+/- 4475 )"
Housing,"Mortgage Status","Housing units without a mortgage",105034,"(+/- 3272 )",86085,"(+/- 3587 )",95130,"(+/- 3922 )",83654,"(+/- 3821 )",58231,"(+/- 2828 )",96319,"(+/- 4275 )",86825,"(+/- 3664 )",80237,"(+/- 3595 )",45967,"(+/- 3022 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",109581,"(+/- 4602 )",122955,"(+/- 3556 )",107772,"(+/- 4719 )",120633,"(+/- 4824 )",122225,"(+/- 4220 )",126519,"(+/- 5039 )",126018,"(+/- 4105 )",115016,"(+/- 4219 )",77519,"(+/- 4475 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",3546,"(+/- 1062 )",2734,"(+/- 809 )",2222,"(+/- 674 )",1309,"(+/- 455 )",661,"(+/- 368 )",2231,"(+/- 743 )",2142,"(+/- 729 )",1636,"(+/- 523 )",1235,"(+/- 505 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",48545,"(+/- 3219 )",37539,"(+/- 2381 )",34190,"(+/- 2514 )",33680,"(+/- 2829 )",20632,"(+/- 2589 )",30965,"(+/- 2592 )",29454,"(+/- 2421 )",32726,"(+/- 2564 )",26377,"(+/- 2569 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",35102,"(+/- 2675 )",41857,"(+/- 2439 )",40011,"(+/- 3208 )",46369,"(+/- 3940 )",43717,"(+/- 3168 )",44219,"(+/- 3085 )",36884,"(+/- 3536 )",34548,"(+/- 2919 )",28705,"(+/- 2993 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",13511,"(+/- 1983 )",24070,"(+/- 2094 )",15358,"(+/- 2285 )",25019,"(+/- 2612 )",27560,"(+/- 2738 )",25655,"(+/- 2191 )",21514,"(+/- 2450 )",20226,"(+/- 2406 )",11778,"(+/- 1826 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",4480,"(+/- 1169 )",9059,"(+/- 1122 )",8245,"(+/- 1573 )",8621,"(+/- 1955 )",13465,"(+/- 1921 )",13437,"(+/- 2118 )",16589,"(+/- 2105 )",12033,"(+/- 1846 )",5781,"(+/- 1706 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",2313,"(+/- 742 )",3426,"(+/- 885 )",4589,"(+/- 1122 )",3494,"(+/- 985 )",6881,"(+/- 1127 )",5925,"(+/- 1367 )",7480,"(+/- 1128 )",5705,"(+/- 1184 )",1597,"(+/- 538 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",2084,"(+/- 514 )",4270,"(+/- 944 )",3157,"(+/- 674 )",2141,"(+/- 847 )",9309,"(+/- 1446 )",4087,"(+/- 1046 )",11955,"(+/- 1794 )",8142,"(+/- 1312 )",2046,"(+/- 751 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1031,"(+/- 27 )",1227,"(+/- 24 )",1187,"(+/- 25 )",1253,"(+/- 33 )",1453,"(+/- 30 )",1335,"(+/- 28 )",1420,"(+/- 37 )",1320,"(+/- 35 )",1176,"(+/- 36 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",105034,"(+/- 3272 )",86085,"(+/- 3587 )",95130,"(+/- 3922 )",83654,"(+/- 3821 )",58231,"(+/- 2828 )",96319,"(+/- 4275 )",86825,"(+/- 3664 )",80237,"(+/- 3595 )",45967,"(+/- 3022 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",29709,"(+/- 2740 )",14715,"(+/- 1848 )",15556,"(+/- 2186 )",13745,"(+/- 1769 )",4486,"(+/- 1052 )",17832,"(+/- 2199 )",13213,"(+/- 1657 )",11552,"(+/- 1546 )",5269,"(+/- 1215 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",44090,"(+/- 3030 )",32363,"(+/- 2557 )",35045,"(+/- 3234 )",32020,"(+/- 2568 )",17076,"(+/- 1609 )",33868,"(+/- 2770 )",31891,"(+/- 2496 )",25905,"(+/- 2061 )",14738,"(+/- 1657 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",22213,"(+/- 1926 )",24118,"(+/- 2175 )",29634,"(+/- 2565 )",27088,"(+/- 2824 )",18538,"(+/- 1761 )",31928,"(+/- 2635 )",24163,"(+/- 2051 )",22792,"(+/- 1966 )",15696,"(+/- 1731 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",5716,"(+/- 1136 )",9146,"(+/- 1681 )",9026,"(+/- 1832 )",7160,"(+/- 1363 )",9612,"(+/- 1673 )",8580,"(+/- 1608 )",10077,"(+/- 1454 )",10644,"(+/- 1476 )",6794,"(+/- 1570 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",1946,"(+/- 651 )",3162,"(+/- 790 )",3302,"(+/- 908 )",2009,"(+/- 759 )",4008,"(+/- 1092 )",2339,"(+/- 756 )",3674,"(+/- 978 )",4050,"(+/- 1026 )",1418,"(+/- 491 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",1360,"(+/- 648 )",2581,"(+/- 1091 )",2567,"(+/- 687 )",1632,"(+/- 650 )",4511,"(+/- 968 )",1772,"(+/- 822 )",3807,"(+/- 987 )",5294,"(+/- 1205 )",2052,"(+/- 614 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",325,"(+/- 7 )",383,"(+/- 10 )",388,"(+/- 11 )",381,"(+/- 11 )",471,"(+/- 15 )",385,"(+/- 11 )",392,"(+/- 10 )",420,"(+/- 12 )",431,"(+/- 14 )"
Housing,"Gross Rent","Occupied units paying rent",75841,"(+/- 4130 )",89109,"(+/- 3609 )",83782,"(+/- 5072 )",83682,"(+/- 4391 )",135885,"(+/- 4994 )",73895,"(+/- 4438 )",70716,"(+/- 3491 )",70200,"(+/- 4669 )",141446,"(+/- 5188 )"
Housing,"Gross Rent","Less than $500",15078,"(+/- 2236 )",12444,"(+/- 1932 )",10503,"(+/- 1470 )",8003,"(+/- 1361 )",9153,"(+/- 1515 )",9592,"(+/- 1644 )",7578,"(+/- 1287 )",12703,"(+/- 2113 )",10564,"(+/- 1789 )"
Housing,"Gross Rent","$500 to $999",48005,"(+/- 2918 )",45036,"(+/- 3197 )",51124,"(+/- 4205 )",41631,"(+/- 3574 )",36719,"(+/- 3379 )",36408,"(+/- 3451 )",34947,"(+/- 2713 )",36491,"(+/- 2961 )",71565,"(+/- 4202 )"
Housing,"Gross Rent","$1,000 to $1,499",10378,"(+/- 1895 )",24601,"(+/- 2538 )",18034,"(+/- 2663 )",24555,"(+/- 2618 )",57452,"(+/- 3827 )",22262,"(+/- 2935 )",16688,"(+/- 2079 )",14494,"(+/- 2499 )",50242,"(+/- 4457 )"
Housing,"Gross Rent","$1,500 to $1,999",1757,"(+/- 808 )",4566,"(+/- 1247 )",1931,"(+/- 695 )",7670,"(+/- 1943 )",23045,"(+/- 2514 )",4133,"(+/- 1084 )",8661,"(+/- 1846 )",3969,"(+/- 1877 )",6899,"(+/- 1480 )"
Housing,"Gross Rent","$2,000 to $2,499",0,"(+/- 216 )",1833,"(+/- 958 )",1068,"(+/- 528 )",1363,"(+/- 639 )",7022,"(+/- 1577 )",1302,"(+/- 623 )",1804,"(+/- 685 )",1671,"(+/- 994 )",1651,"(+/- 794 )"
Housing,"Gross Rent","$2,500 to $2,999",0,"(+/- 216 )",406,"(+/- 272 )",384,"(+/- 324 )",460,"(+/- 448 )",1918,"(+/- 806 )",198,"(+/- 220 )",641,"(+/- 374 )",564,"(+/- 456 )",289,"(+/- 234 )"
Housing,"Gross Rent","$3,000 or more",623,"(+/- 724 )",223,"(+/- 190 )",738,"(+/- 577 )",0,"(+/- 216 )",576,"(+/- 362 )",0,"(+/- 216 )",397,"(+/- 329 )",308,"(+/- 321 )",236,"(+/- 288 )"
Housing,"Gross Rent","Median (dollars)",718,"(+/- 20 )",888,"(+/- 25 )",821,"(+/- 29 )",886,"(+/- 22 )",1178,"(+/- 25 )",862,"(+/- 32 )",891,"(+/- 32 )",777,"(+/- 22 )",937,"(+/- 18 )"
