cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE"
Housing,"Gross Rent","Less than $500",21599,"(+/- 2335 )",12569,"(+/- 2434 )",13452,"(+/- 1996 )",16468,"(+/- 2179 )"
Housing,"Gross Rent","$500 to $999",54215,"(+/- 3530 )",61546,"(+/- 4000 )",66661,"(+/- 4580 )",43936,"(+/- 3112 )"
Housing,"Gross Rent","$1,000 to $1,499",8560,"(+/- 1766 )",23290,"(+/- 3000 )",22123,"(+/- 2446 )",5842,"(+/- 1314 )"
Housing,"Gross Rent","$1,500 to $1,999",1965,"(+/- 812 )",3225,"(+/- 1199 )",3774,"(+/- 1139 )",995,"(+/- 452 )"
Housing,"Gross Rent","$2,000 to $2,499",26,"(+/- 50 )",669,"(+/- 426 )",1220,"(+/- 698 )",81,"(+/- 135 )"
Housing,"Gross Rent","$2,500 to $2,999",73,"(+/- 120 )",426,"(+/- 478 )",535,"(+/- 551 )",98,"(+/- 160 )"
Housing,"Gross Rent","$3,000 or more",32,"(+/- 61 )",547,"(+/- 533 )",728,"(+/- 496 )",0,"(+/- 206 )"
Housing,"Gross Rent","Median (dollars)",675,"(+/- 17 )",812,"(+/- 21 )",787,"(+/- 23 )",650,"(+/- 18 )"
Housing,"Gross Rent","No rent paid",12403,"(+/- 1634 )",6419,"(+/- 1311 )",6973,"(+/- 1537 )",11388,"(+/- 1818 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Total households",283256,"(+/- 4715 )",298841,"(+/- 4200 )",310011,"(+/- 4536 )",271539,"(+/- 5239 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Less than $10,000",22554,"(+/- 2410 )",19980,"(+/- 2376 )",18652,"(+/- 2652 )",21904,"(+/- 2376 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$10,000 to $14,999",18221,"(+/- 1728 )",16833,"(+/- 2587 )",13508,"(+/- 2127 )",21148,"(+/- 2548 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$15,000 to $24,999",40154,"(+/- 3397 )",31031,"(+/- 2795 )",34076,"(+/- 3497 )",35200,"(+/- 3132 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$25,000 to $34,999",36756,"(+/- 3142 )",30709,"(+/- 3514 )",33739,"(+/- 2914 )",32936,"(+/- 2711 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$35,000 to $49,999",40642,"(+/- 3235 )",41501,"(+/- 4214 )",42958,"(+/- 3981 )",39263,"(+/- 3333 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$50,000 to $74,999",49240,"(+/- 3338 )",57224,"(+/- 4571 )",56158,"(+/- 4109 )",50424,"(+/- 3707 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$75,000 to $99,999",32144,"(+/- 2947 )",33389,"(+/- 2941 )",37929,"(+/- 2917 )",30042,"(+/- 2716 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$100,000 to $149,999",26816,"(+/- 2546 )",41646,"(+/- 3097 )",39717,"(+/- 3164 )",26819,"(+/- 2572 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$150,000 to $199,000",8729,"(+/- 1478 )",14450,"(+/- 2197 )",14844,"(+/- 2074 )",7564,"(+/- 1316 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$200,000 or more",8000,"(+/- 1299 )",12078,"(+/- 1605 )",18430,"(+/- 2234 )",6239,"(+/- 1219 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Median household income (dollars)",43193,"(+/- 1594 )",53600,"(+/- 2407 )",54310,"(+/- 2079 )",43824,"(+/- 1702 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Mean household income (dollars)",60979,"(+/- 2001 )",74591,"(+/- 2495 )",76973,"(+/- 2483 )",58764,"(+/- 2003 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",695986,"(+/- 3985 )",756027,"(+/- 2992 )",822276,"(+/- 4430 )",688307,"(+/- 4746 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",636402,"(+/- 6366 )",689665,"(+/- 7038 )",735546,"(+/- 8720 )",630013,"(+/- 6750 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",376881,"(+/- 9512 )",474743,"(+/- 11250 )",523877,"(+/- 11387 )",381611,"(+/- 10866 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",347059,"(+/- 7995 )",314055,"(+/- 9962 )",302328,"(+/- 9829 )",339637,"(+/- 8599 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",59584,"(+/- 5118 )",66362,"(+/- 6779 )",86730,"(+/- 7637 )",58294,"(+/- 4899 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",172427,"(+/- 2762 )",185732,"(+/- 2154 )",215750,"(+/- 3307 )",167002,"(+/- 3691 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",9568,"(+/- 2411 )",8859,"(+/- 2509 )",15639,"(+/- 2887 )",9329,"(+/- 2237 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",13.4,"(+/- 1.3 )",10.9,"(+/- 1.2 )",9.4,"(+/- 1.3 )",13.7,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",23.4,"(+/- 2.4 )",17.4,"(+/- 2.4 )",14.8,"(+/- 2.2 )",24.0,"(+/- 2.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",26.6,"(+/- 6.1 )",19.6,"(+/- 5.8 )",13.2,"(+/- 4.5 )",33.6,"(+/- 8.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",6.1,"(+/- 1.2 )",4.9,"(+/- 1.0 )",5.6,"(+/- 1.0 )",8.6,"(+/- 1.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",10.5,"(+/- 2.2 )",7.5,"(+/- 2.1 )",8.9,"(+/- 2.1 )",15.0,"(+/- 3.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",11.8,"(+/- 6.2 )",11.9,"(+/- 5.8 )",3.1,"(+/- 2.6 )",17.0,"(+/- 8.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",36.3,"(+/- 4.1 )",26.7,"(+/- 4.7 )",25.2,"(+/- 4.9 )",31.8,"(+/- 4.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",47.1,"(+/- 5.5 )",32.8,"(+/- 6.0 )",32.4,"(+/- 6.3 )",44.1,"(+/- 6.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",61.5,"(+/- 13.4 )",31.7,"(+/- 14.2 )",31.4,"(+/- 13.5 )",57.5,"(+/- 14.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",18.3,"(+/- 1.2 )",14.6,"(+/- 1.1 )",14.6,"(+/- 1.3 )",17.8,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",28.2,"(+/- 3.0 )",19.8,"(+/- 2.6 )",18.1,"(+/- 3.1 )",23.6,"(+/- 2.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",27.9,"(+/- 3.0 )",19.7,"(+/- 2.6 )",17.2,"(+/- 2.7 )",23.4,"(+/- 2.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",32.7,"(+/- 4.1 )",23.9,"(+/- 5.1 )",21.0,"(+/- 4.2 )",29.0,"(+/- 4.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",26.1,"(+/- 3.5 )",18.1,"(+/- 2.6 )",15.9,"(+/- 3.0 )",21.6,"(+/- 2.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",15.3,"(+/- 1.0 )",13.0,"(+/- 0.9 )",13.4,"(+/- 1.1 )",16.1,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",11.0,"(+/- 1.4 )",9.8,"(+/- 1.7 )",9.9,"(+/- 1.7 )",11.3,"(+/- 1.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",15.3,"(+/- 1.4 )",12.1,"(+/- 1.3 )",10.7,"(+/- 1.4 )",14.5,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",30.5,"(+/- 2.1 )",24.2,"(+/- 2.1 )",30.8,"(+/- 2.3 )",33.2,"(+/- 2.4 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",165159,"(+/- 3866 )",192423,"(+/- 5815 )",221185,"(+/- 5843 )",159505,"(+/- 4724 )"
Education,"School Enrollment","Nursery school, preschool",13232,"(+/- 2227 )",13768,"(+/- 2601 )",13394,"(+/- 1920 )",9908,"(+/- 1531 )"
Education,"School Enrollment",Kindergarten,9781,"(+/- 1494 )",10315,"(+/- 2059 )",10370,"(+/- 1824 )",8460,"(+/- 1523 )"
Education,"School Enrollment","Elementary school (grades 1-8)",69410,"(+/- 2903 )",78842,"(+/- 3151 )",91016,"(+/- 3147 )",73554,"(+/- 3237 )"
Education,"School Enrollment","High school (grades 9-12)",39703,"(+/- 2653 )",38324,"(+/- 2719 )",46384,"(+/- 3596 )",35203,"(+/- 2559 )"
Education,"School Enrollment","College or graduate school",33033,"(+/- 2862 )",51174,"(+/- 5003 )",60021,"(+/- 4399 )",32380,"(+/- 3122 )"
Education,"Educational Attainment","Population 25 years and over",495994,"(+/- 3319 )",516846,"(+/- 2776 )",540537,"(+/- 3114 )",483079,"(+/- 3783 )"
Education,"Educational Attainment","Less than 9th grade",25036,"(+/- 2637 )",15297,"(+/- 2507 )",32466,"(+/- 3248 )",21577,"(+/- 2619 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",43945,"(+/- 4138 )",34691,"(+/- 3509 )",42079,"(+/- 4266 )",39902,"(+/- 3472 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",198919,"(+/- 5318 )",161697,"(+/- 6443 )",160765,"(+/- 6677 )",188925,"(+/- 5749 )"
Education,"Educational Attainment","Some college, no degree",111885,"(+/- 4918 )",108997,"(+/- 5513 )",110680,"(+/- 5827 )",112490,"(+/- 5585 )"
Education,"Educational Attainment","Associate's degree",35909,"(+/- 2848 )",43589,"(+/- 4000 )",37571,"(+/- 3117 )",34669,"(+/- 3164 )"
Education,"Educational Attainment","Bachelor's degree",53976,"(+/- 3524 )",96010,"(+/- 5284 )",100363,"(+/- 5639 )",56836,"(+/- 3843 )"
Education,"Educational Attainment","Graduate or professional degree",26324,"(+/- 2565 )",56565,"(+/- 4337 )",56613,"(+/- 4022 )",28680,"(+/- 2671 )"
Education,"Educational Attainment","Percent high school graduate or higher",86.1,"(+/- 0.9 )",90.3,"(+/- 0.8 )",86.2,"(+/- 0.9 )",87.3,"(+/- 0.8 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",16.2,"(+/- 0.9 )",29.5,"(+/- 1.3 )",29.0,"(+/- 1.1 )",17.7,"(+/- 1.0 )"

"Source: 2019 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",195359,G,309356,G,336093,G,186400,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",1000,G,217,H,935,G,2558,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",394,G,1463,H,521,H,1242,G
Business,"Paid employees for pay period including March 12",Utilities,1164,H,2367,G,2570,H,1375,G
Business,"Paid employees for pay period including March 12",Construction,7714,G,16797,G,15625,G,9611,G
Business,"Paid employees for pay period including March 12",Manufacturing,43024,G,21572,G,52782,G,44338,G
Business,"Paid employees for pay period including March 12","Wholesale trade",10049,G,15434,G,16970,G,4988,G
Business,"Paid employees for pay period including March 12","Retail trade",29676,G,40628,G,40906,G,26917,H
Business,"Paid employees for pay period including March 12","Transportation and warehousing",8514,G,13557,G,22954,G,8916,G
Business,"Paid employees for pay period including March 12",Information,1823,H,11477,H,5664,G,1729,G
Business,"Paid employees for pay period including March 12","Finance and insurance",5860,G,18462,G,8847,G,5645,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",2146,G,4266,G,4789,G,2004,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",4403,G,13535,G,16521,G,4187,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",1257,G,5127,G,29156,J,1633,H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",6107,G,17484,G,15806,G,7491,G
Business,"Paid employees for pay period including March 12","Educational services",2183,G,7929,G,3726,G,2382,H
Business,"Paid employees for pay period including March 12","Health care and social assistance",40966,G,66364,G,45779,G,32837,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",1687,G,3406,H,3079,G,2450,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",20663,G,33249,G,37202,G,18971,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",6705,G,15995,G,12240,G,7086,G
Business,"Paid employees for pay period including March 12","Industries not classified",24,J,27,G,21,J,40,J
Business,"Annual payroll ($1,000)","Total for all sectors",7502659,G,14378539,G,16468767,G,7104265,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",66982,G,8551,H,31423,G,119691,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",19610,G,126736,H,34289,G,72534,G
Business,"Annual payroll ($1,000)",Utilities,84736,H,247963,G,261171,H,121722,G
Business,"Annual payroll ($1,000)",Construction,380524,G,896003,G,802590,G,458561,G
Business,"Annual payroll ($1,000)",Manufacturing,2109692,H,1186293,G,2285384,G,2191900,G
Business,"Annual payroll ($1,000)","Wholesale trade",500561,G,925042,G,924645,G,240450,G
Business,"Annual payroll ($1,000)","Retail trade",771096,G,1144122,G,1184147,G,704254,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",395924,G,620356,G,1229676,G,362108,G
Business,"Annual payroll ($1,000)",Information,81062,G,867915,H,404736,G,76104,G
Business,"Annual payroll ($1,000)","Finance and insurance",316639,G,1480180,G,571995,G,282210,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",69443,G,196020,G,189778,G,73521,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",200181,G,869041,G,1069524,G,171174,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",93036,G,369498,G,3507769,J,199251,H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",203009,G,463446,G,526945,G,231360,G
Business,"Annual payroll ($1,000)","Educational services",53774,G,217964,G,95627,G,55038,H
Business,"Annual payroll ($1,000)","Health care and social assistance",1649534,G,3622261,G,2310165,G,1223153,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",39413,H,71655,H,69517,G,52602,H
Business,"Annual payroll ($1,000)","Accommodation and food services",310589,G,566329,G,622057,G,304085,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",156523,G,498417,G,346532,G,163967,G
Business,"Annual payroll ($1,000)","Industries not classified",331,G,747,G,797,J,580,G
Business,"Total Establishments","Total for all sectors",13819,X,19341,X,19972,X,13710,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",184,X,33,X,37,X,383,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",32,X,67,X,50,X,140,X
Business,"Total Establishments",Utilities,85,X,73,X,64,X,108,X
Business,"Total Establishments",Construction,1034,X,1610,X,1761,X,1130,X
Business,"Total Establishments",Manufacturing,590,X,550,X,722,X,657,X
Business,"Total Establishments","Wholesale trade",689,X,978,X,1041,X,500,X
Business,"Total Establishments","Retail trade",2537,X,2908,X,2828,X,2430,X
Business,"Total Establishments","Transportation and warehousing",696,X,566,X,610,X,590,X
Business,"Total Establishments",Information,240,X,350,X,347,X,210,X
Business,"Total Establishments","Finance and insurance",871,X,1456,X,1165,X,884,X
Business,"Total Establishments","Real estate and rental and leasing",598,X,993,X,1101,X,541,X
Business,"Total Establishments","Professional, scientific, and technical services",890,X,2105,X,2111,X,836,X
Business,"Total Establishments","Management of companies and enterprises",50,X,126,X,869,X,55,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",422,X,954,X,938,X,492,X
Business,"Total Establishments","Educational services",85,X,230,X,200,X,101,X
Business,"Total Establishments","Health care and social assistance",1890,X,2489,X,2278,X,1612,X
Business,"Total Establishments","Arts, entertainment, and recreation",191,X,224,X,265,X,150,X
Business,"Total Establishments","Accommodation and food services",1295,X,1650,X,1875,X,1258,X
Business,"Total Establishments","Other services (except public administration)",1423,X,1957,X,1695,X,1603,X
Business,"Total Establishments","Industries not classified",17,X,22,X,15,X,30,X

"Source: 2019 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
