cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE"
Housing,Value,"$150,000 to $199,999",4137,"(+/- 998 )",23417,"(+/- 2204 )",4076,"(+/- 989 )",21499,"(+/- 2527 )",9917,"(+/- 1411 )"
Housing,Value,"$200,000 to $299,999",24827,"(+/- 2563 )",49679,"(+/- 3714 )",21649,"(+/- 2134 )",65958,"(+/- 4048 )",49642,"(+/- 3512 )"
Housing,Value,"$300,000 to $499,999",97469,"(+/- 4166 )",66044,"(+/- 4299 )",95755,"(+/- 3658 )",64841,"(+/- 3590 )",84062,"(+/- 4197 )"
Housing,Value,"$500,000 to $999,999",59045,"(+/- 3728 )",31283,"(+/- 2583 )",61223,"(+/- 2973 )",23366,"(+/- 2304 )",38837,"(+/- 2574 )"
Housing,Value,"$1,000,000 or more",5441,"(+/- 1016 )",6620,"(+/- 1280 )",5176,"(+/- 996 )",4207,"(+/- 1383 )",6780,"(+/- 1184 )"
Housing,Value,"Median (dollars)",417800,"(+/- 8944 )",288600,"(+/- 7440 )",417100,"(+/- 6993 )",280400,"(+/- 4501 )",352900,"(+/- 5882 )"
Housing,"Mortgage Status","Owner-occupied units",200067,"(+/- 4693 )",219290,"(+/- 6005 )",199699,"(+/- 4846 )",211149,"(+/- 4864 )",206920,"(+/- 5197 )"
Housing,"Mortgage Status","Housing units with a mortgage",141009,"(+/- 5213 )",132796,"(+/- 4955 )",142580,"(+/- 4739 )",128331,"(+/- 4408 )",140481,"(+/- 5031 )"
Housing,"Mortgage Status","Housing units without a mortgage",59058,"(+/- 3019 )",86494,"(+/- 4427 )",57119,"(+/- 3382 )",82818,"(+/- 3731 )",66439,"(+/- 3090 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",141009,"(+/- 5213 )",132796,"(+/- 4955 )",142580,"(+/- 4739 )",128331,"(+/- 4408 )",140481,"(+/- 5031 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",554,"(+/- 288 )",1225,"(+/- 492 )",352,"(+/- 310 )",1594,"(+/- 644 )",1283,"(+/- 503 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",6327,"(+/- 1288 )",23764,"(+/- 2504 )",5477,"(+/- 1215 )",20902,"(+/- 2655 )",11061,"(+/- 1639 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",25419,"(+/- 2172 )",43783,"(+/- 3577 )",25642,"(+/- 2434 )",41039,"(+/- 2943 )",37925,"(+/- 3004 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",36459,"(+/- 3089 )",32341,"(+/- 2541 )",40930,"(+/- 2923 )",35018,"(+/- 2848 )",37761,"(+/- 3029 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",33896,"(+/- 3279 )",15394,"(+/- 2012 )",32355,"(+/- 2893 )",15302,"(+/- 2095 )",22712,"(+/- 2098 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",18829,"(+/- 2331 )",7989,"(+/- 1448 )",18126,"(+/- 2198 )",7892,"(+/- 1492 )",13897,"(+/- 1928 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",19525,"(+/- 2139 )",8300,"(+/- 1551 )",19698,"(+/- 2235 )",6584,"(+/- 1183 )",15842,"(+/- 1530 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",2026,"(+/- 39 )",1472,"(+/- 35 )",1987,"(+/- 36 )",1509,"(+/- 41 )",1766,"(+/- 34 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",59058,"(+/- 3019 )",86494,"(+/- 4427 )",57119,"(+/- 3382 )",82818,"(+/- 3731 )",66439,"(+/- 3090 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",2361,"(+/- 816 )",10677,"(+/- 1833 )",3891,"(+/- 1220 )",7872,"(+/- 1497 )",3390,"(+/- 1050 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",4864,"(+/- 924 )",21332,"(+/- 2423 )",4011,"(+/- 1108 )",18909,"(+/- 2296 )",10343,"(+/- 1343 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",15748,"(+/- 1811 )",30366,"(+/- 2896 )",15577,"(+/- 2051 )",31143,"(+/- 2862 )",19882,"(+/- 2095 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",18035,"(+/- 2018 )",14298,"(+/- 2155 )",17147,"(+/- 1993 )",15770,"(+/- 1670 )",19346,"(+/- 2053 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",8394,"(+/- 1324 )",6127,"(+/- 1357 )",7856,"(+/- 1377 )",5569,"(+/- 1028 )",7196,"(+/- 1181 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",9656,"(+/- 1539 )",3694,"(+/- 1096 )",8637,"(+/- 1459 )",3555,"(+/- 773 )",6282,"(+/- 962 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",665,"(+/- 17 )",471,"(+/- 15 )",654,"(+/- 19 )",488,"(+/- 13 )",597,"(+/- 16 )"
Housing,"Gross Rent","Occupied units paying rent",122569,"(+/- 4914 )",102814,"(+/- 4617 )",138116,"(+/- 4954 )",117875,"(+/- 4533 )",104572,"(+/- 4401 )"
Housing,"Gross Rent","Less than $500",3574,"(+/- 1085 )",11014,"(+/- 1625 )",8006,"(+/- 1729 )",9825,"(+/- 1606 )",5257,"(+/- 1279 )"
Housing,"Gross Rent","$500 to $999",18915,"(+/- 2289 )",39226,"(+/- 3571 )",26225,"(+/- 2786 )",49521,"(+/- 3490 )",29661,"(+/- 2997 )"
Housing,"Gross Rent","$1,000 to $1,499",51684,"(+/- 4059 )",34605,"(+/- 3341 )",54714,"(+/- 4054 )",41876,"(+/- 3367 )",46668,"(+/- 3707 )"
Housing,"Gross Rent","$1,500 to $1,999",33893,"(+/- 3061 )",12296,"(+/- 1987 )",31365,"(+/- 3116 )",12903,"(+/- 1778 )",17370,"(+/- 2595 )"
Housing,"Gross Rent","$2,000 to $2,499",10557,"(+/- 1563 )",4184,"(+/- 1406 )",12868,"(+/- 2133 )",2223,"(+/- 645 )",3491,"(+/- 1066 )"
Housing,"Gross Rent","$2,500 to $2,999",2640,"(+/- 1079 )",857,"(+/- 526 )",3440,"(+/- 970 )",775,"(+/- 583 )",1079,"(+/- 509 )"
Housing,"Gross Rent","$3,000 or more",1306,"(+/- 549 )",632,"(+/- 463 )",1498,"(+/- 722 )",752,"(+/- 670 )",1046,"(+/- 416 )"
Housing,"Gross Rent","Median (dollars)",1386,"(+/- 25 )",1013,"(+/- 33 )",1301,"(+/- 33 )",997,"(+/- 27 )",1177,"(+/- 27 )"
Housing,"Gross Rent","No rent paid",3314,"(+/- 1014 )",8664,"(+/- 1642 )",3888,"(+/- 942 )",6862,"(+/- 1598 )",3553,"(+/- 975 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Total households",325950,"(+/- 3762 )",330768,"(+/- 4942 )",341703,"(+/- 4444 )",335886,"(+/- 4014 )",315045,"(+/- 4040 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Less than $10,000",16912,"(+/- 2770 )",20243,"(+/- 2467 )",17610,"(+/- 2231 )",19419,"(+/- 2199 )",14355,"(+/- 2437 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$10,000 to $14,999",8665,"(+/- 1539 )",13611,"(+/- 1889 )",11644,"(+/- 2071 )",15903,"(+/- 1916 )",11129,"(+/- 1880 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$15,000 to $24,999",16570,"(+/- 2229 )",30133,"(+/- 2891 )",22825,"(+/- 2724 )",33901,"(+/- 2807 )",20690,"(+/- 2327 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$25,000 to $34,999",20794,"(+/- 2396 )",32847,"(+/- 3543 )",22398,"(+/- 2213 )",35697,"(+/- 2711 )",25252,"(+/- 2615 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$35,000 to $49,999",29568,"(+/- 3000 )",46850,"(+/- 4613 )",39313,"(+/- 3233 )",46917,"(+/- 3392 )",39810,"(+/- 3544 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$50,000 to $74,999",56758,"(+/- 4315 )",60386,"(+/- 3508 )",61089,"(+/- 4720 )",61638,"(+/- 3974 )",59661,"(+/- 3957 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$75,000 to $99,999",47412,"(+/- 3722 )",44798,"(+/- 3925 )",43444,"(+/- 3719 )",43975,"(+/- 2653 )",43426,"(+/- 3542 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$100,000 to $149,999",60832,"(+/- 3757 )",48055,"(+/- 2975 )",61997,"(+/- 3524 )",47650,"(+/- 3460 )",54797,"(+/- 3334 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$150,000 to $199,000",33598,"(+/- 2682 )",18038,"(+/- 2399 )",29150,"(+/- 2496 )",18332,"(+/- 2211 )",24724,"(+/- 2500 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$200,000 or more",34841,"(+/- 3258 )",15807,"(+/- 1843 )",32233,"(+/- 2753 )",12454,"(+/- 1775 )",21201,"(+/- 2327 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Median household income (dollars)",81473,"(+/- 2241 )",57870,"(+/- 2030 )",73091,"(+/- 2177 )",55886,"(+/- 1851 )",68757,"(+/- 2151 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Mean household income (dollars)",106277,"(+/- 3667 )",76252,"(+/- 2003 )",96542,"(+/- 2434 )",73782,"(+/- 2153 )",89673,"(+/- 2225 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",850333,"(+/- 4866 )",825572,"(+/- 3652 )",848232,"(+/- 7326 )",816005,"(+/- 4033 )",834860,"(+/- 6657 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",800806,"(+/- 8037 )",757184,"(+/- 6440 )",786744,"(+/- 9388 )",762395,"(+/- 6065 )",768453,"(+/- 10723 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",642020,"(+/- 11596 )",504957,"(+/- 12333 )",601720,"(+/- 11923 )",523504,"(+/- 10480 )",567496,"(+/- 13034 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",260592,"(+/- 9319 )",388081,"(+/- 11280 )",271554,"(+/- 10751 )",367233,"(+/- 7789 )",318760,"(+/- 11303 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",49527,"(+/- 6444 )",68388,"(+/- 5835 )",61488,"(+/- 5524 )",53610,"(+/- 5119 )",66407,"(+/- 7249 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",196315,"(+/- 2342 )",187995,"(+/- 2752 )",171046,"(+/- 3640 )",161382,"(+/- 3001 )",197648,"(+/- 3641 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",6586,"(+/- 2556 )",8622,"(+/- 1961 )",6630,"(+/- 2117 )",5771,"(+/- 1769 )",9906,"(+/- 3119 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",4.9,"(+/- 0.9 )",8.1,"(+/- 1.3 )",6.9,"(+/- 1.1 )",7.1,"(+/- 0.9 )",5.9,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",7.8,"(+/- 1.8 )",13.7,"(+/- 2.6 )",11.7,"(+/- 2.1 )",12.7,"(+/- 2.0 )",10.0,"(+/- 1.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",6.0,"(+/- 3.0 )",10.3,"(+/- 5.2 )",11.0,"(+/- 5.3 )",12.8,"(+/- 4.8 )",9.2,"(+/- 5.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",2.6,"(+/- 0.7 )",4.9,"(+/- 1.1 )",3.3,"(+/- 0.7 )",3.8,"(+/- 0.7 )",3.3,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",3.4,"(+/- 1.5 )",7.1,"(+/- 2.4 )",4.4,"(+/- 1.6 )",6.3,"(+/- 1.8 )",4.9,"(+/- 1.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",0.4,"(+/- 0.6 )",1.8,"(+/- 2.4 )",1.1,"(+/- 1.4 )",6.8,"(+/- 5.2 )",6.0,"(+/- 5.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",17.5,"(+/- 4.2 )",20.6,"(+/- 4.2 )",21.5,"(+/- 4.2 )",18.9,"(+/- 3.5 )",16.3,"(+/- 3.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",24.8,"(+/- 7.0 )",30.0,"(+/- 6.0 )",34.3,"(+/- 6.9 )",27.4,"(+/- 5.6 )",22.9,"(+/- 5.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",35.3,"(+/- 19.9 )",33.8,"(+/- 18.9 )",42.5,"(+/- 15.2 )",25.7,"(+/- 12.2 )",18.2,"(+/- 12.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",8.9,"(+/- 1.0 )",13.0,"(+/- 1.2 )",11.6,"(+/- 1.1 )",13.8,"(+/- 1.0 )",9.7,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",9.9,"(+/- 2.7 )",17.2,"(+/- 3.3 )",14.1,"(+/- 2.8 )",14.4,"(+/- 2.7 )",10.4,"(+/- 2.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",9.4,"(+/- 2.7 )",16.8,"(+/- 3.2 )",13.7,"(+/- 2.8 )",13.7,"(+/- 2.6 )",10.1,"(+/- 2.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",9.2,"(+/- 2.8 )",16.7,"(+/- 4.3 )",13.3,"(+/- 4.0 )",15.0,"(+/- 4.2 )",11.2,"(+/- 4.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",9.4,"(+/- 3.0 )",16.8,"(+/- 3.7 )",13.8,"(+/- 3.1 )",13.2,"(+/- 2.7 )",9.7,"(+/- 2.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",8.6,"(+/- 0.8 )",11.9,"(+/- 0.9 )",11.0,"(+/- 0.9 )",13.7,"(+/- 0.9 )",9.5,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",7.3,"(+/- 1.4 )",9.2,"(+/- 1.3 )",7.4,"(+/- 1.4 )",8.1,"(+/- 1.0 )",8.0,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",5.3,"(+/- 1.1 )",9.2,"(+/- 1.5 )",7.5,"(+/- 1.3 )",7.7,"(+/- 1.1 )",6.2,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",21.4,"(+/- 2.0 )",26.0,"(+/- 1.7 )",21.7,"(+/- 1.6 )",30.9,"(+/- 2.1 )",23.3,"(+/- 2.1 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",199001,"(+/- 4740 )",178845,"(+/- 5220 )",190291,"(+/- 6286 )",186206,"(+/- 5278 )",193284,"(+/- 5751 )"
Education,"School Enrollment","Nursery school, preschool",13147,"(+/- 2177 )",13690,"(+/- 2413 )",11524,"(+/- 1710 )",9249,"(+/- 1803 )",11093,"(+/- 1900 )"
Education,"School Enrollment",Kindergarten,9437,"(+/- 1952 )",11710,"(+/- 1725 )",8584,"(+/- 1649 )",7470,"(+/- 1355 )",11207,"(+/- 2083 )"
Education,"School Enrollment","Elementary school (grades 1-8)",83667,"(+/- 3460 )",79286,"(+/- 3372 )",73482,"(+/- 3826 )",66157,"(+/- 2713 )",83403,"(+/- 3046 )"
Education,"School Enrollment","High school (grades 9-12)",43705,"(+/- 2008 )",39251,"(+/- 2836 )",34528,"(+/- 2494 )",33740,"(+/- 2207 )",43723,"(+/- 2416 )"
Education,"School Enrollment","College or graduate school",49045,"(+/- 4132 )",34908,"(+/- 3963 )",62173,"(+/- 4381 )",69590,"(+/- 4260 )",43858,"(+/- 4402 )"
Education,"Educational Attainment","Population 25 years and over",603297,"(+/- 3425 )",600342,"(+/- 4155 )",621311,"(+/- 5138 )",579277,"(+/- 3903 )",583891,"(+/- 4400 )"
Education,"Educational Attainment","Less than 9th grade",18374,"(+/- 3145 )",19465,"(+/- 2494 )",22810,"(+/- 2840 )",11528,"(+/- 2029 )",26040,"(+/- 3132 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",22845,"(+/- 3489 )",41257,"(+/- 4619 )",29011,"(+/- 3134 )",35161,"(+/- 2736 )",31908,"(+/- 3376 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",122991,"(+/- 6255 )",166236,"(+/- 7186 )",114907,"(+/- 6690 )",149878,"(+/- 6389 )",133231,"(+/- 6424 )"
Education,"Educational Attainment","Some college, no degree",140466,"(+/- 6721 )",152376,"(+/- 6427 )",130623,"(+/- 7138 )",166901,"(+/- 5414 )",150692,"(+/- 6734 )"
Education,"Educational Attainment","Associate's degree",52819,"(+/- 3829 )",59184,"(+/- 4754 )",48702,"(+/- 4055 )",53011,"(+/- 3244 )",55386,"(+/- 3939 )"
Education,"Educational Attainment","Bachelor's degree",146959,"(+/- 7024 )",98581,"(+/- 5363 )",166429,"(+/- 5749 )",95750,"(+/- 4712 )",120192,"(+/- 5514 )"
Education,"Educational Attainment","Graduate or professional degree",98843,"(+/- 6170 )",63243,"(+/- 4819 )",108829,"(+/- 5086 )",67048,"(+/- 3170 )",66442,"(+/- 4178 )"
Education,"Educational Attainment","Percent high school graduate or higher",93.2,"(+/- 0.7 )",89.9,"(+/- 0.9 )",91.7,"(+/- 0.5 )",91.9,"(+/- 0.6 )",90.1,"(+/- 0.7 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",40.7,"(+/- 1.4 )",27.0,"(+/- 1.1 )",44.3,"(+/- 1.2 )",28.1,"(+/- 0.9 )",32.0,"(+/- 1.0 )"

"Source: 2019 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",400589,G,270689,G,414603,G,251810,G,283005,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",1945,G,3247,G,266,H,4445,G,3165,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",309,G,494,H,83,G,362,G,175,G
Business,"Paid employees for pay period including March 12",Utilities,1812,G,1522,H,3739,H,586,H,531,H
Business,"Paid employees for pay period including March 12",Construction,25361,G,16390,G,22891,G,15240,G,24042,G
Business,"Paid employees for pay period including March 12",Manufacturing,57371,G,30045,G,31116,G,31585,G,30256,G
Business,"Paid employees for pay period including March 12","Wholesale trade",23940,G,8420,G,21118,G,9199,G,14029,G
Business,"Paid employees for pay period including March 12","Retail trade",45865,G,43874,G,40057,G,38559,G,41115,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",7514,G,10773,G,25140,G,8984,G,8701,G
Business,"Paid employees for pay period including March 12",Information,11578,G,5212,G,10693,G,3892,G,5681,G
Business,"Paid employees for pay period including March 12","Finance and insurance",15914,H,7707,G,21377,G,8411,G,9632,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",8889,G,4068,G,9100,G,3907,G,5739,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",27929,G,10947,G,31726,G,11285,G,13111,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",31789,H,4742,H,11916,G,5797,H,3566,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",23499,G,14630,G,24721,G,13685,G,16586,G
Business,"Paid employees for pay period including March 12","Educational services",11803,G,3591,G,14873,H,2936,G,4815,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",46603,G,49756,G,65952,G,47838,G,50044,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",6284,G,7202,G,8028,G,3819,G,4639,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",37935,G,36221,G,51502,G,30395,G,34053,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",14202,G,11808,G,20255,G,10848,G,13097,G
Business,"Paid employees for pay period including March 12","Industries not classified",47,J,40,G,50,J,37,J,28,G
Business,"Annual payroll ($1,000)","Total for all sectors",27179478,G,11283399,G,23140854,G,11189828,G,13394849,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",91949,H,158924,G,19147,H,229208,G,123602,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",18735,G,28716,H,5121,H,20516,G,11356,G
Business,"Annual payroll ($1,000)",Utilities,186085,G,148917,H,425249,H,59106,H,56560,H
Business,"Annual payroll ($1,000)",Construction,1748919,G,886750,G,1598668,G,861855,G,1500274,G
Business,"Annual payroll ($1,000)",Manufacturing,5177756,G,1337710,G,1818850,G,1696277,G,1734169,G
Business,"Annual payroll ($1,000)","Wholesale trade",2232827,G,447946,G,1391140,G,522420,G,921928,G
Business,"Annual payroll ($1,000)","Retail trade",1501337,G,1327995,G,1314790,G,1150764,G,1256767,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",392248,G,544207,G,1381293,G,387351,G,458566,G
Business,"Annual payroll ($1,000)",Information,1072273,G,283505,G,913430,G,231307,H,451093,G
Business,"Annual payroll ($1,000)","Finance and insurance",1243587,G,499588,G,2146067,G,562858,G,747741,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",457894,G,158874,G,483261,G,145829,G,283787,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",2821278,H,579921,G,2761816,G,682325,G,976302,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",4705128,J,308569,G,1158295,G,476924,H,242234,G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",1025057,G,534178,G,933456,G,459306,G,589639,G
Business,"Annual payroll ($1,000)","Educational services",299509,G,98977,G,547438,G,79788,G,130312,H
Business,"Annual payroll ($1,000)","Health care and social assistance",2497364,G,2687292,G,3970039,G,2616591,G,2687584,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",292269,H,142333,G,262525,G,85289,G,122377,G
Business,"Annual payroll ($1,000)","Accommodation and food services",858338,G,782397,G,1237081,G,597915,G,719397,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",555661,G,324974,G,771717,G,323350,G,380256,G
Business,"Annual payroll ($1,000)","Industries not classified",1264,G,1626,G,1471,G,849,G,905,G
Business,"Total Establishments","Total for all sectors",24008,X,24873,X,26938,X,20008,X,22707,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",170,X,361,X,36,X,497,X,297,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",17,X,44,X,8,X,36,X,20,X
Business,"Total Establishments",Utilities,37,X,122,X,46,X,37,X,29,X
Business,"Total Establishments",Construction,2550,X,3274,X,2479,X,2288,X,3174,X
Business,"Total Establishments",Manufacturing,1225,X,1113,X,1097,X,1009,X,1013,X
Business,"Total Establishments","Wholesale trade",1214,X,922,X,1207,X,694,X,975,X
Business,"Total Establishments","Retail trade",2594,X,3363,X,2844,X,2690,X,2671,X
Business,"Total Establishments","Transportation and warehousing",540,X,739,X,848,X,597,X,565,X
Business,"Total Establishments",Information,512,X,475,X,610,X,365,X,337,X
Business,"Total Establishments","Finance and insurance",1253,X,1201,X,1118,X,983,X,1394,X
Business,"Total Establishments","Real estate and rental and leasing",1503,X,1447,X,1573,X,1114,X,1316,X
Business,"Total Establishments","Professional, scientific, and technical services",2783,X,2288,X,3701,X,1737,X,2195,X
Business,"Total Establishments","Management of companies and enterprises",201,X,97,X,179,X,92,X,118,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",1399,X,1240,X,1247,X,933,X,1174,X
Business,"Total Establishments","Educational services",418,X,291,X,459,X,245,X,258,X
Business,"Total Establishments","Health care and social assistance",2977,X,2906,X,3291,X,2481,X,2782,X
Business,"Total Establishments","Arts, entertainment, and recreation",395,X,443,X,533,X,325,X,372,X
Business,"Total Establishments","Accommodation and food services",2239,X,2466,X,3099,X,2029,X,2086,X
Business,"Total Establishments","Other services (except public administration)",1935,X,2041,X,2511,X,1820,X,1898,X
Business,"Total Establishments","Industries not classified",46,X,40,X,52,X,36,X,33,X

"Source: 2019 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
