cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE"
Housing,"Housing Occupancy","Homeowner vacancy rate",2.1,"(+/- 0.6 )",1.0,"(+/- 0.4 )",1.6,"(+/- 0.7 )",1.2,"(+/- 0.5 )",2.3,"(+/- 0.6 )",1.4,"(+/- 0.5 )"
Housing,"Housing Occupancy","Rental vacancy rate",5.3,"(+/- 1.5 )",8.9,"(+/- 1.6 )",6.6,"(+/- 1.3 )",4.4,"(+/- 1.4 )",8.2,"(+/- 2.0 )",5.0,"(+/- 1.1 )"
Housing,"Housing Tenure","Occupied housing units",284068,"(+/- 4530 )",293329,"(+/- 4004 )",307525,"(+/- 3243 )",287996,"(+/- 3389 )",266136,"(+/- 4700 )",309678,"(+/- 3631 )"
Housing,"Housing Tenure",Owner-occupied,194509,"(+/- 5060 )",202070,"(+/- 4371 )",185674,"(+/- 3865 )",210931,"(+/- 4845 )",189167,"(+/- 4535 )",189473,"(+/- 4860 )"
Housing,"Housing Tenure",Renter-occupied,89559,"(+/- 4045 )",91259,"(+/- 4157 )",121851,"(+/- 4073 )",77065,"(+/- 4031 )",76969,"(+/- 4469 )",120205,"(+/- 4895 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.51,"(+/- 0.05 )",2.62,"(+/- 0.05 )",2.44,"(+/- 0.04 )",2.71,"(+/- 0.04 )",2.53,"(+/- 0.05 )",2.51,"(+/- 0.04 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.26,"(+/- 0.08 )",2.44,"(+/- 0.08 )",2.24,"(+/- 0.07 )",2.26,"(+/- 0.08 )",2.42,"(+/- 0.09 )",2.31,"(+/- 0.06 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",284068,"(+/- 4530 )",293329,"(+/- 4004 )",307525,"(+/- 3243 )",287996,"(+/- 3389 )",266136,"(+/- 4700 )",309678,"(+/- 3631 )"
Housing,"Year Householder Moved into Unit","Moved in 2017 or later",74753,"(+/- 4212 )",83489,"(+/- 3865 )",92384,"(+/- 4775 )",74553,"(+/- 3936 )",54598,"(+/- 3819 )",101468,"(+/- 4477 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 to 2016",31782,"(+/- 3330 )",37807,"(+/- 2903 )",39162,"(+/- 3694 )",36340,"(+/- 2822 )",27279,"(+/- 2493 )",40332,"(+/- 2781 )"
Housing,"Year Householder Moved into Unit","Moved in 2014 to 2014",43498,"(+/- 3542 )",43955,"(+/- 2964 )",48838,"(+/- 3306 )",43323,"(+/- 3352 )",35794,"(+/- 2715 )",47776,"(+/- 2890 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",54251,"(+/- 3422 )",55655,"(+/- 3219 )",58795,"(+/- 3172 )",65863,"(+/- 3955 )",62728,"(+/- 4048 )",60288,"(+/- 3656 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",36470,"(+/- 2442 )",35962,"(+/- 2234 )",32382,"(+/- 2638 )",35377,"(+/- 2609 )",36140,"(+/- 2886 )",29317,"(+/- 2595 )"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier",43314,"(+/- 2351 )",36461,"(+/- 2428 )",35964,"(+/- 2642 )",32540,"(+/- 1909 )",49597,"(+/- 2850 )",30497,"(+/- 2321 )"
Housing,Value,"Owner-occupied units",194509,"(+/- 5060 )",202070,"(+/- 4371 )",185674,"(+/- 3865 )",210931,"(+/- 4845 )",189167,"(+/- 4535 )",189473,"(+/- 4860 )"
Housing,Value,"Less than $50,000",29870,"(+/- 2520 )",17901,"(+/- 1918 )",8558,"(+/- 1239 )",12602,"(+/- 1624 )",52893,"(+/- 3312 )",13081,"(+/- 1555 )"
Housing,Value,"$50,000 to $99,999",52572,"(+/- 3015 )",35011,"(+/- 2277 )",24003,"(+/- 2292 )",28728,"(+/- 2688 )",52492,"(+/- 3836 )",22575,"(+/- 2261 )"
Housing,Value,"$100,000 to $149,999",39161,"(+/- 2727 )",40634,"(+/- 2711 )",37714,"(+/- 2930 )",37609,"(+/- 3165 )",33644,"(+/- 2986 )",38320,"(+/- 2998 )"
Housing,Value,"$150,000 to $199,999",31191,"(+/- 2794 )",38243,"(+/- 2727 )",34558,"(+/- 2852 )",40742,"(+/- 3122 )",23290,"(+/- 2672 )",39167,"(+/- 2933 )"
Housing,Value,"$200,000 to $299,999",24020,"(+/- 2367 )",41626,"(+/- 3188 )",41427,"(+/- 2672 )",45215,"(+/- 2986 )",15643,"(+/- 2127 )",38587,"(+/- 2715 )"
Housing,Value,"$300,000 to $499,999",12990,"(+/- 1446 )",21098,"(+/- 1997 )",29135,"(+/- 2039 )",33081,"(+/- 2529 )",7894,"(+/- 1461 )",26948,"(+/- 2218 )"
Housing,Value,"$500,000 to $999,999",3889,"(+/- 829 )",6124,"(+/- 1182 )",8054,"(+/- 1115 )",11332,"(+/- 1305 )",2771,"(+/- 914 )",9134,"(+/- 1522 )"
Housing,Value,"$1,000,000 or more",816,"(+/- 296 )",1433,"(+/- 620 )",2225,"(+/- 568 )",1622,"(+/- 618 )",540,"(+/- 324 )",1661,"(+/- 516 )"
Housing,Value,"Median (dollars)",115700,"(+/- 3264 )",158100,"(+/- 3552 )",179500,"(+/- 5281 )",178500,"(+/- 4565 )",87500,"(+/- 2605 )",173400,"(+/- 3365 )"
Housing,"Mortgage Status","Owner-occupied units",194509,"(+/- 5060 )",202070,"(+/- 4371 )",185674,"(+/- 3865 )",210931,"(+/- 4845 )",189167,"(+/- 4535 )",189473,"(+/- 4860 )"
Housing,"Mortgage Status","Housing units with a mortgage",96117,"(+/- 4248 )",119615,"(+/- 4342 )",123703,"(+/- 3966 )",136222,"(+/- 4289 )",71632,"(+/- 3948 )",120055,"(+/- 4835 )"
Housing,"Mortgage Status","Housing units without a mortgage",98392,"(+/- 3595 )",82455,"(+/- 3529 )",61971,"(+/- 2465 )",74709,"(+/- 3067 )",117535,"(+/- 4129 )",69418,"(+/- 3659 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",96117,"(+/- 4248 )",119615,"(+/- 4342 )",123703,"(+/- 3966 )",136222,"(+/- 4289 )",71632,"(+/- 3948 )",120055,"(+/- 4835 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",4181,"(+/- 987 )",3629,"(+/- 865 )",1765,"(+/- 584 )",2382,"(+/- 658 )",4786,"(+/- 1232 )",1859,"(+/- 723 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",42966,"(+/- 2886 )",43178,"(+/- 3279 )",31779,"(+/- 2690 )",31916,"(+/- 3085 )",32348,"(+/- 2985 )",35116,"(+/- 2674 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",30207,"(+/- 2355 )",40696,"(+/- 2941 )",47071,"(+/- 2944 )",50999,"(+/- 3147 )",23958,"(+/- 2598 )",45421,"(+/- 3231 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",11653,"(+/- 1639 )",19282,"(+/- 2330 )",21900,"(+/- 2135 )",27566,"(+/- 2661 )",7314,"(+/- 1279 )",19539,"(+/- 2378 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",4008,"(+/- 776 )",6984,"(+/- 1126 )",10905,"(+/- 1594 )",12147,"(+/- 1341 )",2047,"(+/- 633 )",9297,"(+/- 1455 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",1393,"(+/- 558 )",2468,"(+/- 813 )",4800,"(+/- 843 )",5123,"(+/- 1211 )",586,"(+/- 357 )",3209,"(+/- 783 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",1709,"(+/- 578 )",3378,"(+/- 782 )",5483,"(+/- 1260 )",6089,"(+/- 1105 )",593,"(+/- 319 )",5614,"(+/- 942 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1012,"(+/- 31 )",1142,"(+/- 28 )",1273,"(+/- 32 )",1318,"(+/- 34 )",982,"(+/- 29 )",1220,"(+/- 26 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",98392,"(+/- 3595 )",82455,"(+/- 3529 )",61971,"(+/- 2465 )",74709,"(+/- 3067 )",117535,"(+/- 4129 )",69418,"(+/- 3659 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",25322,"(+/- 2102 )",16244,"(+/- 1740 )",4472,"(+/- 1018 )",9210,"(+/- 1294 )",44851,"(+/- 3289 )",11411,"(+/- 1463 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",36936,"(+/- 2357 )",28370,"(+/- 2039 )",16491,"(+/- 1645 )",23842,"(+/- 2041 )",44181,"(+/- 3359 )",23521,"(+/- 2309 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",26290,"(+/- 2183 )",26590,"(+/- 2464 )",24059,"(+/- 2094 )",25486,"(+/- 2072 )",21465,"(+/- 2287 )",21865,"(+/- 2057 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",6839,"(+/- 1175 )",6422,"(+/- 1360 )",9570,"(+/- 1356 )",9755,"(+/- 1225 )",4966,"(+/- 1114 )",7124,"(+/- 1156 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",2304,"(+/- 696 )",3271,"(+/- 946 )",3975,"(+/- 924 )",3495,"(+/- 785 )",1085,"(+/- 516 )",3042,"(+/- 771 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",701,"(+/- 404 )",1558,"(+/- 735 )",3404,"(+/- 934 )",2921,"(+/- 748 )",987,"(+/- 458 )",2455,"(+/- 786 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",345,"(+/- 8 )",384,"(+/- 10 )",476,"(+/- 13 )",427,"(+/- 12 )",289,"(+/- 8 )",399,"(+/- 13 )"
Housing,"Gross Rent","Occupied units paying rent",80290,"(+/- 3781 )",83651,"(+/- 4111 )",116570,"(+/- 4028 )",72643,"(+/- 3976 )",58901,"(+/- 4261 )",112246,"(+/- 4812 )"
Housing,"Gross Rent","Less than $500",18011,"(+/- 2109 )",10650,"(+/- 1715 )",14897,"(+/- 2309 )",9792,"(+/- 1790 )",22406,"(+/- 2925 )",11151,"(+/- 1708 )"
Housing,"Gross Rent","$500 to $999",50435,"(+/- 3348 )",57317,"(+/- 3838 )",56417,"(+/- 3833 )",43323,"(+/- 3507 )",31672,"(+/- 2973 )",68161,"(+/- 4179 )"
Housing,"Gross Rent","$1,000 to $1,499",10363,"(+/- 1954 )",13119,"(+/- 2076 )",36075,"(+/- 3028 )",16031,"(+/- 2141 )",4329,"(+/- 1217 )",25997,"(+/- 2957 )"
Housing,"Gross Rent","$1,500 to $1,999",795,"(+/- 475 )",2066,"(+/- 739 )",7592,"(+/- 1701 )",2465,"(+/- 794 )",494,"(+/- 455 )",4534,"(+/- 1200 )"
Housing,"Gross Rent","$2,000 to $2,499",95,"(+/- 92 )",351,"(+/- 310 )",697,"(+/- 442 )",357,"(+/- 223 )",0,"(+/- 201 )",2009,"(+/- 854 )"
Housing,"Gross Rent","$2,500 to $2,999",124,"(+/- 222 )",0,"(+/- 201 )",296,"(+/- 200 )",76,"(+/- 109 )",0,"(+/- 201 )",208,"(+/- 222 )"
Housing,"Gross Rent","$3,000 or more",467,"(+/- 502 )",148,"(+/- 235 )",596,"(+/- 409 )",599,"(+/- 447 )",0,"(+/- 201 )",186,"(+/- 202 )"
Housing,"Gross Rent","Median (dollars)",683,"(+/- 20 )",766,"(+/- 17 )",902,"(+/- 21 )",801,"(+/- 26 )",578,"(+/- 36 )",820,"(+/- 25 )"
Housing,"Gross Rent","No rent paid",9269,"(+/- 1755 )",7608,"(+/- 1547 )",5281,"(+/- 1141 )",4422,"(+/- 1025 )",18068,"(+/- 2355 )",7959,"(+/- 1360 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Total households",284068,"(+/- 4530 )",293329,"(+/- 4004 )",307525,"(+/- 3243 )",287996,"(+/- 3389 )",266136,"(+/- 4700 )",309678,"(+/- 3631 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Less than $10,000",25539,"(+/- 2819 )",19062,"(+/- 2614 )",20189,"(+/- 2612 )",15528,"(+/- 2265 )",36053,"(+/- 3117 )",21023,"(+/- 2538 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$10,000 to $14,999",20145,"(+/- 2165 )",15772,"(+/- 2432 )",12972,"(+/- 1988 )",11315,"(+/- 1431 )",23055,"(+/- 2324 )",13516,"(+/- 2424 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$15,000 to $24,999",32340,"(+/- 2603 )",29551,"(+/- 2415 )",29058,"(+/- 3314 )",23770,"(+/- 2480 )",41547,"(+/- 3258 )",32156,"(+/- 2813 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$25,000 to $34,999",31015,"(+/- 3468 )",29932,"(+/- 3209 )",30497,"(+/- 2958 )",22898,"(+/- 2351 )",30356,"(+/- 2609 )",30317,"(+/- 2402 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$35,000 to $49,999",39957,"(+/- 3630 )",41670,"(+/- 3357 )",41233,"(+/- 3370 )",34921,"(+/- 2963 )",34804,"(+/- 2858 )",41169,"(+/- 3238 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$50,000 to $74,999",54288,"(+/- 3097 )",58084,"(+/- 3782 )",59577,"(+/- 3598 )",51210,"(+/- 3401 )",41830,"(+/- 3415 )",57495,"(+/- 3776 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$75,000 to $99,999",35871,"(+/- 3046 )",38165,"(+/- 2962 )",40218,"(+/- 3182 )",37020,"(+/- 2848 )",26345,"(+/- 2204 )",39965,"(+/- 2774 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$100,000 to $149,999",27672,"(+/- 2393 )",38967,"(+/- 3202 )",41229,"(+/- 3075 )",51310,"(+/- 3624 )",21205,"(+/- 2399 )",43489,"(+/- 2643 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$150,000 to $199,000",9867,"(+/- 1551 )",12388,"(+/- 1790 )",16656,"(+/- 1605 )",20636,"(+/- 2434 )",5941,"(+/- 1216 )",16156,"(+/- 1731 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$200,000 or more",7374,"(+/- 1460 )",9738,"(+/- 1426 )",15896,"(+/- 1505 )",19388,"(+/- 2056 )",5000,"(+/- 941 )",14392,"(+/- 1693 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Median household income (dollars)",46999,"(+/- 1568 )",53496,"(+/- 1904 )",57546,"(+/- 2060 )",66327,"(+/- 2093 )",35636,"(+/- 1327 )",55613,"(+/- 1736 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Mean household income (dollars)",62181,"(+/- 2056 )",70384,"(+/- 2242 )",78555,"(+/- 2538 )",89126,"(+/- 2774 )",54140,"(+/- 2528 )",76663,"(+/- 2243 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",694950,"(+/- 4536 )",760407,"(+/- 5306 )",734608,"(+/- 3453 )",750279,"(+/- 5828 )",673051,"(+/- 5569 )",771601,"(+/- 5699 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",643873,"(+/- 6477 )",716149,"(+/- 5563 )",690706,"(+/- 7519 )",704934,"(+/- 8091 )",623277,"(+/- 7615 )",723394,"(+/- 7484 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",418406,"(+/- 9879 )",495050,"(+/- 9981 )",486789,"(+/- 11164 )",540938,"(+/- 10451 )",333063,"(+/- 10232 )",520273,"(+/- 9165 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",327383,"(+/- 9347 )",328351,"(+/- 10119 )",298004,"(+/- 10119 )",261818,"(+/- 9846 )",381149,"(+/- 10200 )",295957,"(+/- 9817 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",51077,"(+/- 5574 )",44258,"(+/- 4753 )",43902,"(+/- 6654 )",45345,"(+/- 5350 )",49774,"(+/- 5262 )",48207,"(+/- 4875 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",163364,"(+/- 2477 )",190055,"(+/- 3149 )",169922,"(+/- 2336 )",187446,"(+/- 3003 )",161300,"(+/- 3559 )",186499,"(+/- 3290 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",10649,"(+/- 2556 )",5728,"(+/- 1652 )",7017,"(+/- 2540 )",8526,"(+/- 2660 )",6501,"(+/- 1615 )",6670,"(+/- 1862 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",14.0,"(+/- 1.4 )",9.8,"(+/- 1.2 )",10.2,"(+/- 1.3 )",8.2,"(+/- 0.9 )",19.8,"(+/- 1.8 )",9.5,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",22.5,"(+/- 2.5 )",16.1,"(+/- 2.3 )",17.5,"(+/- 2.6 )",13.0,"(+/- 1.6 )",27.1,"(+/- 3.1 )",14.8,"(+/- 2.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",27.2,"(+/- 6.5 )",18.0,"(+/- 5.2 )",17.8,"(+/- 5.4 )",10.5,"(+/- 3.6 )",29.7,"(+/- 7.2 )",19.1,"(+/- 6.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",6.7,"(+/- 1.0 )",4.6,"(+/- 0.8 )",3.8,"(+/- 1.0 )",3.8,"(+/- 0.8 )",12.0,"(+/- 1.6 )",5.4,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",10.2,"(+/- 2.3 )",6.4,"(+/- 1.5 )",5.3,"(+/- 2.0 )",5.2,"(+/- 1.6 )",13.6,"(+/- 2.9 )",7.3,"(+/- 2.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",7.7,"(+/- 3.7 )",1.9,"(+/- 1.9 )",3.4,"(+/- 2.1 )",4.7,"(+/- 3.7 )",11.2,"(+/- 5.2 )",9.2,"(+/- 5.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",41.7,"(+/- 4.9 )",30.5,"(+/- 5.1 )",27.8,"(+/- 4.0 )",27.7,"(+/- 4.5 )",45.9,"(+/- 5.3 )",23.3,"(+/- 4.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",50.8,"(+/- 6.8 )",40.9,"(+/- 6.9 )",39.6,"(+/- 6.1 )",37.9,"(+/- 6.3 )",59.4,"(+/- 7.2 )",31.4,"(+/- 6.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",67.4,"(+/- 16.1 )",56.7,"(+/- 14.4 )",47.7,"(+/- 15.7 )",42.0,"(+/- 16.5 )",77.7,"(+/- 14.5 )",38.9,"(+/- 15.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",17.7,"(+/- 1.2 )",14.8,"(+/- 1.2 )",14.4,"(+/- 1.3 )",11.4,"(+/- 0.9 )",25.0,"(+/- 1.6 )",15.2,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",23.7,"(+/- 3.1 )",19.9,"(+/- 2.6 )",21.0,"(+/- 3.2 )",15.9,"(+/- 1.9 )",32.3,"(+/- 3.5 )",19.0,"(+/- 2.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",23.6,"(+/- 3.1 )",19.5,"(+/- 2.6 )",20.6,"(+/- 3.2 )",15.1,"(+/- 1.9 )",31.8,"(+/- 3.4 )",18.6,"(+/- 2.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",26.5,"(+/- 4.4 )",23.5,"(+/- 4.1 )",24.5,"(+/- 4.3 )",16.1,"(+/- 3.4 )",39.1,"(+/- 5.6 )",25.8,"(+/- 4.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",22.5,"(+/- 3.3 )",18.1,"(+/- 2.9 )",19.1,"(+/- 3.3 )",14.8,"(+/- 2.1 )",29.1,"(+/- 3.4 )",15.7,"(+/- 2.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",16.0,"(+/- 1.0 )",13.3,"(+/- 0.9 )",12.5,"(+/- 1.0 )",10.1,"(+/- 0.7 )",22.9,"(+/- 1.4 )",14.1,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",11.5,"(+/- 1.5 )",10.5,"(+/- 1.7 )",10.0,"(+/- 1.3 )",10.1,"(+/- 1.6 )",18.0,"(+/- 2.1 )",9.7,"(+/- 1.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",14.3,"(+/- 1.5 )",11.1,"(+/- 1.3 )",11.7,"(+/- 1.4 )",8.8,"(+/- 0.9 )",21.0,"(+/- 1.8 )",11.1,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",32.1,"(+/- 2.3 )",31.5,"(+/- 2.4 )",22.6,"(+/- 2.1 )",23.3,"(+/- 2.1 )",43.8,"(+/- 2.7 )",29.1,"(+/- 2.1 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",152277,"(+/- 3689 )",183615,"(+/- 4677 )",166854,"(+/- 4655 )",177273,"(+/- 4760 )",147459,"(+/- 4635 )",197791,"(+/- 5479 )"
Education,"School Enrollment","Nursery school, preschool",9436,"(+/- 1680 )",11759,"(+/- 1838 )",8805,"(+/- 1568 )",14919,"(+/- 1628 )",7739,"(+/- 1731 )",11101,"(+/- 1918 )"
Education,"School Enrollment",Kindergarten,7853,"(+/- 1645 )",9566,"(+/- 1723 )",7988,"(+/- 1765 )",9121,"(+/- 1456 )",7083,"(+/- 1265 )",9502,"(+/- 1610 )"
Education,"School Enrollment","Elementary school (grades 1-8)",67678,"(+/- 3226 )",80142,"(+/- 2731 )",72198,"(+/- 2468 )",75881,"(+/- 3159 )",66204,"(+/- 2829 )",74833,"(+/- 2727 )"
Education,"School Enrollment","High school (grades 9-12)",34283,"(+/- 2649 )",39806,"(+/- 2074 )",32909,"(+/- 1974 )",41003,"(+/- 2962 )",36176,"(+/- 2453 )",35646,"(+/- 1934 )"
Education,"School Enrollment","College or graduate school",33027,"(+/- 2496 )",42342,"(+/- 3169 )",44954,"(+/- 3671 )",36349,"(+/- 3052 )",30257,"(+/- 2611 )",66709,"(+/- 3864 )"
Education,"Educational Attainment","Population 25 years and over",494156,"(+/- 4363 )",520460,"(+/- 4032 )",515876,"(+/- 1924 )",519602,"(+/- 3799 )",481489,"(+/- 4094 )",516859,"(+/- 4220 )"
Education,"Educational Attainment","Less than 9th grade",28421,"(+/- 3080 )",25096,"(+/- 2680 )",14272,"(+/- 2300 )",20102,"(+/- 2765 )",46573,"(+/- 3461 )",20295,"(+/- 2920 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",39373,"(+/- 2927 )",40443,"(+/- 3901 )",30570,"(+/- 3291 )",34526,"(+/- 3163 )",59337,"(+/- 4665 )",31645,"(+/- 2810 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",197982,"(+/- 6158 )",180984,"(+/- 6987 )",139853,"(+/- 5679 )",160424,"(+/- 5723 )",186790,"(+/- 6827 )",146610,"(+/- 5708 )"
Education,"Educational Attainment","Some college, no degree",98805,"(+/- 4691 )",109467,"(+/- 4936 )",111648,"(+/- 4735 )",107266,"(+/- 4836 )",86947,"(+/- 4931 )",104902,"(+/- 4792 )"
Education,"Educational Attainment","Associate's degree",44741,"(+/- 3063 )",50403,"(+/- 3889 )",42011,"(+/- 3663 )",46638,"(+/- 3575 )",35288,"(+/- 3622 )",41107,"(+/- 2986 )"
Education,"Educational Attainment","Bachelor's degree",49664,"(+/- 3793 )",68438,"(+/- 4305 )",107035,"(+/- 4891 )",93848,"(+/- 4345 )",36223,"(+/- 4056 )",97832,"(+/- 4745 )"
Education,"Educational Attainment","Graduate or professional degree",35170,"(+/- 3142 )",45629,"(+/- 3668 )",70487,"(+/- 3280 )",56798,"(+/- 3340 )",30331,"(+/- 2896 )",74468,"(+/- 3606 )"
Education,"Educational Attainment","Percent high school graduate or higher",86.3,"(+/- 0.8 )",87.4,"(+/- 0.8 )",91.3,"(+/- 0.7 )",89.5,"(+/- 0.9 )",78.0,"(+/- 1.2 )",90.0,"(+/- 0.8 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",17.2,"(+/- 1.1 )",21.9,"(+/- 1.1 )",34.4,"(+/- 1.1 )",29.0,"(+/- 0.9 )",13.8,"(+/- 1.1 )",33.3,"(+/- 1.1 )"

"Source: 2019 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",217571,G,239285,G,453983,G,261618,G,161637,G,295919,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",158,H,102,H,34,J,384,J,101,H,781,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",3328,H,577,H,95,G,294,J,5754,G,376,H
Business,"Paid employees for pay period including March 12",Utilities,1153,H,1071,G,2044,J,1737,H,1055,H,1437,G
