cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE"
Housing,Value,"$200,000 to $299,999",60607,"(+/- 3435 )",66610,"(+/- 3855 )",63520,"(+/- 3529 )",17372,"(+/- 2164 )",43257,"(+/- 2937 )"
Housing,Value,"$300,000 to $499,999",43138,"(+/- 2518 )",55236,"(+/- 2842 )",46922,"(+/- 2561 )",45813,"(+/- 2723 )",58602,"(+/- 2843 )"
Housing,Value,"$500,000 to $999,999",9506,"(+/- 1144 )",16727,"(+/- 1851 )",10208,"(+/- 1538 )",54659,"(+/- 2740 )",16506,"(+/- 1716 )"
Housing,Value,"$1,000,000 or more",1541,"(+/- 729 )",3063,"(+/- 839 )",2096,"(+/- 664 )",34562,"(+/- 2173 )",3141,"(+/- 675 )"
Housing,Value,"Median (dollars)",237700,"(+/- 4231 )",261600,"(+/- 5247 )",257600,"(+/- 4714 )",528400,"(+/- 18695 )",275200,"(+/- 5573 )"
Housing,"Mortgage Status","Owner-occupied units",179899,"(+/- 4186 )",197079,"(+/- 4487 )",170832,"(+/- 4729 )",169954,"(+/- 4334 )",177830,"(+/- 5448 )"
Housing,"Mortgage Status","Housing units with a mortgage",120801,"(+/- 4225 )",130380,"(+/- 3687 )",111380,"(+/- 4567 )",115902,"(+/- 3775 )",114546,"(+/- 4749 )"
Housing,"Mortgage Status","Housing units without a mortgage",59098,"(+/- 3369 )",66699,"(+/- 3240 )",59452,"(+/- 3384 )",54052,"(+/- 3434 )",63284,"(+/- 3354 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",120801,"(+/- 4225 )",130380,"(+/- 3687 )",111380,"(+/- 4567 )",115902,"(+/- 3775 )",114546,"(+/- 4749 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",418,"(+/- 251 )",326,"(+/- 250 )",454,"(+/- 454 )",451,"(+/- 287 )",340,"(+/- 208 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",5686,"(+/- 1241 )",6097,"(+/- 1205 )",4452,"(+/- 996 )",2250,"(+/- 844 )",4844,"(+/- 1119 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",24933,"(+/- 2540 )",26961,"(+/- 3034 )",17033,"(+/- 2230 )",7964,"(+/- 1536 )",22022,"(+/- 2482 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",35881,"(+/- 2718 )",40017,"(+/- 2937 )",32772,"(+/- 2927 )",13533,"(+/- 2089 )",29581,"(+/- 2619 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",25856,"(+/- 2385 )",28244,"(+/- 2688 )",26293,"(+/- 2367 )",14812,"(+/- 1931 )",22648,"(+/- 2352 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",13990,"(+/- 1597 )",14131,"(+/- 1625 )",15724,"(+/- 1787 )",15342,"(+/- 1996 )",16731,"(+/- 2133 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",14037,"(+/- 1700 )",14604,"(+/- 1795 )",14652,"(+/- 1744 )",61550,"(+/- 3429 )",18380,"(+/- 1918 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1913,"(+/- 31 )",1887,"(+/- 37 )",2019,"(+/- 55 )",3126,"(+/- 97 )",2011,"(+/- 54 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",59098,"(+/- 3369 )",66699,"(+/- 3240 )",59452,"(+/- 3384 )",54052,"(+/- 3434 )",63284,"(+/- 3354 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",547,"(+/- 334 )",927,"(+/- 345 )",1205,"(+/- 571 )",157,"(+/- 167 )",448,"(+/- 279 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",850,"(+/- 431 )",2502,"(+/- 790 )",938,"(+/- 359 )",1044,"(+/- 619 )",2069,"(+/- 722 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",7458,"(+/- 1492 )",11614,"(+/- 1859 )",4477,"(+/- 1006 )",2429,"(+/- 694 )",6516,"(+/- 1250 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",16673,"(+/- 2194 )",18674,"(+/- 2001 )",14367,"(+/- 1821 )",5834,"(+/- 1020 )",14504,"(+/- 1946 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",14539,"(+/- 1805 )",14396,"(+/- 1423 )",14442,"(+/- 2145 )",8327,"(+/- 1564 )",14494,"(+/- 1709 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",19031,"(+/- 1912 )",18586,"(+/- 1868 )",24023,"(+/- 2687 )",36261,"(+/- 2573 )",25253,"(+/- 2109 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",850,"(+/- 23 )",797,"(+/- 23 )",917,"(+/- 32 )",1232,"(+/- 46 )",913,"(+/- 25 )"
Housing,"Gross Rent","Occupied units paying rent",97282,"(+/- 4448 )",78055,"(+/- 4115 )",104795,"(+/- 4686 )",91000,"(+/- 3596 )",93204,"(+/- 4555 )"
Housing,"Gross Rent","Less than $500",11249,"(+/- 2071 )",6842,"(+/- 1339 )",11440,"(+/- 2161 )",8974,"(+/- 1753 )",9651,"(+/- 1673 )"
Housing,"Gross Rent","$500 to $999",26757,"(+/- 3001 )",21997,"(+/- 2606 )",21680,"(+/- 2683 )",12051,"(+/- 1947 )",30595,"(+/- 2638 )"
Housing,"Gross Rent","$1,000 to $1,499",40788,"(+/- 3326 )",31994,"(+/- 3246 )",41732,"(+/- 2885 )",22405,"(+/- 2278 )",31462,"(+/- 3230 )"
Housing,"Gross Rent","$1,500 to $1,999",14132,"(+/- 2000 )",12540,"(+/- 2291 )",21214,"(+/- 2130 )",21256,"(+/- 2823 )",15294,"(+/- 2413 )"
Housing,"Gross Rent","$2,000 to $2,499",2893,"(+/- 793 )",3488,"(+/- 1116 )",6205,"(+/- 1605 )",12424,"(+/- 1825 )",4407,"(+/- 1232 )"
Housing,"Gross Rent","$2,500 to $2,999",804,"(+/- 435 )",533,"(+/- 345 )",1234,"(+/- 531 )",7051,"(+/- 1351 )",829,"(+/- 357 )"
Housing,"Gross Rent","$3,000 or more",659,"(+/- 375 )",661,"(+/- 429 )",1290,"(+/- 556 )",6839,"(+/- 1474 )",966,"(+/- 514 )"
Housing,"Gross Rent","Median (dollars)",1102,"(+/- 24 )",1136,"(+/- 30 )",1200,"(+/- 24 )",1549,"(+/- 65 )",1082,"(+/- 29 )"
Housing,"Gross Rent","No rent paid",3682,"(+/- 1122 )",3521,"(+/- 1390 )",3477,"(+/- 1027 )",3034,"(+/- 696 )",3522,"(+/- 1236 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Total households",280863,"(+/- 4121 )",278655,"(+/- 3760 )",279104,"(+/- 4510 )",263988,"(+/- 4086 )",274556,"(+/- 6578 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Less than $10,000",18436,"(+/- 2342 )",12339,"(+/- 2011 )",15557,"(+/- 2291 )",11705,"(+/- 1884 )",15319,"(+/- 2438 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$10,000 to $14,999",11479,"(+/- 2415 )",6449,"(+/- 1198 )",11241,"(+/- 2097 )",8153,"(+/- 1872 )",11624,"(+/- 2033 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$15,000 to $24,999",19675,"(+/- 2566 )",17069,"(+/- 2439 )",26931,"(+/- 3422 )",16501,"(+/- 2589 )",19389,"(+/- 2579 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$25,000 to $34,999",18145,"(+/- 2229 )",21236,"(+/- 2746 )",20495,"(+/- 2174 )",12909,"(+/- 1880 )",20661,"(+/- 2734 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$35,000 to $49,999",28140,"(+/- 2725 )",29631,"(+/- 2449 )",28893,"(+/- 3090 )",20968,"(+/- 2454 )",28867,"(+/- 2852 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$50,000 to $74,999",43484,"(+/- 2936 )",44547,"(+/- 2965 )",44476,"(+/- 3626 )",33126,"(+/- 2856 )",42891,"(+/- 3270 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$75,000 to $99,999",37153,"(+/- 2847 )",38545,"(+/- 2832 )",36353,"(+/- 2910 )",25807,"(+/- 2524 )",30954,"(+/- 2953 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$100,000 to $149,999",50656,"(+/- 3631 )",53132,"(+/- 2995 )",44266,"(+/- 3286 )",39284,"(+/- 2581 )",46969,"(+/- 3448 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$150,000 to $199,000",26821,"(+/- 2512 )",25452,"(+/- 2467 )",25728,"(+/- 2550 )",28025,"(+/- 2708 )",25525,"(+/- 3090 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$200,000 or more",26874,"(+/- 2131 )",30255,"(+/- 2266 )",25164,"(+/- 2682 )",67510,"(+/- 3281 )",32357,"(+/- 2327 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Median household income (dollars)",75502,"(+/- 2214 )",80280,"(+/- 2312 )",70574,"(+/- 2312 )",101646,"(+/- 2482 )",73616,"(+/- 3908 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Mean household income (dollars)",99066,"(+/- 3467 )",103969,"(+/- 3190 )",95139,"(+/- 3192 )",173416,"(+/- 6285 )",104663,"(+/- 3171 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",695431,"(+/- 7573 )",679233,"(+/- 6422 )",711590,"(+/- 8220 )",732527,"(+/- 5926 )",695781,"(+/- 11995 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",662814,"(+/- 8875 )",652365,"(+/- 6467 )",672642,"(+/- 9098 )",665412,"(+/- 8154 )",654145,"(+/- 13561 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",502693,"(+/- 10874 )",500568,"(+/- 9314 )",481026,"(+/- 12103 )",494774,"(+/- 10935 )",461430,"(+/- 13547 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",254738,"(+/- 8757 )",247310,"(+/- 8433 )",280968,"(+/- 10692 )",241286,"(+/- 8879 )",279106,"(+/- 10141 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",32617,"(+/- 4599 )",26868,"(+/- 3339 )",38948,"(+/- 5596 )",67115,"(+/- 6441 )",41636,"(+/- 5906 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",152996,"(+/- 4161 )",140742,"(+/- 3686 )",143484,"(+/- 5483 )",183184,"(+/- 3719 )",152808,"(+/- 6748 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",3389,"(+/- 1764 )",2698,"(+/- 1248 )",3690,"(+/- 2056 )",11890,"(+/- 2498 )",5234,"(+/- 2065 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",6.9,"(+/- 1.2 )",4.4,"(+/- 0.8 )",7.4,"(+/- 1.2 )",7.3,"(+/- 1.1 )",8.0,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",11.6,"(+/- 2.6 )",8.0,"(+/- 1.9 )",12.7,"(+/- 2.7 )",10.8,"(+/- 1.9 )",14.4,"(+/- 2.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",12.5,"(+/- 6.5 )",5.8,"(+/- 4.0 )",8.4,"(+/- 5.1 )",5.0,"(+/- 4.0 )",7.2,"(+/- 4.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",2.6,"(+/- 0.9 )",2.1,"(+/- 0.7 )",3.2,"(+/- 0.8 )",2.1,"(+/- 0.7 )",3.3,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",3.0,"(+/- 1.6 )",3.6,"(+/- 1.6 )",4.1,"(+/- 1.7 )",2.9,"(+/- 1.4 )",4.5,"(+/- 1.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",1.0,"(+/- 1.5 )",1.1,"(+/- 1.1 )",1.6,"(+/- 1.8 )",2.2,"(+/- 3.7 )",0.8,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",20.4,"(+/- 4.7 )",15.6,"(+/- 4.1 )",20.1,"(+/- 4.5 )",27.5,"(+/- 4.7 )",26.9,"(+/- 4.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",30.6,"(+/- 7.3 )",23.8,"(+/- 6.3 )",27.9,"(+/- 7.3 )",38.3,"(+/- 6.4 )",40.6,"(+/- 6.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",39.0,"(+/- 18.9 )",37.7,"(+/- 24.1 )",22.2,"(+/- 18.1 )",26.7,"(+/- 28.5 )",31.2,"(+/- 20.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",10.7,"(+/- 1.0 )",7.5,"(+/- 0.8 )",10.8,"(+/- 1.1 )",9.6,"(+/- 1.1 )",11.4,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",14.4,"(+/- 3.2 )",8.6,"(+/- 2.1 )",17.0,"(+/- 3.5 )",13.1,"(+/- 2.2 )",17.4,"(+/- 2.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",14.1,"(+/- 3.1 )",8.0,"(+/- 2.0 )",16.8,"(+/- 3.5 )",12.9,"(+/- 2.2 )",17.1,"(+/- 2.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",17.7,"(+/- 5.4 )",7.3,"(+/- 2.8 )",17.5,"(+/- 5.0 )",11.7,"(+/- 3.2 )",18.2,"(+/- 4.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",12.9,"(+/- 2.9 )",8.2,"(+/- 2.3 )",16.5,"(+/- 3.8 )",13.3,"(+/- 2.6 )",16.7,"(+/- 2.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",9.8,"(+/- 0.8 )",7.3,"(+/- 0.7 )",9.3,"(+/- 0.9 )",8.5,"(+/- 1.0 )",9.9,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",9.5,"(+/- 1.8 )",4.9,"(+/- 1.0 )",7.3,"(+/- 1.4 )",6.4,"(+/- 1.4 )",8.2,"(+/- 1.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",7.5,"(+/- 1.3 )",4.5,"(+/- 0.9 )",8.0,"(+/- 1.3 )",7.8,"(+/- 1.2 )",9.0,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",22.8,"(+/- 1.8 )",19.0,"(+/- 1.8 )",20.6,"(+/- 2.0 )",18.8,"(+/- 2.3 )",21.2,"(+/- 2.1 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",172129,"(+/- 5949 )",166070,"(+/- 5185 )",180538,"(+/- 6757 )",199909,"(+/- 4922 )",163458,"(+/- 7473 )"
Education,"School Enrollment","Nursery school, preschool",9783,"(+/- 2076 )",8536,"(+/- 1299 )",9344,"(+/- 1753 )",13677,"(+/- 2238 )",10988,"(+/- 1990 )"
Education,"School Enrollment",Kindergarten,9372,"(+/- 1875 )",8302,"(+/- 1511 )",6752,"(+/- 1402 )",10496,"(+/- 1903 )",7896,"(+/- 1701 )"
Education,"School Enrollment","Elementary school (grades 1-8)",65186,"(+/- 3306 )",57307,"(+/- 3001 )",59206,"(+/- 3493 )",80464,"(+/- 2940 )",64700,"(+/- 4795 )"
Education,"School Enrollment","High school (grades 9-12)",37390,"(+/- 2319 )",36394,"(+/- 2846 )",38453,"(+/- 3108 )",44795,"(+/- 2292 )",37378,"(+/- 3413 )"
Education,"School Enrollment","College or graduate school",50398,"(+/- 3710 )",55531,"(+/- 3326 )",66783,"(+/- 4726 )",50477,"(+/- 3717 )",42496,"(+/- 4575 )"
Education,"Educational Attainment","Population 25 years and over",497182,"(+/- 6243 )",493416,"(+/- 4464 )",508149,"(+/- 6612 )",499124,"(+/- 4882 )",498549,"(+/- 9559 )"
Education,"Educational Attainment","Less than 9th grade",19946,"(+/- 2460 )",9617,"(+/- 1424 )",16609,"(+/- 2414 )",27509,"(+/- 3321 )",25451,"(+/- 3300 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",27238,"(+/- 2947 )",24632,"(+/- 2974 )",30999,"(+/- 4066 )",20408,"(+/- 2875 )",29430,"(+/- 2956 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",129382,"(+/- 5549 )",142074,"(+/- 6022 )",158914,"(+/- 7494 )",97907,"(+/- 5693 )",140084,"(+/- 6511 )"
Education,"Educational Attainment","Some college, no degree",86159,"(+/- 5579 )",96988,"(+/- 4462 )",85328,"(+/- 5232 )",59215,"(+/- 3503 )",83282,"(+/- 4694 )"
Education,"Educational Attainment","Associate's degree",42756,"(+/- 3747 )",43244,"(+/- 3163 )",33030,"(+/- 2948 )",31589,"(+/- 3100 )",40081,"(+/- 3553 )"
Education,"Educational Attainment","Bachelor's degree",103747,"(+/- 5323 )",100321,"(+/- 4847 )",96787,"(+/- 5873 )",144774,"(+/- 5405 )",103537,"(+/- 5604 )"
Education,"Educational Attainment","Graduate or professional degree",87954,"(+/- 4522 )",76540,"(+/- 4380 )",86482,"(+/- 4948 )",117722,"(+/- 4997 )",76684,"(+/- 4258 )"
Education,"Educational Attainment","Percent high school graduate or higher",90.5,"(+/- 0.7 )",93.1,"(+/- 0.7 )",90.6,"(+/- 0.9 )",90.4,"(+/- 0.9 )",89.0,"(+/- 0.9 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",38.6,"(+/- 1.1 )",35.8,"(+/- 1.1 )",36.1,"(+/- 1.5 )",52.6,"(+/- 1.1 )",36.1,"(+/- 1.1 )"

"Source: 2019 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",387325,G,215640,G,311379,G,334182,G,260867,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",12,G,99,G,19,J,127,G,77,H
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",77,J,177,H,138,H,30,H,263,G
Business,"Paid employees for pay period including March 12",Utilities,2636,J,1708,J,1578,J,1191,H,648,J
Business,"Paid employees for pay period including March 12",Construction,14064,G,8367,G,12357,G,9262,G,13757,G
Business,"Paid employees for pay period including March 12",Manufacturing,46808,H,29667,H,37239,G,15308,G,30596,G
Business,"Paid employees for pay period including March 12","Wholesale trade",18290,G,9352,G,15002,G,20015,G,8320,G
Business,"Paid employees for pay period including March 12","Retail trade",38337,G,33809,G,33243,G,36194,G,38151,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",16179,G,8083,G,10620,G,5933,G,6258,G
Business,"Paid employees for pay period including March 12",Information,11935,H,3240,G,4529,G,14815,H,5773,G
Business,"Paid employees for pay period including March 12","Finance and insurance",46185,H,5955,G,8602,G,29357,G,11164,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",4499,H,1608,G,4372,G,4750,G,4585,H
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",26660,G,12108,G,13074,G,33970,G,12940,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",5214,G,530,G,6854,G,13145,G,6832,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",22609,G,5436,G,13778,G,23703,G,14050,G
Business,"Paid employees for pay period including March 12","Educational services",10908,G,4893,H,41728,H,15032,G,8015,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",70280,G,38468,G,66229,G,57083,G,60624,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",6333,G,4232,G,4478,G,10335,G,4649,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",31277,G,39520,G,25761,G,29464,G,22947,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",15005,G,8378,G,11757,G,14400,G,11207,G
Business,"Paid employees for pay period including March 12","Industries not classified",17,J,10,J,21,J,68,G,11,J
Business,"Annual payroll ($1,000)","Total for all sectors",25677929,G,10499199,G,17770202,G,29679038,G,14420285,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",512,H,2965,H,647,G,8480,J,1879,H
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",12110,H,11431,H,5800,H,3208,G,18694,H
Business,"Annual payroll ($1,000)",Utilities,327347,J,225629,J,177416,J,132657,H,87139,J
Business,"Annual payroll ($1,000)",Construction,1071610,G,595957,G,899537,G,705516,G,1016280,G
Business,"Annual payroll ($1,000)",Manufacturing,3833195,H,2028176,H,2827013,G,1241051,G,2080874,G
Business,"Annual payroll ($1,000)","Wholesale trade",1312420,G,625006,G,1534459,G,2149590,G,577715,G
Business,"Annual payroll ($1,000)","Retail trade",1193829,G,1016125,G,1034508,G,1397970,G,1186183,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",726236,G,337498,G,469431,G,422845,G,266493,G
Business,"Annual payroll ($1,000)",Information,1425706,H,208746,G,393801,G,1732927,H,551845,G
Business,"Annual payroll ($1,000)","Finance and insurance",6327426,H,478722,H,892059,G,7678671,G,1480138,H
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",244852,G,75970,G,191486,G,443323,G,265967,H
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",2280818,G,1277437,H,1160039,G,4049322,G,1038825,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",541964,G,33858,G,671705,G,2757114,G,905768,G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",921197,G,213379,G,485002,G,1624777,G,578047,G
Business,"Annual payroll ($1,000)","Educational services",403352,G,196427,H,2411899,H,618019,G,327830,G
Business,"Annual payroll ($1,000)","Health care and social assistance",3710665,G,1750209,G,3626958,H,3010098,G,3080773,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",127579,G,117819,G,90555,G,396466,G,109400,G
Business,"Annual payroll ($1,000)","Accommodation and food services",644094,G,1054832,H,505942,G,760329,G,466167,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",572621,G,247572,G,391465,G,542227,G,379940,G
Business,"Annual payroll ($1,000)","Industries not classified",396,G,1441,H,480,H,4448,G,328,J
Business,"Total Establishments","Total for all sectors",18499,X,14410,X,16364,X,21673,X,17405,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",6,X,27,X,6,X,14,X,21,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",8,X,19,X,6,X,6,X,15,X
Business,"Total Establishments",Utilities,37,X,30,X,30,X,29,X,25,X
Business,"Total Establishments",Construction,1482,X,1486,X,1527,X,1670,X,1759,X
Business,"Total Establishments",Manufacturing,969,X,622,X,857,X,538,X,920,X
Business,"Total Establishments","Wholesale trade",890,X,501,X,826,X,913,X,694,X
Business,"Total Establishments","Retail trade",2383,X,2295,X,2150,X,2505,X,2587,X
Business,"Total Establishments","Transportation and warehousing",426,X,295,X,349,X,357,X,279,X
Business,"Total Establishments",Information,397,X,241,X,306,X,489,X,331,X
Business,"Total Establishments","Finance and insurance",1311,X,657,X,803,X,1878,X,1000,X
Business,"Total Establishments","Real estate and rental and leasing",718,X,487,X,599,X,963,X,617,X
Business,"Total Establishments","Professional, scientific, and technical services",1731,X,1189,X,1543,X,2855,X,1530,X
Business,"Total Establishments","Management of companies and enterprises",156,X,38,X,83,X,226,X,150,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",1038,X,824,X,859,X,1474,X,1059,X
Business,"Total Establishments","Educational services",235,X,222,X,280,X,481,X,280,X
Business,"Total Establishments","Health care and social assistance",2483,X,1948,X,2149,X,2578,X,2337,X
Business,"Total Establishments","Arts, entertainment, and recreation",318,X,328,X,272,X,535,X,340,X
Business,"Total Establishments","Accommodation and food services",1830,X,1632,X,1808,X,1977,X,1669,X
Business,"Total Establishments","Other services (except public administration)",2066,X,1553,X,1899,X,2147,X,1780,X
Business,"Total Establishments","Industries not classified",15,X,16,X,12,X,38,X,12,X

"Source: 2019 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
