cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE"
Workers,Industry,Information,3146,"(+/- 1282 )",3100,"(+/- 966 )",3645,"(+/- 1223 )",4330,"(+/- 1043 )",4871,"(+/- 1300 )",6425,"(+/- 1537 )",3418,"(+/- 1511 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",17349,"(+/- 2226 )",13495,"(+/- 1656 )",18700,"(+/- 3203 )",13755,"(+/- 2472 )",14068,"(+/- 2111 )",31478,"(+/- 2567 )",12502,"(+/- 2126 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",27334,"(+/- 3147 )",24302,"(+/- 2602 )",25583,"(+/- 3310 )",20507,"(+/- 2305 )",50912,"(+/- 3551 )",36107,"(+/- 3306 )",22755,"(+/- 2667 )"
Workers,Industry,"Educational services, and health care and social assistance",67997,"(+/- 4947 )",63217,"(+/- 4088 )",72105,"(+/- 4557 )",62595,"(+/- 3879 )",67734,"(+/- 4202 )",78516,"(+/- 5346 )",72900,"(+/- 5209 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",28370,"(+/- 3930 )",27181,"(+/- 3159 )",25417,"(+/- 3018 )",23378,"(+/- 2850 )",30780,"(+/- 3257 )",25177,"(+/- 2959 )",30659,"(+/- 3242 )"
Workers,Industry,"Other services, except public administration",15272,"(+/- 2178 )",12092,"(+/- 1503 )",12527,"(+/- 2401 )",13325,"(+/- 1838 )",16104,"(+/- 2395 )",21518,"(+/- 2973 )",12935,"(+/- 2192 )"
Workers,Industry,"Public administration",16966,"(+/- 2253 )",22557,"(+/- 2696 )",18617,"(+/- 2833 )",10059,"(+/- 1772 )",23010,"(+/- 3506 )",13467,"(+/- 2358 )",12669,"(+/- 1818 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",304338,"(+/- 6666 )",285238,"(+/- 6211 )",312851,"(+/- 7781 )",293868,"(+/- 7135 )",342119,"(+/- 6683 )",339524,"(+/- 7188 )",275529,"(+/- 8838 )"
Workers,"Class of Worker","Private wage and salary workers",239663,"(+/- 6138 )",215786,"(+/- 5914 )",236109,"(+/- 8089 )",234647,"(+/- 6648 )",270914,"(+/- 6900 )",276112,"(+/- 7530 )",216599,"(+/- 8379 )"
Workers,"Class of Worker","Government workers",47726,"(+/- 3268 )",55747,"(+/- 3455 )",59568,"(+/- 4797 )",40565,"(+/- 3642 )",53670,"(+/- 4388 )",45579,"(+/- 4275 )",46602,"(+/- 4347 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",16295,"(+/- 2416 )",13552,"(+/- 1701 )",16491,"(+/- 2489 )",17905,"(+/- 2502 )",17193,"(+/- 2190 )",17099,"(+/- 2553 )",11975,"(+/- 2250 )"
Workers,"Class of Worker","Unpaid family workers",654,"(+/- 448 )",153,"(+/- 200 )",683,"(+/- 486 )",751,"(+/- 527 )",342,"(+/- 236 )",734,"(+/- 431 )",353,"(+/- 300 )"
Housing,"Housing Occupancy","Total housing units",345987,"(+/- 1838 )",317151,"(+/- 2831 )",337424,"(+/- 2033 )",319267,"(+/- 2276 )",326251,"(+/- 1044 )",302129,"(+/- 4168 )",336713,"(+/- 5070 )"
Housing,"Housing Occupancy","Occupied housing units",268033,"(+/- 4998 )",262180,"(+/- 4274 )",279236,"(+/- 4803 )",262865,"(+/- 4504 )",293146,"(+/- 4489 )",272470,"(+/- 4379 )",259646,"(+/- 5611 )"
Housing,"Housing Occupancy","Vacant housing units",77954,"(+/- 4592 )",54971,"(+/- 3602 )",58188,"(+/- 4541 )",56402,"(+/- 3691 )",33105,"(+/- 4295 )",29659,"(+/- 3325 )",77067,"(+/- 3968 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",2.2,"(+/- 0.9 )",1.8,"(+/- 0.5 )",1.8,"(+/- 0.5 )",1.3,"(+/- 0.5 )",0.8,"(+/- 0.4 )",1.3,"(+/- 0.5 )",0.9,"(+/- 0.4 )"
Housing,"Housing Occupancy","Rental vacancy rate",20.9,"(+/- 2.6 )",8.5,"(+/- 1.7 )",6.8,"(+/- 2.0 )",7.7,"(+/- 1.7 )",5.2,"(+/- 1.9 )",8.3,"(+/- 2.3 )",8.4,"(+/- 1.4 )"
Housing,"Housing Tenure","Occupied housing units",268033,"(+/- 4998 )",262180,"(+/- 4274 )",279236,"(+/- 4803 )",262865,"(+/- 4504 )",293146,"(+/- 4489 )",272470,"(+/- 4379 )",259646,"(+/- 5611 )"
Housing,"Housing Tenure",Owner-occupied,185109,"(+/- 4868 )",171869,"(+/- 3576 )",200055,"(+/- 4577 )",194321,"(+/- 5022 )",203864,"(+/- 4330 )",206801,"(+/- 4167 )",143204,"(+/- 4993 )"
Housing,"Housing Tenure",Renter-occupied,82924,"(+/- 4956 )",90311,"(+/- 4161 )",79181,"(+/- 3886 )",68544,"(+/- 3710 )",89282,"(+/- 4136 )",65669,"(+/- 3987 )",116442,"(+/- 4404 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.73,"(+/- 0.06 )",2.52,"(+/- 0.04 )",2.55,"(+/- 0.05 )",2.60,"(+/- 0.05 )",2.57,"(+/- 0.05 )",2.62,"(+/- 0.05 )",2.59,"(+/- 0.08 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.40,"(+/- 0.11 )",2.45,"(+/- 0.09 )",2.36,"(+/- 0.12 )",2.54,"(+/- 0.11 )",2.18,"(+/- 0.08 )",2.25,"(+/- 0.12 )",2.34,"(+/- 0.07 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",268033,"(+/- 4998 )",262180,"(+/- 4274 )",279236,"(+/- 4803 )",262865,"(+/- 4504 )",293146,"(+/- 4489 )",272470,"(+/- 4379 )",259646,"(+/- 5611 )"
Housing,"Year Householder Moved into Unit","Moved in 2017 or later",67446,"(+/- 4559 )",71100,"(+/- 4574 )",74910,"(+/- 5261 )",57180,"(+/- 3522 )",85752,"(+/- 3841 )",71281,"(+/- 4319 )",71135,"(+/- 4230 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 to 2016",36245,"(+/- 3253 )",34531,"(+/- 2954 )",32303,"(+/- 3765 )",31914,"(+/- 2982 )",35928,"(+/- 3118 )",34893,"(+/- 3341 )",31437,"(+/- 3132 )"
Housing,"Year Householder Moved into Unit","Moved in 2014 to 2014",38374,"(+/- 3542 )",35397,"(+/- 2695 )",45349,"(+/- 3702 )",43503,"(+/- 3510 )",41730,"(+/- 3844 )",40575,"(+/- 2909 )",36450,"(+/- 3445 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",58554,"(+/- 3804 )",56784,"(+/- 3427 )",57332,"(+/- 3484 )",55120,"(+/- 3439 )",60144,"(+/- 3421 )",61358,"(+/- 3903 )",49119,"(+/- 3724 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",30814,"(+/- 2707 )",29767,"(+/- 2273 )",32437,"(+/- 2708 )",34525,"(+/- 2307 )",34935,"(+/- 2704 )",32278,"(+/- 2577 )",30016,"(+/- 3049 )"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier",36600,"(+/- 2167 )",34601,"(+/- 2346 )",36905,"(+/- 2703 )",40623,"(+/- 2510 )",34657,"(+/- 2457 )",32085,"(+/- 2731 )",41489,"(+/- 2843 )"
Housing,Value,"Owner-occupied units",185109,"(+/- 4868 )",171869,"(+/- 3576 )",200055,"(+/- 4577 )",194321,"(+/- 5022 )",203864,"(+/- 4330 )",206801,"(+/- 4167 )",143204,"(+/- 4993 )"
Housing,Value,"Less than $50,000",19322,"(+/- 2522 )",25940,"(+/- 2128 )",30920,"(+/- 2615 )",30598,"(+/- 2824 )",14198,"(+/- 1796 )",14691,"(+/- 1892 )",26080,"(+/- 2256 )"
Housing,Value,"$50,000 to $99,999",33768,"(+/- 3666 )",35273,"(+/- 2593 )",35690,"(+/- 2932 )",41730,"(+/- 2899 )",32471,"(+/- 2602 )",20979,"(+/- 2424 )",41489,"(+/- 3504 )"
Housing,Value,"$100,000 to $149,999",30178,"(+/- 2851 )",34389,"(+/- 2764 )",37230,"(+/- 3585 )",38477,"(+/- 3100 )",34027,"(+/- 3506 )",30117,"(+/- 2963 )",23628,"(+/- 2832 )"
Housing,Value,"$150,000 to $199,999",34677,"(+/- 2683 )",28691,"(+/- 2256 )",30613,"(+/- 2806 )",33928,"(+/- 2447 )",39776,"(+/- 3410 )",34572,"(+/- 2778 )",21478,"(+/- 2191 )"
Housing,Value,"$200,000 to $299,999",34535,"(+/- 3330 )",27488,"(+/- 2092 )",32709,"(+/- 3219 )",28472,"(+/- 2459 )",46460,"(+/- 3511 )",45801,"(+/- 3051 )",20585,"(+/- 2489 )"
Housing,Value,"$300,000 to $499,999",21703,"(+/- 2673 )",15523,"(+/- 1778 )",23641,"(+/- 2206 )",14289,"(+/- 1923 )",27591,"(+/- 2650 )",38357,"(+/- 2503 )",6922,"(+/- 1195 )"
Housing,Value,"$500,000 to $999,999",8814,"(+/- 1417 )",3730,"(+/- 840 )",8120,"(+/- 1540 )",5833,"(+/- 1128 )",7518,"(+/- 1388 )",19066,"(+/- 2259 )",2287,"(+/- 641 )"
Housing,Value,"$1,000,000 or more",2112,"(+/- 815 )",835,"(+/- 318 )",1132,"(+/- 534 )",994,"(+/- 460 )",1823,"(+/- 780 )",3218,"(+/- 704 )",735,"(+/- 429 )"
Housing,Value,"Median (dollars)",160600,"(+/- 4427 )",135500,"(+/- 4495 )",144700,"(+/- 5028 )",132800,"(+/- 3914 )",173300,"(+/- 3981 )",206000,"(+/- 6294 )",107400,"(+/- 5554 )"
Housing,"Mortgage Status","Owner-occupied units",185109,"(+/- 4868 )",171869,"(+/- 3576 )",200055,"(+/- 4577 )",194321,"(+/- 5022 )",203864,"(+/- 4330 )",206801,"(+/- 4167 )",143204,"(+/- 4993 )"
Housing,"Mortgage Status","Housing units with a mortgage",102897,"(+/- 4789 )",91274,"(+/- 3633 )",111347,"(+/- 4651 )",92802,"(+/- 4614 )",120409,"(+/- 4793 )",129325,"(+/- 4784 )",73942,"(+/- 4757 )"
Housing,"Mortgage Status","Housing units without a mortgage",82212,"(+/- 4200 )",80595,"(+/- 3280 )",88708,"(+/- 3865 )",101519,"(+/- 4061 )",83455,"(+/- 3903 )",77476,"(+/- 4055 )",69262,"(+/- 3658 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",102897,"(+/- 4789 )",91274,"(+/- 3633 )",111347,"(+/- 4651 )",92802,"(+/- 4614 )",120409,"(+/- 4793 )",129325,"(+/- 4784 )",73942,"(+/- 4757 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",1849,"(+/- 643 )",3211,"(+/- 885 )",3261,"(+/- 942 )",2556,"(+/- 819 )",2758,"(+/- 1176 )",1436,"(+/- 613 )",1683,"(+/- 659 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",31926,"(+/- 2810 )",34384,"(+/- 2591 )",39585,"(+/- 3722 )",38115,"(+/- 3000 )",38069,"(+/- 3560 )",26743,"(+/- 2866 )",29946,"(+/- 3632 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",37510,"(+/- 3054 )",34901,"(+/- 2775 )",37771,"(+/- 3013 )",33368,"(+/- 3132 )",43646,"(+/- 3566 )",42364,"(+/- 3145 )",28411,"(+/- 2598 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",17545,"(+/- 2154 )",11532,"(+/- 1519 )",17485,"(+/- 2195 )",12070,"(+/- 1897 )",20188,"(+/- 2539 )",29528,"(+/- 2871 )",9458,"(+/- 1758 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",8071,"(+/- 1612 )",4262,"(+/- 1007 )",8236,"(+/- 1584 )",3790,"(+/- 904 )",9778,"(+/- 1757 )",14080,"(+/- 2013 )",2725,"(+/- 686 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",2066,"(+/- 746 )",1878,"(+/- 586 )",2721,"(+/- 961 )",1203,"(+/- 622 )",3812,"(+/- 1162 )",6874,"(+/- 1310 )",1409,"(+/- 605 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",3930,"(+/- 1321 )",1106,"(+/- 427 )",2288,"(+/- 667 )",1700,"(+/- 684 )",2158,"(+/- 694 )",8300,"(+/- 1242 )",310,"(+/- 210 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1220,"(+/- 32 )",1092,"(+/- 23 )",1141,"(+/- 31 )",1066,"(+/- 23 )",1192,"(+/- 30 )",1414,"(+/- 42 )",1081,"(+/- 35 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",82212,"(+/- 4200 )",80595,"(+/- 3280 )",88708,"(+/- 3865 )",101519,"(+/- 4061 )",83455,"(+/- 3903 )",77476,"(+/- 4055 )",69262,"(+/- 3658 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",18812,"(+/- 2650 )",18014,"(+/- 1741 )",21016,"(+/- 2591 )",23722,"(+/- 2652 )",14887,"(+/- 1959 )",12138,"(+/- 1885 )",13104,"(+/- 1930 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",29722,"(+/- 2492 )",32627,"(+/- 2405 )",34243,"(+/- 3046 )",44224,"(+/- 2917 )",32973,"(+/- 2853 )",24401,"(+/- 2340 )",28158,"(+/- 2638 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",22721,"(+/- 2498 )",22081,"(+/- 1946 )",24074,"(+/- 2200 )",24385,"(+/- 1850 )",24930,"(+/- 2197 )",24151,"(+/- 2881 )",20154,"(+/- 2480 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",7007,"(+/- 1321 )",6289,"(+/- 1192 )",5805,"(+/- 1108 )",6688,"(+/- 1090 )",7684,"(+/- 1478 )",9231,"(+/- 1471 )",5629,"(+/- 1285 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",2635,"(+/- 788 )",968,"(+/- 358 )",2357,"(+/- 800 )",1955,"(+/- 614 )",2116,"(+/- 861 )",3192,"(+/- 828 )",1334,"(+/- 457 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",1315,"(+/- 367 )",616,"(+/- 368 )",1213,"(+/- 537 )",545,"(+/- 321 )",865,"(+/- 372 )",4363,"(+/- 998 )",883,"(+/- 461 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",365,"(+/- 11 )",347,"(+/- 10 )",350,"(+/- 10 )",342,"(+/- 8 )",370,"(+/- 10 )",415,"(+/- 14 )",366,"(+/- 12 )"
Housing,"Gross Rent","Occupied units paying rent",70269,"(+/- 4561 )",80966,"(+/- 4114 )",72254,"(+/- 3733 )",59355,"(+/- 3473 )",83532,"(+/- 4089 )",58348,"(+/- 4195 )",105961,"(+/- 4807 )"
Housing,"Gross Rent","Less than $500",10109,"(+/- 1662 )",11252,"(+/- 1476 )",13229,"(+/- 2367 )",16821,"(+/- 1817 )",11434,"(+/- 1982 )",5124,"(+/- 1741 )",20587,"(+/- 2490 )"
Housing,"Gross Rent","$500 to $999",36776,"(+/- 3005 )",47727,"(+/- 3240 )",42603,"(+/- 3437 )",36180,"(+/- 3123 )",50991,"(+/- 3895 )",22512,"(+/- 2656 )",59097,"(+/- 4238 )"
Housing,"Gross Rent","$1,000 to $1,499",19654,"(+/- 3086 )",18522,"(+/- 2675 )",12831,"(+/- 2254 )",5338,"(+/- 1176 )",16475,"(+/- 2839 )",24189,"(+/- 3078 )",21931,"(+/- 2711 )"
Housing,"Gross Rent","$1,500 to $1,999",3102,"(+/- 1059 )",2710,"(+/- 1002 )",2642,"(+/- 1123 )",396,"(+/- 246 )",3742,"(+/- 1379 )",4334,"(+/- 1074 )",3063,"(+/- 958 )"
Housing,"Gross Rent","$2,000 to $2,499",548,"(+/- 489 )",340,"(+/- 273 )",712,"(+/- 609 )",434,"(+/- 298 )",104,"(+/- 137 )",1314,"(+/- 657 )",781,"(+/- 485 )"
Housing,"Gross Rent","$2,500 to $2,999",80,"(+/- 131 )",306,"(+/- 337 )",156,"(+/- 188 )",133,"(+/- 181 )",622,"(+/- 549 )",261,"(+/- 247 )",154,"(+/- 202 )"
Housing,"Gross Rent","$3,000 or more",0,"(+/- 206 )",109,"(+/- 98 )",81,"(+/- 138 )",53,"(+/- 91 )",164,"(+/- 128 )",614,"(+/- 539 )",348,"(+/- 350 )"
Housing,"Gross Rent","Median (dollars)",872,"(+/- 30 )",815,"(+/- 25 )",771,"(+/- 32 )",661,"(+/- 21 )",783,"(+/- 31 )",1026,"(+/- 34 )",789,"(+/- 25 )"
Housing,"Gross Rent","No rent paid",12655,"(+/- 1948 )",9345,"(+/- 1821 )",6927,"(+/- 1343 )",9189,"(+/- 1456 )",5750,"(+/- 1300 )",7321,"(+/- 1441 )",10481,"(+/- 1870 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Total households",268033,"(+/- 4998 )",262180,"(+/- 4274 )",279236,"(+/- 4803 )",262865,"(+/- 4504 )",293146,"(+/- 4489 )",272470,"(+/- 4379 )",259646,"(+/- 5611 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Less than $10,000",22455,"(+/- 2865 )",20257,"(+/- 1829 )",23873,"(+/- 2903 )",19688,"(+/- 2268 )",17500,"(+/- 2521 )",14372,"(+/- 2270 )",36413,"(+/- 3478 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$10,000 to $14,999",13869,"(+/- 2258 )",12834,"(+/- 1393 )",16708,"(+/- 2545 )",15963,"(+/- 2061 )",15195,"(+/- 2106 )",9519,"(+/- 1730 )",19565,"(+/- 2212 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$15,000 to $24,999",27743,"(+/- 2864 )",31060,"(+/- 2818 )",32034,"(+/- 3586 )",35083,"(+/- 3134 )",28401,"(+/- 2835 )",20670,"(+/- 2828 )",32215,"(+/- 3867 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$25,000 to $34,999",28329,"(+/- 2797 )",27505,"(+/- 2130 )",27489,"(+/- 3669 )",27692,"(+/- 2664 )",28662,"(+/- 2997 )",22803,"(+/- 2404 )",33582,"(+/- 3606 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$35,000 to $49,999",39729,"(+/- 2995 )",37759,"(+/- 3224 )",34130,"(+/- 3382 )",38776,"(+/- 3042 )",36600,"(+/- 3174 )",30996,"(+/- 3224 )",36465,"(+/- 2815 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$50,000 to $74,999",48806,"(+/- 3826 )",50298,"(+/- 3546 )",51875,"(+/- 4665 )",49191,"(+/- 3359 )",47115,"(+/- 3101 )",47610,"(+/- 3445 )",42241,"(+/- 3855 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$75,000 to $99,999",30221,"(+/- 2846 )",29752,"(+/- 2607 )",31899,"(+/- 3034 )",29993,"(+/- 2997 )",36012,"(+/- 2981 )",34548,"(+/- 2850 )",20207,"(+/- 2378 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$100,000 to $149,999",34011,"(+/- 3041 )",33277,"(+/- 2550 )",37612,"(+/- 3366 )",31156,"(+/- 2756 )",46753,"(+/- 3882 )",46674,"(+/- 3098 )",25253,"(+/- 2557 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$150,000 to $199,000",12111,"(+/- 1671 )",10838,"(+/- 1143 )",13268,"(+/- 2377 )",8384,"(+/- 1325 )",20648,"(+/- 2401 )",21359,"(+/- 2423 )",8635,"(+/- 1667 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$200,000 or more",10759,"(+/- 1811 )",8600,"(+/- 1136 )",10348,"(+/- 1492 )",6939,"(+/- 1255 )",16260,"(+/- 2041 )",23919,"(+/- 2457 )",5070,"(+/- 1176 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Median household income (dollars)",50663,"(+/- 1500 )",50494,"(+/- 1061 )",51925,"(+/- 1924 )",47531,"(+/- 1703 )",59950,"(+/- 2015 )",69072,"(+/- 3443 )",38023,"(+/- 1961 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Mean household income (dollars)",68866,"(+/- 2253 )",66203,"(+/- 1363 )",69896,"(+/- 2454 )",63030,"(+/- 1946 )",80182,"(+/- 2269 )",96777,"(+/- 3464 )",53378,"(+/- 1634 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",707906,"(+/- 3896 )",651579,"(+/- 7418 )",703954,"(+/- 5943 )",680872,"(+/- 6755 )",723190,"(+/- 1867 )",693338,"(+/- 8978 )",661675,"(+/- 11525 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",635774,"(+/- 7917 )",583801,"(+/- 8020 )",643974,"(+/- 7514 )",603065,"(+/- 8595 )",655616,"(+/- 5779 )",643329,"(+/- 9699 )",588054,"(+/- 11911 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",450664,"(+/- 12226 )",422295,"(+/- 9935 )",483438,"(+/- 13508 )",438408,"(+/- 10905 )",526422,"(+/- 10531 )",526036,"(+/- 10165 )",380775,"(+/- 13074 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",276314,"(+/- 9192 )",259778,"(+/- 7055 )",259359,"(+/- 9122 )",264749,"(+/- 7237 )",243135,"(+/- 9879 )",206815,"(+/- 8521 )",286489,"(+/- 10417 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",72132,"(+/- 6409 )",67778,"(+/- 5699 )",59980,"(+/- 5598 )",77807,"(+/- 5752 )",67574,"(+/- 5915 )",50009,"(+/- 5449 )",73621,"(+/- 6030 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",170295,"(+/- 2093 )",159751,"(+/- 3741 )",167589,"(+/- 3665 )",162517,"(+/- 3666 )",168605,"(+/- 2530 )",167708,"(+/- 4374 )",157927,"(+/- 5871 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",4364,"(+/- 1083 )",5245,"(+/- 1312 )",3830,"(+/- 1356 )",9579,"(+/- 2200 )",7620,"(+/- 2352 )",2930,"(+/- 1102 )",6592,"(+/- 1765 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",11.1,"(+/- 1.2 )",13.0,"(+/- 1.3 )",10.8,"(+/- 1.4 )",10.9,"(+/- 1.3 )",9.8,"(+/- 1.3 )",6.3,"(+/- 1.0 )",18.1,"(+/- 1.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",19.0,"(+/- 2.6 )",23.0,"(+/- 2.7 )",15.9,"(+/- 2.7 )",18.5,"(+/- 2.5 )",16.1,"(+/- 2.6 )",9.3,"(+/- 1.9 )",29.6,"(+/- 3.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",21.8,"(+/- 6.2 )",23.7,"(+/- 7.3 )",13.8,"(+/- 5.3 )",11.3,"(+/- 3.5 )",26.9,"(+/- 8.4 )",5.7,"(+/- 2.7 )",31.5,"(+/- 8.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",4.3,"(+/- 1.0 )",5.1,"(+/- 1.0 )",6.1,"(+/- 1.5 )",6.6,"(+/- 1.0 )",4.5,"(+/- 0.9 )",3.8,"(+/- 0.8 )",6.0,"(+/- 1.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",6.7,"(+/- 2.5 )",7.8,"(+/- 2.2 )",6.5,"(+/- 2.6 )",9.7,"(+/- 2.3 )",5.6,"(+/- 1.8 )",4.3,"(+/- 1.6 )",9.3,"(+/- 3.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",7.8,"(+/- 6.1 )",13.7,"(+/- 8.4 )",7.4,"(+/- 6.4 )",7.2,"(+/- 3.4 )",5.4,"(+/- 3.8 )",1.6,"(+/- 1.9 )",8.6,"(+/- 5.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",27.7,"(+/- 3.9 )",32.5,"(+/- 3.6 )",30.1,"(+/- 4.5 )",27.7,"(+/- 4.4 )",29.1,"(+/- 5.0 )",16.5,"(+/- 4.1 )",37.1,"(+/- 4.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",38.2,"(+/- 6.6 )",46.7,"(+/- 4.7 )",44.2,"(+/- 7.0 )",38.3,"(+/- 5.8 )",40.8,"(+/- 7.0 )",25.8,"(+/- 6.8 )",51.1,"(+/- 5.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",45.1,"(+/- 15.1 )",43.3,"(+/- 13.4 )",50.3,"(+/- 16.4 )",27.8,"(+/- 12.0 )",59.1,"(+/- 15.5 )",28.2,"(+/- 15.0 )",64.7,"(+/- 14.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",15.4,"(+/- 1.4 )",16.4,"(+/- 1.2 )",15.0,"(+/- 1.4 )",15.6,"(+/- 1.3 )",13.2,"(+/- 1.3 )",9.5,"(+/- 1.0 )",23.7,"(+/- 1.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",22.4,"(+/- 3.3 )",24.6,"(+/- 2.3 )",17.4,"(+/- 2.7 )",21.8,"(+/- 2.8 )",18.7,"(+/- 3.0 )",12.2,"(+/- 2.5 )",33.9,"(+/- 4.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",22.2,"(+/- 3.3 )",24.3,"(+/- 2.3 )",17.3,"(+/- 2.7 )",21.4,"(+/- 2.7 )",18.5,"(+/- 3.0 )",11.9,"(+/- 2.5 )",33.6,"(+/- 4.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",27.1,"(+/- 5.0 )",26.2,"(+/- 3.9 )",19.9,"(+/- 4.6 )",21.6,"(+/- 4.1 )",25.3,"(+/- 4.7 )",11.7,"(+/- 4.2 )",36.0,"(+/- 5.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",20.4,"(+/- 3.3 )",23.6,"(+/- 2.6 )",16.4,"(+/- 3.1 )",21.4,"(+/- 3.0 )",16.1,"(+/- 3.0 )",12.0,"(+/- 2.6 )",32.6,"(+/- 4.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",13.4,"(+/- 1.1 )",14.0,"(+/- 1.0 )",14.3,"(+/- 1.3 )",13.9,"(+/- 1.1 )",11.7,"(+/- 1.0 )",8.7,"(+/- 0.8 )",20.8,"(+/- 1.7 )"
